drugbank_id	zinc_id
DB02031	ZINC000004228237
DB02031	ZINC000004228238
DB02032	ZINC000000020226
DB02032	ZINC000000057000
DB02032	ZINC000000057001
DB02032	ZINC000000057002
DB02033	ZINC000003815654
DB02033	ZINC000012501508
DB02034	ZINC000001612537
DB02034	ZINC000003875040
DB02034	ZINC000003875041
DB02034	ZINC000003875042
DB02036	ZINC000000126407
DB02036	ZINC000000126410
DB02037	ZINC000018156496
DB02038	ZINC000002043174
DB02038	ZINC000002046990
DB02041	ZINC000008581462
DB02042	ZINC000005210101
DB02043	ZINC000032838269
DB02043	ZINC000032838271
DB02043	ZINC000062227920
DB02043	ZINC000062227921
DB02044	ZINC000003870614
DB02045	ZINC000001586308
DB02046	ZINC000024985889
DB02047	ZINC000000000361
DB02047	ZINC000002033979
DB02048	ZINC000006585615
DB02048	ZINC000162503468
DB02049	ZINC000003821624
DB02051	ZINC000024531121
DB02051	ZINC000053683461
DB02052	ZINC000100001998
DB02052	ZINC000100116081
DB02052	ZINC000100382229
DB02052	ZINC000100850898
DB02052	ZINC000299888368
DB02052	ZINC000299888369
DB02053	ZINC000001530556
DB02053	ZINC000001532855
DB02053	ZINC000003606137
DB02053	ZINC000003869426
DB02053	ZINC000003869427
DB02053	ZINC000008551307
DB02053	ZINC000008551308
DB02053	ZINC000022116391
DB02054	ZINC000000388179
DB02055	ZINC000001666831
DB02056	ZINC000005513160
DB02056	ZINC000005978212
DB02056	ZINC000013339034
DB02056	ZINC000013339035
DB02056	ZINC000013521609
DB02056	ZINC000013539155
DB02056	ZINC000015110997
DB02056	ZINC000018130819
DB02056	ZINC000027638753
DB02056	ZINC000027638760
DB02056	ZINC000027639259
DB02056	ZINC000027875336
DB02056	ZINC000034008212
DB02056	ZINC000034008213
DB02056	ZINC000085994848
DB02056	ZINC000100395247
DB02056	ZINC000100395260
DB02056	ZINC000100395263
DB02056	ZINC000100395268
DB02057	ZINC000002047472
DB02057	ZINC000003870314
DB02058	ZINC000003870908
DB02058	ZINC000103557113
DB02059	ZINC000014880207
DB02059	ZINC000017654550
DB02059	ZINC000032786513
DB02059	ZINC000032786516
DB02059	ZINC000032786518
DB02059	ZINC000032786521
DB02059	ZINC000040164323
DB02059	ZINC000040164324
DB02059	ZINC000040164325
DB02059	ZINC000040164326
DB02059	ZINC000058541908
DB02059	ZINC000136619140
DB02059	ZINC000150375348
DB02059	ZINC000238769977
DB02059	ZINC000257545106
DB02059	ZINC000257545107
DB02060	ZINC000004528575
DB02061	ZINC000003830982
DB02061	ZINC000003830983
DB02061	ZINC000003830984
DB02061	ZINC000003830985
DB02061	ZINC000003978744
DB02061	ZINC000004095490
DB02061	ZINC000004095761
DB02061	ZINC000004095762
DB02061	ZINC000004095793
DB02061	ZINC000004095987
DB02061	ZINC000004097113
DB02061	ZINC000004261771
DB02061	ZINC000004261772
DB02061	ZINC000005222455
DB02061	ZINC000005222464
DB02061	ZINC000011592529
DB02061	ZINC000011592530
DB02061	ZINC000011592531
DB02061	ZINC000011592532
DB02061	ZINC000012358758
DB02061	ZINC000012358793
DB02061	ZINC000012358794
DB02061	ZINC000012358795
DB02061	ZINC000012358796
DB02061	ZINC000012358837
DB02061	ZINC000012358838
DB02061	ZINC000012358839
DB02061	ZINC000012404986
DB02061	ZINC000012404987
DB02061	ZINC000012404988
DB02061	ZINC000012404989
DB02061	ZINC000012493465
DB02061	ZINC000013526644
DB02061	ZINC000013536670
DB02061	ZINC000013542690
DB02061	ZINC000013543637
DB02061	ZINC000013543975
DB02061	ZINC000013544017
DB02061	ZINC000013544387
DB02061	ZINC000015205631
DB02061	ZINC000015205635
DB02061	ZINC000015205639
DB02061	ZINC000015205642
DB02061	ZINC000015205799
DB02061	ZINC000015205802
DB02061	ZINC000016051576
DB02061	ZINC000021984931
DB02061	ZINC000022061990
DB02061	ZINC000022061993
DB02061	ZINC000026892042
DB02061	ZINC000032302181
DB02061	ZINC000033821316
DB02061	ZINC000035262676
DB02061	ZINC000035262677
DB02061	ZINC000038147390
DB02061	ZINC000038522474
DB02061	ZINC000038599727
DB02061	ZINC000038599734
DB02061	ZINC000038792149
DB02061	ZINC000039204552
DB02061	ZINC000039945923
DB02061	ZINC000039945924
DB02061	ZINC000039945925
DB02061	ZINC000039945926
DB02061	ZINC000040401145
DB02061	ZINC000043505220
DB02061	ZINC000044185565
DB02061	ZINC000044185569
DB02061	ZINC000044607955
DB02061	ZINC000044830970
DB02061	ZINC000048016088
DB02061	ZINC000053683219
DB02061	ZINC000065739161
DB02061	ZINC000065739166
DB02061	ZINC000065742738
DB02061	ZINC000065742739
DB02061	ZINC000065742740
DB02061	ZINC000065742741
DB02061	ZINC000065742742
DB02061	ZINC000065742743
DB02061	ZINC000065742744
DB02061	ZINC000065743152
DB02061	ZINC000065743153
DB02061	ZINC000072283165
DB02061	ZINC000072283167
DB02061	ZINC000084403424
DB02061	ZINC000084403425
DB02061	ZINC000084403426
DB02061	ZINC000086863275
DB02061	ZINC000086863277
DB02061	ZINC000100352116
DB02061	ZINC000100890938
DB02061	ZINC000100890940
DB02061	ZINC000100890943
DB02061	ZINC000100890944
DB02061	ZINC000101108108
DB02061	ZINC000101411480
DB02061	ZINC000101411483
DB02061	ZINC000200092309
DB02061	ZINC000200092341
DB02061	ZINC000201661832
DB02061	ZINC000201661858
DB02061	ZINC000202563257
DB02061	ZINC000215928898
DB02061	ZINC000222126742
DB02061	ZINC000238732613
DB02061	ZINC000238735529
DB02061	ZINC000238735689
DB02061	ZINC000238735727
DB02061	ZINC000238766374
DB02061	ZINC000242495943
DB02061	ZINC000242495944
DB02061	ZINC000245204744
DB02061	ZINC000245204745
DB02061	ZINC000253530326
DB02061	ZINC000254046605
DB02061	ZINC000257362198
DB02061	ZINC000257362199
DB02061	ZINC000390822328
DB02061	ZINC000599389312
DB02061	ZINC000599389313
DB02061	ZINC000599389314
DB02061	ZINC000599389315
DB02062	ZINC000002004238
DB02062	ZINC000012080871
DB02062	ZINC000027103915
DB02063	ZINC000002047585
DB02065	ZINC000005851340
DB02065	ZINC000053683466
DB02066	ZINC000005502737
DB02066	ZINC000005502740
DB02066	ZINC000005888080
DB02066	ZINC000012501542
DB02066	ZINC000012501544
DB02067	ZINC000053683472
DB02067	ZINC000055398661
DB02068	ZINC000001532654
DB02070	ZINC000000895186
DB02070	ZINC000000901103
DB02071	ZINC000000602968
DB02072	ZINC000003591081
DB02073	ZINC000053276076
DB02073	ZINC000100288986
DB02073	ZINC000100350124
DB02074	ZINC000000901132
DB02074	ZINC000004771412
DB02075	ZINC000015479974
DB02076	ZINC000001532623
DB02076	ZINC000002047359
DB02076	ZINC000002545091
DB02076	ZINC000003869602
DB02076	ZINC000003869603
DB02076	ZINC000003869604
DB02076	ZINC000012501558
DB02076	ZINC000012501560
DB02076	ZINC000012501562
DB02076	ZINC000012501564
DB02076	ZINC000013477407
DB02076	ZINC000069480546
DB02076	ZINC000069480551
DB02076	ZINC000069480552
DB02076	ZINC000069480555
DB02077	ZINC000012501566
DB02077	ZINC000012501568
DB02077	ZINC000013531446
DB02077	ZINC000013559330
DB02077	ZINC000013559331
DB02077	ZINC000013559332
DB02077	ZINC000013559333
DB02077	ZINC000013559334
DB02078	ZINC000001693863
DB02079	ZINC000004689151
DB02080	ZINC000005885272
DB02081	ZINC000012501570
DB02081	ZINC000048016021
DB02082	ZINC000037868676
DB02082	ZINC000053683483
DB02083	ZINC000000895466
DB02084	ZINC000002047584
DB02084	ZINC000014956963
DB02085	ZINC000000895536
DB02087	ZINC000002576766
DB02088	ZINC000001720913
DB02088	ZINC000002047313
DB02089	ZINC000012501572
DB02090	ZINC000012501576
DB02090	ZINC000033821511
DB02091	ZINC000000141286
DB02092	ZINC000053683485
DB02092	ZINC000058632919
DB02092	ZINC000059226840
DB02092	ZINC000059660734
DB02092	ZINC000085431407
DB02092	ZINC000085431410
DB02092	ZINC000095099763
DB02092	ZINC000095099765
DB02092	ZINC000118912941
DB02092	ZINC000118913693
DB02092	ZINC000118913694
DB02092	ZINC000118914402
DB02092	ZINC000118914403
DB02092	ZINC000253609301
DB02092	ZINC000253609302
DB02092	ZINC000253609303
DB02092	ZINC000253609304
DB02092	ZINC000257345193
DB02092	ZINC000263617272
DB02093	ZINC000005830355
DB02093	ZINC000012501580
DB02095	ZINC000002047514
DB02097	ZINC000000895248
DB02097	ZINC000001078621
DB02097	ZINC000002583632
DB02097	ZINC000003795098
DB02097	ZINC000003830623
DB02097	ZINC000003830624
DB02097	ZINC000003830625
DB02097	ZINC000003830626
DB02097	ZINC000003978018
DB02097	ZINC000006091575
DB02097	ZINC000006234828
DB02097	ZINC000006524892
DB02097	ZINC000012336757
DB02097	ZINC000012336758
DB02097	ZINC000016969357
DB02098	ZINC000003871401
DB02098	ZINC000003871402
DB02098	ZINC000003871403
DB02098	ZINC000003871404
DB02098	ZINC000004096223
DB02098	ZINC000012501583
DB02098	ZINC000012501585
DB02098	ZINC000013545936
DB02098	ZINC000013546347
DB02098	ZINC000031489980
DB02098	ZINC000053683489
DB02100	ZINC000000901783
DB02100	ZINC000000967344
DB02100	ZINC000001041340
DB02100	ZINC000001850262
DB02100	ZINC000002020260
DB02100	ZINC000002042998
DB02100	ZINC000002507569
DB02100	ZINC000003861272
DB02100	ZINC000003871485
DB02100	ZINC000003871486
DB02100	ZINC000004096161
DB02100	ZINC000004261920
DB02100	ZINC000004262102
DB02100	ZINC000004262103
DB02100	ZINC000005226838
DB02100	ZINC000005226959
DB02100	ZINC000005226983
DB02100	ZINC000005998214
DB02100	ZINC000005998230
DB02100	ZINC000005998327
DB02100	ZINC000005998341
DB02100	ZINC000008579428
DB02100	ZINC000008602504
DB02100	ZINC000012358689
DB02100	ZINC000022056892
DB02101	ZINC000000002486
DB02101	ZINC000000005704
DB02101	ZINC000003776058
DB02101	ZINC000003789766
DB02102	ZINC000003831996
DB02103	ZINC000001614293
DB02103	ZINC000001614294
DB02103	ZINC000001614295
DB02103	ZINC000001614296
DB02104	ZINC000012501589
DB02105	ZINC000002170217
DB02106	ZINC000014880228
DB02106	ZINC000014880229
DB02107	ZINC000001679558
DB02107	ZINC000002041095
DB02108	ZINC000014880231
DB02109	ZINC000001482078
DB02112	ZINC000009998610
DB02113	ZINC000014593164
DB02114	ZINC000001683362
DB02115	ZINC000000621861
DB02115	ZINC000000689734
DB02115	ZINC000001320139
DB02115	ZINC000004098610
DB02115	ZINC000004349762
DB02115	ZINC000004349764
DB02115	ZINC000004349768
DB02115	ZINC000012374719
DB02115	ZINC000012374720
DB02115	ZINC000012374721
DB02115	ZINC000012501593
DB02115	ZINC000012501595
DB02115	ZINC000012501597
DB02115	ZINC000013424748
DB02115	ZINC000013548856
DB02115	ZINC000036532642
DB02115	ZINC000043465478
DB02115	ZINC000043465479
DB02115	ZINC000043465480
DB02115	ZINC000044019634
DB02115	ZINC000044019637
DB02115	ZINC000044019640
DB02115	ZINC000044019643
DB02115	ZINC000102402132
DB02115	ZINC000104874329
DB02116	ZINC000001641925
DB02120	ZINC000002046896
DB02120	ZINC000005413017
DB02120	ZINC000006158056
DB02120	ZINC000006158057
DB02120	ZINC000006158058
DB02120	ZINC000201997144
DB02120	ZINC000223173550
DB02121	ZINC000001586734
DB02123	ZINC000003914812
DB02123	ZINC000008551808
DB02123	ZINC000012494186
DB02123	ZINC000012494227
DB02123	ZINC000012494236
DB02123	ZINC000013542524
DB02123	ZINC000013547336
DB02123	ZINC000029551572
DB02123	ZINC000034036271
DB02123	ZINC000035644465
DB02123	ZINC000040164286
DB02123	ZINC000044960214
DB02123	ZINC000058475559
DB02123	ZINC000071244543
DB02123	ZINC000078938685
DB02123	ZINC000096533565
DB02123	ZINC000118912613
DB02123	ZINC000118912614
DB02123	ZINC000118912615
DB02123	ZINC000118913647
DB02123	ZINC000118914628
DB02123	ZINC000247639566
DB02123	ZINC000253500177
DB02123	ZINC000253500178
DB02123	ZINC000253500180
DB02123	ZINC000253506541
DB02123	ZINC000253506547
DB02123	ZINC000253506556
DB02123	ZINC000253532935
DB02123	ZINC000253588047
DB02123	ZINC000253588049
DB02123	ZINC000299849688
DB02123	ZINC000299849691
DB02123	ZINC000299849694
DB02123	ZINC000299849697
DB02124	ZINC000005835424
DB02125	ZINC000003882578
DB02126	ZINC000000074762
DB02126	ZINC000031319756
DB02127	ZINC000002039561
DB02128	ZINC000012501621
DB02128	ZINC000012501625
DB02129	ZINC000000895194
DB02129	ZINC000003869850
DB02130	ZINC000000338275
DB02132	ZINC000000596737
DB02134	ZINC000013517187
DB02135	ZINC000012501635
DB02135	ZINC000032304142
DB02136	ZINC000150338914
DB02136	ZINC000150342633
DB02137	ZINC000100031184
DB02137	ZINC000100352686
DB02138	ZINC000002046934
DB02139	ZINC000003581378
DB02140	ZINC000003872096
DB02141	ZINC000003806238
DB02142	ZINC000001532708
DB02143	ZINC000013535998
DB02144	ZINC000098209303
DB02144	ZINC000150338923
DB02144	ZINC000150339007
DB02144	ZINC000150339012
DB02144	ZINC000150341668
DB02144	ZINC000150342057
DB02144	ZINC000150342059
DB02144	ZINC000150349696
DB02144	ZINC000257510265
DB02144	ZINC000261497650
DB02144	ZINC000263620875
DB02144	ZINC000263620876
DB02144	ZINC000263620877
DB02144	ZINC000263620878
DB02145	ZINC000001530354
DB02146	ZINC000012501645
DB02148	ZINC000053683501
DB02152	ZINC000003776578
DB02152	ZINC000003872983
DB02152	ZINC000003872984
DB02152	ZINC000100079623
DB02152	ZINC000100079624
DB02152	ZINC000100192896
DB02152	ZINC000100514307
DB02153	ZINC000019419008
DB02153	ZINC000020111474
DB02154	ZINC000012501665
DB02155	ZINC000034285255
DB02155	ZINC000053683507
DB02156	ZINC000004096823
DB02158	ZINC000038374666
DB02158	ZINC000038374667
DB02159	ZINC000000895316
DB02159	ZINC000000895318
DB02160	ZINC000006777921
DB02160	ZINC000006777923
DB02161	ZINC000000000367
DB02161	ZINC000000056445
DB02161	ZINC000100012017
DB02161	ZINC000100012021
DB02161	ZINC000100016393
DB02161	ZINC000100016396
DB02161	ZINC000100025275
DB02161	ZINC000100025278
DB02161	ZINC000100025279
DB02161	ZINC000101317194
DB02162	ZINC000016051419
DB02162	ZINC000016051420
DB02162	ZINC000053683510
DB02163	ZINC000003860836
DB02164	ZINC000053683513
DB02164	ZINC000058660829
DB02166	ZINC000000622264
DB02166	ZINC000137761386
DB02167	ZINC000004829414
DB02167	ZINC000004829415
DB02168	ZINC000005783717
DB02169	ZINC000085590474
DB02169	ZINC000085590482
DB02169	ZINC000085601533
DB02169	ZINC000085601542
DB02169	ZINC000085601545
DB02169	ZINC000095544560
DB02169	ZINC000095606019
DB02169	ZINC000095628822
DB02169	ZINC000095714172
DB02169	ZINC000096006044
DB02169	ZINC000097957403
DB02169	ZINC000169294735
DB02169	ZINC000169294736
DB02169	ZINC000169294737
DB02169	ZINC000169294738
DB02169	ZINC000169295438
DB02169	ZINC000169305090
DB02169	ZINC000169305092
DB02169	ZINC000169305093
DB02169	ZINC000169305094
DB02169	ZINC000169355508
DB02169	ZINC000169355509
DB02169	ZINC000169355510
DB02169	ZINC000169355511
DB02169	ZINC000253979455
DB02169	ZINC000253979463
DB02169	ZINC000253979471
DB02169	ZINC000253996112
DB02169	ZINC000253996116
DB02169	ZINC000254078629
DB02169	ZINC000254078632
DB02169	ZINC000254078634
DB02169	ZINC000254078636
DB02169	ZINC000254286806
DB02169	ZINC000254286807
DB02169	ZINC000254286808
DB02169	ZINC000254286809
DB02169	ZINC000255261211
DB02169	ZINC000255261212
DB02169	ZINC000255261213
DB02169	ZINC000299817282
DB02169	ZINC000299817283
DB02169	ZINC000299882910
DB02169	ZINC000299882911
DB02169	ZINC000299882912
DB02169	ZINC000299882913
DB02170	ZINC000012501685
DB02172	ZINC000000899007
DB02172	ZINC000001492230
DB02172	ZINC000001612225
DB02172	ZINC000002562346
DB02172	ZINC000003870708
DB02172	ZINC000003870709
DB02172	ZINC000003870710
DB02172	ZINC000005502227
DB02172	ZINC000005766623
DB02172	ZINC000044019959
DB02174	ZINC000001532526
DB02174	ZINC000001532609
DB02175	ZINC000000895212
DB02176	ZINC000005224164
DB02177	ZINC000016051394
DB02178	ZINC000000895323
DB02179	ZINC000002046924
DB02180	ZINC000169621218
DB02180	ZINC000169622454
DB02180	ZINC000195445281
DB02180	ZINC000195445287
DB02181	ZINC000008215755
DB02181	ZINC000013436570
DB02181	ZINC000013436573
DB02181	ZINC000013436576
DB02181	ZINC000013436579
DB02184	ZINC000000895149
DB02184	ZINC000003852211
DB02184	ZINC000012341762
DB02185	ZINC000002018620
DB02185	ZINC000002018621
DB02186	ZINC000004096329
DB02186	ZINC000004096360
DB02186	ZINC000013543977
DB02186	ZINC000013543979
DB02187	ZINC000000402897
DB02187	ZINC000000402898
DB02187	ZINC000000402899
DB02187	ZINC000000403848
DB02187	ZINC000003872469
DB02187	ZINC000100031739
DB02189	ZINC000012501704
DB02189	ZINC000012501706
DB02189	ZINC000012501708
DB02189	ZINC000012501710
DB02190	ZINC000001530145
DB02190	ZINC000001530146
DB02192	ZINC000000895934
DB02194	ZINC000004650687
DB02194	ZINC000038664782
DB02195	ZINC000012501714
DB02196	ZINC000008551100
DB02196	ZINC000008551132
DB02196	ZINC000008551133
DB02196	ZINC000008551319
DB02196	ZINC000008551320
DB02196	ZINC000033979223
DB02196	ZINC000033979224
DB02196	ZINC000033979225
DB02196	ZINC000044093509
DB02196	ZINC000053683876
DB02196	ZINC000085589531
DB02196	ZINC000085589541
DB02196	ZINC000100351769
DB02196	ZINC000100768979
DB02196	ZINC000100768982
DB02196	ZINC000100768984
DB02196	ZINC000100768987
DB02196	ZINC000101144863
DB02196	ZINC000102192593
DB02196	ZINC000255225781
DB02196	ZINC000255225782
DB02197	ZINC000001493866
DB02198	ZINC000003860231
DB02200	ZINC000014880256
DB02200	ZINC000014880260
DB02201	ZINC000000895212
DB02202	ZINC000001867144
DB02202	ZINC000002041097
DB02203	ZINC000008217842
DB02205	ZINC000000898291
DB02205	ZINC000000898293
DB02207	ZINC000006473422
DB02209	ZINC000001532705
DB02210	ZINC000001555566
DB02211	ZINC000053275068
DB02211	ZINC000053275070
DB02213	ZINC000002046843
DB02213	ZINC000002558636
DB02213	ZINC000003874218
DB02213	ZINC000003874219
DB02213	ZINC000005785204
DB02213	ZINC000005785206
DB02213	ZINC000006535005
DB02213	ZINC000012501722
DB02213	ZINC000015205837
DB02214	ZINC000012501729
DB02214	ZINC000013543028
DB02215	ZINC000000260476
DB02215	ZINC000000260477
DB02216	ZINC000003861771
DB02216	ZINC000004429051
DB02217	ZINC000006521159
DB02217	ZINC000012501733
DB02217	ZINC000038628793
DB02218	ZINC000033821187
DB02218	ZINC000033821188
DB02218	ZINC000033821189
DB02218	ZINC000033821190
DB02218	ZINC000053683525
DB02218	ZINC000058638973
DB02219	ZINC000002004372
DB02220	ZINC000003870429
DB02222	ZINC000002047763
DB02223	ZINC000096006045
DB02223	ZINC000098209141
DB02224	ZINC000000105076
DB02224	ZINC000000105082
DB02224	ZINC000000105086
DB02224	ZINC000100018343
DB02226	ZINC000038377621
DB02226	ZINC000169727434
DB02228	ZINC000001763213
DB02228	ZINC000002569531
DB02228	ZINC000003809846
DB02228	ZINC000004255901
DB02228	ZINC000004329329
DB02228	ZINC000004329330
DB02228	ZINC000004329335
DB02228	ZINC000004544630
DB02228	ZINC000004544631
DB02228	ZINC000004544633
DB02228	ZINC000004544634
DB02228	ZINC000005975518
DB02228	ZINC000036533793
DB02228	ZINC000039566102
DB02228	ZINC000039566103
DB02228	ZINC000044608311
DB02228	ZINC000044608312
DB02228	ZINC000071790225
DB02228	ZINC000100073586
DB02228	ZINC000100079033
DB02228	ZINC000100079050
DB02228	ZINC000100079052
DB02228	ZINC000100079055
DB02228	ZINC000100079057
DB02229	ZINC000038377612
DB02229	ZINC000038377613
DB02229	ZINC000053683530
DB02230	ZINC000013525011
DB02230	ZINC000027091709
DB02232	ZINC000013512214
DB02233	ZINC000001747033
DB02233	ZINC000002035148
DB02234	ZINC000003806245
DB02235	ZINC000001529567
DB02235	ZINC000001666580
DB02235	ZINC000003861729
DB02235	ZINC000003861731
DB02236	ZINC000001575898
DB02236	ZINC000003869332
DB02236	ZINC000003869334
DB02236	ZINC000013514189
DB02237	ZINC000085575630
DB02237	ZINC000087493170
DB02237	ZINC000238809497
DB02237	ZINC000238809498
DB02237	ZINC000238809499
DB02237	ZINC000255272428
DB02238	ZINC000001532883
DB02239	ZINC000000586584
DB02240	ZINC000004404007
DB02240	ZINC000014880267
DB02241	ZINC000053683596
DB02241	ZINC000058660460
DB02242	ZINC000000388386
DB02243	ZINC000014880272
DB02243	ZINC000014880279
DB02243	ZINC000098209197
DB02245	ZINC000018187616
DB02247	ZINC000002043394
DB02248	ZINC000012501791
DB02248	ZINC000033821219
DB02249	ZINC000001648262
DB02252	ZINC000001699878
DB02253	ZINC000012501797
DB02253	ZINC000013397717
DB02253	ZINC000013397720
DB02253	ZINC000064624488
DB02253	ZINC000230083211
DB02253	ZINC000230083216
DB02253	ZINC000238730570
DB02254	ZINC000005930478
DB02255	ZINC000003780014
DB02255	ZINC000003872718
DB02255	ZINC000003872719
DB02255	ZINC000003872720
DB02256	ZINC000000056350
DB02256	ZINC000000105325
DB02256	ZINC000000155696
DB02256	ZINC000002556389
DB02256	ZINC000003635934
DB02256	ZINC000003869842
DB02256	ZINC000004124398
DB02256	ZINC000008613701
DB02257	ZINC000003874382
DB02258	ZINC000013604270
DB02258	ZINC000103522842
DB02259	ZINC000024667138
DB02260	ZINC000003074811
DB02261	ZINC000008860505
DB02261	ZINC000008860512
DB02262	ZINC000001408068
DB02263	ZINC000003869936
DB02263	ZINC000100028460
DB02264	ZINC000004096027
DB02264	ZINC000004096028
DB02264	ZINC000034920355
DB02264	ZINC000048015821
DB02264	ZINC000058638575
DB02265	ZINC000169748472
DB02266	ZINC000000086535
DB02267	ZINC000001529646
DB02267	ZINC000003870020
DB02267	ZINC000013540155
DB02269	ZINC000003815595
DB02271	ZINC000169357136
DB02271	ZINC000169357137
DB02271	ZINC000169621222
DB02271	ZINC000195507090
DB02271	ZINC000299815850
DB02271	ZINC000299815851
DB02271	ZINC000299815852
DB02271	ZINC000299815853
DB02272	ZINC000000056609
DB02273	ZINC000002017307
DB02273	ZINC000002017308
DB02274	ZINC000001532843
DB02274	ZINC000001532844
DB02275	ZINC000005975834
DB02275	ZINC000005975835
DB02276	ZINC000003874621
DB02276	ZINC000003874622
DB02277	ZINC000000165878
DB02278	ZINC000012501824
DB02279	ZINC000001529359
DB02280	ZINC000000000036
DB02280	ZINC000000164392
DB02281	ZINC000004822290
DB02281	ZINC000004822293
DB02281	ZINC000013515313
DB02281	ZINC000013515316
DB02281	ZINC000017917848
DB02281	ZINC000018275505
DB02281	ZINC000048999989
DB02282	ZINC000000056649
DB02282	ZINC000000895091
DB02282	ZINC000001318753
DB02282	ZINC000004228245
DB02282	ZINC000012501834
DB02282	ZINC000012501836
DB02282	ZINC000048995351
DB02282	ZINC000100349915
DB02283	ZINC000002170599
DB02285	ZINC000026671872
DB02286	ZINC000053683620
DB02287	ZINC000006040624
DB02288	ZINC000013863698
DB02289	ZINC000000895421
DB02290	ZINC000012501842
DB02290	ZINC000012501846
DB02290	ZINC000032304137
DB02290	ZINC000032304140
DB02292	ZINC000001549366
DB02293	ZINC000096006047
DB02293	ZINC000098208808
DB02293	ZINC000098209096
DB02293	ZINC000238757973
DB02294	ZINC000003874508
DB02294	ZINC000017193216
DB02294	ZINC000033821340
DB02294	ZINC000053683623
DB02295	ZINC000014880289
DB02296	ZINC000000896830
DB02297	ZINC000001101988
DB02298	ZINC000012501860
DB02298	ZINC000058626722
DB02299	ZINC000001737947
DB02299	ZINC000002020171
DB02300	ZINC000003921872
DB02300	ZINC000004654793
DB02300	ZINC000011616052
DB02300	ZINC000038791643
DB02300	ZINC000038791645
DB02300	ZINC000058651357
DB02300	ZINC000065731406
DB02300	ZINC000065731407
DB02300	ZINC000077285174
DB02300	ZINC000095936503
DB02300	ZINC000100489831
DB02300	ZINC000100489836
DB02300	ZINC000142647599
DB02300	ZINC000142648851
DB02300	ZINC000169367493
DB02300	ZINC000169367495
DB02300	ZINC000195453250
DB02300	ZINC000195453257
DB02300	ZINC000195453263
DB02300	ZINC000206551699
DB02300	ZINC000214466947
DB02300	ZINC000249691611
DB02300	ZINC000253915975
DB02300	ZINC000253915976
DB02300	ZINC000253915977
DB02300	ZINC000253915978
DB02300	ZINC000257352541
DB02300	ZINC000299888496
DB02300	ZINC000299888497
DB02300	ZINC000328578452
DB02300	ZINC000328578453
DB02300	ZINC000584569304
DB02300	ZINC000584577591
DB02300	ZINC000669678883
DB02300	ZINC000669679130
DB02301	ZINC000038321464
DB02302	ZINC000005965908
DB02302	ZINC000006452004
DB02304	ZINC000004521814
DB02304	ZINC000005273623
DB02304	ZINC000012501870
DB02304	ZINC000013521587
DB02304	ZINC000013521590
DB02304	ZINC000100031914
DB02305	ZINC000006760887
DB02305	ZINC000006760889
DB02306	ZINC000058638429
DB02306	ZINC000062240917
DB02306	ZINC000071789116
DB02306	ZINC000085557323
DB02306	ZINC000098209319
DB02306	ZINC000150355323
DB02307	ZINC000012501882
DB02307	ZINC000012501884
DB02307	ZINC000012501888
DB02307	ZINC000038664806
DB02307	ZINC000038664807
DB02308	ZINC000169748473
DB02311	ZINC000001731100
DB02311	ZINC000004521681
DB02312	ZINC000001532533
DB02312	ZINC000001532599
DB02312	ZINC000001532857
DB02312	ZINC000002020197
DB02312	ZINC000003581460
DB02312	ZINC000003869395
DB02312	ZINC000003869397
DB02312	ZINC000003875374
DB02312	ZINC000003875375
DB02312	ZINC000004095545
DB02312	ZINC000004095546
DB02312	ZINC000004096186
DB02312	ZINC000004096187
DB02312	ZINC000004096188
DB02312	ZINC000008551508
DB02312	ZINC000008551509
DB02312	ZINC000008551620
DB02312	ZINC000008551621
DB02312	ZINC000013540027
DB02312	ZINC000038276879
DB02312	ZINC000038276880
DB02312	ZINC000044608209
DB02312	ZINC000044608401
DB02312	ZINC000044608402
DB02313	ZINC000014880291
DB02313	ZINC000014880293
DB02314	ZINC000096006048
DB02314	ZINC000096068408
DB02314	ZINC000096077685
DB02315	ZINC000004095501
DB02315	ZINC000012501894
DB02315	ZINC000012501896
DB02315	ZINC000026268219
DB02315	ZINC000033494013
DB02315	ZINC000069953138
DB02315	ZINC000088465990
DB02316	ZINC000012341129
DB02317	ZINC000001532536
DB02317	ZINC000001532537
DB02317	ZINC000003869662
DB02317	ZINC000003869663
DB02317	ZINC000003869664
DB02317	ZINC000003869665
DB02317	ZINC000003953999
DB02317	ZINC000004073375
DB02317	ZINC000004095568
DB02317	ZINC000004095569
DB02317	ZINC000004095570
DB02317	ZINC000004096091
DB02317	ZINC000004096092
DB02317	ZINC000008551321
DB02317	ZINC000025721331
DB02317	ZINC000034456696
DB02317	ZINC000034456697
DB02317	ZINC000203975793
DB02318	ZINC000005830441
DB02318	ZINC000012501898
DB02319	ZINC000096006049
DB02319	ZINC000098209251
DB02320	ZINC000002042994
DB02320	ZINC000005613301
DB02320	ZINC000005613302
DB02320	ZINC000005613303
DB02320	ZINC000005613304
DB02320	ZINC000013602797
DB02320	ZINC000026720764
DB02320	ZINC000026831208
DB02320	ZINC000113940348
DB02320	ZINC000199031884
DB02320	ZINC000247924771
DB02320	ZINC000247924774
DB02321	ZINC000004096144
DB02321	ZINC000013544480
DB02321	ZINC000053683648
DB02322	ZINC000053683651
DB02323	ZINC000024617412
DB02323	ZINC000029056654
DB02323	ZINC000053683653
DB02323	ZINC000085565142
DB02323	ZINC000096300246
DB02323	ZINC000096300247
DB02323	ZINC000096300248
DB02323	ZINC000169685646
