drugbank_id	rhea_id
DB03723	58172
DB03723	68576
DB03723	73933
DB03723	74143
DB03728	17861
DB03733	27789
DB03740	21601
DB03740	28037
DB03740	28497
DB03740	40356
DB03740	44278
DB03740	506227
DB03741	48946
DB03745	370252
DB03745	57695
DB03745	58566
DB03745	87817
DB03750	48942
DB03751	57275
DB03751	57477
DB03756	77016
DB03765	77766
DB03766	17272
DB03773	2179
DB03773	2181
DB03773	27586
DB03773	27907
DB03773	42548
DB03773	42589
DB03773	62346
DB03774	58066
DB03775	57861
DB03779	58700
DB03779	58886
DB03784	116314
DB03785	79038
DB03790	87824
DB03793	16150
DB03795	11561
DB03796	7896
DB03798	57566
DB03800	246422
DB03811	57699
DB03817	58761
DB03825	17996
DB03826	46252
DB03829	58380
DB03832	18102
DB03839	58315
DB03839	58570
DB03840	15377
DB03843	16842
DB03846	90409
DB03852	27961
DB03854	58384
DB03866	82629
DB03868	32364
DB03882	18011
DB03882	18329
DB03882	36713
DB03884	18005
DB03886	63931
DB03896	18036
DB03897	16331
DB03900	45895
DB03902	30623
DB03904	16199
DB03911	17535
DB03911	27476
DB03911	46994
DB03911	53455
DB03912	61723
DB03915	78948
DB03918	136570
DB03918	59560
DB03918	64241
DB03926	18011
DB03926	18329
DB03926	36713
DB03929	33384
DB03929	35247
DB03934	29105
DB03934	55376
DB03934	55377
DB03934	60344
DB03937	16897
DB03938	58415
DB03940	58363
DB03943	58048
DB03943	74337
DB03945	295975
DB03946	36241
DB03947	16880
DB03947	17140
DB03947	17173
DB03947	17399
DB03951	57513
DB03951	58826
DB03951	71673
DB03956	203600
DB03956	58414
DB03958	144024
DB03961	58483
DB03977	58100
DB03978	141668
DB03983	29919
DB03983	58698
DB03983	71302
DB03983	71305
DB03983	82685
DB03989	15903
DB03989	17925
DB03989	27667
DB03989	28061
DB03989	28563
DB03989	28729
DB03989	37619
DB03989	40656
DB03989	4139
DB03989	4167
DB03989	4208
DB03993	74904
DB03994	57603
DB03997	57980
DB04005	46398
DB04008	29105
DB04022	77828
DB04023	84886
DB04026	57493
DB04026	57554
DB04027	32682
DB04027	32689
DB04031	15377
DB04034	57737
DB04034	57829
DB04034	58121
DB04034	58226
DB04038	16933
DB04045	57326
DB04045	57327
DB04045	59916
DB04046	17540
DB04049	41487
DB04053	44951
DB04062	2179
DB04062	2181
DB04062	27586
DB04062	27907
DB04062	42548
DB04062	42589
DB04062	62346
DB04066	12876
DB04066	32373
DB04066	58152
DB04070	16089
DB04072	141790
DB04072	57429
DB04074	11851
DB04075	44337
DB04076	17368
DB04093	46202
DB04099	58437
DB04100	17245
DB04115	16118
DB04116	28053
DB04116	28189
DB04120	17254
DB04122	58225
DB04122	58247
DB04122	58735
DB04122	60332
DB04122	61548
DB04122	61567
DB04122	91004
DB04127	78346
DB04137	37565
DB04143	58866
DB04145	45213
DB04153	58758
DB04156	17051
DB04160	33019
DB04166	16567
DB04173	28645
DB04173	37721
DB04178	83718
DB04183	17453
DB04185	58441
DB04189	57304
DB04193	143081
DB04193	57476
DB04194	143141
DB04199	78223
DB04200	6698
DB04207	57951
DB04212	44400
DB04214	61146
DB04216	57694
DB04224	30823
DB04224	30825
DB04228	75204
DB04231	15377
DB04231	16069
DB04231	49552
DB04242	17879
DB04243	142797
DB04248	140999
DB04248	27931
DB04248	3528
DB04252	32814
DB04257	32372
DB04261	13941
DB04265	35418
DB04265	58705
DB04265	58770
DB04267	36167
DB04272	16947
DB04275	17697
DB04277	134283
DB04277	134284
DB04277	57579
DB04277	61519
DB04279	35121
DB04284	134398
DB04284	35280
DB04286	17535
DB04286	27476
DB04286	46994
DB04286	53455
DB04291	57475
DB04299	29806
DB04299	30780
DB04300	57660
DB04304	12931
DB04304	13115
DB04304	17360
DB04304	17767
DB04304	17796
DB04304	18391
DB04304	53071
DB04308	57475
DB04313	58724
DB04315	58189
DB04325	225237
DB04326	57642
DB04328	145989
DB04329	16092
DB04335	17596
DB04339	57662
DB04343	36655
DB04345	17781
DB04346	44800
DB04347	16630
DB04348	36257
DB04349	16997
DB04349	28972
DB04349	29002
DB04351	15708
DB04351	16383
DB04352	78346
DB04362	139151
DB04364	15686
DB04364	15687
DB04364	15688
DB04370	62225
DB04372	42027
DB04377	17325
DB04380	17536
DB04382	84755
DB04388	58066
DB04397	15377
DB04398	16004
DB04398	16651
DB04398	24996
DB04400	43029
DB04400	64240
DB04401	15710
DB04411	47325
DB04414	15377
DB04417	57917
DB04418	57567
DB04419	143080
DB04419	58455
DB04422	58199
DB04425	17001
DB04425	71175
DB04431	85488
DB04444	17051
DB04445	16382
DB04445	16793
DB04447	17456
DB04447	18320
DB04454	74359
DB04455	17750
DB04457	57673
DB04461	57309
DB04464	57809
DB04465	17057
DB04465	17306
DB04465	17716
DB04465	18147
DB04465	18167
DB04465	36218
DB04465	47931
DB04465	64351
DB04473	2179
DB04473	2181
DB04473	27586
DB04473	27907
DB04473	42548
DB04473	42589
DB04473	62346
DB04481	17113
DB04481	42090
DB04481	48300
DB04482	85987
DB04485	17748
DB04493	134283
DB04493	134284
DB04493	57579
DB04493	61519
DB04494	15377
DB04498	537519
DB04499	17907
DB04499	51014
DB04506	18420
DB04510	57998
DB04510	58272
DB04519	25646
DB04522	57524
DB04522	58680
DB04524	57384
DB04527	58850
DB04528	84561
DB04529	75953
DB04532	16881
DB04537	57803
DB04538	58724
DB04539	133673
DB04540	16113
DB04551	32966
DB04551	58694
DB04553	16763
DB04555	58069
DB04557	32395
DB04562	62517
DB04564	15945
DB04564	16217
DB04566	58053
DB04568	142407
DB04573	27974
DB04573	42156
DB04573	87620
DB04574	60050
DB04619	27632
DB04630	27584
DB04650	57586
DB04652	16827
DB04660	16870
DB04688	59908
DB04703	28775
DB04705	42977
DB04706	17500
DB04706	42989
DB04714	128769
DB04729	58530
DB04734	30719
DB04734	36986
DB04737	16910
DB04737	18450
DB04745	16365
DB04745	18289
DB04781	16230
DB04784	16346
DB04789	18608
DB04808	65076
DB04827	17967
DB04874	17996
DB04874	28938
DB04912	17996
DB04930	62523
DB04936	13022
DB04936	13172
DB04936	134275
DB04936	145026
DB04936	27605
DB04936	37724
DB04936	47693
DB04936	48095
DB04996	17996
DB04996	28938
DB04996	30089
DB04996	42939
DB05088	26833
DB05188	27023
DB05229	29101
DB05245	49468
DB05260	17632
DB05296	30089
DB05340	29101
DB05381	58432
DB05382	17606
DB05389	15377
DB05389	15379
DB05389	17441
DB05428	30089
DB05446	58758
DB05450	15578
DB05456	74667
DB05461	15377
DB05461	17996
DB05476	17996
DB05478	25224
DB05549	25224
DB05607	29806
DB05607	30780
DB05630	15377
DB05630	29101
DB05642	15377
DB05642	17996
DB05667	47518
DB05667	48336
DB05732	15792
DB05790	17996
DB05792	17996
DB05804	57905
DB05837	17996
DB05956	17996
DB05966	16947
DB05974	62767
DB05993	17996
DB06021	27023
DB06082	17996
DB06151	78236
DB06174	73237
DB06215	29033
DB06215	29034
DB06216	29806
DB06216	30780
DB06253	83088
DB06257	85810
DB06410	4712
DB06543	40968
DB06622	85816
DB06659	17996
DB06689	30823
DB06689	30825
DB06689	57603
DB06690	17045
DB06693	34848
DB06705	29101
DB06715	16382
DB06715	29103
DB06723	15377
DB06724	17544
DB06724	29108
DB06728	17296
DB06748	77152
DB06749	67989
DB06750	67987
DB06755	17579
DB06755	67188
DB06756	17750
DB06757	29035
DB06767	17996
DB06767	28938
DB06768	16004
DB06768	16651
DB06768	24996
DB06768	28938
DB06770	17987
DB06777	36234
DB06777	78602
DB06777	78604
DB06777	87730
DB06778	16189
DB06778	29036
DB06783	29034
DB06784	16947
DB06788	30089
DB06792	17544
DB06796	29035
DB06801	85241
DB06827	60081
DB06864	58689
DB06894	28878
DB06903	68650
DB06926	133819
DB06926	136655
DB06926	90850
DB06952	59350
DB06955	59198
DB06960	46979
DB06973	33216
DB07060	17282
DB07060	55529
DB07118	17224
DB07172	90737
DB07177	57400
DB07301	27543
DB07302	133820
DB07302	77895
DB07352	58470
DB07373	40799
DB07375	15994
DB07375	16985
DB07392	15930
DB07424	29103
DB07447	16330
DB07447	2150
DB07447	85278
DB07447	86377
DB07506	57621
DB07506	58692
DB07518	87808
DB07557	28952
DB07557	30154
DB07588	133898
DB07610	17435
DB07640	52020
DB07645	76283
DB07702	27974
DB07702	42156
DB07702	87620
DB07703	29461
DB07706	28744
DB07715	77659
DB07718	36242
DB07767	29749
DB07768	17347
DB07768	42534
DB07780	162247
DB07780	175763
DB07780	60374
DB07810	17276
DB07814	58590
DB07815	73251
DB07841	139032
DB07841	57533
DB07841	58756
DB07841	62639
DB07896	17210
DB07911	64675
DB07914	58284
DB07915	58284
DB07923	41128
DB07924	41128
DB07930	76616
DB07950	30854
DB07992	144643
DB08120	43711
DB08209	71579
DB08230	60045
DB08231	30807
DB08264	44343
DB08276	17051
DB08294	71332
DB08319	18218
DB08326	16792
DB08327	16169
DB08427	29934
DB08435	85236
DB08437	60255
DB08517	28927
DB08542	15896
DB08585	132012
DB08586	132013
DB08587	30023
DB08636	59353
DB08652	16031
DB08653	57887
DB08688	17700
DB08761	65063
DB08768	17660
DB08833	132028
DB08833	9407
DB08838	58145
DB08839	350546
DB08841	327995
DB08842	57589
DB08844	17775
DB08845	16810
DB08847	57690
DB08847	58375
DB08847	58419
DB08847	63727
DB08849	60120
DB08855	57973
DB08858	17996
DB08858	28938
DB08858	29746
DB08913	17996
DB08921	15382
DB08921	15383
DB08938	15377
DB08938	16189
DB08938	18420
DB08956	86384
DB09072	16724
DB09072	29101
DB09086	4917
DB09087	16189
DB09087	29103
DB09093	133598
DB09104	15377
DB09104	18420
DB09110	58319
DB09112	16301
DB09114	72999
DB09116	29108
DB09125	16947
DB09125	29103
DB09129	17996
DB09129	49544
DB09131	17996
DB09131	29036
DB09138	15377
DB09140	15379
DB09145	15377
DB09146	15377
DB09146	17992
DB09146	29034
DB09146	29101
DB09146	51833
DB09147	29034
DB09147	33019
DB09152	17997
DB09153	17996
DB09153	29101
DB09154	16947
DB09154	29101
DB09157	16526
DB09160	15377
DB09165	33019
DB09203	58606
DB09203	63694
DB09221	29105
DB09241	17996
DB09269	18401
DB09270	46245
DB09275	29103
DB09276	29101
DB09277	15354
DB09277	17996
DB09281	18420
DB09293	16382
DB09314	15377
DB09316	17996
DB09320	51354
DB09322	16189
DB09322	29105
DB09325	17051
DB09325	29101
DB09326	28938
DB09327	17568
DB09332	29101
DB09338	15377
DB09380	29101
DB09394	43474
DB09395	29101
DB09395	30089
DB09398	17051
DB09400	62621
DB09407	17996
DB09407	18420
DB09409	15377
