drugbank_id	molport_id
DB01001	MolPort-006-391-845
DB01001	MolPort-009-653-571
DB01002	MolPort-003-666-503
DB01002	MolPort-004-955-820
DB01002	MolPort-004-959-713
DB01002	MolPort-005-932-346
DB01002	MolPort-044-183-422
DB01003	MolPort-002-509-361
DB01003	MolPort-005-934-024
DB01003	MolPort-035-784-440
DB01004	MolPort-000-758-398
DB01004	MolPort-002-507-301
DB01004	MolPort-003-847-562
DB01004	MolPort-006-167-681
DB01004	MolPort-020-313-387
DB01004	MolPort-044-727-760
DB01005	MolPort-000-003-971
DB01007	MolPort-003-666-711
DB01008	MolPort-001-783-406
DB01008	MolPort-003-845-435
DB01009	MolPort-001-684-346
DB01009	MolPort-002-343-983
DB01009	MolPort-005-943-820
DB01010	MolPort-003-665-564
DB01011	MolPort-001-794-644
DB01012	MolPort-003-845-954
DB01012	MolPort-006-393-290
DB01012	MolPort-006-393-292
DB01012	MolPort-028-751-552
DB01012	MolPort-046-426-691
DB01012	MolPort-046-851-020
DB01013	MolPort-003-666-505
DB01013	MolPort-003-845-979
DB01013	MolPort-005-975-027
DB01014	MolPort-005-934-178
DB01014	MolPort-005-935-652
DB01014	MolPort-027-713-805
DB01015	MolPort-000-145-787
DB01015	MolPort-003-850-345
DB01015	MolPort-023-221-936
DB01018	MolPort-003-666-686
DB01018	MolPort-003-941-447
DB01018	MolPort-019-997-499
DB01019	MolPort-003-666-134
DB01019	MolPort-006-167-685
DB01020	MolPort-000-802-740
DB01020	MolPort-003-848-286
DB01021	MolPort-003-666-298
DB01022	MolPort-001-785-978
DB01022	MolPort-003-666-819
DB01023	MolPort-002-801-136
DB01023	MolPort-006-394-101
DB01023	MolPort-006-394-103
DB01024	MolPort-001-732-316
DB01024	MolPort-003-849-290
DB01024	MolPort-015-163-754
DB01025	MolPort-005-934-117
DB01026	MolPort-003-666-216
DB01026	MolPort-003-848-307
DB01026	MolPort-006-167-686
DB01026	MolPort-046-417-336
DB01026	MolPort-046-683-994
DB01028	MolPort-000-153-984
DB01029	MolPort-003-666-550
DB01029	MolPort-005-943-815
DB01029	MolPort-006-167-687
DB01029	MolPort-046-426-770
DB01030	MolPort-003-666-754
DB01030	MolPort-003-850-580
DB01030	MolPort-003-850-581
DB01033	MolPort-001-783-696
DB01033	MolPort-001-815-626
DB01033	MolPort-003-665-491
DB01033	MolPort-003-846-751
DB01033	MolPort-006-167-688
DB01034	MolPort-016-580-730
DB01035	MolPort-001-783-481
DB01035	MolPort-002-319-710
DB01038	MolPort-001-728-033
DB01041	MolPort-003-665-582
DB01041	MolPort-003-850-519
DB01042	MolPort-001-779-532
DB01042	MolPort-003-665-535
DB01043	MolPort-002-041-858
DB01043	MolPort-002-145-743
DB01043	MolPort-003-666-358
DB01043	MolPort-006-822-577
DB01043	MolPort-039-052-231
DB01043	MolPort-046-158-602
DB01044	MolPort-000-776-959
DB01044	MolPort-001-738-626
DB01044	MolPort-019-992-579
DB01044	MolPort-019-993-228
DB01044	MolPort-020-179-984
DB01044	MolPort-027-947-856
DB01045	MolPort-000-767-051
DB01045	MolPort-002-513-586
DB01045	MolPort-006-395-891
DB01045	MolPort-023-277-070
DB01045	MolPort-046-594-156
DB01046	MolPort-006-666-405
DB01047	MolPort-002-507-472
DB01047	MolPort-002-528-921
DB01047	MolPort-044-193-857
DB01047	MolPort-046-596-319
DB01050	MolPort-001-791-802
DB01050	MolPort-003-848-128
DB01050	MolPort-003-931-290
DB01050	MolPort-005-943-257
DB01051	MolPort-000-719-421
DB01051	MolPort-000-771-685
DB01051	MolPort-002-343-305
DB01051	MolPort-002-526-534
DB01051	MolPort-016-633-352
DB01053	MolPort-001-946-859
DB01053	MolPort-002-136-722
DB01053	MolPort-003-666-255
DB01053	MolPort-003-926-371
DB01053	MolPort-004-964-882
DB01053	MolPort-006-110-102
DB01053	MolPort-006-113-375
DB01053	MolPort-019-998-469
DB01053	MolPort-046-701-783
DB01054	MolPort-001-827-314
DB01056	MolPort-005-935-577
DB01056	MolPort-046-647-173
DB01057	MolPort-005-941-436
DB01058	MolPort-001-926-470
DB01058	MolPort-039-139-779
DB01059	MolPort-001-738-625
DB01059	MolPort-023-220-077
DB01059	MolPort-046-418-535
DB01059	MolPort-046-589-594
DB01060	MolPort-000-727-793
DB01060	MolPort-003-666-122
DB01060	MolPort-005-933-687
DB01060	MolPort-006-823-781
DB01060	MolPort-009-758-144
DB01060	MolPort-021-783-312
DB01060	MolPort-023-221-333
DB01060	MolPort-035-813-638
DB01060	MolPort-035-865-510
DB01060	MolPort-035-868-720
DB01060	MolPort-046-417-348
DB01060	MolPort-046-426-749
DB01061	MolPort-001-933-252
DB01061	MolPort-002-323-859
DB01061	MolPort-002-515-775
DB01061	MolPort-006-823-780
DB01061	MolPort-019-996-506
DB01061	MolPort-023-314-370
DB01061	MolPort-035-395-713
DB01062	MolPort-002-500-294
DB01062	MolPort-003-666-668
DB01062	MolPort-003-849-741
DB01062	MolPort-005-943-887
DB01063	MolPort-006-116-759
DB01064	MolPort-000-739-591
DB01064	MolPort-001-783-449
DB01064	MolPort-003-666-212
DB01064	MolPort-044-724-107
DB01067	MolPort-002-885-830
DB01069	MolPort-001-783-684
DB01071	MolPort-002-663-305
DB01071	MolPort-006-666-378
DB01072	MolPort-003-986-575
DB01072	MolPort-009-120-238
DB01072	MolPort-016-633-312
DB01072	MolPort-023-220-516
DB01072	MolPort-042-665-755
DB01073	MolPort-003-933-847
DB01073	MolPort-006-123-542
DB01074	MolPort-003-666-460
DB01075	MolPort-001-783-508
DB01076	MolPort-000-883-773
DB01076	MolPort-019-707-005
DB01078	MolPort-000-775-184
DB01078	MolPort-002-525-190
DB01078	MolPort-046-854-295
DB01079	MolPort-003-666-612
DB01079	MolPort-009-194-204
DB01079	MolPort-023-220-263
DB01079	MolPort-046-509-675
DB01080	MolPort-003-666-796
DB01080	MolPort-003-959-891
DB01080	MolPort-039-240-479
DB01082	MolPort-000-738-638
DB01082	MolPort-002-525-998
DB01082	MolPort-003-939-341
DB01082	MolPort-003-983-456
DB01082	MolPort-005-934-408
DB01082	MolPort-006-822-599
DB01082	MolPort-035-395-705
DB01082	MolPort-044-195-044
DB01082	MolPort-044-544-304
DB01082	MolPort-046-417-349
DB01082	MolPort-046-426-192
DB01082	MolPort-046-767-504
DB01083	MolPort-005-938-035
DB01083	MolPort-009-019-613
DB01084	MolPort-005-943-394
DB01084	MolPort-006-167-701
DB01084	MolPort-046-426-367
DB01085	MolPort-000-710-748
DB01085	MolPort-003-666-262
DB01085	MolPort-006-125-692
DB01085	MolPort-006-395-717
DB01085	MolPort-006-395-718
DB01086	MolPort-000-871-526
DB01086	MolPort-003-894-702
DB01087	MolPort-001-794-628
DB01087	MolPort-003-666-267
DB01087	MolPort-004-964-068
DB01088	MolPort-019-939-239
DB01088	MolPort-023-276-312
DB01088	MolPort-046-682-791
DB01089	MolPort-006-110-868
DB01091	MolPort-002-885-811
DB01091	MolPort-005-934-229
DB01092	MolPort-000-770-160
DB01092	MolPort-001-740-385
DB01092	MolPort-002-525-855
DB01092	MolPort-003-922-984
DB01092	MolPort-004-955-157
DB01092	MolPort-007-980-733
DB01092	MolPort-035-395-749
DB01092	MolPort-039-101-181
DB01092	MolPort-044-175-453
DB01092	MolPort-046-683-447
DB01092	MolPort-046-854-327
DB01092	MolPort-046-866-481
DB01093	MolPort-002-317-295
DB01093	MolPort-003-926-694
DB01094	MolPort-001-741-418
DB01094	MolPort-002-893-747
DB01094	MolPort-003-665-801
DB01097	MolPort-002-345-613
DB01097	MolPort-003-848-369
DB01099	MolPort-000-155-561
DB01099	MolPort-001-774-493
DB01099	MolPort-002-317-353
DB01100	MolPort-001-736-597
DB01101	MolPort-005-938-254
DB01101	MolPort-009-019-438
DB01101	MolPort-019-992-366
DB01101	MolPort-023-220-383
DB01101	MolPort-046-426-830
DB01102	MolPort-006-167-706
DB01103	MolPort-001-739-072
DB01103	MolPort-003-665-492
DB01103	MolPort-004-285-521
DB01103	MolPort-018-655-037
DB01103	MolPort-039-139-305
DB01103	MolPort-046-418-126
DB01103	MolPort-046-418-127
DB01104	MolPort-002-507-818
DB01104	MolPort-002-885-860
DB01104	MolPort-003-666-622
DB01104	MolPort-006-395-930
DB01104	MolPort-006-395-933
DB01104	MolPort-020-001-361
DB01104	MolPort-023-220-160
DB01106	MolPort-044-561-796
DB01108	MolPort-003-850-727
DB01110	MolPort-000-710-887
DB01110	MolPort-002-557-553
DB01110	MolPort-003-665-537
DB01112	MolPort-002-338-779
DB01112	MolPort-002-512-974
DB01112	MolPort-002-885-814
DB01112	MolPort-005-938-003
DB01112	MolPort-007-567-664
DB01112	MolPort-027-948-852
DB01113	MolPort-000-740-853
DB01113	MolPort-000-847-203
DB01113	MolPort-000-881-409
DB01114	MolPort-002-507-837
DB01114	MolPort-002-904-271
DB01114	MolPort-003-845-934
DB01114	MolPort-003-940-748
DB01114	MolPort-006-841-225
DB01114	MolPort-046-682-743
DB01115	MolPort-000-787-707
DB01115	MolPort-003-849-387
DB01117	MolPort-003-666-542
DB01117	MolPort-046-418-133
DB01118	MolPort-000-703-416
DB01118	MolPort-002-915-715
DB01118	MolPort-003-703-670
DB01119	MolPort-003-666-772
DB01119	MolPort-003-941-186
DB01120	MolPort-002-507-779
DB01122	MolPort-003-666-839
DB01122	MolPort-006-167-711
DB01123	MolPort-001-790-988
DB01123	MolPort-001-795-081
DB01123	MolPort-001-804-405
DB01123	MolPort-003-926-257
DB01123	MolPort-003-939-161
DB01123	MolPort-023-220-666
DB01123	MolPort-046-417-378
DB01124	MolPort-001-783-540
DB01125	MolPort-002-318-562
DB01126	MolPort-003-847-041
DB01126	MolPort-006-393-909
DB01126	MolPort-039-343-881
DB01127	MolPort-003-666-381
DB01127	MolPort-005-933-574
DB01128	MolPort-003-845-034
DB01128	MolPort-003-845-036
DB01128	MolPort-027-564-887
DB01129	MolPort-005-935-061
DB01129	MolPort-028-751-702
DB01130	MolPort-005-943-424
DB01131	MolPort-003-666-543
DB01131	MolPort-027-720-649
DB01131	MolPort-046-418-581
DB01132	MolPort-002-508-211
DB01132	MolPort-003-666-558
DB01132	MolPort-027-851-177
DB01132	MolPort-044-183-163
DB01132	MolPort-044-183-427
DB01133	MolPort-003-850-557
DB01134	MolPort-000-700-526
DB01134	MolPort-002-527-902
DB01134	MolPort-046-596-379
DB01136	MolPort-003-666-814
DB01136	MolPort-005-943-740
DB01136	MolPort-042-675-917
DB01136	MolPort-046-418-522
DB01137	MolPort-000-422-241
DB01137	MolPort-000-758-642
DB01137	MolPort-002-885-835
DB01137	MolPort-016-582-660
DB01138	MolPort-003-666-286
DB01139	MolPort-003-666-140
DB01139	MolPort-006-123-516
DB01139	MolPort-046-423-261
DB01139	MolPort-046-836-723
DB01140	MolPort-002-507-346
DB01140	MolPort-003-845-679
DB01140	MolPort-006-167-717
DB01140	MolPort-020-000-114
DB01141	MolPort-028-720-447
DB01141	MolPort-035-789-689
DB01141	MolPort-044-559-979
DB01141	MolPort-046-417-137
DB01142	MolPort-003-666-170
DB01142	MolPort-003-872-120
DB01142	MolPort-005-933-834
DB01142	MolPort-006-113-116
DB01143	MolPort-002-043-132
DB01143	MolPort-003-666-801
DB01144	MolPort-004-285-635
DB01146	MolPort-003-666-168
DB01147	MolPort-002-341-796
DB01147	MolPort-002-509-865
DB01147	MolPort-002-964-509
DB01147	MolPort-005-938-010
DB01147	MolPort-006-110-156
DB01147	MolPort-046-764-720
DB01148	MolPort-003-986-802
DB01149	MolPort-002-885-843
DB01149	MolPort-003-983-466
DB01150	MolPort-002-885-813
DB01150	MolPort-006-823-790
DB01150	MolPort-023-220-366
DB01150	MolPort-027-637-283
DB01150	MolPort-035-865-488
DB01150	MolPort-046-785-847
DB01151	MolPort-000-737-809
DB01151	MolPort-000-917-727
DB01151	MolPort-002-051-955
DB01153	MolPort-005-940-278
DB01153	MolPort-006-167-721
DB01157	MolPort-003-666-856
DB01157	MolPort-006-167-723
DB01158	MolPort-003-940-544
DB01159	MolPort-001-772-004
DB01160	MolPort-001-793-006
DB01160	MolPort-003-939-186
DB01160	MolPort-005-940-967
DB01160	MolPort-009-018-407
DB01160	MolPort-009-018-417
DB01160	MolPort-009-018-428
DB01160	MolPort-016-580-913
DB01160	MolPort-027-640-919
DB01160	MolPort-027-640-925
DB01160	MolPort-027-640-926
DB01160	MolPort-027-640-934
DB01160	MolPort-046-701-785
DB01161	MolPort-006-115-755
DB01161	MolPort-006-167-725
DB01162	MolPort-000-768-720
DB01162	MolPort-001-684-489
DB01162	MolPort-003-666-790
DB01162	MolPort-003-987-056
DB01163	MolPort-006-069-414
DB01163	MolPort-006-126-602
DB01164	MolPort-001-783-702
DB01164	MolPort-003-925-250
DB01164	MolPort-003-934-744
DB01165	MolPort-000-422-241
DB01165	MolPort-000-758-642
DB01165	MolPort-002-885-835
DB01165	MolPort-016-582-660
DB01166	MolPort-001-758-007
DB01167	MolPort-003-848-295
DB01167	MolPort-003-848-296
DB01167	MolPort-006-069-284
DB01168	MolPort-003-849-975
DB01170	MolPort-001-783-613
DB01170	MolPort-003-666-197
DB01170	MolPort-016-580-610
DB01170	MolPort-042-675-865
DB01171	MolPort-001-503-124
DB01172	MolPort-001-934-130
DB01172	MolPort-002-508-616
DB01172	MolPort-002-515-661
DB01172	MolPort-003-937-701
DB01172	MolPort-003-983-443
DB01172	MolPort-005-938-424
DB01172	MolPort-006-069-166
DB01172	MolPort-006-167-728
DB01172	MolPort-019-994-759
DB01173	MolPort-002-111-239
DB01173	MolPort-003-666-248
DB01175	MolPort-003-666-613
DB01175	MolPort-003-666-794
DB01175	MolPort-003-845-965
DB01175	MolPort-003-940-770
DB01175	MolPort-003-986-352
DB01175	MolPort-005-973-306
DB01175	MolPort-006-167-729
DB01175	MolPort-020-064-282
DB01175	MolPort-039-052-233
DB01176	MolPort-006-111-171
DB01176	MolPort-035-395-773
DB01177	MolPort-006-069-198
DB01177	MolPort-006-167-730
DB01178	MolPort-003-666-762
DB01179	MolPort-002-493-753
DB01179	MolPort-003-665-514
DB01179	MolPort-016-633-337
DB01179	MolPort-044-561-423
DB01180	MolPort-001-742-634
DB01181	MolPort-003-666-704
DB01181	MolPort-019-949-595
DB01182	MolPort-002-545-323
DB01182	MolPort-003-666-514
DB01182	MolPort-006-395-758
DB01182	MolPort-046-418-559
DB01183	MolPort-046-423-320
DB01184	MolPort-003-666-773
DB01184	MolPort-009-765-576
DB01184	MolPort-023-220-554
DB01184	MolPort-046-157-221
DB01186	MolPort-003-666-477
DB01186	MolPort-019-939-201
DB01186	MolPort-027-948-864
DB01188	MolPort-003-666-145
DB01188	MolPort-003-845-943
DB01190	MolPort-003-983-294
DB01190	MolPort-003-983-423
DB01190	MolPort-006-122-574
DB01190	MolPort-023-220-295
DB01190	MolPort-035-395-124
DB01190	MolPort-035-785-431
DB01193	MolPort-003-666-313
DB01193	MolPort-003-844-375
DB01194	MolPort-005-940-291
DB01194	MolPort-019-991-702
DB01195	MolPort-003-666-852
DB01195	MolPort-003-847-380
DB01195	MolPort-006-394-125
DB01195	MolPort-006-394-126
DB01195	MolPort-020-101-145
DB01196	MolPort-006-114-857
DB01197	MolPort-001-794-639
DB01197	MolPort-003-983-418
DB01197	MolPort-006-168-121
DB01197	MolPort-046-683-691
DB01199	MolPort-003-929-942
DB01199	MolPort-003-983-880
DB01199	MolPort-006-069-226
DB01200	MolPort-003-940-428
DB01200	MolPort-006-123-738
DB01200	MolPort-016-580-681
DB01200	MolPort-038-935-649
DB01201	MolPort-006-132-325
DB01201	MolPort-035-395-832
DB01201	MolPort-044-561-689
DB01201	MolPort-046-594-171
DB01202	MolPort-003-848-377
DB01202	MolPort-003-943-190
DB01202	MolPort-005-943-825
DB01202	MolPort-006-167-736
DB01203	MolPort-003-666-474
DB01203	MolPort-046-418-579
DB01204	MolPort-003-849-239
DB01204	MolPort-003-849-240
DB01205	MolPort-003-666-855
DB01206	MolPort-001-768-818
DB01208	MolPort-000-767-834
DB01208	MolPort-001-738-627
DB01208	MolPort-002-507-759
DB01210	MolPort-003-848-379
DB01210	MolPort-003-848-380
DB01211	MolPort-002-507-425
DB01211	MolPort-019-707-166
DB01212	MolPort-000-707-578
DB01212	MolPort-000-782-841
DB01212	MolPort-002-510-741
DB01212	MolPort-005-933-495
DB01212	MolPort-007-567-183
DB01212	MolPort-019-910-848
DB01212	MolPort-020-313-419
DB01212	MolPort-023-310-245
DB01212	MolPort-044-728-811
DB01212	MolPort-046-417-362
DB01212	MolPort-046-418-572
DB01212	MolPort-046-593-353
DB01212	MolPort-046-594-162
DB01212	MolPort-046-683-563
DB01212	MolPort-046-684-102
DB01212	MolPort-046-684-171
DB01213	MolPort-003-666-684
DB01213	MolPort-016-633-159
DB01213	MolPort-039-032-820
DB01214	MolPort-001-801-890
DB01214	MolPort-046-417-136
DB01216	MolPort-002-500-272
DB01216	MolPort-002-507-427
DB01216	MolPort-002-534-105
DB01216	MolPort-003-983-432
DB01216	MolPort-006-394-116
DB01216	MolPort-008-322-982
DB01216	MolPort-023-276-738
DB01216	MolPort-046-418-117
DB01218	MolPort-005-940-418
DB01218	MolPort-005-942-171
DB01219	MolPort-003-666-797
DB01219	MolPort-003-846-133
DB01219	MolPort-006-069-178
DB01219	MolPort-006-389-324
DB01219	MolPort-027-637-290
DB01219	MolPort-046-416-911
DB01219	MolPort-046-785-871
DB01220	MolPort-003-850-182
DB01220	MolPort-006-822-652
DB01220	MolPort-030-042-344
DB01220	MolPort-042-675-669
DB01220	MolPort-046-416-955
DB01220	MolPort-046-683-756
DB01221	MolPort-046-693-098
DB01222	MolPort-002-529-265
DB01222	MolPort-003-986-909
DB01222	MolPort-028-603-013
DB01223	MolPort-001-002-058
DB01223	MolPort-001-737-342
DB01223	MolPort-001-783-384
DB01223	MolPort-004-959-540
DB01223	MolPort-006-069-308
DB01224	MolPort-002-506-329
DB01224	MolPort-003-986-236
DB01224	MolPort-005-943-915
DB01224	MolPort-006-069-133
DB01224	MolPort-023-220-164
DB01224	MolPort-046-417-332
DB01226	MolPort-023-220-239
DB01229	MolPort-001-742-627
DB01229	MolPort-003-665-783
DB01229	MolPort-003-983-408
DB01229	MolPort-020-005-850
DB01229	MolPort-028-746-985
DB01229	MolPort-044-727-687
DB01231	MolPort-003-941-110
DB01232	MolPort-000-883-824
DB01232	MolPort-003-850-225
DB01232	MolPort-005-935-781
DB01232	MolPort-035-395-055
DB01232	MolPort-046-417-176
DB01233	MolPort-000-883-854
DB01233	MolPort-003-666-233
DB01233	MolPort-003-849-209
DB01233	MolPort-005-932-370
DB01234	MolPort-003-666-157
DB01234	MolPort-003-845-025
DB01234	MolPort-003-846-433
DB01234	MolPort-007-981-051
DB01234	MolPort-019-997-813
DB01234	MolPort-035-765-658
DB01234	MolPort-044-727-690
DB01235	MolPort-000-856-937
DB01235	MolPort-001-788-361
DB01235	MolPort-003-847-017
DB01235	MolPort-003-847-018
DB01236	MolPort-001-775-746
DB01238	MolPort-002-885-808
DB01238	MolPort-003-844-658
DB01238	MolPort-006-392-379
DB01239	MolPort-002-590-309
DB01239	MolPort-003-940-655
DB01240	MolPort-006-132-470
DB01240	MolPort-044-561-872
DB01240	MolPort-046-836-722
DB01241	MolPort-001-794-413
DB01242	MolPort-000-731-151
DB01242	MolPort-000-917-725
DB01242	MolPort-002-051-949
DB01242	MolPort-005-943-761
DB01243	MolPort-000-510-505
DB01243	MolPort-000-691-758
DB01243	MolPort-000-691-769
DB01243	MolPort-000-691-770
DB01243	MolPort-000-691-776
DB01243	MolPort-000-691-782
DB01243	MolPort-000-691-803
DB01243	MolPort-000-691-806
DB01243	MolPort-000-691-811
DB01243	MolPort-000-691-812
DB01243	MolPort-000-691-815
DB01243	MolPort-000-691-824
DB01243	MolPort-000-691-826
DB01243	MolPort-000-691-828
DB01243	MolPort-000-691-831
DB01243	MolPort-000-691-833
DB01243	MolPort-000-691-834
DB01243	MolPort-000-691-838
DB01243	MolPort-000-691-888
DB01243	MolPort-000-691-906
DB01243	MolPort-020-001-425
DB01244	MolPort-003-666-445
DB01245	MolPort-003-929-681
DB01245	MolPort-004-285-534
DB01246	MolPort-039-332-099
DB01246	MolPort-046-194-973
DB01246	MolPort-046-418-056
DB01246	MolPort-046-418-057
DB01247	MolPort-003-848-234
DB01248	MolPort-003-847-005
DB01248	MolPort-003-847-006
DB01248	MolPort-006-823-826
DB01248	MolPort-008-348-433
DB01248	MolPort-035-395-071
DB01248	MolPort-035-757-844
DB01248	MolPort-035-944-339
DB01248	MolPort-039-139-527
DB01248	MolPort-042-676-078
DB01249	MolPort-006-167-751
DB01250	MolPort-003-849-701
DB01250	MolPort-020-005-681
DB01251	MolPort-001-727-724
DB01252	MolPort-006-167-753
DB01252	MolPort-023-220-448
DB01252	MolPort-035-395-735
DB01252	MolPort-042-694-292
DB01252	MolPort-046-417-183
DB01252	MolPort-046-418-571
DB01254	MolPort-003-846-143
DB01254	MolPort-006-392-531
DB01254	MolPort-009-198-935
DB01254	MolPort-046-416-821
DB01256	MolPort-006-167-754
DB01256	MolPort-023-220-081
DB01256	MolPort-038-935-642
DB01256	MolPort-044-559-968
DB01259	MolPort-006-069-221
DB01259	MolPort-008-155-959
DB01259	MolPort-020-180-042
DB01259	MolPort-046-426-757
DB01260	MolPort-003-987-087
DB01260	MolPort-044-560-781
DB01261	MolPort-003-666-756
DB01261	MolPort-006-666-483
DB01261	MolPort-009-194-222
DB01261	MolPort-019-999-989
DB01261	MolPort-044-560-006
DB01261	MolPort-044-729-756
DB01261	MolPort-046-426-695
DB01262	MolPort-003-844-671
DB01262	MolPort-003-925-958
DB01262	MolPort-046-426-209
DB01263	MolPort-006-666-426
DB01263	MolPort-039-139-332
DB01263	MolPort-046-426-213
DB01264	MolPort-003-846-141
DB01264	MolPort-003-846-142
DB01264	MolPort-028-744-950
DB01265	MolPort-001-935-940
DB01265	MolPort-003-850-545
DB01265	MolPort-003-939-615
DB01265	MolPort-006-167-757
DB01265	MolPort-023-220-128
DB01267	MolPort-003-848-059
DB01267	MolPort-003-848-060
DB01267	MolPort-020-313-413
DB01268	MolPort-003-850-375
DB01268	MolPort-003-986-763
DB01268	MolPort-005-942-913
DB01268	MolPort-006-167-758
DB01268	MolPort-042-665-684
DB01273	MolPort-008-155-977
DB01273	MolPort-009-682-966
DB01273	MolPort-009-682-967
DB01273	MolPort-009-682-971
DB01273	MolPort-023-220-723
DB01273	MolPort-028-777-821
DB01273	MolPort-042-665-682
DB01273	MolPort-046-594-252
DB01273	MolPort-046-683-757
DB01274	MolPort-003-983-476
DB01274	MolPort-038-387-072
DB01274	MolPort-046-426-734
DB01274	MolPort-046-785-894
DB01275	MolPort-000-876-738
DB01275	MolPort-003-666-202
DB01275	MolPort-003-941-613
DB01280	MolPort-006-167-760
DB01280	MolPort-006-395-068
DB01280	MolPort-020-001-544
DB01280	MolPort-023-220-514
DB01282	MolPort-006-127-547
DB01283	MolPort-003-824-911
DB01284	MolPort-009-194-172
DB01284	MolPort-046-426-359
DB01284	MolPort-046-702-221
DB01288	MolPort-003-666-344
DB01294	MolPort-001-769-476
DB01294	MolPort-003-666-674
DB01294	MolPort-003-710-545
DB01294	MolPort-003-926-090
DB01294	MolPort-003-926-695
DB01294	MolPort-003-930-167
DB01294	MolPort-006-395-918
DB01294	MolPort-035-395-750
DB01295	MolPort-005-942-286
DB01295	MolPort-006-666-441
DB01296	MolPort-002-507-091
DB01296	MolPort-022-881-398
DB01297	MolPort-000-182-968
DB01297	MolPort-003-061-631
DB01299	MolPort-003-850-341
DB01301	MolPort-003-666-732
DB01303	MolPort-001-792-031
DB01303	MolPort-035-783-495
DB01303	MolPort-046-426-374
DB01319	MolPort-005-943-058
DB01319	MolPort-021-783-037
DB01320	MolPort-020-002-505
DB01320	MolPort-039-138-693
DB01321	MolPort-003-937-666
DB01321	MolPort-046-702-003
DB01326	MolPort-001-996-431
DB01326	MolPort-005-933-283
DB01326	MolPort-005-940-900
DB01327	MolPort-001-505-782
DB01327	MolPort-001-902-953
DB01327	MolPort-001-950-811
DB01327	MolPort-002-507-461
DB01327	MolPort-002-510-626
DB01327	MolPort-046-426-735
DB01328	MolPort-019-999-337
DB01328	MolPort-020-003-975
DB01329	MolPort-001-525-281
DB01329	MolPort-003-845-688
DB01329	MolPort-006-069-122
DB01330	MolPort-005-935-573
DB01330	MolPort-016-638-321
DB01331	MolPort-002-343-243
DB01331	MolPort-003-666-398
DB01331	MolPort-006-127-091
DB01332	MolPort-006-167-775
DB01332	MolPort-006-823-796
DB01332	MolPort-035-783-494
DB01333	MolPort-003-940-846
DB01333	MolPort-039-140-513
DB01337	MolPort-000-731-557
DB01337	MolPort-003-938-961
DB01337	MolPort-003-983-449
DB01337	MolPort-009-758-006
DB01338	MolPort-006-129-706
DB01339	MolPort-003-983-469
DB01339	MolPort-005-932-826
DB01339	MolPort-005-970-305
DB01339	MolPort-044-193-611
DB01339	MolPort-044-544-810
DB01340	MolPort-003-986-212
DB01340	MolPort-005-943-746
DB01346	MolPort-000-146-082
DB01346	MolPort-001-742-768
DB01346	MolPort-002-507-196
DB01346	MolPort-002-527-888
DB01346	MolPort-003-804-058
DB01346	MolPort-003-901-021
DB01346	MolPort-005-934-215
DB01346	MolPort-016-582-477
DB01346	MolPort-039-239-455
DB01348	MolPort-006-167-781
DB01349	MolPort-006-167-782
DB01349	MolPort-027-836-869
DB01357	MolPort-000-836-102
DB01357	MolPort-002-507-152
DB01357	MolPort-002-510-889
DB01357	MolPort-004-956-440
DB01359	MolPort-046-418-593
DB01359	MolPort-046-589-958
DB01359	MolPort-046-683-382
DB01362	MolPort-003-931-371
DB01362	MolPort-006-394-804
DB01366	MolPort-003-959-379
DB01366	MolPort-020-001-457
DB01367	MolPort-003-850-132
DB01367	MolPort-004-375-904
DB01367	MolPort-005-937-324
DB01367	MolPort-006-395-854
DB01367	MolPort-006-666-243
DB01367	MolPort-016-633-661
DB01367	MolPort-046-418-144
DB01369	MolPort-044-561-637
DB01375	MolPort-002-317-291
DB01375	MolPort-003-850-286
DB01375	MolPort-003-926-090
DB01375	MolPort-003-926-695
DB01375	MolPort-003-930-167
DB01375	MolPort-003-933-170
DB01375	MolPort-003-935-063
DB01377	MolPort-023-221-364
DB01380	MolPort-001-832-304
DB01380	MolPort-002-507-122
DB01380	MolPort-003-666-150
DB01388	MolPort-003-666-827
DB01388	MolPort-006-169-986
DB01390	MolPort-003-926-303
DB01390	MolPort-046-069-029
DB01392	MolPort-000-704-352
DB01392	MolPort-000-825-236
DB01392	MolPort-001-741-269
DB01392	MolPort-001-794-653
DB01392	MolPort-002-507-190
DB01392	MolPort-002-513-616
DB01392	MolPort-003-665-637
DB01392	MolPort-006-069-047
DB01392	MolPort-006-111-565
DB01392	MolPort-009-653-430
DB01392	MolPort-023-275-950
DB01392	MolPort-023-276-003
DB01392	MolPort-035-705-647
DB01393	MolPort-001-738-424
DB01393	MolPort-003-845-032
DB01394	MolPort-001-742-594
DB01394	MolPort-001-785-612
DB01394	MolPort-003-846-009
DB01395	MolPort-003-847-034
DB01395	MolPort-046-701-787
DB01396	MolPort-003-983-425
DB01396	MolPort-046-067-758
DB01397	MolPort-001-769-476
DB01397	MolPort-003-710-545
DB01397	MolPort-006-395-918
DB01399	MolPort-003-666-101
DB01400	MolPort-003-666-242
DB01400	MolPort-003-849-354
DB01401	MolPort-001-769-476
DB01401	MolPort-001-792-031
DB01401	MolPort-003-710-545
DB01401	MolPort-006-395-918
DB01403	MolPort-003-848-561
DB01403	MolPort-003-848-563
DB01405	MolPort-006-169-987
DB01405	MolPort-028-962-342
DB01408	MolPort-003-666-597
DB01408	MolPort-003-844-685
DB01409	MolPort-005-935-362
