drugbank_id	nmrshiftdb2_id
DB01224	20218786
DB01230	20201423
DB01231	20208306
DB01231	20211238
DB01235	20039638
DB01245	20112710
DB01248	20165114
DB01248	20168144
DB01265	10016347
DB01275	20202075
DB01294	10008793
DB01294	20188012
DB01294	20208640
DB01296	20212431
DB01296	20213218
DB01303	10017762
DB01327	10025027
DB01346	10016314
DB01346	10017815
DB01346	40248436
DB01346	60004827
DB01351	20200623
DB01375	10016909
DB01375	20188012
DB01392	10008279
DB01392	10022931
DB01394	10017694
DB01394	60000009
DB01397	10008793
DB01397	20208640
DB01400	20200212
DB01401	10008793
DB01401	10017762
DB01401	20208640
DB01412	20191230
DB01422	10023347
DB01428	20112359
DB01440	20207538
DB01445	20026032
DB01483	10016205
DB01483	30095872
DB01486	20039266
DB01488	10017644
DB01494	10009018
DB01494	10024176
DB01495	10024176
DB01539	20181077
DB01544	20233880
DB01563	10024176
DB01567	20233879
DB01574	20188012
DB01575	20188012
DB01582	20208328
DB01583	20041151
DB01583	20044845
DB01586	10009059
DB01595	20179957
DB01626	20208165
DB01626	20208813
DB01631	20025083
DB01638	10005617
DB01642	20202478
DB01642	30095502
DB01646	20200816
DB01650	10008842
DB01670	10008913
DB01671	20188012
DB01672	20035558
DB01677	10016803
DB01677	30095503
DB01677	8411
DB01687	10026323
DB01687	10026324
DB01687	10026325
DB01688	10008600
DB01692	20097221
DB01694	10008687
DB01694	20097650
DB01701	20026252
DB01702	20039580
DB01718	20097206
DB01726	10008619
DB01735	20208747
DB01738	20200027
DB01739	10016958
DB01739	20026338
DB01744	20253146
DB01746	10016957
DB01746	20026342
DB01749	10008639
DB01758	20123975
DB01759	20182546
DB01760	20182207
DB01775	10024505
DB01776	10008599
DB01783	20097171
DB01783	20249095
DB01786	10016954
DB01795	20027399
DB01796	20032289
DB01804	20026355
DB01811	90698
DB01819	10017745
DB01822	20209864
DB01822	20211283
DB01828	10016917
DB01839	8115
DB01844	10009017
DB01851	30095865
DB01852	60005037
DB01856	10016799
DB01861	10022021
DB01874	10022547
DB01878	10005796
DB01880	20039649
DB01902	20200088
DB01912	20027673
DB01917	10006310
DB01919	10016746
DB01924	20035488
DB01927	10015933
DB01936	10026614
DB01936	10026740
DB01942	19790
DB01955	10005612
DB01956	20107080
DB01956	20107083
DB01957	10015948
DB01961	20201462
DB01972	20200284
DB01972	20202120
DB01976	20198986
DB01979	20202478
DB01979	30095502
DB01986	20040717
DB01996	20027594
DB02010	2233
DB02010	88876
DB02013	20188012
DB02024	20096530
DB02045	30096243
DB02054	10024841
DB02055	20143229
DB02060	10005716
DB02061	10026323
DB02061	10026324
DB02061	10026325
DB02074	10016780
DB02074	10016781
DB02083	10016972
DB02083	20202116
DB02095	10006008
DB02097	10016346
DB02100	20202478
DB02100	30095502
DB02103	10023841
DB02107	20026488
DB02114	20055894
DB02121	20200102
DB02130	20039583
DB02134	20191749
DB02145	10016622
DB02159	8115
DB02163	10023592
DB02165	20188012
DB02174	10016968
DB02175	10005915
DB02175	20112701
DB02176	10009160
DB02176	30096620
DB02178	10024902
DB02184	20097221
DB02185	20147313
DB02192	10005788
DB02198	10024484
DB02201	10005915
DB02201	20112701
DB02202	10008581
DB02203	20096839
DB02207	20182477
DB02210	20097248
DB02216	20200239
DB02232	10015977
DB02239	10008922
DB02249	20096504
DB02252	20036225
DB02262	20027358
DB02279	10008629
DB02280	10005707
DB02282	20231623
DB02296	10008667
DB02311	19872
DB02325	10016625
DB02327	10017394
DB02332	10017709
DB02335	20051808
DB02362	10008624
DB02362	20039690
DB02365	20127648
DB02373	20188012
DB02377	10025984
DB02379	20027186
DB02379	20027187
DB02379	20077721
DB02396	30000588
DB02403	20033103
DB02406	8237
DB02412	10016053
DB02413	20182231
DB02413	2823
DB02417	20044829
DB02418	20097622
DB02421	10022021
DB02434	20032736
DB02435	20055880
DB02453	20188012
DB02464	10005704
DB02486	20209755
DB02494	20033059
DB02509	10016283
DB02513	10008971
DB02515	20097251
DB02517	10016967
DB02520	30096992
DB02530	10008874
DB02531	10016777
DB02531	20209491
DB02534	10008774
DB02541	10024062
DB02556	10016961
DB02561	60000014
DB02561	60000015
DB02576	10024069
DB02579	10016779
DB02587	20177307
DB02591	20132890
DB02606	10008032
DB02643	20209257
DB02650	10016749
DB02655	10016965
DB02655	20097654
DB02655	30095861
DB02659	10007817
DB02664	30001273
DB02671	9750
DB02678	20212431
DB02678	20213218
DB02680	20037717
DB02693	20209864
DB02693	20211283
DB02701	20027731
DB02709	20191697
DB02709	21968
DB02712	10022999
DB02713	10016977
DB02721	20209134
DB02736	10016739
DB02743	10026323
DB02743	10026324
DB02743	10026325
DB02745	10016345
DB02746	10021260
DB02746	20096512
DB02749	20044524
DB02750	10016955
DB02750	30097731
DB02757	10016221
DB02758	75417
DB02768	30000242
DB02772	10017706
DB02772	10026322
DB02774	10016663
DB02788	10008966
DB02795	10024826
DB02806	10008674
DB02811	20000202
DB02822	20201330
DB02823	20208318
DB02831	30000818
DB02839	20035560
DB02846	20171100
DB02853	10009019
DB02857	10016344
DB02857	20096533
DB02866	20199035
DB02891	20209234
DB02893	30000100
DB02901	20059206
DB02935	10016687
DB02938	10008718
DB02938	20112726
DB02952	20096820
DB02955	10009331
DB02955	20200913
DB02962	10016243
DB02967	10009837
DB02969	20146176
DB02970	20209347
DB02994	20200266
DB02995	10005734
DB03001	20171961
DB03001	20172363
DB03001	20176106
DB03017	10008731
DB03018	10023587
DB03040	20097608
DB03040	20200728
DB03051	20209478
DB03054	10011077
DB03056	20037706
DB03058	20044904
DB03066	8113
DB03073	20209016
DB03085	10016795
DB03085	30095860
DB03087	20045953
DB03088	20031175
DB03095	20045262
DB03096	89238
DB03100	10023350
DB03106	10026409
DB03106	10026410
DB03107	10016956
DB03110	10005931
DB03120	10008880
DB03127	20213318
DB03128	10016952
DB03128	10017763
DB03132	20145862
DB03142	10026614
DB03142	10026740
DB03143	10008654
DB03147	10017709
DB03166	10009160
DB03166	30096620
DB03175	10008030
DB03177	20032664
DB03180	20035533
DB03193	10016909
DB03196	20224233
DB03201	10016955
DB03201	30097731
DB03210	20207478
DB03214	20026355
DB03225	10016970
DB03225	30095883
DB03226	10008931
DB03238	20208033
DB03246	10026614
DB03246	10026740
DB03252	10016964
DB03252	10025690
DB03252	30095501
DB03252	30095881
DB03254	76841
DB03255	20036223
DB03255	20176248
DB03260	20097224
DB03260	20111995
DB03274	20037737
DB03278	10005614
DB03285	10017704
DB03298	20198909
DB03301	20200723
DB03313	10016324
DB03313	10017743
DB03313	10023003
DB03316	10016061
DB03320	10016975
DB03323	10026323
DB03323	10026324
DB03323	10026325
DB03335	10024481
DB03339	76874
DB03345	10016661
DB03347	10016985
DB03350	20025291
DB03357	10005707
DB03360	30101776
DB03366	10008798
DB03385	20026185
DB03385	20035833
DB03389	10026405
DB03389	10026406
DB03389	20027188
DB03400	20145806
DB03407	20123554
DB03410	20146986
DB03411	20221381
DB03411	20221451
DB03419	10016331
DB03434	20112729
DB03454	20035578
DB03462	10016337
DB03492	10022053
DB03499	10016805
DB03499	20096818
DB03501	10022021
DB03512	20188012
DB03528	10016342
DB03540	10015818
DB03553	10016798
DB03554	20027312
DB03559	74266
DB03560	10005739
DB03564	20050117
DB03568	10008029
DB03568	20097655
DB03588	20208007
DB03590	20200021
DB03594	10016223
DB03594	10016227
DB03600	10008813
DB03610	20208764
DB03619	10009056
DB03627	10006052
DB03635	10016716
DB03635	20107078
DB03644	20037773
DB03651	10015990
DB03651	20209112
DB03659	10008675
DB03659	20200921
DB03661	20097217
DB03669	20208942
DB03680	20116806
DB03680	20134015
DB03688	20199057
DB03694	75005
DB03700	10009016
DB03728	20036251
DB03730	20170940
DB03733	10932
DB03741	20026349
DB03750	10018374
DB03750	20097649
DB03754	10024064
DB03766	7994
DB03779	20213279
DB03783	89616
DB03789	20181071
DB03792	20027314
DB03793	10022010
DB03793	20208071
DB03811	20045930
DB03814	20111994
DB03817	10016976
DB03819	20037762
DB03836	20096429
DB03839	10016962
DB03840	20188012
DB03852	60001993
DB03854	10016947
DB03871	10022053
DB03897	10024828
DB03900	8112
DB03902	10016797
DB03904	10016903
DB03911	10026405
DB03911	10026406
DB03911	20027188
DB03929	10009015
DB03943	10016966
DB03945	20198938
DB03946	20035559
DB03967	20097653
DB03989	20027186
DB03989	20027187
DB03989	20077721
DB03993	20026359
DB03994	10008325
DB03994	20172705
DB04026	20142310
DB04027	10009013
DB04027	20096827
DB04027	20096896
DB04027	30095880
DB04031	20188012
DB04038	10016304
DB04046	20202478
DB04046	30095502
DB04050	10017078
DB04051	20207440
DB04052	20097243
DB04066	10006420
DB04066	10018811
DB04074	20207949
DB04075	20112345
DB04076	10016330
DB04076	20096821
DB04076	20181822
DB04080	20209334
DB04094	10016762
DB04100	20127648
DB04104	10018802
DB04110	10021998
DB04113	20036219
DB04115	20112709
DB04115	60002118
DB04120	20035579
DB04130	20109412
DB04145	20027618
DB04151	20128771
DB04161	21283
DB04166	10008784
DB04167	20246939
DB04173	60000017
DB04179	10017589
DB04183	19792
DB04183	20116805
DB04183	20134016
DB04183	20134030
DB04185	10016960
DB04193	10024112
DB04208	20040374
DB04216	60005079
DB04224	10008720
DB04224	10016910
DB04231	10008798
DB04231	20188012
DB04242	10024827
DB04242	20096499
DB04250	20199012
DB04267	20031196
DB04272	10008628
DB04272	20207394
DB04272	20209106
DB04286	10026405
DB04286	10026406
DB04286	20027188
DB04299	10016803
DB04299	30095503
DB04299	8411
DB04304	20097591
DB04311	20207313
DB04325	20032292
DB04329	10016255
DB04335	10016343
DB04335	30095882
DB04337	10021859
DB04349	8115
DB04351	10008882
DB04360	20208378
DB04364	10008966
DB04365	10024286
DB04381	10015860
DB04381	20042189
DB04383	10024070
DB04397	20188012
DB04398	8113
DB04404	20175904
DB04410	20143923
DB04414	20188012
DB04417	10008820
DB04417	20097609
DB04419	20096826
DB04436	20033067
DB04440	10017710
DB04447	20097221
DB04448	20208596
DB04454	10016959
DB04455	10009018
DB04465	10026323
DB04465	10026324
DB04465	10026325
DB04474	20208017
DB04481	10005614
DB04484	20039264
DB04485	10016347
DB04491	20200877
DB04494	20188012
DB04499	10008800
DB04500	20036237
DB04501	10016419
DB04512	20181045
DB04519	20097210
DB04528	10015989
DB04532	10006007
DB04533	20040421
DB04534	10023349
DB04539	20206207
DB04540	10016303
DB04540	30097374
DB04541	20054770
DB04553	20208935
DB04562	20111977
DB04569	30096632
DB04580	20054821
DB04581	20040814
DB04586	20028193
DB04605	10023976
DB04619	10008725
DB04620	20208302
DB04627	20173801
DB04628	20176741
DB04637	20209544
DB04638	20044812
DB04650	10016328
DB04650	75330
DB04665	10008786
DB04674	20041147
DB04699	10008823
DB04703	60004390
DB04726	20172055
DB04734	10016804
DB04734	20168862
DB04737	75348
DB04744	20143612
DB04745	10023501
DB04777	20122422
DB04782	20122422
DB04784	10008707
DB04795	20162061
DB04813	20200589
DB04815	30096614
DB04816	30100963
DB04824	30096628
DB04827	20096502
DB04829	10017661
DB04874	10008743
DB04874	20025291
DB04886	20123593
DB04996	10005734
DB04996	10009160
DB04996	20025291
DB04996	30096620
DB05188	10008880
DB05289	20207883
DB05296	10009160
DB05296	30096620
DB05377	20208575
DB05389	20188012
DB05420	20180003
DB05428	10009160
DB05428	30096620
DB05461	20188012
DB05478	19876
DB05549	19876
DB05607	10016803
DB05607	30095503
DB05607	8411
DB05630	20188012
DB05642	20188012
DB05667	10018239
DB05732	10005915
DB05732	20112701
DB05966	10008628
DB05966	20207394
DB05966	20209106
DB06021	10008880
DB06151	10024965
DB06216	10016803
DB06216	30095503
DB06216	8411
DB06253	10017746
DB06253	10024064
DB06264	20198962
DB06264	20211281
DB06328	20200752
DB06405	20207491
DB06637	10008866
DB06689	10008325
DB06689	10008720
DB06689	10016910
DB06689	20172705
DB06693	20142237
DB06693	20173179
DB06707	20040694
DB06712	20209816
DB06723	20188012
DB06727	10016305
DB06727	20101095
DB06727	30085199
DB06727	30085414
DB06727	30085415
DB06727	30085433
DB06727	30085436
DB06727	30085438
DB06727	30085511
DB06727	30085947
DB06728	10005663
DB06753	88820
DB06756	10009018
DB06767	20025291
DB06767	20025292
DB06768	20025291
DB06768	8113
DB06769	10018223
DB06770	10005706
DB06774	20248832
DB06777	10009059
DB06782	20097917
DB06784	10008628
DB06784	20207394
DB06784	20209106
DB06788	10009160
DB06788	30096620
DB06795	20112341
DB06797	20208588
DB06799	10016149
DB06815	20100720
DB06819	20200289
DB06821	20209890
DB06934	20026636
DB06973	20096923
DB06987	20209081
DB07291	10018735
DB07301	10006006
DB07331	20040330
DB07376	20208279
DB07381	20033058
DB07447	20059206
DB07478	20209774
DB07496	20096830
DB07529	20233867
DB07623	20027674
DB07669	88414
DB07673	75039
DB07767	10009240
DB07767	60005418
DB07768	10016300
DB07776	10016211
DB07795	20096805
DB07810	20123979
DB07814	20000382
DB07919	10018937
DB07950	20097589
DB08132	20208526
DB08193	20208097
DB08209	30095492
DB08214	76839
DB08238	20097213
DB08254	20097586
DB08286	20198967
DB08294	20040729
DB08327	20039579
DB08357	20097239
DB08399	20246875
DB08508	30096627
DB08587	10009239
DB08587	20035521
DB08632	10008692
DB08652	20209573
DB08653	20143557
DB08653	20200939
DB08711	20044531
DB08748	20123964
DB08797	10008875
DB08798	20044519
DB08809	10016785
DB08809	20202099
DB08826	20208688
DB08837	20045263
DB08841	20032299
DB08844	10016335
DB08845	30095876
DB08847	10009020
DB08847	30095877
DB08858	20025291
DB08908	10016859
DB08908	74928
DB08921	10008727
DB08921	40131608
DB08938	20188012
DB08944	20182448
DB08946	20200938
DB08969	20208215
DB08982	10008574
DB09001	10017815
DB09019	20068559
DB09023	75420
DB09028	60000003
DB09070	20206270
DB09072	20207538
DB09085	10008925
DB09085	10008926
DB09086	10009242
DB09096	30095486
DB09104	20188012
DB09110	20107081
DB09115	20208145
DB09117	30096238
DB09120	20248832
DB09125	10008628
DB09125	20207394
DB09125	20209106
DB09138	20188012
DB09138	20209696
DB09145	20188012
DB09146	10017706
DB09146	10026322
DB09146	20188012
DB09154	10008628
DB09154	20207394
DB09154	20209106
DB09160	20188012
DB09203	20039276
DB09213	20200142
DB09214	20207463
DB09216	20209183
DB09225	20218795
DB09269	10005843
DB09276	10016806
DB09277	10016951
DB09277	10017762
DB09314	20188012
DB09320	10008927
DB09320	10008928
DB09320	10022988
DB09320	76809
DB09326	20025291
DB09327	10016331
DB09338	20188012
DB09347	20200749
DB09348	10016172
DB09357	40129051
DB09394	30000818
DB09395	10009160
DB09395	30096620
DB09409	10009160
DB09409	20188012
DB09409	30096620
DB09413	30000818
DB09414	30000818
DB09421	10018211
DB09425	20208134
DB09449	30000818
DB09459	10008687
DB09459	20097650
DB09462	10005613
DB09473	10018370
DB09483	8113
DB09494	10008807
DB09501	10008628
DB09501	20025291
DB09501	20207394
DB09501	20209106
DB09510	10016903
DB09513	10016903
DB09516	10009217
DB09517	10017706
DB09517	10026322
DB09517	20097591
DB09526	10015976
DB09543	20041130
DB09555	10016803
DB09555	30095503
DB09555	8411
DB09561	20097251
DB09563	10017762
DB11071	10022730
DB11073	20202110
DB11079	10008793
DB11079	10024503
DB11079	20208640
DB11085	10006033
DB11093	10008628
DB11093	20207394
DB11093	20209106
DB11100	10016341
DB11107	10008687
DB11107	20097650
DB11110	10008628
DB11110	20207394
DB11110	20209106
DB11117	10008732
DB11121	20033035
DB11126	20097591
DB11128	20025291
DB11128	20188012
DB11129	10016903
DB11141	20097591
DB11145	10018370
DB11151	20188012
DB11153	20188012
DB11154	10008628
DB11154	20207394
DB11154	20209106
DB11157	20055854
DB11171	20188012
DB11175	20198936
DB11189	10016953
DB11195	10005616
DB11197	10016953
DB11197	10016955
DB11197	30097731
DB11200	10016953
DB11200	20188012
DB11205	20188012
DB11210	10016953
DB11217	10021818
DB11217	40248272
DB11233	10008628
DB11233	20207394
DB11233	20209106
DB11246	20097591
DB11248	20097591
DB11250	20096847
DB11254	10008872
DB11255	20198936
DB11268	20112325
DB11279	30096636
DB11288	60000010
DB11290	10016909
DB11304	10006089
DB11323	20200174
DB11326	30001402
DB11337	10017747
DB11344	10008950
DB11344	10026411
DB11344	20180049
DB11344	20180529
DB11344	20182362
DB11345	20253146
DB11348	30000818
DB11359	20035577
DB11373	20209862
DB11386	30096246
DB11387	10011076
DB11397	20200878
DB11412	20208630
DB11420	20096456
DB11421	20209464
DB11423	20090996
DB11447	10016278
DB11448	20209580
DB11451	10016036
DB11451	20030831
DB11458	20199644
DB11460	10016443
DB11473	30096993
DB11525	20025291
DB11552	10024858
DB11558	10008613
DB11561	20209281
DB11573	20188012
DB11577	20208634
DB11593	10009233
DB11594	20209659
DB11625	10016596
DB11640	10017792
DB11641	2204
DB11672	40265327
DB11749	20109353
DB11831	20096430
DB11846	10016981
DB11859	10009052
DB11875	20246395
DB11937	20179948
DB12028	20202494
DB12029	60005294
DB12039	20144325
DB12093	10021163
DB12110	20208132
DB12112	10016326
DB12173	10015922
DB12216	10025008
DB12243	20097610
DB12290	20218081
DB12298	20111974
DB12300	20055095
DB12308	10009052
DB12310	10026320
DB12310	10026321
DB12310	10026362
DB12328	20236671
DB12337	20000182
DB12358	20031245
DB12418	20032280
DB12425	20044845
DB12450	20040759
DB12452	10008666
DB12480	40265324
DB12519	10016973
DB12521	10008989
DB12582	10016311
DB12618	10008811
DB12622	10026488
DB12628	10017762
DB12695	20209719
DB12709	20096798
DB12751	10016805
DB12751	20096818
DB12765	10017075
DB12771	20213174
DB12803	20209400
DB12816	20055164
DB12821	10016595
DB12856	20171100
DB12881	20221552
DB12944	20112696
DB12972	10009052
DB13014	10022062
DB13025	20207532
DB13111	20026681
DB13132	10025817
DB13132	20253147
DB13142	20097591
DB13145	20025291
DB13154	10015949
DB13155	10017721
DB13156	10016343
DB13156	20036237
DB13156	30095882
DB13163	20188012
DB13178	10026409
DB13178	10026410
DB13180	20097591
DB13202	10008575
DB13207	10009013
DB13207	10016967
DB13207	20096827
DB13207	20096896
DB13207	30095880
DB13209	20188012
DB13215	20209250
DB13217	20207324
DB13218	10005707
DB13220	10016965
DB13220	20097654
DB13220	30095861
DB13221	20209022
DB13231	8113
DB13236	20188012
DB13238	20209861
DB13245	20198917
DB13259	10005618
DB13261	20188012
DB13269	20039662
DB13278	20201464
DB13283	20208377
DB13318	10017695
DB13322	20188012
DB13323	10015877
DB13326	20201416
DB13329	10021718
DB13330	20201437
DB13331	20039274
DB13336	10008706
DB13343	20208831
DB13352	20097242
DB13363	20037329
DB13374	10008930
DB13374	10017657
DB13376	10016181
DB13378	20200268
DB13381	10016980
DB13381	20096498
DB13387	20188012
DB13391	10016290
DB13392	20188012
DB13394	20207976
DB13394	20211285
DB13402	10016977
DB13402	10024176
DB13404	10016980
DB13404	20096498
DB13423	20188012
DB13424	75421
DB13443	20209081
DB13483	7993
DB13509	20038075
DB13519	10016797
DB13522	20177654
DB13524	20208648
DB13544	89558
DB13547	20112341
DB13568	10005727
DB13576	20027733
DB13577	20143555
DB13582	10008628
DB13582	20207394
DB13582	20209106
DB13595	20188012
DB13598	7995
DB13600	20208531
DB13612	10016903
DB13612	20038075
DB13615	20188012
DB13618	20209011
DB13620	20097591
DB13626	10016953
DB13626	20188012
DB13627	10018391
DB13628	10024859
DB13639	10008687
DB13639	20097650
DB13644	10116802
DB13650	10024064
DB13650	20097591
DB13650	20188012
DB13654	20188012
DB13655	10024263
DB13669	10016069
DB13690	74212
DB13696	20200309
DB13707	10008687
DB13707	20097650
DB13718	10017692
DB13732	20188012
DB13733	10021703
DB13737	20112693
DB13740	20201356
DB13743	20188012
DB13747	10024503
DB13748	10009013
DB13748	20096827
DB13748	20096896
DB13748	20200682
DB13748	30095880
DB13749	20097591
DB13749	20188012
DB13774	20097927
DB13780	20188012
DB13786	20027358
DB13789	10008687
DB13789	10009160
DB13789	20097650
DB13789	30096620
DB13800	10008922
DB13812	10008828
DB13812	30095493
DB13818	20188012
DB13826	20098663
DB13860	10008793
DB13860	10008798
DB13860	20208640
DB13862	30000818
DB13875	10018938
DB13882	10008961
DB13909	20040802
DB13909	20188012
DB13910	20200678
DB13960	20200164
DB13963	10006306
DB13966	10008715
DB13972	30000100
DB13984	30000705
DB13995	10008628
DB13995	20207394
DB13995	20209106
DB13996	10009160
DB13996	30096620
DB14006	10008793
DB14006	10017762
DB14006	20208640
DB14007	20208134
DB14020	10022001
DB14031	20208221
DB14038	2541
DB14077	10016909
DB14078	20209696
DB14080	10024965
DB14084	20097173
DB14086	20144325
DB14090	10016696
DB14093	10016300
DB14106	50120173
DB14109	10021818
DB14109	40248272
DB14110	10008581
DB14116	20188012
DB14121	60002034
DB14122	20025459
DB14138	20188012
DB14141	10005697
DB14143	20209780
DB14144	10008620
DB14144	20200940
DB14149	10016909
DB14149	20096847
DB14156	20253146
DB14160	20053344
DB14177	20044839
DB14178	20181970
DB14183	10008915
DB14183	10016282
DB14183	10018379
DB14184	10005746
DB14186	20096428
DB14189	10006311
DB14193	30096992
DB14195	20209262
DB14200	20201452
DB14202	20200815
DB14212	10008850
DB14474	20209597
DB14475	8113
DB14479	10024965
DB14481	20188012
DB14481	30000818
DB14482	10016327
DB14482	20097541
DB14483	10016327
DB14483	20097541
DB14484	10016327
DB14484	20097541
DB14485	10016327
DB14485	20097541
DB14486	10016327
DB14486	20027731
DB14486	20097541
DB14489	10008686
DB14489	20097551
DB14490	10016327
DB14490	20097541
DB14491	10016803
DB14491	30095503
DB14491	8411
DB14493	10016953
DB14494	20188012
DB14497	20188012
DB14498	10009160
DB14498	30096620
DB14501	10016953
DB14502	30000818
DB14506	20188012
DB14507	10008628
DB14507	20207394
DB14507	20209106
DB14508	10008686
DB14508	20097551
DB14511	10009160
DB14511	30096620
DB14514	10008922
DB14517	30000818
DB14518	10009160
DB14518	30096620
DB14520	20188012
DB14522	20188012
DB14523	30000818
DB14526	10008628
DB14526	20207394
DB14526	20209106
DB14528	20097591
DB14529	20027733
DB14573	30000818
DB14598	10016980
DB14598	20096498
DB14599	10016980
DB14599	20096498
DB14600	10016980
DB14600	20096498
DB14600	20183001
DB14622	20188012
DB14622	30000818
DB14623	10008827
DB14630	20204238
DB14642	10017756
DB14665	10008819
DB14670	10008963
DB14673	20177290
DB14680	20246839
DB14695	20188012
DB14704	10005616
DB14755	10016305
DB14755	20101095
DB14755	30085199
DB14755	30085414
DB14755	30085415
DB14755	30085433
DB14755	30085436
DB14755	30085438
DB14755	30085511
DB14755	30085947
DB14756	10008687
DB14756	20097650
DB15006	20209856
DB15111	10009160
DB15111	30096620
DB15202	75697
DB15289	20055161
DB15300	10017692
DB15344	20208236
DB15350	10026409
DB15350	10026410
DB15429	20200611
DB15445	20143929
DB15458	20096826
DB15479	20188012
DB15555	10016805
DB15555	20096818
DB15556	10008628
DB15556	10016953
DB15556	20207394
DB15556	20209106
DB15573	2504
DB15574	60000019
DB15576	20033070
DB15579	20180807
DB15580	20208291
DB15587	20188012
DB15589	2471
DB15598	20180003
