drugbank_id	mcule_id
DB00773	MCULE-2939844524
DB00773	MCULE-7685804754
DB00774	MCULE-8204847370
DB00776	MCULE-9100100302
DB00778	MCULE-6295450111
DB00779	MCULE-3700604125
DB00779	MCULE-6808033849
DB00780	MCULE-1121090101
DB00780	MCULE-2765705772
DB00780	MCULE-2911295500
DB00783	MCULE-3887460010
DB00783	MCULE-4847947030
DB00783	MCULE-9777047906
DB00784	MCULE-1031776135
DB00784	MCULE-9204694428
DB00787	MCULE-2703274259
DB00788	MCULE-2427044065
DB00788	MCULE-2589082817
DB00788	MCULE-6293512671
DB00788	MCULE-8718466451
DB00789	MCULE-4554913963
DB00789	MCULE-4909487075
DB00790	MCULE-1137671061
DB00791	MCULE-1273389092
DB00792	MCULE-1458594447
DB00792	MCULE-1679949518
DB00794	MCULE-2519004832
DB00795	MCULE-7533021815
DB00797	MCULE-5694308124
DB00797	MCULE-8393678793
DB00800	MCULE-3764473965
DB00800	MCULE-7876003953
DB00804	MCULE-7810636561
DB00804	MCULE-9110194493
DB00806	MCULE-9951939936
DB00807	MCULE-8418206804
DB00807	MCULE-9291072201
DB00808	MCULE-1549472772
DB00809	MCULE-4102613027
DB00811	MCULE-1246105264
DB00811	MCULE-6567538249
DB00811	MCULE-8207297465
DB00811	MCULE-9495128592
DB00812	MCULE-4303869118
DB00814	MCULE-4138373089
DB00815	MCULE-3833394421
DB00816	MCULE-1763503293
DB00816	MCULE-8357232689
DB00816	MCULE-8722254342
DB00818	MCULE-1903292305
DB00819	MCULE-4029778803
DB00820	MCULE-1352308210
DB00821	MCULE-1374535547
DB00821	MCULE-4460410269
DB00821	MCULE-9476030813
DB00822	MCULE-1443050857
DB00825	MCULE-1560042129
DB00825	MCULE-1773565901
DB00825	MCULE-3070949324
DB00825	MCULE-4166374217
DB00825	MCULE-4483343064
DB00825	MCULE-5125262116
DB00825	MCULE-6806905940
DB00825	MCULE-8181548788
DB00825	MCULE-9118405009
DB00825	MCULE-9383663409
DB00825	MCULE-9589330865
DB00826	MCULE-4387602164
DB00827	MCULE-3390574434
DB00829	MCULE-8990989144
DB00830	MCULE-3684334876
DB00831	MCULE-1362676470
DB00831	MCULE-3726407978
DB00831	MCULE-4769778286
DB00833	MCULE-5338785283
DB00833	MCULE-5781274078
DB00834	MCULE-2182366689
DB00834	MCULE-7321395114
DB00834	MCULE-7680389329
DB00836	MCULE-3957783776
DB00836	MCULE-8938403173
DB00839	MCULE-9265102499
DB00841	MCULE-3362067907
DB00841	MCULE-6655494898
DB00845	MCULE-1387160272
DB00846	MCULE-9173701731
DB00847	MCULE-1838427828
DB00848	MCULE-4392506462
DB00848	MCULE-7118728152
DB00848	MCULE-8104126881
DB00848	MCULE-9004240869
DB00848	MCULE-9850937928
DB00849	MCULE-2528762430
DB00850	MCULE-2801157388
DB00850	MCULE-6019566915
DB00851	MCULE-2865817662
DB00851	MCULE-7282678858
DB00852	MCULE-1217859840
DB00852	MCULE-5756045923
DB00852	MCULE-9256165953
DB00852	MCULE-9848295327
DB00853	MCULE-9414994158
DB00854	MCULE-1055214239
DB00854	MCULE-4370362098
DB00854	MCULE-9243891828
DB00855	MCULE-8125179397
DB00855	MCULE-8676354165
DB00856	MCULE-1985229890
DB00857	MCULE-4207852703
DB00857	MCULE-7200921281
DB00857	MCULE-8189168435
DB00859	MCULE-4184299411
DB00859	MCULE-5986342172
DB00859	MCULE-8542176080
DB00859	MCULE-9539588985
DB00859	MCULE-9856748563
DB00861	MCULE-8281018918
DB00862	MCULE-5211071344
DB00862	MCULE-5671555647
DB00863	MCULE-2682233624
DB00863	MCULE-6666183486
DB00863	MCULE-8853752958
DB00866	MCULE-5383119061
DB00866	MCULE-8135107027
DB00867	MCULE-7606298853
DB00867	MCULE-9766961313
DB00871	MCULE-3821114202
DB00871	MCULE-7921937295
DB00874	MCULE-1862197560
DB00874	MCULE-8909929116
DB00874	MCULE-9143199682
DB00874	MCULE-9975651571
DB00876	MCULE-1909746156
DB00876	MCULE-9758340949
DB00877	MCULE-7980881185
DB00878	MCULE-4644073142
DB00879	MCULE-6272219141
DB00879	MCULE-7141046266
DB00880	MCULE-3497410863
DB00881	MCULE-2623123657
DB00881	MCULE-5042350385
DB00881	MCULE-5721366729
DB00881	MCULE-7543253438
DB00882	MCULE-3924797904
DB00883	MCULE-2997262715
DB00883	MCULE-7874237290
DB00887	MCULE-6802013568
DB00888	MCULE-6341452542
DB00888	MCULE-9007971316
DB00889	MCULE-2461768801
DB00889	MCULE-2474398583
DB00890	MCULE-3516180608
DB00891	MCULE-7911106459
DB00892	MCULE-5566120451
DB00892	MCULE-6163662348
DB00894	MCULE-6085619223
DB00894	MCULE-6801543489
DB00895	MCULE-1814780282
DB00895	MCULE-3226089160
DB00895	MCULE-6537319758
DB00895	MCULE-7646209988
DB00898	MCULE-8818474596
DB00900	MCULE-2491895021
DB00900	MCULE-2844514954
DB00903	MCULE-6140194266
DB00904	MCULE-4423935922
DB00904	MCULE-8033664166
DB00904	MCULE-9347220390
DB00904	MCULE-9438746800
DB00908	MCULE-1532027186
DB00908	MCULE-3072325944
DB00908	MCULE-7178915526
DB00909	MCULE-1873297847
DB00911	MCULE-2580495783
DB00912	MCULE-3611790330
DB00912	MCULE-5348082374
DB00914	MCULE-1254555434
DB00914	MCULE-2649903903
DB00915	MCULE-9686682307
DB00916	MCULE-6891596695
DB00919	MCULE-1267098066
DB00919	MCULE-3065096481
DB00920	MCULE-8066161520
DB00920	MCULE-9272232163
DB00925	MCULE-1084779069
DB00925	MCULE-2455465785
DB00927	MCULE-1972636463
DB00928	MCULE-7974162026
DB00928	MCULE-8318770472
DB00928	MCULE-8542441897
DB00931	MCULE-1482268674
DB00931	MCULE-2084039478
DB00931	MCULE-6109118008
DB00931	MCULE-8490229191
DB00935	MCULE-1133105377
DB00935	MCULE-8690625159
DB00936	MCULE-8407868694
DB00937	MCULE-2048650105
DB00937	MCULE-3797459958
DB00937	MCULE-3905795013
DB00939	MCULE-3600081195
DB00939	MCULE-4652582072
DB00943	MCULE-6071296177
DB00943	MCULE-8974622799
DB00945	MCULE-3199019536
DB00949	MCULE-2661497722
DB00950	MCULE-4193800017
DB00950	MCULE-5306097997
DB00951	MCULE-6324947959
DB00954	MCULE-3638843068
DB00955	MCULE-5403245055
DB00958	MCULE-2598974796
DB00958	MCULE-3012913860
DB00958	MCULE-5646000632
DB00959	MCULE-1569829751
DB00959	MCULE-5764697777
DB00959	MCULE-8934838036
DB00960	MCULE-7764948919
DB00961	MCULE-4459584385
DB00961	MCULE-7228754802
DB00966	MCULE-8479555254
DB00967	MCULE-2975958622
DB00968	MCULE-3456177599
DB00968	MCULE-8885874119
DB00970	MCULE-4563876336
DB00970	MCULE-8245020910
DB00974	MCULE-1868494404
DB00975	MCULE-3112669573
DB00977	MCULE-1979046326
DB00977	MCULE-2138350364
DB00977	MCULE-5991854877
DB00978	MCULE-1743491276
DB00979	MCULE-2908399106
DB00979	MCULE-8044342267
DB00981	MCULE-2638001883
DB00981	MCULE-3610265172
DB00981	MCULE-9310809074
DB00982	MCULE-2591910021
DB00984	MCULE-5122697862
DB00985	MCULE-4622251146
DB00985	MCULE-6260910826
DB00987	MCULE-1440805673
DB00987	MCULE-3044641322
DB00987	MCULE-3945147956
DB00987	MCULE-8283906106
DB00988	MCULE-7558764100
DB00991	MCULE-7099031811
DB00992	MCULE-7356254100
DB00992	MCULE-8571939531
DB00993	MCULE-8637589610
DB00995	MCULE-3879834235
DB00995	MCULE-8238948554
DB00995	MCULE-9384101687
DB00996	MCULE-5392848565
DB00997	MCULE-1987806380
DB00997	MCULE-4188577717
DB00999	MCULE-6585933943
DB01001	MCULE-4493408325
DB01001	MCULE-4869583923
DB01001	MCULE-7261473820
DB01002	MCULE-2286784276
DB01002	MCULE-5414144502
DB01003	MCULE-4994762451
DB01003	MCULE-8432777058
DB01004	MCULE-9512761592
DB01005	MCULE-9465284053
DB01008	MCULE-1840882522
DB01009	MCULE-3996598662
DB01009	MCULE-9740144074
DB01010	MCULE-3821322707
DB01010	MCULE-5963849469
DB01011	MCULE-7018205003
DB01013	MCULE-6352927484
DB01013	MCULE-8866135651
DB01015	MCULE-1450176600
DB01019	MCULE-3425585639
DB01019	MCULE-3788204552
DB01019	MCULE-4959115853
DB01020	MCULE-5942737739
DB01020	MCULE-9603689070
DB01020	MCULE-9822410440
DB01021	MCULE-5170594512
DB01021	MCULE-8687537496
DB01022	MCULE-4351783253
DB01023	MCULE-1154856901
DB01023	MCULE-1247765254
DB01023	MCULE-4186849928
DB01023	MCULE-8253440089
DB01024	MCULE-1286782468
DB01024	MCULE-1991681277
DB01026	MCULE-2726394491
DB01026	MCULE-3604723919
DB01026	MCULE-7223272511
DB01028	MCULE-6052691210
DB01029	MCULE-9617953373
DB01033	MCULE-4811219863
DB01035	MCULE-2863739556
DB01035	MCULE-9088516243
DB01035	MCULE-9726613752
DB01037	MCULE-2022038565
DB01037	MCULE-3188554308
DB01041	MCULE-6327754946
DB01042	MCULE-8007157187
DB01042	MCULE-9133289696
DB01043	MCULE-3726352671
DB01043	MCULE-6635165082
DB01044	MCULE-4557972261
DB01045	MCULE-8210589684
DB01047	MCULE-8687185486
DB01050	MCULE-5291883887
DB01050	MCULE-6401400613
DB01050	MCULE-9475454445
DB01051	MCULE-2350558007
DB01051	MCULE-6200351849
DB01051	MCULE-6376262785
DB01051	MCULE-8626179110
DB01051	MCULE-9752754481
DB01053	MCULE-3899419884
DB01053	MCULE-3955575945
DB01053	MCULE-5712256399
DB01053	MCULE-6846784607
DB01053	MCULE-7644229995
DB01053	MCULE-7708800117
DB01054	MCULE-3680092622
DB01056	MCULE-9641637435
DB01058	MCULE-1638759858
DB01059	MCULE-1115657359
DB01060	MCULE-1530410000
DB01060	MCULE-2071207718
DB01060	MCULE-5710225015
DB01060	MCULE-7444922250
DB01061	MCULE-1214137894
DB01061	MCULE-1684950378
DB01061	MCULE-2091962530
DB01061	MCULE-2342058265
DB01061	MCULE-4649546620
DB01061	MCULE-4928846663
DB01061	MCULE-6816309237
DB01061	MCULE-8324633768
DB01061	MCULE-9464098701
DB01061	MCULE-9728194261
DB01062	MCULE-1144578267
DB01062	MCULE-3407007074
DB01062	MCULE-5193326065
DB01064	MCULE-1456958404
DB01064	MCULE-6061231962
DB01067	MCULE-5142805548
DB01069	MCULE-8146430046
DB01071	MCULE-1682781567
DB01071	MCULE-5957865651
DB01073	MCULE-2497721739
DB01074	MCULE-1263095324
DB01074	MCULE-5015565242
DB01075	MCULE-6260910826
DB01076	MCULE-2368532812
DB01076	MCULE-7757497895
DB01077	MCULE-3037955142
DB01078	MCULE-2646350158
DB01082	MCULE-3713680681
DB01082	MCULE-8102374631
DB01082	MCULE-8464995680
DB01085	MCULE-2634151840
DB01085	MCULE-3540263793
DB01085	MCULE-8737728813
DB01086	MCULE-6566052626
DB01086	MCULE-7826053327
DB01087	MCULE-1557087031
DB01087	MCULE-4488548921
DB01090	MCULE-6382957613
DB01090	MCULE-6392147155
DB01092	MCULE-3852377544
DB01092	MCULE-5547786885
DB01092	MCULE-7874559421
DB01093	MCULE-2005841258
DB01094	MCULE-2236290715
DB01094	MCULE-9396529091
DB01097	MCULE-9490869974
DB01099	MCULE-7094058995
DB01100	MCULE-9624510567
DB01101	MCULE-2851259722
DB01101	MCULE-5430397636
DB01103	MCULE-3049117865
DB01103	MCULE-9567672915
DB01104	MCULE-1681469163
DB01104	MCULE-2823496048
DB01104	MCULE-4360779618
DB01104	MCULE-4657412776
DB01104	MCULE-5029290493
DB01104	MCULE-8177480737
DB01105	MCULE-1680734124
DB01105	MCULE-6656338642
DB01105	MCULE-9154038750
DB01108	MCULE-8531625687
DB01110	MCULE-2106181573
DB01110	MCULE-7996605731
DB01112	MCULE-1480239493
DB01112	MCULE-6049861630
DB01113	MCULE-2677621965
DB01113	MCULE-9598291893
DB01114	MCULE-2363896855
DB01114	MCULE-4043344867
DB01114	MCULE-4539366958
DB01114	MCULE-4557204807
DB01114	MCULE-5170688290
DB01114	MCULE-5685341446
DB01114	MCULE-5961645860
DB01114	MCULE-9543056649
DB01115	MCULE-7336870265
DB01117	MCULE-7318126574
DB01118	MCULE-1243290270
DB01118	MCULE-4156227717
DB01119	MCULE-5031397425
DB01120	MCULE-3608068500
DB01120	MCULE-6919138834
DB01120	MCULE-7236488013
DB01120	MCULE-7993816491
DB01121	MCULE-7359277785
DB01123	MCULE-1568540590
DB01123	MCULE-4336227759
DB01123	MCULE-7040675519
DB01123	MCULE-9156937078
DB01123	MCULE-9362278105
DB01124	MCULE-9720356859
DB01125	MCULE-6278934749
DB01126	MCULE-1602474627
DB01127	MCULE-5948201879
DB01127	MCULE-6450156540
DB01128	MCULE-1236485515
DB01129	MCULE-3512804408
DB01129	MCULE-7848941080
DB01132	MCULE-1259842295
DB01132	MCULE-2346786634
DB01132	MCULE-7926831797
DB01134	MCULE-5613497776
DB01134	MCULE-8140512979
DB01136	MCULE-4556099140
DB01136	MCULE-7944987271
DB01137	MCULE-1927163841
DB01137	MCULE-2011834955
DB01137	MCULE-5746531107
DB01137	MCULE-6007235957
DB01138	MCULE-8521771467
DB01140	MCULE-6475996520
DB01140	MCULE-6662086355
DB01142	MCULE-4730330659
DB01142	MCULE-6150481524
DB01144	MCULE-4570158631
DB01146	MCULE-1496893365
DB01146	MCULE-1603191247
DB01147	MCULE-3089347064
DB01147	MCULE-7556215634
DB01147	MCULE-9045258287
DB01151	MCULE-1872169026
DB01151	MCULE-5904286906
DB01160	MCULE-7300085951
DB01162	MCULE-4030111564
DB01162	MCULE-4508839187
DB01164	MCULE-5396813937
DB01164	MCULE-7728164114
DB01165	MCULE-1927163841
DB01165	MCULE-2011834955
DB01165	MCULE-5746531107
DB01165	MCULE-6007235957
DB01166	MCULE-8893820969
DB01167	MCULE-2446846552
DB01168	MCULE-2203793025
DB01168	MCULE-9065058360
DB01170	MCULE-1014284503
DB01170	MCULE-6728556467
DB01171	MCULE-5300106938
DB01171	MCULE-7066652223
DB01172	MCULE-4595049157
DB01172	MCULE-9076051885
DB01172	MCULE-9729186272
DB01173	MCULE-1907411306
DB01173	MCULE-5864907407
DB01173	MCULE-7320950210
DB01174	MCULE-1782264021
DB01175	MCULE-1202550254
DB01175	MCULE-2438768682
DB01175	MCULE-3600224873
DB01175	MCULE-5882770916
DB01175	MCULE-8566721168
DB01175	MCULE-9546560466
DB01176	MCULE-5937988027
DB01178	MCULE-9476992128
DB01179	MCULE-7709153867
DB01179	MCULE-9617461427
DB01180	MCULE-5542552071
DB01181	MCULE-1480299331
DB01181	MCULE-3688586535
DB01182	MCULE-5193630487
DB01182	MCULE-8776872379
DB01183	MCULE-1335589007
DB01183	MCULE-2955848756
DB01183	MCULE-3907137148
DB01183	MCULE-7328605584
DB01183	MCULE-7816779766
DB01184	MCULE-4430288884
DB01186	MCULE-3308032180
DB01186	MCULE-6015153098
DB01186	MCULE-6103242594
DB01188	MCULE-5224910295
DB01190	MCULE-4041325060
DB01190	MCULE-6809905039
DB01191	MCULE-1052472012
DB01191	MCULE-2995742925
DB01191	MCULE-5308858263
DB01191	MCULE-9398907294
DB01193	MCULE-6278379694
DB01193	MCULE-8284913115
DB01195	MCULE-3327347453
DB01195	MCULE-5143785492
DB01197	MCULE-1716939647
DB01197	MCULE-7869285453
DB01198	MCULE-3167182309
DB01198	MCULE-4232092935
DB01198	MCULE-4633960136
DB01198	MCULE-5099990703
DB01198	MCULE-8178167281
DB01202	MCULE-5120797917
DB01202	MCULE-7364782624
DB01203	MCULE-1462716025
DB01203	MCULE-3183224259
DB01203	MCULE-4103739855
DB01203	MCULE-4296145961
DB01203	MCULE-5292616757
DB01203	MCULE-5672229674
DB01203	MCULE-7844822334
DB01203	MCULE-9222556020
DB01204	MCULE-5513787065
DB01205	MCULE-2830706565
DB01208	MCULE-1827276157
DB01208	MCULE-7133716601
DB01211	MCULE-1264166282
DB01211	MCULE-3791586119
DB01211	MCULE-7168853332
DB01212	MCULE-2156027091
DB01212	MCULE-2516588092
DB01212	MCULE-2815485673
DB01212	MCULE-3194345837
DB01213	MCULE-2732751720
DB01214	MCULE-4113586715
DB01216	MCULE-2356242020
DB01216	MCULE-4762466053
DB01217	MCULE-3029589501
DB01219	MCULE-7128276389
DB01220	MCULE-1303528930
DB01220	MCULE-5988472764
DB01220	MCULE-6354658075
DB01220	MCULE-7361349450
DB01221	MCULE-4905246871
DB01221	MCULE-6886868694
DB01221	MCULE-9619764916
DB01222	MCULE-6766678736
DB01223	MCULE-4740333723
DB01223	MCULE-8236489917
DB01231	MCULE-2100126557
DB01231	MCULE-4932461593
DB01233	MCULE-8548227068
DB01233	MCULE-8566255889
DB01234	MCULE-4773827191
DB01234	MCULE-8449904782
DB01235	MCULE-2909167188
DB01235	MCULE-4743781842
DB01235	MCULE-6834245595
DB01235	MCULE-8112075430
DB01238	MCULE-4329329262
DB01239	MCULE-4912229237
DB01239	MCULE-7149047798
DB01239	MCULE-7221241811
DB01241	MCULE-4563546953
DB01242	MCULE-6443168248
DB01242	MCULE-6495409435
DB01243	MCULE-3987057340
DB01244	MCULE-3001828285
DB01245	MCULE-2097093133
DB01245	MCULE-5671782567
DB01245	MCULE-6709660253
DB01248	MCULE-1930158681
DB01248	MCULE-5751666036
DB01251	MCULE-6775445815
DB01261	MCULE-2101761133
DB01265	MCULE-1182948789
DB01265	MCULE-2001787486
DB01265	MCULE-2349746311
DB01265	MCULE-3214041035
DB01265	MCULE-3606109379
DB01265	MCULE-5223356651
DB01265	MCULE-6384296929
DB01265	MCULE-7222676614
DB01265	MCULE-7680226016
DB01267	MCULE-5597043685
DB01267	MCULE-9967799770
DB01268	MCULE-2379937429
DB01268	MCULE-8640822338
DB01273	MCULE-3291763744
DB01273	MCULE-3341459784
DB01273	MCULE-4998676494
DB01275	MCULE-9226495081
DB01275	MCULE-9301781478
DB01283	MCULE-3735047846
DB01294	MCULE-6945109653
DB01294	MCULE-8407868694
DB01294	MCULE-9788063146
DB01295	MCULE-7175219626
DB01296	MCULE-2537576667
DB01296	MCULE-2592797117
DB01296	MCULE-9890197257
DB01297	MCULE-5192518606
DB01297	MCULE-7992924679
DB01299	MCULE-4025355907
DB01301	MCULE-2757726313
DB01303	MCULE-7712564949
DB01326	MCULE-1044685968
DB01326	MCULE-1930936987
DB01326	MCULE-2557949613
DB01326	MCULE-3558267628
DB01326	MCULE-3860535079
DB01326	MCULE-5227344950
DB01326	MCULE-5381549934
DB01326	MCULE-6028016501
DB01326	MCULE-6331012985
DB01326	MCULE-7956082186
DB01327	MCULE-1819581085
DB01327	MCULE-2075772357
DB01327	MCULE-3206261439
DB01327	MCULE-4773978948
DB01327	MCULE-6391244021
DB01327	MCULE-8496423925
DB01327	MCULE-9221385153
DB01327	MCULE-9663871826
DB01329	MCULE-2485494583
DB01329	MCULE-9825828256
DB01337	MCULE-2929182809
DB01337	MCULE-5651247225
DB01337	MCULE-9073242213
DB01337	MCULE-9845613461
DB01339	MCULE-4520566918
DB01339	MCULE-6555070159
DB01339	MCULE-7004468628
DB01339	MCULE-7428266389
DB01345	MCULE-5932450224
DB01346	MCULE-1532027186
DB01346	MCULE-1782264021
DB01346	MCULE-3072325944
DB01346	MCULE-7178915526
DB01351	MCULE-7618268511
DB01351	MCULE-9367915801
DB01352	MCULE-8984462639
DB01353	MCULE-8998219052
DB01355	MCULE-5461267653
DB01355	MCULE-5992814246
DB01355	MCULE-6033678033
DB01356	MCULE-6872461833
DB01357	MCULE-3756355781
DB01357	MCULE-6161762887
DB01364	MCULE-1217859840
DB01364	MCULE-5756045923
DB01364	MCULE-9256165953
DB01364	MCULE-9848295327
DB01366	MCULE-2273933576
DB01366	MCULE-4039706626
DB01367	MCULE-3183761977
DB01367	MCULE-4385913742
DB01367	MCULE-8317750203
DB01367	MCULE-9216644373
DB01375	MCULE-5127577640
DB01375	MCULE-9699231474
DB01375	MCULE-9788063146
DB01377	MCULE-3504782871
DB01378	MCULE-3504782871
DB01380	MCULE-7406575942
DB01380	MCULE-7790749515
DB01380	MCULE-8390750975
DB01390	MCULE-3743781291
DB01390	MCULE-3833394421
DB01392	MCULE-1043513122
DB01392	MCULE-4460720994
DB01392	MCULE-4993391700
DB01392	MCULE-5347702387
DB01392	MCULE-5669485049
DB01392	MCULE-8740794380
DB01393	MCULE-9775992840
DB01394	MCULE-1568647156
DB01394	MCULE-7858118731
DB01394	MCULE-7902106432
DB01396	MCULE-8291336831
DB01396	MCULE-9206348209
DB01396	MCULE-9783596421
DB01397	MCULE-3504782871
DB01397	MCULE-8407868694
DB01399	MCULE-7200376848
DB01400	MCULE-3501840981
DB01400	MCULE-5178407195
DB01400	MCULE-9726153183
DB01401	MCULE-3504782871
DB01401	MCULE-7712564949
DB01401	MCULE-8407868694
DB01403	MCULE-2449256469
DB01403	MCULE-6537129304
DB01406	MCULE-4068655485
DB01406	MCULE-5533294331
DB01407	MCULE-3209961984
DB01407	MCULE-4948829381
DB01407	MCULE-7809217372
DB01408	MCULE-5915665286
DB01408	MCULE-6324373983
DB01410	MCULE-8805757261
DB01412	MCULE-3914097400
DB01418	MCULE-6023926157
DB01418	MCULE-8509992526
DB01418	MCULE-9444487158
DB01420	MCULE-5488659453
DB01420	MCULE-8627319345
DB01421	MCULE-1528618434
DB01421	MCULE-2666011467
DB01421	MCULE-5643728618
DB01422	MCULE-8622459990
DB01424	MCULE-1554715918
DB01426	MCULE-4109353368
DB01426	MCULE-5763587222
DB01427	MCULE-2781267039
DB01428	MCULE-2222013605
DB01431	MCULE-5010058438
DB01435	MCULE-9945022433
DB01438	MCULE-2762400178
DB01438	MCULE-8651148583
DB01446	MCULE-6417482430
DB01446	MCULE-6948366681
DB01461	MCULE-4487545711
DB01472	MCULE-4522485772
DB01472	MCULE-9604730500
DB01473	MCULE-1052845766
DB01473	MCULE-7919657032
DB01477	MCULE-3167742189
DB01477	MCULE-3795202027
DB01477	MCULE-6124492894
DB01477	MCULE-8292232115
DB01479	MCULE-9271266711
DB01483	MCULE-2107172999
DB01483	MCULE-5459943840
DB01483	MCULE-8944643237
DB01486	MCULE-1171274893
DB01486	MCULE-9503580838
DB01494	MCULE-8278658791
DB01494	MCULE-8745470661
DB01495	MCULE-8278658791
DB01495	MCULE-9945022433
DB01506	MCULE-2724384522
DB01511	MCULE-8414231364
DB01513	MCULE-9271266711
DB01520	MCULE-5577457961
DB01520	MCULE-6412932499
DB01521	MCULE-2014903865
DB01521	MCULE-6805519453
DB01527	MCULE-1105703919
DB01527	MCULE-5051184222
DB01530	MCULE-4972067436
DB01530	MCULE-5056598626
DB01530	MCULE-6366002920
DB01536	MCULE-2365879598
DB01536	MCULE-7384114075
DB01536	MCULE-8902385122
DB01539	MCULE-8029620038
DB01546	MCULE-5651076502
DB01546	MCULE-7337698655
DB01546	MCULE-8710039661
DB01556	MCULE-4014359946
DB01556	MCULE-9625062817
DB01560	MCULE-2018513771
DB01560	MCULE-8970094415
DB01563	MCULE-8278658791
DB01574	MCULE-3504782871
DB01574	MCULE-9699231474
DB01574	MCULE-9788063146
DB01575	MCULE-9699231474
DB01575	MCULE-9788063146
DB01576	MCULE-4193952437
DB01578	MCULE-5507707661
DB01580	MCULE-3209868387
DB01580	MCULE-5603406124
DB01581	MCULE-7699685177
DB01582	MCULE-7831442410
DB01583	MCULE-2542095055
DB01583	MCULE-3833394421
DB01583	MCULE-4039377986
DB01583	MCULE-5308768589
DB01583	MCULE-5870225988
DB01583	MCULE-7045978421
DB01583	MCULE-8611691549
DB01586	MCULE-3421183878
DB01586	MCULE-4374611501
DB01586	MCULE-6618953955
DB01586	MCULE-8636111494
DB01595	MCULE-3394241963
DB01599	MCULE-4445301513
DB01606	MCULE-2051850634
DB01606	MCULE-2535348067
DB01606	MCULE-7574505159
DB01606	MCULE-9859384324
DB01611	MCULE-4122662001
DB01611	MCULE-6282304706
DB01612	MCULE-8065075083
DB01614	MCULE-2290654141
DB01614	MCULE-4395492095
DB01616	MCULE-3553088186
DB01616	MCULE-5221384643
DB01618	MCULE-1892261292
DB01618	MCULE-4631580563
DB01620	MCULE-1277462752
DB01620	MCULE-1937757973
DB01620	MCULE-7152203152
DB01623	MCULE-3767554365
DB01623	MCULE-5636747713
DB01625	MCULE-1763411393
DB01625	MCULE-3737293050
DB01626	MCULE-3540521287
DB01626	MCULE-9689491047
DB01627	MCULE-1025450841
DB01627	MCULE-4469383599
DB01627	MCULE-4676929559
DB01628	MCULE-9552824917
DB01629	MCULE-1630075535
DB01629	MCULE-9900705156
DB01631	MCULE-4760106079
DB01635	MCULE-1864127233
DB01635	MCULE-3628976485
DB01635	MCULE-9763318604
DB01638	MCULE-5520163874
DB01638	MCULE-8905907565
DB01642	MCULE-2996950876
DB01642	MCULE-4215248759
DB01642	MCULE-9257991017
DB01645	MCULE-4857649752
DB01646	MCULE-5012891970
DB01646	MCULE-6118079123
DB01646	MCULE-8710138272
DB01646	MCULE-9459431743
DB01650	MCULE-5451854573
DB01650	MCULE-7485332494
DB01655	MCULE-3764786920
DB01667	MCULE-1863790805
DB01670	MCULE-7327042566
DB01671	MCULE-7569539735
DB01671	MCULE-9788063146
DB01672	MCULE-5691151631
DB01676	MCULE-8164226079
DB01677	MCULE-1113222985
DB01677	MCULE-3549142744
DB01677	MCULE-6787180735
DB01677	MCULE-9920754312
DB01681	MCULE-6439528085
DB01683	MCULE-1517940536
DB01683	MCULE-6283389772
DB01687	MCULE-2333127533
DB01687	MCULE-5999084403
DB01688	MCULE-2287247927
DB01692	MCULE-7432075835
DB01692	MCULE-8883019394
DB01694	MCULE-1568229930
DB01694	MCULE-3643444072
DB01694	MCULE-3867000095
DB01694	MCULE-3942804599
DB01694	MCULE-4223142955
DB01694	MCULE-5996388251
DB01694	MCULE-6491788082
DB01698	MCULE-2009534898
DB01698	MCULE-2822231485
DB01698	MCULE-3630786289
DB01698	MCULE-7397273315
DB01698	MCULE-8743658262
DB01701	MCULE-1548912109
DB01702	MCULE-3883489471
DB01711	MCULE-1997598971
DB01714	MCULE-5703952072
DB01714	MCULE-8267439974
DB01718	MCULE-4305670420
DB01726	MCULE-7578442073
DB01727	MCULE-1207186330
DB01727	MCULE-3358127861
DB01727	MCULE-7537978458
DB01731	MCULE-4300468075
DB01731	MCULE-6250251382
DB01731	MCULE-7301114623
DB01735	MCULE-1601405489
DB01735	MCULE-3020306643
DB01738	MCULE-8775715246
DB01739	MCULE-2215911951
DB01739	MCULE-9861955295
DB01742	MCULE-5497136448
DB01744	MCULE-2476865084
DB01744	MCULE-8091672466
DB01744	MCULE-8475137009
DB01746	MCULE-3041792060
DB01746	MCULE-4930237913
DB01746	MCULE-7657212416
DB01746	MCULE-8280206722
DB01747	MCULE-3117305964
DB01748	MCULE-1382374853
DB01749	MCULE-7572196731
DB01750	MCULE-1244884723
DB01750	MCULE-4942585639
DB01754	MCULE-9764081967
DB01758	MCULE-7084802066
DB01759	MCULE-1079267668
DB01760	MCULE-8538729762
DB01765	MCULE-4506040236
DB01766	MCULE-6903330528
DB01776	MCULE-6836106503
DB01778	MCULE-6734593076
DB01782	MCULE-7820194475
DB01783	MCULE-3265382460
DB01783	MCULE-6976092896
DB01784	MCULE-2193145202
DB01786	MCULE-3571488623
DB01786	MCULE-4751903561
DB01786	MCULE-4916719758
DB01786	MCULE-7791919887
DB01786	MCULE-9756365751
DB01791	MCULE-7683992841
DB01794	MCULE-3504782871
DB01795	MCULE-4283108011
DB01796	MCULE-7041185901
DB01803	MCULE-9130259009
DB01803	MCULE-9495273519
DB01819	MCULE-3602390360
DB01822	MCULE-2981026113
DB01828	MCULE-1379281060
DB01833	MCULE-4434498846
DB01833	MCULE-5682580831
DB01833	MCULE-8379182275
