drugbank id	mesh id
DB05458	C:MESH:C108326
DB05461	C:MESH:C400276
DB05463	C:MESH:C489630
DB05465	C:MESH:C464670
DB05475	C:MESH:C470075
DB05498	C:MESH:C466985
DB05500	C:MESH:C526922
DB05501	C:MESH:C494414
DB05511	C:MESH:C084956
DB05513	C:MESH:C099015
DB05514	C:MESH:C581134
DB05518	C:MESH:C502805
DB05519	C:MESH:C545283
DB05521	C:MESH:C486464
DB05524	C:MESH:C413879
DB05528	C:MESH:C524142
DB05532	C:MESH:C509651
DB05540	C:MESH:C000082
DB05541	C:MESH:C482793
DB05542	C:MESH:C517618
DB05562	C:MESH:C511631
DB05585	C:MESH:C522974
DB05590	C:MESH:C425888
DB05608	C:MESH:C488881
DB05624	C:MESH:C084350
DB05631	C:MESH:C114695
DB05633	C:MESH:C062053
DB05659	C:MESH:C528565
DB05660	C:MESH:C478085
DB05668	C:MESH:C027061
DB05676	C:MESH:C505730
DB05683	C:MESH:C049338
DB05708	C:MESH:C088936
DB05710	C:MESH:C451919
DB05719	C:MESH:C512195
DB05737	C:MESH:C545088
DB05767	C:MESH:C030419
DB05772	C:MESH:C534586
DB05786	C:MESH:C102714
DB05791	C:MESH:C003072
DB05792	C:MESH:C088447
DB05804	C:MESH:D019314
DB05812	C:MESH:C089740
DB05817	C:MESH:C483604
DB05861	C:MESH:C516109
DB05869	C:MESH:C046522
DB05871	C:MESH:C100668
DB05875	C:MESH:C062618
DB05932	C:MESH:C506648
DB05936	C:MESH:C518643
DB05974	C:MESH:C010561
DB05983	C:MESH:C445068
DB05984	C:MESH:C559019
DB05990	C:MESH:C464660
DB06005	C:MESH:D006493
DB06013	C:MESH:C575867
DB06016	C:MESH:C533287
DB06021	C:MESH:C525087
DB06040	C:MESH:C544550
DB06083	C:MESH:C571829
DB06094	C:MESH:C000595177
DB06138	C:MESH:C074308
DB06144	C:MESH:C066304
DB06148	C:MESH:D008803
DB06149	C:MESH:D017334
DB06150	C:MESH:D013412
DB06151	C:MESH:D000111
DB06152	C:MESH:D009756
DB06153	C:MESH:D010918
DB06154	C:MESH:D010417
DB06156	C:MESH:C518479
DB06157	C:MESH:C468128
DB06159	C:MESH:C079905
DB06160	C:MESH:C419689
DB06169	C:MESH:C419187
DB06174	C:MESH:D009665
DB06176	C:MESH:C087123
DB06178	C:MESH:C085590
DB06179	C:MESH:C515055
DB06182	C:MESH:C514044
DB06185	C:MESH:C113101
DB06188	C:MESH:C508757
DB06190	C:MESH:C523977
DB06193	C:MESH:C086548
DB06196	C:MESH:C065679
DB06197	C:MESH:C496819
DB06198	C:MESH:C002854
DB06200	C:MESH:C059921
DB06201	C:MESH:C079703
DB06202	C:MESH:C111332
DB06203	C:MESH:C520853
DB06207	C:MESH:C095285
DB06210	C:MESH:C520809
DB06215	C:MESH:C065507
DB06216	C:MESH:C522667
DB06217	C:MESH:C524581
DB06218	C:MESH:C476828
DB06219	C:MESH:C469289
DB06224	C:MESH:C089753
DB06230	C:MESH:C038981
DB06233	C:MESH:C515074
DB06234	C:MESH:C400401
DB06235	C:MESH:C066668
DB06237	C:MESH:C553414
DB06240	C:MESH:C402343
DB06244	C:MESH:C114444
DB06245	C:MESH:C081981
DB06246	C:MESH:C025463
DB06248	C:MESH:C424425
DB06249	C:MESH:C115121
DB06250	C:MESH:C066783
DB06251	C:MESH:C419382
DB06258	C:MESH:C108730
DB06261	C:MESH:C419924
DB06262	C:MESH:D015103
DB06263	C:MESH:C055866
DB06264	C:MESH:D014049
DB06266	C:MESH:C016371
DB06267	C:MESH:C419664
DB06268	C:MESH:C106276
DB06271	C:MESH:C007858
DB06272	C:MESH:C051883
DB06276	C:MESH:C113281
DB06280	C:MESH:C472774
DB06281	C:MESH:C483909
DB06282	C:MESH:C472067
DB06283	C:MESH:C078452
DB06285	C:MESH:D019379
DB06287	C:MESH:C401859
DB06294	C:MESH:C569346
DB06295	C:MESH:C482452
DB06306	C:MESH:C552103
DB06311	C:MESH:C529040
DB06328	C:MESH:C005214
DB06331	C:MESH:C104744
DB06334	C:MESH:C547816
DB06342	C:MESH:C569646
DB06350	C:MESH:C549473
DB06358	C:MESH:C486448
DB06362	C:MESH:C093269
DB06365	C:MESH:C117959
DB06367	C:MESH:C509706
DB06379	C:MESH:D015740
DB06393	C:MESH:C462299
DB06397	C:MESH:C042625
DB06401	C:MESH:C447119
DB06402	C:MESH:C487637
DB06403	C:MESH:C467894
DB06405	C:MESH:C520274
DB06406	C:MESH:C479958
DB06408	C:MESH:C026956
DB06409	C:MESH:C035349
DB06410	C:MESH:C042533
DB06412	C:MESH:D010110
DB06414	C:MESH:C451734
DB06419	C:MESH:C405499
DB06420	C:MESH:C080315
DB06421	C:MESH:C072799
DB06429	C:MESH:C106716
DB06431	C:MESH:C001202
DB06435	C:MESH:C118031
DB06436	C:MESH:C116890
DB06439	C:MESH:C016811
DB06440	C:MESH:C104066
DB06441	C:MESH:C117446
DB06442	C:MESH:C423185
DB06444	C:MESH:C062018
DB06445	C:MESH:C059685
DB06446	C:MESH:C083946
DB06447	C:MESH:C092845
DB06448	C:MESH:C115354
DB06451	C:MESH:C108494
DB06454	C:MESH:C443959
DB06455	C:MESH:C079087
DB06457	C:MESH:C106448
DB06458	C:MESH:C067553
DB06460	C:MESH:C098288
DB06461	C:MESH:C079655
DB06468	C:MESH:C093373
DB06469	C:MESH:C119379
DB06470	C:MESH:D002719
DB06478	C:MESH:D011160
DB06479	C:MESH:C032114
DB06480	C:MESH:C406662
DB06486	C:MESH:C504878
DB06495	C:MESH:C069521
DB06512	C:MESH:C060555
DB06515	C:MESH:C024353
DB06521	C:MESH:C498182
DB06525	C:MESH:C447079
DB06527	C:MESH:C001355
DB06529	C:MESH:C501948
DB06530	C:MESH:C402365
DB06532	C:MESH:C458513
DB06534	C:MESH:D013926
DB06536	C:MESH:C501413
DB06538	C:MESH:C108607
DB06543	C:MESH:C005948
DB06549	C:MESH:C089876
DB06554	C:MESH:C015542
DB06556	C:MESH:C502518
DB06558	C:MESH:C120582
DB06573	C:MESH:C422302
DB06575	C:MESH:C513295
DB06578	C:MESH:C118706
DB06580	C:MESH:C070715
DB06585	C:MESH:C480818
DB06586	C:MESH:C520092
DB06587	C:MESH:C103741
DB06588	C:MESH:C541821
DB06589	C:MESH:C516667
DB06590	C:MESH:C515501
DB06594	C:MESH:C084711
DB06595	C:MESH:C059539
DB06598	C:MESH:C455279
DB06600	C:MESH:C543520
DB06605	C:MESH:C522181
DB06608	C:MESH:C055852
DB06611	C:MESH:C577771
DB06616	C:MESH:C471992
DB06618	C:MESH:C101789
DB06619	C:MESH:C098393
DB06623	C:MESH:C034161
DB06624	C:MESH:C521311
DB06630	C:MESH:C530884
DB06633	C:MESH:C043410
DB06634	C:MESH:C531951
DB06635	C:MESH:C435830
DB06637	C:MESH:D015761
DB06640	C:MESH:C532124
DB06641	C:MESH:C105905
DB06645	C:MESH:C000593861
DB06649	C:MESH:C499681
DB06652	C:MESH:C486781
DB06654	C:MESH:C092797
DB06657	C:MESH:C108894
DB06660	C:MESH:C073839
DB06662	C:MESH:C094104
DB06663	C:MESH:C517782
DB06666	C:MESH:C409452
DB06670	C:MESH:C527128
DB06673	C:MESH:C519150
DB06677	C:MESH:C109641
DB06680	C:MESH:C488516
DB06682	C:MESH:C094069
DB06683	C:MESH:C034935
DB06685	C:MESH:C476223
DB06689	C:MESH:C033343
DB06690	C:MESH:D009609
DB06691	C:MESH:D011738
DB06693	C:MESH:C012258
DB06694	C:MESH:C009695
DB06696	C:MESH:C031986
DB06698	C:MESH:D001621
DB06702	C:MESH:C526675
DB06703	C:MESH:C090600
DB06704	C:MESH:D019797
DB06706	C:MESH:C008192
DB06710	C:MESH:D008777
DB06711	C:MESH:D009278
DB06712	C:MESH:C035100
DB06713	C:MESH:C449219
DB06714	C:MESH:C084814
DB06715	C:MESH:D011193
DB06716	C:MESH:C472965
DB06717	C:MESH:C579707
DB06718	C:MESH:D013197
DB06719	C:MESH:D002064
DB06723	C:MESH:D000536
DB06724	C:MESH:D002119
DB06725	C:MESH:C059451
DB06726	C:MESH:C010831
DB06727	C:MESH:D013034
DB06728	C:MESH:C023650
DB06729	C:MESH:D013426
DB06730	C:MESH:C033273
DB06732	C:MESH:D019324
DB06733	C:MESH:C040929
DB06735	C:MESH:D064695
DB06736	C:MESH:C056498
DB06737	C:MESH:C051758
DB06738	C:MESH:C012394
DB06739	C:MESH:C060230
DB06742	C:MESH:D000551
DB06743	C:MESH:C477042
DB06745	C:MESH:C058295
DB06746	C:MESH:C075228
DB06748	C:MESH:C048026
DB06749	C:MESH:C442759
DB06750	C:MESH:C035054
DB06751	C:MESH:C005317
DB06753	C:MESH:C004345
DB06754	C:MESH:C035838
DB06755	C:MESH:D019207
DB06756	C:MESH:D001622
DB06759	C:MESH:C091346
DB06763	C:MESH:D012504
DB06764	C:MESH:C005810
DB06766	C:MESH:C557708
DB06767	C:MESH:D000643
DB06770	C:MESH:D019905
DB06771	C:MESH:C522124
DB06772	C:MESH:C552428
DB06774	C:MESH:D002211
DB06777	C:MESH:D002635
DB06779	C:MESH:D006493
DB06780	C:MESH:D064791
DB06781	C:MESH:C015808
DB06782	C:MESH:D004112
DB06783	C:MESH:C000170
DB06785	C:MESH:C061018
DB06786	C:MESH:D006206
DB06791	C:MESH:C060347
DB06795	C:MESH:D008272
DB06799	C:MESH:D008709
DB06800	C:MESH:C032257
DB06802	C:MESH:C414203
DB06803	C:MESH:D009534
DB06804	C:MESH:D017137
DB06810	C:MESH:D008926
DB06812	C:MESH:D011206
DB06814	C:MESH:C010312
DB06815	C:MESH:C008704
DB06816	C:MESH:C024631
DB06819	C:MESH:C075773
DB06820	C:MESH:C033308
DB06821	C:MESH:D013417
DB06823	C:MESH:D008625
DB06824	C:MESH:D014266
DB06827	C:MESH:D014756
DB06875	C:MESH:C501752
DB06894	C:MESH:D007851
DB06973	C:MESH:C006780
DB07050	C:MESH:D001574
DB07106	C:MESH:C024535
DB07109	C:MESH:C008180
DB07118	C:MESH:D006923
DB07138	C:MESH:C464966
DB07232	C:MESH:C521013
DB07301	C:MESH:C041514
DB07338	C:MESH:C018425
DB07340	C:MESH:C484369
DB07347	C:MESH:C002010
DB07348	C:MESH:D020126
DB07352	C:MESH:D047310
DB07373	C:MESH:C006573
DB07374	C:MESH:D000841
DB07392	C:MESH:D001280
DB07401	C:MESH:C087670
DB07402	C:MESH:D001032
DB07437	C:MESH:C034753
DB07485	C:MESH:C517113
DB07556	C:MESH:C115088
DB07558	C:MESH:C063261
DB07565	C:MESH:C026016
DB07610	C:MESH:C050642
DB07615	C:MESH:C012293
DB07645	C:MESH:C011107
DB07706	C:MESH:C001390
DB07715	C:MESH:D004642
DB07720	C:MESH:C082748
DB07726	C:MESH:C018855
DB07767	C:MESH:C004999
DB07768	C:MESH:D004845
DB07776	C:MESH:C043562
DB07780	C:MESH:C004808
DB07795	C:MESH:C017875
DB07810	C:MESH:D010693
DB07814	C:MESH:C007842
DB07885	C:MESH:C093110
DB07914	C:MESH:C018971
DB07918	C:MESH:C001333
DB07919	C:MESH:D006247
DB07931	C:MESH:D006589
DB07933	C:MESH:C000592024
DB07950	C:MESH:C030737
DB07954	C:MESH:D015056
DB07995	C:MESH:C063509
DB07996	C:MESH:D019307
DB08012	C:MESH:C074589
DB08040	C:MESH:C042591
DB08080	C:MESH:C037068
DB08162	C:MESH:C049347
DB08168	C:MESH:C028743
DB08188	C:MESH:C083858
DB08209	C:MESH:C008492
DB08215	C:MESH:C010347
DB08230	C:MESH:C469689
DB08231	C:MESH:D019814
DB08286	C:MESH:C018610
DB08313	C:MESH:D015739
DB08327	C:MESH:D006713
DB08329	C:MESH:C084593
DB08382	C:MESH:C558848
DB08398	C:MESH:C049584
DB08399	C:MESH:C041525
DB08407	C:MESH:C510909
DB08414	C:MESH:C111902
DB08427	C:MESH:C005550
DB08437	C:MESH:D011691
DB08439	C:MESH:C409945
DB08486	C:MESH:C067396
DB08502	C:MESH:C433874
DB08517	C:MESH:C099724
DB08550	C:MESH:C012153
DB08597	C:MESH:C516138
DB08601	C:MESH:C011559
DB08604	C:MESH:D014260
DB08620	C:MESH:C417209
DB08621	C:MESH:D013839
DB08626	C:MESH:D015244
DB08632	C:MESH:C069849
DB08639	C:MESH:C481671
DB08653	C:MESH:C030820
DB08660	C:MESH:C543211
DB08688	C:MESH:C526928
DB08690	C:MESH:C025204
DB08726	C:MESH:C045978
DB08772	C:MESH:C067172
DB08794	C:MESH:D005017
DB08795	C:MESH:C100243
DB08797	C:MESH:C031060
DB08798	C:MESH:D013423
DB08799	C:MESH:D000865
DB08800	C:MESH:C004664
DB08801	C:MESH:D004115
DB08802	C:MESH:C008214
DB08805	C:MESH:D008785
DB08806	C:MESH:C053742
DB08807	C:MESH:C036007
DB08808	C:MESH:D002046
DB08809	C:MESH:D003999
DB08810	C:MESH:C045316
DB08811	C:MESH:C012582
DB08814	C:MESH:C016167
DB08818	C:MESH:D006820
DB08820	C:MESH:C545203
DB08822	C:MESH:C557413
DB08823	C:MESH:C415329
DB08830	C:MESH:D003683
DB08831	C:MESH:D003847
DB08833	C:MESH:D013655
DB08834	C:MESH:C031655
DB08837	C:MESH:D019789
DB08838	C:MESH:D000376
DB08839	C:MESH:D012701
DB08840	C:MESH:C008472
DB08841	C:MESH:D014439
DB08842	C:MESH:D000108
DB08843	C:MESH:C059499
DB08844	C:MESH:D014527
DB08846	C:MESH:D004610
DB08855	C:MESH:D017997
DB08856	C:MESH:D016308
DB08860	C:MESH:C108475
DB08861	C:MESH:D020881
DB08862	C:MESH:D002766
DB08867	C:MESH:C094854
DB08869	C:MESH:C479538
DB08871	C:MESH:C490954
DB08875	C:MESH:C558660
DB08878	C:MESH:D000630
DB08880	C:MESH:C527525
DB08883	C:MESH:C551441
DB08887	C:MESH:C035276
DB08889	C:MESH:C524865
DB08890	C:MESH:C523483
DB08892	C:MESH:C543531
DB08893	C:MESH:C520025
DB08894	C:MESH:C556270
DB08895	C:MESH:C479163
DB08896	C:MESH:C559147
DB08900	C:MESH:C494910
DB08901	C:MESH:C545373
DB08903	C:MESH:C493870
DB08905	C:MESH:C014594
DB08906	C:MESH:C523187
DB08909	C:MESH:C570223
DB08910	C:MESH:C455278
DB08911	C:MESH:C560077
DB08912	C:MESH:C561627
DB08913	C:MESH:C581106
DB08915	C:MESH:C542437
DB08917	C:MESH:C522335
DB08922	C:MESH:C065533
DB08925	C:MESH:C022116
DB08927	C:MESH:C049058
DB08928	C:MESH:C546471
DB08930	C:MESH:C562325
DB08931	C:MESH:C542595
DB08932	C:MESH:C533860
DB08933	C:MESH:C112528
DB08936	C:MESH:C084597
DB08938	C:MESH:C016545
DB08941	C:MESH:D007556
DB08942	C:MESH:C013580
DB08943	C:MESH:C020382
DB08946	C:MESH:D007480
DB08947	C:MESH:D007479
DB08948	C:MESH:D007451
DB08949	C:MESH:C005193
DB08950	C:MESH:D007217
DB08951	C:MESH:D007216
DB08952	C:MESH:C002989
DB08953	C:MESH:C018181
DB08954	C:MESH:C010739
DB08956	C:MESH:C084598
DB08957	C:MESH:D006594
DB08958	C:MESH:D006590
DB08960	C:MESH:D018738
DB08961	C:MESH:C018222
DB08962	C:MESH:C073323
DB08964	C:MESH:C021182
DB08966	C:MESH:D005666
DB08967	C:MESH:C100113
DB08968	C:MESH:C073322
DB08969	C:MESH:D005481
DB08971	C:MESH:D005448
DB08972	C:MESH:C012976
DB08974	C:MESH:C018945
DB08976	C:MESH:C084600
DB08978	C:MESH:C100112
DB08979	C:MESH:C084775
DB08980	C:MESH:D005275
DB08981	C:MESH:C010725
DB08982	C:MESH:C015208
DB08983	C:MESH:C009746
DB08984	C:MESH:C015207
DB08985	C:MESH:D005039
DB08986	C:MESH:C002125
DB08987	C:MESH:D005041
DB08989	C:MESH:C100268
DB08990	C:MESH:C007608
DB08991	C:MESH:D004840
DB08992	C:MESH:C030848
DB08993	C:MESH:D004776
DB08994	C:MESH:C084774
DB08995	C:MESH:D004145
DB08996	C:MESH:C100110
DB08997	C:MESH:D003909
DB09000	C:MESH:C028457
DB09001	C:MESH:C011019
DB09002	C:MESH:C040282
DB09003	C:MESH:C000449
DB09004	C:MESH:C017135
DB09006	C:MESH:C006231
DB09007	C:MESH:C100100
DB09008	C:MESH:D002509
DB09009	C:MESH:D002355
DB09010	C:MESH:C017367
DB09011	C:MESH:C011676
DB09012	C:MESH:C073338
DB09013	C:MESH:C006034
DB09014	C:MESH:C495502
DB09015	C:MESH:D002191
DB09016	C:MESH:C100242
DB09017	C:MESH:C020960
DB09018	C:MESH:C013855
DB09019	C:MESH:D001964
DB09020	C:MESH:D001726
DB09021	C:MESH:C100247
DB09022	C:MESH:C001584
DB09023	C:MESH:D001535
DB09026	C:MESH:C446481
DB09027	C:MESH:C586541
DB09028	C:MESH:C004712
DB09030	C:MESH:C530299
DB09031	C:MESH:C039128
DB09034	C:MESH:C551624
DB09038	C:MESH:C570240
DB09039	C:MESH:C522917
DB09040	C:MESH:C431707
DB09041	C:MESH:C512998
DB09042	C:MESH:C515040
DB09043	C:MESH:C534611
DB09045	C:MESH:C555680
DB09046	C:MESH:C415771
DB09047	C:MESH:C560572
DB09049	C:MESH:C000589308
DB09050	C:MESH:C519491
DB09054	C:MESH:C552946
DB09055	C:MESH:C027696
DB09056	C:MESH:C038974
DB09059	C:MESH:C047046
DB09060	C:MESH:C543519
DB09061	C:MESH:D002185
DB09062	C:MESH:C046079
DB09063	C:MESH:C586847
DB09064	C:MESH:C019304
DB09067	C:MESH:C085671
DB09069	C:MESH:D014292
DB09070	C:MESH:C027385
DB09071	C:MESH:C478745
DB09072	C:MESH:D012978
DB09073	C:MESH:C500026
DB09074	C:MESH:C531550
DB09075	C:MESH:C552171
DB09078	C:MESH:C531958
DB09079	C:MESH:C530716
DB09080	C:MESH:C549647
DB09082	C:MESH:C550468
DB09084	C:MESH:D001591
DB09085	C:MESH:D013748
DB09086	C:MESH:D005054
DB09089	C:MESH:D014287
DB09090	C:MESH:C013199
DB09091	C:MESH:C040971
DB09093	C:MESH:D002751
DB09094	C:MESH:D011033
DB09096	C:MESH:D001585
DB09097	C:MESH:C046650
DB09098	C:MESH:C447442
DB09102	C:MESH:C549273
DB09104	C:MESH:D008276
DB09112	C:MESH:D009608
DB09113	C:MESH:C068291
DB09114	C:MESH:C081581
DB09115	C:MESH:D004103
DB09117	C:MESH:D010242
DB09118	C:MESH:C021092
DB09119	C:MESH:C416835
DB09120	C:MESH:C117479
DB09121	C:MESH:D006051
DB09122	C:MESH:C428112
DB09123	C:MESH:C023635
DB09124	C:MESH:D008524
DB09128	C:MESH:C000591922
DB09130	C:MESH:D003300
DB09133	C:MESH:D007483
DB09134	C:MESH:C054871
DB09137	C:MESH:C034837
DB09138	C:MESH:D013669
DB09139	C:MESH:C024226
DB09140	C:MESH:D010100
DB09142	C:MESH:D012844
DB09143	C:MESH:C561435
DB09145	C:MESH:D014867
DB09147	C:MESH:C049051
DB09148	C:MESH:C527756
DB09152	C:MESH:D009584
DB09153	C:MESH:D012965
DB09155	C:MESH:D006371
DB09156	C:MESH:C038192
DB09157	C:MESH:D002245
DB09160	C:MESH:C078700
DB09161	C:MESH:D017256
DB09163	C:MESH:D019690
DB09164	C:MESH:D019785
DB09165	C:MESH:C062426
DB09166	C:MESH:C044610
DB09167	C:MESH:D004308
DB09174	C:MESH:C034846
DB09175	C:MESH:C069209
DB09178	C:MESH:C054783
DB09181	C:MESH:C080498
DB09185	C:MESH:D014745
DB09186	C:MESH:C011386
DB09190	C:MESH:C004302
DB09192	C:MESH:C021259
DB09194	C:MESH:C013528
DB09197	C:MESH:C008351
DB09198	C:MESH:C546215
DB09199	C:MESH:C115174
DB09200	C:MESH:C521549
DB09201	C:MESH:C039671
DB09202	C:MESH:C014282
DB09203	C:MESH:D013578
DB09204	C:MESH:C024523
DB09205	C:MESH:D013948
DB09206	C:MESH:C005185
DB09209	C:MESH:C008872
DB09210	C:MESH:D010889
DB09211	C:MESH:C025090
DB09212	C:MESH:C040656
DB09213	C:MESH:C539402
DB09215	C:MESH:C049073
DB09216	C:MESH:C009500
DB09217	C:MESH:C487384
DB09218	C:MESH:D003002
DB09220	C:MESH:D020108
DB09221	C:MESH:C061957
DB09222	C:MESH:D005340
DB09223	C:MESH:C079310
DB09224	C:MESH:C008522
DB09225	C:MESH:C022172
DB09227	C:MESH:C050699
DB09229	C:MESH:C059427
DB09230	C:MESH:C061679
DB09231	C:MESH:C061004
DB09232	C:MESH:C065927
DB09234	C:MESH:C034600
DB09235	C:MESH:C066425
DB09236	C:MESH:C060285
DB09237	C:MESH:C542574
DB09238	C:MESH:C054218
DB09239	C:MESH:C054074
DB09240	C:MESH:C019497
DB09242	C:MESH:C043482
DB09244	C:MESH:C009830
DB09245	C:MESH:C010798
DB09247	C:MESH:C010474
DB09248	C:MESH:C004343
DB09250	C:MESH:C084776
DB09252	C:MESH:C008928
DB09253	C:MESH:C013242
DB09254	C:MESH:C006919
DB09256	C:MESH:D005641
DB09257	C:MESH:C104201
DB09258	C:MESH:C411345
DB09260	C:MESH:D006493
DB09261	C:MESH:C403769
DB09262	C:MESH:C120953
DB09265	C:MESH:C479460
DB09267	C:MESH:C081587
DB09269	C:MESH:C025136
DB09270	C:MESH:C024989
DB09271	C:MESH:C016859
DB09272	C:MESH:C583636
DB09273	C:MESH:C029797
DB09274	C:MESH:C111789
DB09276	C:MESH:D006052
DB09279	C:MESH:C558933
DB09280	C:MESH:C569105
DB09282	C:MESH:D008981
DB09283	C:MESH:D014192
DB09284	C:MESH:C002787
DB09285	C:MESH:C027859
DB09286	C:MESH:C005569
DB09287	C:MESH:D011092
DB09288	C:MESH:C063776
DB09289	C:MESH:C050504
DB09290	C:MESH:C071315
DB09291	C:MESH:C578834
DB09295	C:MESH:C488233
DB09300	C:MESH:D002086
DB09304	C:MESH:C050605
DB09307	C:MESH:C027299
DB09308	C:MESH:C547755
DB09309	C:MESH:D015939
DB09313	C:MESH:D007485
DB09316	C:MESH:C027549
DB09317	C:MESH:C509653
DB09319	C:MESH:C100244
DB09321	C:MESH:D015034
DB09322	C:MESH:D019287
DB09324	C:MESH:D013407
DB09325	C:MESH:D012969
DB09333	C:MESH:D007487
DB09335	C:MESH:C106856
DB09341	C:MESH:D005947
DB09342	C:MESH:D011430
DB09344	C:MESH:C008133
DB09345	C:MESH:C005548
DB09346	C:MESH:D008794
DB09347	C:MESH:D000100
DB09348	C:MESH:D011420
DB09350	C:MESH:D010882
DB09352	C:MESH:D010136
DB09353	C:MESH:D013455
DB09357	C:MESH:C007288
DB09366	C:MESH:D011440
DB09369	C:MESH:C008958
DB09371	C:MESH:D009641
DB09378	C:MESH:D005477
DB09383	C:MESH:C008352
DB09389	C:MESH:D009644
DB09394	C:MESH:C030242
DB09397	C:MESH:D013671
DB09401	C:MESH:D007547
DB09403	C:MESH:C073259
DB09418	C:MESH:C009006
DB09419	C:MESH:D014994
DB09421	C:MESH:D013973
DB09459	C:MESH:C029768
DB09460	C:MESH:C005686
DB09462	C:MESH:D005990
DB09487	C:MESH:C033300
DB09488	C:MESH:C043648
DB09494	C:MESH:C005031
DB09495	C:MESH:C049935
DB09496	C:MESH:C118580
DB09501	C:MESH:C013531
DB09502	C:MESH:D019788
DB09512	C:MESH:D012841
DB09516	C:MESH:C009760
DB09526	C:MESH:C031927
DB09535	C:MESH:C088673
DB09536	C:MESH:C009495
DB09543	C:MESH:C033069
DB09570	C:MESH:C548400
DB11058	C:MESH:D010577
DB11060	C:MESH:D011142
DB11061	C:MESH:D011205
DB11062	C:MESH:C103422
DB11064	C:MESH:C060446
DB11068	C:MESH:D064586
DB11071	C:MESH:C026041
DB11072	C:MESH:D006858
DB11073	C:MESH:D002594
DB11074	C:MESH:C013830
DB11075	C:MESH:D065347
DB11079	C:MESH:C032758
DB11080	C:MESH:D012835
DB11085	C:MESH:C031389
DB11089	C:MESH:D004143
DB11090	C:MESH:C023844
DB11091	C:MESH:D006861
DB11094	C:MESH:D014807
DB11095	C:MESH:C060225
DB11097	C:MESH:D011620
DB11098	C:MESH:C026329
DB11100	C:MESH:D000481
DB11104	C:MESH:D013459
DB11109	C:MESH:D002713
DB11110	C:MESH:C110422
DB11112	C:MESH:D007809
DB11113	C:MESH:D002368
DB11115	C:MESH:C499767
DB11117	C:MESH:C538763
DB11118	C:MESH:D000641
DB11119	C:MESH:D012974
DB11120	C:MESH:D014425
DB11121	C:MESH:C007027
DB11124	C:MESH:D064705
DB11125	C:MESH:D001558
DB11126	C:MESH:D002125
DB11127	C:MESH:D020887
DB11128	C:MESH:C022175
DB11130	C:MESH:D009892
DB11132	C:MESH:D012822
DB11134	C:MESH:C030973
DB11136	C:MESH:D002857
DB11137	C:MESH:D008982
DB11142	C:MESH:D012645
DB11143	C:MESH:C077977
DB11145	C:MESH:D015125
DB11148	C:MESH:C004605
DB11150	C:MESH:D001466
DB11151	C:MESH:D012972
DB11153	C:MESH:C029943
DB11155	C:MESH:C009540
DB11156	C:MESH:D011715
DB11157	C:MESH:D000875
DB11158	C:MESH:D010368
DB11159	C:MESH:C033479
DB11160	C:MESH:C008865
DB11165	C:MESH:C013893
DB11171	C:MESH:C024823
DB11179	C:MESH:C078058
DB11181	C:MESH:C100236
DB11184	C:MESH:C007740
DB11185	C:MESH:C009361
DB11186	C:MESH:C018861
DB11190	C:MESH:C005425
DB11191	C:MESH:C000913
DB11195	C:MESH:D014993
DB11203	C:MESH:D001895
DB11207	C:MESH:C077647
DB11209	C:MESH:C055066
DB11210	C:MESH:C510030
DB11217	C:MESH:D001104
DB11219	C:MESH:C038939
DB11220	C:MESH:C044309
DB11225	C:MESH:C009314
DB11228	C:MESH:D008747
DB11230	C:MESH:C033065
DB11234	C:MESH:D048271
DB11235	C:MESH:C100145
DB11244	C:MESH:C114768
DB11251	C:MESH:D024505
DB11253	C:MESH:C002563
DB11254	C:MESH:D006604
DB11255	C:MESH:C079689
DB11257	C:MESH:D005459
DB11259	C:MESH:C039602
DB11263	C:MESH:C058229
DB11268	C:MESH:C005581
DB11273	C:MESH:D025441
DB11275	C:MESH:C053770
DB11278	C:MESH:C041707
DB11282	C:MESH:D003671
DB11283	C:MESH:D004134
DB11284	C:MESH:C002773
DB11296	C:MESH:C020905
DB11304	C:MESH:C005398
DB11309	C:MESH:C033158
DB11311	C:MESH:D011516
DB11315	C:MESH:D019832
DB11323	C:MESH:C020904
DB11324	C:MESH:C040937
DB11325	C:MESH:C033580
DB11326	C:MESH:C032688
DB11327	C:MESH:C032196
DB11330	C:MESH:C025667
DB11335	C:MESH:C065378
DB11336	C:MESH:D007701
DB11337	C:MESH:D015026
DB11340	C:MESH:C003741
DB11341	C:MESH:C089399
DB11342	C:MESH:D000537
DB11343	C:MESH:C082343
DB11346	C:MESH:D012413
DB11348	C:MESH:C018392
DB11350	C:MESH:C077055
DB11358	C:MESH:C028498
DB11359	C:MESH:D006139
DB11362	C:MESH:C523468
DB11363	C:MESH:C582670
DB11364	C:MESH:C064893
DB11366	C:MESH:C045282
DB11367	C:MESH:C012671
DB11371	C:MESH:C006477
DB11373	C:MESH:C014983
DB11375	C:MESH:C006653
DB11376	C:MESH:D001376
DB11377	C:MESH:C419802
DB11378	C:MESH:C100096
DB11380	C:MESH:D002159
DB11385	C:MESH:C012813
DB11386	C:MESH:D002724
DB11387	C:MESH:D002725
DB11389	C:MESH:C015675
DB11390	C:MESH:D003372
DB11392	C:MESH:C014439
DB11393	C:MESH:C068581
DB11394	C:MESH:D003667
DB11395	C:MESH:C471996
DB11396	C:MESH:D004003
DB11397	C:MESH:D004006
DB11398	C:MESH:C057884
DB11399	C:MESH:C521290
DB11400	C:MESH:C084101
