drugbank_id	hmdb_id
DB01124	HMDB0015256
DB01125	HMDB0015257
DB01126	HMDB0015258
DB01127	HMDB0015259
DB01128	HMDB0015260
DB01129	HMDB0005026
DB01130	HMDB0015262
DB01131	HMDB0015263
DB01132	HMDB0015264
DB01133	HMDB0015265
DB01135	HMDB0015266
DB01136	HMDB0015267
DB01137	HMDB0001929
DB01137	HMDB0015296
DB01138	HMDB0015269
DB01139	HMDB0015270
DB01140	HMDB0015271
DB01141	HMDB0015272
DB01142	HMDB0015273
DB01143	HMDB0015274
DB01144	HMDB0015275
DB01145	HMDB0015276
DB01146	HMDB0015277
DB01147	HMDB0015278
DB01148	HMDB0015279
DB01149	HMDB0015280
DB01150	HMDB0015281
DB01151	HMDB0015282
DB01153	HMDB0015284
DB01154	HMDB0015285
DB01156	HMDB0001510
DB01157	HMDB0015288
DB01158	HMDB0015289
DB01159	HMDB0015290
DB01160	HMDB0001139
DB01160	HMDB0001483
DB01160	HMDB0002115
DB01160	HMDB0005083
DB01160	HMDB0010199
DB01160	HMDB0011137
DB01160	HMDB0240288
DB01161	HMDB0015292
DB01162	HMDB0015293
DB01163	HMDB0015294
DB01164	HMDB0000464
DB01164	HMDB0000492
DB01164	HMDB0002306
DB01165	HMDB0001929
DB01165	HMDB0015296
DB01166	HMDB0015297
DB01167	HMDB0015298
DB01168	HMDB0015299
DB01170	HMDB0015301
DB01171	HMDB0015302
DB01172	HMDB0015303
DB01173	HMDB0015304
DB01174	HMDB0015305
DB01175	HMDB0005028
DB01175	HMDB0005038
DB01176	HMDB0015307
DB01177	HMDB0015308
DB01178	HMDB0015309
DB01179	HMDB0015310
DB01179	HMDB0031452
DB01180	HMDB0015311
DB01181	HMDB0015312
DB01182	HMDB0015313
DB01183	HMDB0015314
DB01184	HMDB0015315
DB01185	HMDB0015316
DB01186	HMDB0015317
DB01187	HMDB0015318
DB01188	HMDB0015319
DB01189	HMDB0015320
DB01190	HMDB0015321
DB01191	HMDB0015322
DB01192	HMDB0015323
DB01193	HMDB0015324
DB01194	HMDB0015325
DB01195	HMDB0015326
DB01196	HMDB0015327
DB01197	HMDB0015328
DB01198	HMDB0014546
DB01198	HMDB0015329
DB01199	HMDB0015330
DB01200	HMDB0015331
DB01201	HMDB0015332
DB01202	HMDB0015333
DB01203	HMDB0015334
DB01204	HMDB0015335
DB01205	HMDB0015336
DB01206	HMDB0015337
DB01207	HMDB0015338
DB01208	HMDB0015339
DB01209	HMDB0015340
DB01210	HMDB0015341
DB01211	HMDB0015342
DB01212	HMDB0015343
DB01213	HMDB0015344
DB01214	HMDB0015345
DB01215	HMDB0015346
DB01216	HMDB0001984
DB01217	HMDB0015348
DB01218	HMDB0015349
DB01219	HMDB0015350
DB01220	HMDB0015351
DB01221	HMDB0015352
DB01222	HMDB0015353
DB01223	HMDB0001889
DB01223	HMDB0031225
DB01224	HMDB0005021
DB01226	HMDB0015357
DB01227	HMDB0015358
DB01227	HMDB0015502
DB01228	HMDB0015359
DB01229	HMDB0015360
DB01231	HMDB0015361
DB01232	HMDB0015362
DB01233	HMDB0015363
DB01234	HMDB0014586
DB01234	HMDB0015364
DB01235	HMDB0000181
DB01235	HMDB0000609
DB01236	HMDB0015366
DB01237	HMDB0015367
DB01238	HMDB0005042
DB01239	HMDB0015369
DB01240	HMDB0001335
DB01241	HMDB0015371
DB01242	HMDB0015372
DB01243	HMDB0015373
DB01244	HMDB0015374
DB01245	HMDB0015375
DB01246	HMDB0015376
DB01247	HMDB0015377
DB01248	HMDB0015378
DB01249	HMDB0015379
DB01250	HMDB0015380
DB01251	HMDB0015381
DB01252	HMDB0015382
DB01253	HMDB0015383
DB01254	HMDB0015384
DB01255	HMDB0015385
DB01256	HMDB0015386
DB01259	HMDB0015388
DB01260	HMDB0015389
DB01261	HMDB0015390
DB01262	HMDB0015391
DB01263	HMDB0015392
DB01264	HMDB0015393
DB01265	HMDB0000273
DB01265	HMDB0015394
DB01267	HMDB0015396
DB01268	HMDB0015397
DB01273	HMDB0015398
DB01274	HMDB0015118
DB01274	HMDB0015399
DB01275	HMDB0015400
DB01280	HMDB0015401
DB01282	HMDB0015402
DB01283	HMDB0015403
DB01288	HMDB0015405
DB01289	HMDB0015406
DB01291	HMDB0015407
DB01294	HMDB0001039
DB01294	HMDB0001895
DB01294	HMDB0002111
DB01294	HMDB0002196
DB01294	HMDB0015408
DB01295	HMDB0015409
DB01296	HMDB0001514
DB01296	HMDB0030091
DB01297	HMDB0015411
DB01298	HMDB0015412
DB01299	HMDB0015413
DB01301	HMDB0015414
DB01303	HMDB0000097
DB01319	HMDB0015416
DB01320	HMDB0015417
DB01321	HMDB0015418
DB01324	HMDB0015419
DB01325	HMDB0015420
DB01326	HMDB0015421
DB01327	HMDB0015422
DB01328	HMDB0015423
DB01329	HMDB0015424
DB01330	HMDB0015425
DB01331	HMDB0015426
DB01332	HMDB0015427
DB01333	HMDB0015428
DB01336	HMDB0015429
DB01337	HMDB0015430
DB01338	HMDB0015431
DB01339	HMDB0015432
DB01340	HMDB0015433
DB01342	HMDB0015434
DB01345	HMDB0000586
DB01346	HMDB0014611
DB01346	HMDB0015044
DB01346	HMDB0015305
DB01347	HMDB0015437
DB01348	HMDB0015438
DB01349	HMDB0015439
DB01351	HMDB0015440
DB01352	HMDB0015441
DB01353	HMDB0015442
DB01354	HMDB0015443
DB01355	HMDB0015444
DB01356	HMDB0005949
DB01357	HMDB0015446
DB01359	HMDB0015447
DB01362	HMDB0015449
DB01364	HMDB0001943
DB01364	HMDB0015451
DB01365	HMDB0015452
DB01366	HMDB0015453
DB01367	HMDB0015454
DB01369	HMDB0015455
DB01370	HMDB0001247
DB01375	HMDB0000827
DB01375	HMDB0001039
DB01375	HMDB0002111
DB01377	HMDB0000547
DB01378	HMDB0000547
DB01380	HMDB0015459
DB01382	HMDB0015461
DB01384	HMDB0015462
DB01390	HMDB0000588
DB01390	HMDB0000595
DB01390	HMDB0003538
DB01390	HMDB0031453
DB01392	HMDB0015464
DB01393	HMDB0015465
DB01394	HMDB0015466
DB01395	HMDB0015467
DB01396	HMDB0015468
DB01397	HMDB0000547
DB01397	HMDB0001895
DB01397	HMDB0015469
DB01399	HMDB0015471
DB01400	HMDB0015472
DB01401	HMDB0000097
DB01401	HMDB0000547
DB01401	HMDB0001895
DB01403	HMDB0015474
DB01406	HMDB0002835
DB01407	HMDB0015477
DB01408	HMDB0015478
DB01409	HMDB0015479
DB01410	HMDB0015480
DB01412	HMDB0002825
DB01413	HMDB0015483
DB01414	HMDB0015484
DB01415	HMDB0015485
DB01416	HMDB0015486
DB01418	HMDB0015487
DB01419	HMDB0015488
DB01420	HMDB0015489
DB01421	HMDB0015490
DB01422	HMDB0015491
DB01423	HMDB0015492
DB01424	HMDB0015493
DB01425	HMDB0015494
DB01426	HMDB0015495
DB01427	HMDB0015496
DB01428	HMDB0015497
DB01429	HMDB0015498
DB01430	HMDB0015499
DB01431	HMDB0015500
DB01433	HMDB0015358
DB01433	HMDB0015502
DB01435	HMDB0015503
DB01436	HMDB0015504
DB01437	HMDB0015505
DB01438	HMDB0015506
DB01439	HMDB0061718
DB01440	HMDB0000710
DB01444	HMDB0061719
DB01445	HMDB0041842
DB01455	HMDB0004590
DB01456	HMDB0062415
DB01463	HMDB0015508
DB01466	HMDB0015509
DB01471	HMDB0004627
DB01471	HMDB0006048
DB01477	HMDB0002500
DB01481	HMDB0006035
DB01485	HMDB0003956
DB01486	HMDB0001942
DB01488	HMDB0005973
DB01494	HMDB0000043
DB01494	HMDB0059606
DB01494	HMDB0060451
DB01495	HMDB0015503
DB01495	HMDB0060451
DB01509	HMDB0041931
DB01512	HMDB0061076
DB01515	HMDB0041836
DB01522	HMDB0015358
DB01522	HMDB0015502
DB01524	HMDB0003818
DB01525	HMDB0006348
DB01525	HMDB0006548
DB01526	HMDB0005849
DB01530	HMDB0000369
DB01530	HMDB0000383
DB01530	HMDB0000412
DB01530	HMDB0000458
DB01530	HMDB0000493
DB01530	HMDB0000495
DB01530	HMDB0000551
DB01530	HMDB0000554
DB01530	HMDB0060437
DB01536	HMDB0000053
DB01544	HMDB0015510
DB01555	HMDB0015358
DB01555	HMDB0015502
DB01558	HMDB0015511
DB01559	HMDB0015512
DB01561	HMDB0000899
DB01561	HMDB0003769
DB01563	HMDB0060451
DB01564	HMDB0004627
DB01564	HMDB0006048
DB01565	HMDB0060548
DB01565	HMDB0060796
DB01565	HMDB0060798
DB01565	HMDB0060854
DB01565	HMDB0060929
DB01567	HMDB0015513
DB01568	HMDB0033948
DB01569	HMDB0004631
DB01574	HMDB0000547
DB01574	HMDB0001039
DB01574	HMDB0002111
DB01574	HMDB0002175
DB01575	HMDB0001039
DB01575	HMDB0002111
DB01576	HMDB0012128
DB01576	HMDB0014328
DB01576	HMDB0015516
DB01577	HMDB0015517
DB01579	HMDB0015519
DB01580	HMDB0015520
DB01581	HMDB0015521
DB01582	HMDB0015522
DB01583	HMDB0000248
DB01583	HMDB0000265
DB01583	HMDB0000588
DB01583	HMDB0014651
DB01586	HMDB0000361
DB01586	HMDB0000384
DB01586	HMDB0000514
DB01586	HMDB0000518
DB01586	HMDB0000686
DB01586	HMDB0000946
DB01587	HMDB0015526
DB01588	HMDB0015527
DB01589	HMDB0015528
DB01590	HMDB0015529
DB01594	HMDB0015533
DB01595	HMDB0015534
DB01597	HMDB0015535
DB01598	HMDB0015536
DB01599	HMDB0015537
DB01600	HMDB0015538
DB01601	HMDB0015539
DB01602	HMDB0015540
DB01603	HMDB0015541
DB01604	HMDB0015542
DB01605	HMDB0015543
DB01606	HMDB0015544
DB01607	HMDB0015545
DB01608	HMDB0015546
DB01609	HMDB0015547
DB01610	HMDB0015548
DB01611	HMDB0015549
DB01612	HMDB0015550
DB01613	HMDB0015551
DB01614	HMDB0015552
DB01615	HMDB0015553
DB01616	HMDB0015554
DB01618	HMDB0015555
DB01619	HMDB0015556
DB01620	HMDB0015557
DB01621	HMDB0015558
DB01622	HMDB0015559
DB01623	HMDB0015560
DB01624	HMDB0015561
DB01625	HMDB0015562
DB01626	HMDB0015563
DB01627	HMDB0015564
DB01628	HMDB0015565
DB01629	HMDB0060396
DB01631	HMDB0031264
DB01632	HMDB0000280
DB01632	HMDB0062643
DB01638	HMDB0000107
DB01638	HMDB0000247
DB01638	HMDB0000765
DB01638	HMDB0011632
DB01642	HMDB0029965
DB01643	HMDB0001227
DB01645	HMDB0003217
DB01646	HMDB0011745
DB01650	HMDB0002641
DB01650	HMDB0041592
DB01650	HMDB0062655
DB01650	HMDB0134028
DB01652	HMDB0006467
DB01652	HMDB0060140
DB01655	HMDB0001316
DB01655	HMDB0062800
DB01670	HMDB0034237
DB01671	HMDB0001039
DB01671	HMDB0002111
DB01672	HMDB0000397
DB01675	HMDB0001011
DB01677	HMDB0000134
DB01677	HMDB0000176
DB01686	HMDB0001539
DB01687	HMDB0000055
DB01687	HMDB0000163
DB01687	HMDB0000186
DB01687	HMDB0029933
DB01687	HMDB0033368
DB01687	HMDB0037138
DB01687	HMDB0041627
DB01688	HMDB0001858
DB01690	HMDB0001155
DB01692	HMDB0013593
DB01694	HMDB0029878
DB01694	HMDB0059916
DB01694	HMDB0062642
DB01697	HMDB0001262
DB01697	HMDB0006857
DB01697	HMDB0038852
DB01698	HMDB0003249
DB01700	HMDB0001517
DB01702	HMDB0001336
DB01704	HMDB0126377
DB01704	HMDB0132508
DB01708	HMDB0000077
DB01708	HMDB0005962
DB01709	HMDB0000362
DB01709	HMDB0003391
DB01709	HMDB0062707
DB01713	HMDB0001018
DB01713	HMDB0012303
DB01714	HMDB0002038
DB01717	HMDB0001192
DB01727	HMDB0000193
DB01727	HMDB0001874
DB01727	HMDB0033717
DB01728	HMDB0008923
DB01729	HMDB0001143
DB01729	HMDB0001498
DB01738	HMDB0000224
DB01739	HMDB0000172
DB01739	HMDB0000557
DB01739	HMDB0033923
DB01744	HMDB0059838
DB01746	HMDB0000687
DB01746	HMDB0013773
DB01746	HMDB0062203
DB01750	HMDB0032708
DB01752	HMDB0000939
DB01758	HMDB0000021
DB01759	HMDB0032923
DB01760	HMDB0040340
DB01762	HMDB0000060
DB01764	HMDB0015566
DB01774	HMDB0006369
DB01774	HMDB0006557
DB01774	HMDB0062621
DB01775	HMDB0001882
DB01776	HMDB0002048
DB01779	HMDB0002520
DB01783	HMDB0000210
DB01785	HMDB0001120
DB01786	HMDB0000161
DB01786	HMDB0001310
DB01786	HMDB0062251
DB01794	HMDB0000547
DB01794	HMDB0001989
DB01796	HMDB0000232
DB01811	HMDB0004058
DB01812	HMDB0000061
DB01819	HMDB0000263
DB01822	HMDB0059664
DB01828	HMDB0000164
DB01833	HMDB0002706
DB01837	HMDB0003011
DB01839	HMDB0001881
DB01839	HMDB0006213
DB01844	HMDB0001888
DB01849	HMDB0000076
DB01852	HMDB0005801
DB01853	HMDB0000547
DB01856	HMDB0000857
DB01857	HMDB0012250
DB01861	HMDB0000286
DB01861	HMDB0000302
DB01861	HMDB0060079
DB01861	HMDB0062573
DB01863	HMDB0001059
DB01872	HMDB0000781
DB01878	HMDB0032049
DB01880	HMDB0001964
DB01880	HMDB0003501
DB01880	HMDB0125102
DB01885	HMDB0000150
DB01889	HMDB0005935
DB01912	HMDB0000492
DB01912	HMDB0002306
DB01914	HMDB0062473
DB01917	HMDB0001414
DB01919	HMDB0031206
DB01923	HMDB0000618
DB01923	HMDB0000868
DB01936	HMDB0000283
DB01936	HMDB0012325
DB01936	HMDB0094694
DB01942	HMDB0000142
DB01956	HMDB0000251
DB01962	HMDB0006049
DB01966	HMDB0008991
DB01966	HMDB0060501
DB01971	HMDB0000301
DB01971	HMDB0034174
DB01971	HMDB0062562
DB01972	HMDB0001397
DB01979	HMDB0029965
DB01982	HMDB0000127
DB01982	HMDB0003363
DB01982	HMDB0003402
DB01982	HMDB0038491
DB01982	HMDB0127846
DB01985	HMDB0004620
DB01987	HMDB0001372
DB01987	HMDB0062636
DB01990	HMDB0000653
DB01992	HMDB0001423
DB01996	HMDB0061887
DB02007	HMDB0001078
DB02007	HMDB0001401
DB02007	HMDB0003498
DB02013	HMDB0001039
DB02013	HMDB0002111
DB02015	HMDB0001056
DB02023	HMDB0011670
DB02024	HMDB0000764
DB02030	HMDB0003882
DB02031	HMDB0001846
DB02031	HMDB0062806
DB02032	HMDB0015328
DB02043	HMDB0010570
DB02053	HMDB0011734
DB02054	HMDB0001891
DB02056	HMDB0001403
DB02059	HMDB0001178
DB02060	HMDB0003315
DB02061	HMDB0000055
DB02061	HMDB0000163
DB02061	HMDB0000186
DB02061	HMDB0029933
DB02061	HMDB0033368
DB02061	HMDB0037138
DB02061	HMDB0041627
DB02068	HMDB0003355
DB02070	HMDB0000684
DB02073	HMDB0001008
DB02074	HMDB0010720
DB02074	HMDB0034439
DB02076	HMDB0001316
DB02076	HMDB0062800
DB02083	HMDB0000092
DB02085	HMDB0036458
DB02092	HMDB0000610
DB02095	HMDB0061933
DB02097	HMDB0000089
DB02097	HMDB0015122
DB02100	HMDB0029965
DB02114	HMDB0062481
DB02115	HMDB0033991
DB02115	HMDB0130491
DB02116	HMDB0035233
DB02121	HMDB0033870
DB02123	HMDB0000637
DB02123	HMDB0000708
DB02123	HMDB0006898
DB02129	HMDB0000528
DB02129	HMDB0003349
DB02130	HMDB0000484
DB02133	HMDB0000547
DB02133	HMDB0038578
DB02134	HMDB0000292
DB02137	HMDB0001302
DB02142	HMDB0001555
DB02144	HMDB0009783
DB02145	HMDB0004327
DB02153	HMDB0060179
DB02156	HMDB0004045
DB02159	HMDB0001881
DB02159	HMDB0006213
DB02165	HMDB0001039
DB02165	HMDB0002111
DB02169	HMDB0030441
DB02174	HMDB0000641
DB02174	HMDB0003423
DB02175	HMDB0000691
DB02176	HMDB0000042
DB02176	HMDB0003625
DB02178	HMDB0006236
DB02180	HMDB0001521
DB02181	HMDB0001440
DB02184	HMDB0013593
DB02185	HMDB0034864
DB02186	HMDB0000814
DB02189	HMDB0060728
DB02189	HMDB0061724
DB02190	HMDB0003974
DB02192	HMDB0033944
DB02196	HMDB0000290
DB02196	HMDB0000304
DB02196	HMDB0013112
DB02196	HMDB0060522
DB02196	HMDB0062760
DB02201	HMDB0000691
DB02202	HMDB0031320
DB02203	HMDB0060427
DB02205	HMDB0130287
DB02209	HMDB0001319
DB02216	HMDB0002108
DB02224	HMDB0125371
DB02232	HMDB0000957
DB02233	HMDB0142963
DB02235	HMDB0002005
DB02236	HMDB0002022
DB02238	HMDB0001553
DB02239	HMDB0000720
DB02249	HMDB0031213
DB02253	HMDB0035685
DB02256	HMDB0000012
DB02261	HMDB0062195
DB02262	HMDB0000226
DB02263	HMDB0001112
DB02267	HMDB0000052
DB02272	HMDB0000245
DB02279	HMDB0001587
DB02280	HMDB0000703
DB02280	HMDB0062635
DB02280	HMDB0124926
DB02282	HMDB0001173
DB02285	HMDB0000241
DB02289	HMDB0001147
DB02296	HMDB0006007
DB02300	HMDB0015567
DB02302	HMDB0003334
DB02304	HMDB0004236
DB02306	HMDB0007973
DB02312	HMDB0001078
DB02312	HMDB0001401
DB02312	HMDB0003498
DB02315	HMDB0001314
DB02317	HMDB0000645
DB02317	HMDB0000994
DB02317	HMDB0001586
DB02317	HMDB0006330
DB02325	HMDB0000863
DB02332	HMDB0001248
DB02333	HMDB0001191
DB02334	HMDB0060176
DB02338	HMDB0000221
DB02340	HMDB0002931
DB02342	HMDB0000405
DB02345	HMDB0003288
DB02362	HMDB0001392
DB02368	HMDB0000856
DB02373	HMDB0001039
DB02373	HMDB0002111
DB02375	HMDB0002755
DB02377	HMDB0000132
DB02379	HMDB0000122
DB02379	HMDB0000143
DB02379	HMDB0000169
DB02379	HMDB0000516
DB02379	HMDB0001151
DB02379	HMDB0003345
DB02379	HMDB0003449
DB02379	HMDB0012326
DB02379	HMDB0033704
DB02379	HMDB0061922
DB02379	HMDB0062202
DB02380	HMDB0000071
DB02382	HMDB0059646
DB02385	HMDB0000727
DB02385	HMDB0000845
DB02385	HMDB0000877
DB02399	HMDB0041500
DB02406	HMDB0000892
DB02417	HMDB0029642
DB02418	HMDB0003156
DB02418	HMDB0033007
DB02421	HMDB0000286
DB02421	HMDB0000302
DB02421	HMDB0060079
DB02421	HMDB0062573
DB02428	HMDB0000842
DB02430	HMDB0001124
DB02431	HMDB0000082
DB02448	HMDB0000910
DB02452	HMDB0001342
DB02453	HMDB0001039
DB02453	HMDB0002111
DB02453	HMDB0004118
DB02456	HMDB0000095
DB02458	HMDB0062528
DB02464	HMDB0033871
DB02467	HMDB0002005
DB02482	HMDB0011185
DB02484	HMDB0059599
DB02485	HMDB0001176
DB02485	HMDB0062695
DB02494	HMDB0000563
DB02494	HMDB0000748
DB02494	HMDB0000779
DB02496	HMDB0001213
DB02501	HMDB0032764
DB02502	HMDB0003333
DB02507	HMDB0001935
DB02509	HMDB0004305
DB02509	HMDB0059849
DB02513	HMDB0001878
DB02515	HMDB0000126
DB02517	HMDB0000148
DB02517	HMDB0003339
DB02517	HMDB0060475
DB02518	HMDB0000766
DB02527	HMDB0000058
DB02530	HMDB0000112
DB02531	HMDB0001873
DB02536	HMDB0001051
DB02543	HMDB0004230
DB02546	HMDB0015568
DB02547	HMDB0001095
DB02547	HMDB0001499
DB02547	HMDB0062554
DB02548	HMDB0001530
DB02548	HMDB0005831
DB02552	HMDB0001285
DB02556	HMDB0000159
DB02562	HMDB0002215
DB02563	HMDB0002845
DB02563	HMDB0062480
DB02571	HMDB0001263
DB02571	HMDB0059595
DB02576	HMDB0012136
DB02579	HMDB0031647
DB02591	HMDB0003701
DB02594	HMDB0000014
DB02606	HMDB0011469
DB02609	HMDB0006802
DB02624	HMDB0029387
DB02637	HMDB0000223
DB02638	HMDB0015569
DB02648	HMDB0000062
DB02648	HMDB0062496
DB02648	HMDB0062634
DB02654	HMDB0011612
DB02655	HMDB0000191
DB02655	HMDB0006483
DB02655	HMDB0062186
DB02655	HMDB0062501
DB02657	HMDB0001254
DB02659	HMDB0000312
DB02659	HMDB0000376
DB02659	HMDB0000390
DB02659	HMDB0000395
DB02659	HMDB0000419
DB02659	HMDB0000427
DB02659	HMDB0000432
DB02659	HMDB0000505
DB02659	HMDB0000619
DB02659	HMDB0000917
DB02665	HMDB0014890
DB02678	HMDB0001514
DB02678	HMDB0030091
DB02688	HMDB0003609
DB02691	HMDB0000138
DB02691	HMDB0000331
DB02691	HMDB0032596
DB02693	HMDB0059664
DB02699	HMDB0012329
DB02701	HMDB0001406
DB02703	HMDB0015570
DB02709	HMDB0003747
DB02709	HMDB0034118
DB02713	HMDB0000532
DB02714	HMDB0060282
DB02717	HMDB0001296
DB02717	HMDB0029931
DB02726	HMDB0000816
DB02736	HMDB0031645
DB02738	HMDB0059647
DB02740	HMDB0002096
DB02743	HMDB0000055
DB02743	HMDB0000163
DB02743	HMDB0000186
DB02743	HMDB0029933
DB02743	HMDB0033368
DB02743	HMDB0037138
DB02743	HMDB0041627
DB02745	HMDB0000296
DB02746	HMDB0002107
DB02750	HMDB0000574
DB02750	HMDB0003417
DB02751	HMDB0000128
DB02756	HMDB0037113
DB02758	HMDB0002302
DB02761	HMDB0003585
DB02767	HMDB0010731
DB02767	HMDB0061656
DB02767	HMDB0094672
DB02772	HMDB0000258
DB02772	HMDB0125600
DB02788	HMDB0003243
DB02789	HMDB0000253
DB02795	HMDB0001101
DB02805	HMDB0060282
DB02807	HMDB0000346
DB02821	HMDB0012251
DB02823	HMDB0004110
DB02831	HMDB0000973
DB02831	HMDB0001429
DB02831	HMDB0002105
DB02831	HMDB0002142
DB02835	HMDB0003514
DB02835	HMDB0060269
DB02838	HMDB0006875
DB02839	HMDB0029666
DB02843	HMDB0000645
DB02843	HMDB0000994
DB02843	HMDB0001586
DB02843	HMDB0006330
DB02852	HMDB0033939
DB02853	HMDB0000162
DB02853	HMDB0003411
DB02854	HMDB0000031
DB02854	HMDB0000365
DB02854	HMDB0000490
DB02854	HMDB0000546
DB02857	HMDB0000133
DB02867	HMDB0000645
DB02867	HMDB0000994
DB02867	HMDB0001586
DB02867	HMDB0006330
DB02891	HMDB0031809
DB02893	HMDB0000696
DB02893	HMDB0033951
DB02897	HMDB0001494
DB02900	HMDB0001078
DB02900	HMDB0001401
DB02900	HMDB0003498
DB02901	HMDB0002961
DB02901	HMDB0006770
DB02901	HMDB0062608
DB02902	HMDB0001134
DB02902	HMDB0062646
DB02910	HMDB0001070
DB02912	HMDB0001275
DB02914	HMDB0062447
DB02924	HMDB0035158
DB02932	HMDB0015260
DB02938	HMDB0000666
DB02942	HMDB0006234
DB02945	HMDB0000127
DB02945	HMDB0003363
DB02945	HMDB0003402
DB02945	HMDB0038491
DB02945	HMDB0127846
DB02951	HMDB0001352
DB02952	HMDB0001906
DB02955	HMDB0034297
DB02957	HMDB0000218
DB02958	HMDB0060257
DB02959	HMDB0000472
DB02961	HMDB0062489
DB02969	HMDB0032985
DB02994	HMDB0011625
DB02994	HMDB0094715
DB02995	HMDB0031404
DB02995	HMDB0062716
DB03013	HMDB0062702
DB03017	HMDB0000638
DB03025	HMDB0031299
DB03034	HMDB0001929
DB03034	HMDB0015296
DB03041	HMDB0000935
DB03041	HMDB0012302
DB03041	HMDB0012304
DB03054	HMDB0062089
DB03057	HMDB0006112
DB03059	HMDB0001484
DB03066	HMDB0000190
DB03066	HMDB0001311
DB03066	HMDB0144295
DB03085	HMDB0000115
DB03087	HMDB0037140
DB03088	HMDB0000267
DB03088	HMDB0000805
DB03088	HMDB0060262
DB03101	HMDB0001489
DB03103	HMDB0001274
DB03105	HMDB0031658
DB03106	HMDB0000211
DB03106	HMDB0006088
DB03106	HMDB0034220
DB03106	HMDB0062138
DB03106	HMDB0240207
DB03106	HMDB0240208
DB03106	HMDB0240209
DB03106	HMDB0240210
DB03106	HMDB0240211
DB03107	HMDB0000056
DB03109	HMDB0000212
DB03109	HMDB0000215
DB03109	HMDB0000803
DB03109	HMDB0000853
DB03109	HMDB0001129
DB03111	HMDB0001109
DB03125	HMDB0014583
DB03128	HMDB0000895
DB03134	HMDB0034252
DB03142	HMDB0000283
DB03142	HMDB0012325
DB03142	HMDB0094694
DB03143	HMDB0031265
DB03144	HMDB0004224
DB03147	HMDB0001248
DB03156	HMDB0000127
DB03156	HMDB0003363
DB03156	HMDB0003402
DB03156	HMDB0038491
DB03156	HMDB0127846
DB03158	HMDB0000968
DB03158	HMDB0062568
DB03166	HMDB0000042
DB03169	HMDB0001375
DB03170	HMDB0001373
DB03175	HMDB0000820
DB03192	HMDB0003938
DB03193	HMDB0000827
DB03201	HMDB0000574
DB03201	HMDB0003417
DB03203	HMDB0000252
DB03203	HMDB0062807
DB03205	HMDB0013636
DB03206	HMDB0035359
DB03222	HMDB0001532
DB03223	HMDB0060473
DB03225	HMDB0000929
DB03225	HMDB0013609
DB03225	HMDB0030396
DB03226	HMDB0059596
DB03227	HMDB0000229
DB03227	HMDB0059645
DB03229	HMDB0000695
DB03246	HMDB0000283
DB03246	HMDB0012325
DB03246	HMDB0094694
DB03247	HMDB0001520
DB03252	HMDB0000182
DB03252	HMDB0003405
DB03252	HMDB0062809
DB03252	HMDB0142894
DB03255	HMDB0000228
DB03256	HMDB0001562
DB03256	HMDB0002140
DB03256	HMDB0062757
DB03258	HMDB0000998
DB03264	HMDB0003571
DB03266	HMDB0029599
DB03277	HMDB0001262
DB03277	HMDB0006857
DB03277	HMDB0038852
DB03278	HMDB0002994
DB03278	HMDB0004136
DB03278	HMDB0094689
DB03283	HMDB0000174
DB03283	HMDB0000849
DB03283	HMDB0003081
DB03283	HMDB0029196
DB03283	HMDB0059624
DB03283	HMDB0059625
DB03283	HMDB0124735
DB03285	HMDB0037316
DB03292	HMDB0000370
DB03293	HMDB0001973
DB03303	HMDB0000346
DB03304	HMDB0011690
DB03310	HMDB0003337
DB03313	HMDB0060450
DB03317	HMDB0000692
DB03317	HMDB0015531
DB03320	HMDB0002006
DB03322	HMDB0001849
DB03323	HMDB0000055
DB03323	HMDB0000163
DB03323	HMDB0000186
DB03323	HMDB0029933
DB03323	HMDB0033368
DB03323	HMDB0037138
DB03323	HMDB0041627
DB03328	HMDB0003276
DB03344	HMDB0003529
DB03350	HMDB0000051
DB03350	HMDB0041827
DB03357	HMDB0000703
DB03357	HMDB0062635
DB03357	HMDB0124926
DB03360	HMDB0094701
DB03362	HMDB0013287
DB03366	HMDB0001525
DB03374	HMDB0003474
DB03374	HMDB0062622
DB03380	HMDB0013319
DB03381	HMDB0001551
DB03389	HMDB0000098
DB03389	HMDB0000646
DB03389	HMDB0060254
DB03394	HMDB0061835
DB03397	HMDB0000290
DB03397	HMDB0000304
DB03397	HMDB0013112
DB03397	HMDB0060522
DB03397	HMDB0062760
DB03401	HMDB0001143
DB03401	HMDB0001498
DB03403	HMDB0000095
DB03407	HMDB0002916
DB03407	HMDB0062694
DB03408	HMDB0001049
DB03410	HMDB0137904
DB03411	HMDB0039499
DB03412	HMDB0142963
DB03413	HMDB0001000
DB03416	HMDB0002666
DB03419	HMDB0000300
DB03423	HMDB0011117
DB03423	HMDB0062526
DB03426	HMDB0011132
DB03429	HMDB0056960
DB03430	HMDB0060318
DB03432	HMDB0002166
DB03432	HMDB0002299
DB03432	HMDB0003911
DB03435	HMDB0000295
DB03440	HMDB0013034
DB03443	HMDB0015532
DB03460	HMDB0003101
DB03461	HMDB0000217
DB03462	HMDB0000262
DB03467	HMDB0002670
DB03467	HMDB0128074
DB03470	HMDB0060520
DB03478	HMDB0059656
DB03481	HMDB0060401
DB03484	HMDB0059660
DB03485	HMDB0000174
DB03485	HMDB0000849
DB03485	HMDB0003081
DB03485	HMDB0029196
DB03485	HMDB0059624
DB03485	HMDB0059625
