drugbank_id	hmdb_id
DB03485	HMDB0124735
DB03489	HMDB0001353
DB03491	HMDB0000960
DB03493	HMDB0001107
DB03499	HMDB0000156
DB03499	HMDB0000744
DB03499	HMDB0031518
DB03500	HMDB0001160
DB03501	HMDB0000286
DB03501	HMDB0000302
DB03501	HMDB0060079
DB03501	HMDB0062573
DB03511	HMDB0000127
DB03511	HMDB0003363
DB03511	HMDB0003402
DB03511	HMDB0038491
DB03511	HMDB0127846
DB03512	HMDB0001039
DB03512	HMDB0002111
DB03514	HMDB0013744
DB03518	HMDB0000227
DB03518	HMDB0059629
DB03528	HMDB0000050
DB03528	HMDB0014340
DB03542	HMDB0000213
DB03542	HMDB0001313
DB03542	HMDB0002985
DB03542	HMDB0006814
DB03552	HMDB0059720
DB03553	HMDB0000661
DB03560	HMDB0011718
DB03566	HMDB0001257
DB03567	HMDB0000212
DB03567	HMDB0000215
DB03567	HMDB0000803
DB03567	HMDB0000853
DB03567	HMDB0001129
DB03568	HMDB0000039
DB03582	HMDB0001199
DB03587	HMDB0001167
DB03589	HMDB0031522
DB03590	HMDB0001370
DB03593	HMDB0059612
DB03600	HMDB0000511
DB03601	HMDB0029519
DB03603	HMDB0000639
DB03603	HMDB0000663
DB03603	HMDB0029881
DB03610	HMDB0014023
DB03612	HMDB0001166
DB03612	HMDB0062259
DB03614	HMDB0000608
DB03614	HMDB0002274
DB03618	HMDB0001542
DB03618	HMDB0006535
DB03619	HMDB0000348
DB03619	HMDB0000411
DB03619	HMDB0000438
DB03619	HMDB0000478
DB03619	HMDB0000626
DB03619	HMDB0002585
DB03633	HMDB0011149
DB03633	HMDB0062689
DB03636	HMDB0062472
DB03644	HMDB0001476
DB03652	HMDB0000127
DB03652	HMDB0003363
DB03652	HMDB0003402
DB03652	HMDB0038491
DB03652	HMDB0127846
DB03659	HMDB0031321
DB03661	HMDB0002757
DB03671	HMDB0060731
DB03675	HMDB0012140
DB03680	HMDB0035227
DB03685	HMDB0000288
DB03688	HMDB0000700
DB03690	HMDB0000593
DB03690	HMDB0062690
DB03696	HMDB0001251
DB03696	HMDB0031438
DB03696	HMDB0037032
DB03699	HMDB0001022
DB03700	HMDB0000167
DB03700	HMDB0004041
DB03704	HMDB0002059
DB03708	HMDB0001003
DB03709	HMDB0011727
DB03721	HMDB0000230
DB03721	HMDB0000773
DB03723	HMDB0006354
DB03727	HMDB0000643
DB03733	HMDB0029571
DB03740	HMDB0000212
DB03740	HMDB0000215
DB03740	HMDB0000803
DB03740	HMDB0000853
DB03740	HMDB0001129
DB03741	HMDB0002176
DB03741	HMDB0033742
DB03750	HMDB0000718
DB03751	HMDB0001328
DB03751	HMDB0006876
DB03751	HMDB0062805
DB03754	HMDB0240288
DB03756	HMDB0002183
DB03756	HMDB0062579
DB03760	HMDB0012210
DB03761	HMDB0060394
DB03765	HMDB0011692
DB03766	HMDB0000237
DB03769	HMDB0029895
DB03773	HMDB0000174
DB03773	HMDB0000849
DB03773	HMDB0003081
DB03773	HMDB0029196
DB03773	HMDB0059624
DB03773	HMDB0059625
DB03773	HMDB0124735
DB03774	HMDB0002104
DB03775	HMDB0003581
DB03779	HMDB0011668
DB03784	HMDB0002117
DB03793	HMDB0001870
DB03796	HMDB0000220
DB03798	HMDB0001202
DB03800	HMDB0001409
DB03811	HMDB0003431
DB03815	HMDB0041500
DB03817	HMDB0002362
DB03817	HMDB0006284
DB03822	HMDB0012228
DB03823	HMDB0038361
DB03823	HMDB0038365
DB03823	HMDB0141542
DB03825	HMDB0000492
DB03825	HMDB0002306
DB03829	HMDB0001271
DB03832	HMDB0000791
DB03839	HMDB0000158
DB03840	HMDB0001039
DB03840	HMDB0002111
DB03843	HMDB0001426
DB03847	HMDB0041900
DB03852	HMDB0004472
DB03854	HMDB0002322
DB03863	HMDB0033789
DB03866	HMDB0003235
DB03867	HMDB0001904
DB03868	HMDB0012710
DB03882	HMDB0000369
DB03882	HMDB0000383
DB03882	HMDB0000412
DB03882	HMDB0000458
DB03882	HMDB0000493
DB03882	HMDB0000495
DB03882	HMDB0000551
DB03882	HMDB0000554
DB03882	HMDB0060437
DB03884	HMDB0000205
DB03886	HMDB0000468
DB03886	HMDB0000633
DB03886	HMDB0000817
DB03894	HMDB0015454
DB03896	HMDB0003379
DB03896	HMDB0012282
DB03897	HMDB0002199
DB03900	HMDB0031456
DB03902	HMDB0002329
DB03904	HMDB0000294
DB03911	HMDB0000098
DB03911	HMDB0000646
DB03911	HMDB0060254
DB03912	HMDB0001416
DB03915	HMDB0006454
DB03918	HMDB0000027
DB03918	HMDB0000787
DB03918	HMDB0059658
DB03926	HMDB0000369
DB03926	HMDB0000383
DB03926	HMDB0000412
DB03926	HMDB0000458
DB03926	HMDB0000493
DB03926	HMDB0000495
DB03926	HMDB0000551
DB03926	HMDB0000554
DB03926	HMDB0060437
DB03929	HMDB0000187
DB03929	HMDB0003406
DB03929	HMDB0062263
DB03931	HMDB0001379
DB03934	HMDB0000887
DB03934	HMDB0003178
DB03934	HMDB0015532
DB03934	HMDB0037761
DB03937	HMDB0001321
DB03943	HMDB0000168
DB03943	HMDB0033780
DB03945	HMDB0001565
DB03946	HMDB0001856
DB03947	HMDB0000621
DB03947	HMDB0000751
DB03947	HMDB0001644
DB03951	HMDB0001062
DB03951	HMDB0001121
DB03951	HMDB0002817
DB03951	HMDB0062500
DB03955	HMDB0035359
DB03956	HMDB0001143
DB03956	HMDB0001498
DB03974	HMDB0000670
DB03977	HMDB0001325
DB03983	HMDB0003276
DB03989	HMDB0000122
DB03989	HMDB0000143
DB03989	HMDB0000169
DB03989	HMDB0000516
DB03989	HMDB0001151
DB03989	HMDB0003345
DB03989	HMDB0003449
DB03989	HMDB0012326
DB03989	HMDB0033704
DB03989	HMDB0061922
DB03989	HMDB0062202
DB03993	HMDB0000689
DB03994	HMDB0000149
DB03994	HMDB0062693
DB03995	HMDB0029926
DB04005	HMDB0000285
DB04008	HMDB0015532
DB04022	HMDB0059638
DB04027	HMDB0000517
DB04027	HMDB0003416
DB04027	HMDB0062762
DB04031	HMDB0001039
DB04031	HMDB0002111
DB04034	HMDB0000618
DB04034	HMDB0000868
DB04038	HMDB0000878
DB04045	HMDB0001269
DB04045	HMDB0002255
DB04045	HMDB0002310
DB04046	HMDB0029965
DB04051	HMDB0002043
DB04052	HMDB0032151
DB04062	HMDB0000174
DB04062	HMDB0000849
DB04062	HMDB0003081
DB04062	HMDB0029196
DB04062	HMDB0059624
DB04062	HMDB0059625
DB04062	HMDB0124735
DB04066	HMDB0002035
DB04066	HMDB0030677
DB04066	HMDB0128076
DB04071	HMDB0039421
DB04072	HMDB0006471
DB04074	HMDB0000019
DB04075	HMDB0001138
DB04076	HMDB0000157
DB04093	HMDB0030941
DB04099	HMDB0001179
DB04100	HMDB0001361
DB04104	HMDB0011600
DB04110	HMDB0059811
DB04113	HMDB0031702
DB04115	HMDB0003409
DB04116	HMDB0000048
DB04116	HMDB0002923
DB04116	HMDB0006792
DB04116	HMDB0038489
DB04116	HMDB0133305
DB04120	HMDB0000873
DB04122	HMDB0001078
DB04122	HMDB0001401
DB04122	HMDB0003498
DB04124	HMDB0030466
DB04127	HMDB0001548
DB04137	HMDB0001273
DB04141	HMDB0031688
DB04151	HMDB0000001
DB04153	HMDB0004662
DB04156	HMDB0000662
DB04160	HMDB0000250
DB04166	HMDB0001123
DB04167	HMDB0006029
DB04173	HMDB0125599
DB04178	HMDB0008036
DB04179	HMDB0032929
DB04183	HMDB0000202
DB04185	HMDB0013716
DB04193	HMDB0000719
DB04194	HMDB0003362
DB04200	HMDB0035698
DB04200	HMDB0035789
DB04202	HMDB0033994
DB04207	HMDB0000279
DB04207	HMDB0062698
DB04214	HMDB0060272
DB04216	HMDB0005794
DB04224	HMDB0000207
DB04224	HMDB0000573
DB04224	HMDB0062703
DB04231	HMDB0001039
DB04231	HMDB0001525
DB04231	HMDB0002111
DB04242	HMDB0000500
DB04248	HMDB0001262
DB04248	HMDB0006857
DB04248	HMDB0038852
DB04252	HMDB0000828
DB04257	HMDB0003229
DB04257	HMDB0012328
DB04261	HMDB0003551
DB04265	HMDB0000230
DB04265	HMDB0000773
DB04267	HMDB0033161
DB04272	HMDB0000094
DB04275	HMDB0001238
DB04277	HMDB0000124
DB04279	HMDB0012156
DB04284	HMDB0004827
DB04286	HMDB0000098
DB04286	HMDB0000646
DB04286	HMDB0060254
DB04293	HMDB0014590
DB04299	HMDB0000134
DB04299	HMDB0000176
DB04300	HMDB0001187
DB04304	HMDB0000565
DB04304	HMDB0000625
DB04304	HMDB0003290
DB04315	HMDB0001201
DB04325	HMDB0012275
DB04325	HMDB0060276
DB04326	HMDB0001473
DB04327	HMDB0008991
DB04327	HMDB0060501
DB04329	HMDB0034244
DB04332	HMDB0062236
DB04335	HMDB0000195
DB04335	HMDB0003040
DB04339	HMDB0029415
DB04342	HMDB0015574
DB04343	HMDB0000119
DB04348	HMDB0000036
DB04348	HMDB0000889
DB04348	HMDB0000922
DB04349	HMDB0001881
DB04349	HMDB0006213
DB04351	HMDB0000072
DB04351	HMDB0000958
DB04352	HMDB0001548
DB04364	HMDB0003243
DB04365	HMDB0030353
DB04370	HMDB0000731
DB04372	HMDB0008138
DB04377	HMDB0000355
DB04377	HMDB0059737
DB04380	HMDB0001209
DB04381	HMDB0034233
DB04382	HMDB0012327
DB04388	HMDB0002104
DB04397	HMDB0001039
DB04397	HMDB0002111
DB04398	HMDB0000190
DB04398	HMDB0001311
DB04398	HMDB0144295
DB04400	HMDB0000038
DB04401	HMDB0001252
DB04414	HMDB0001039
DB04414	HMDB0002111
DB04417	HMDB0001232
DB04417	HMDB0062627
DB04418	HMDB0000536
DB04418	HMDB0059653
DB04419	HMDB0001645
DB04422	HMDB0000742
DB04425	HMDB0002275
DB04440	HMDB0029956
DB04444	HMDB0000662
DB04445	HMDB0003625
DB04445	HMDB0012238
DB04445	HMDB0059634
DB04447	HMDB0013593
DB04454	HMDB0000452
DB04454	HMDB0000650
DB04455	HMDB0000043
DB04455	HMDB0059606
DB04456	HMDB0011620
DB04457	HMDB0001044
DB04461	HMDB0001261
DB04464	HMDB0001015
DB04465	HMDB0000055
DB04465	HMDB0000163
DB04465	HMDB0000186
DB04465	HMDB0029933
DB04465	HMDB0033368
DB04465	HMDB0037138
DB04465	HMDB0041627
DB04468	HMDB0060530
DB04473	HMDB0000174
DB04473	HMDB0000849
DB04473	HMDB0003081
DB04473	HMDB0029196
DB04473	HMDB0059624
DB04473	HMDB0059625
DB04473	HMDB0124735
DB04474	HMDB0061854
DB04481	HMDB0002994
DB04481	HMDB0004136
DB04481	HMDB0094689
DB04485	HMDB0000273
DB04485	HMDB0015394
DB04492	HMDB0000781
DB04493	HMDB0000124
DB04494	HMDB0001039
DB04494	HMDB0002111
DB04498	HMDB0012249
DB04499	HMDB0062765
DB04506	HMDB0000547
DB04506	HMDB0031146
DB04510	HMDB0000807
DB04510	HMDB0060180
DB04512	HMDB0031860
DB04515	HMDB0033789
DB04519	HMDB0000482
DB04519	HMDB0062511
DB04522	HMDB0000272
DB04522	HMDB0001721
DB04524	HMDB0001175
DB04526	HMDB0029952
DB04532	HMDB0000738
DB04537	HMDB0013318
DB04540	HMDB0000067
DB04551	HMDB0001058
DB04551	HMDB0006872
DB04551	HMDB0060444
DB04552	HMDB0015573
DB04553	HMDB0000005
DB04555	HMDB0001546
DB04557	HMDB0001043
DB04557	HMDB0060102
DB04562	HMDB0031193
DB04564	HMDB0000150
DB04566	HMDB0000175
DB04569	HMDB0041485
DB04571	HMDB0015575
DB04572	HMDB0015576
DB04573	HMDB0000153
DB04573	HMDB0000347
DB04573	HMDB0000356
DB04573	HMDB0000431
DB04574	HMDB0001425
DB04575	HMDB0015579
DB04586	HMDB0032059
DB04594	HMDB0000428
DB04619	HMDB0033910
DB04620	HMDB0062225
DB04622	HMDB0013253
DB04630	HMDB0000037
DB04650	HMDB0000030
DB04652	HMDB0001547
DB04658	HMDB0038594
DB04660	HMDB0000086
DB04661	HMDB0012318
DB04665	HMDB0001218
DB04683	HMDB0010631
DB04687	HMDB0061735
DB04688	HMDB0006406
DB04688	HMDB0062751
DB04699	HMDB0000549
DB04703	HMDB0003265
DB04704	HMDB0006283
DB04705	HMDB0006247
DB04706	HMDB0001496
DB04706	HMDB0006119
DB04706	HMDB0059592
DB04711	HMDB0015581
DB04714	HMDB0001347
DB04734	HMDB0000634
DB04734	HMDB0000749
DB04737	HMDB0034666
DB04737	HMDB0060486
DB04746	HMDB0061864
DB04781	HMDB0061927
DB04784	HMDB0032619
DB04786	HMDB0015582
DB04789	HMDB0001396
DB04794	HMDB0015583
DB04801	HMDB0003231
DB04801	HMDB0240219
DB04805	HMDB0030520
DB04816	HMDB0029752
DB04827	HMDB0031219
DB04833	HMDB0240285
DB04835	HMDB0015584
DB04837	HMDB0015585
DB04838	HMDB0015586
DB04840	HMDB0006543
DB04841	HMDB0015589
DB04842	HMDB0015590
DB04843	HMDB0015591
DB04844	HMDB0015592
DB04845	HMDB0015593
DB04861	HMDB0015594
DB04866	HMDB0031784
DB04868	HMDB0015595
DB04874	HMDB0000051
DB04874	HMDB0000492
DB04874	HMDB0002306
DB04874	HMDB0041827
DB04874	HMDB0061888
DB04876	HMDB0015596
DB04877	HMDB0015597
DB04878	HMDB0015598
DB04880	HMDB0015599
DB04890	HMDB0015600
DB04896	HMDB0015602
DB04898	HMDB0015603
DB04912	HMDB0000492
DB04912	HMDB0002306
DB04930	HMDB0015604
DB04936	HMDB0000660
DB04936	HMDB0001266
DB04936	HMDB0003418
DB04936	HMDB0062538
DB04942	HMDB0015605
DB04944	HMDB0062179
DB04948	HMDB0015606
DB04967	HMDB0015607
DB04996	HMDB0000042
DB04996	HMDB0000051
DB04996	HMDB0000492
DB04996	HMDB0002306
DB04996	HMDB0031404
DB04996	HMDB0041827
DB04996	HMDB0062716
DB05034	HMDB0042057
DB05039	HMDB0015608
DB05109	HMDB0015609
DB05197	HMDB0042013
DB05229	HMDB0000588
DB05245	HMDB0002659
DB05246	HMDB0015611
DB05260	HMDB0002878
DB05262	HMDB0000786
DB05265	HMDB0015613
DB05266	HMDB0015614
DB05271	HMDB0015615
DB05289	HMDB0014850
DB05296	HMDB0000042
DB05340	HMDB0000588
DB05351	HMDB0005008
DB05381	HMDB0000870
DB05381	HMDB0060263
DB05382	HMDB0000675
DB05389	HMDB0001039
DB05389	HMDB0001377
DB05389	HMDB0002111
DB05420	HMDB0030776
DB05428	HMDB0000042
DB05446	HMDB0004662
DB05450	HMDB0030024
DB05450	HMDB0030047
DB05450	HMDB0030048
DB05456	HMDB0008100
DB05461	HMDB0000492
DB05461	HMDB0001039
DB05461	HMDB0002111
DB05461	HMDB0002306
DB05475	HMDB0029160
DB05476	HMDB0000492
DB05476	HMDB0002306
DB05478	HMDB0240280
DB05482	HMDB0060510
DB05521	HMDB0015616
DB05549	HMDB0240280
DB05607	HMDB0000134
DB05607	HMDB0000176
DB05630	HMDB0000588
DB05630	HMDB0001039
DB05630	HMDB0002111
DB05630	HMDB0004118
DB05642	HMDB0000492
DB05642	HMDB0001039
DB05642	HMDB0002111
DB05642	HMDB0002306
DB05667	HMDB0012242
DB05668	HMDB0060691
DB05732	HMDB0000691
DB05732	HMDB0003642
DB05779	HMDB0028830
DB05790	HMDB0000492
DB05790	HMDB0002306
DB05792	HMDB0000492
DB05792	HMDB0002306
DB05804	HMDB0001032
DB05837	HMDB0000492
DB05837	HMDB0002306
DB05869	HMDB0031643
DB05956	HMDB0000492
DB05956	HMDB0002306
DB05966	HMDB0000094
DB05974	HMDB0035098
DB05993	HMDB0000492
DB05993	HMDB0002306
DB06082	HMDB0000492
DB06082	HMDB0002306
DB06144	HMDB0015618
DB06147	HMDB0015619
DB06148	HMDB0015620
DB06150	HMDB0015621
DB06151	HMDB0001890
DB06155	HMDB0015623
DB06174	HMDB0033439
DB06174	HMDB0033441
DB06196	HMDB0015624
DB06209	HMDB0015625
DB06211	HMDB0041883
DB06215	HMDB0000692
DB06215	HMDB0015531
DB06216	HMDB0000134
DB06216	HMDB0000176
DB06246	HMDB0060620
DB06253	HMDB0001451
DB06253	HMDB0014312
DB06253	HMDB0240288
DB06267	HMDB0015628
DB06268	HMDB0015629
DB06274	HMDB0015631
DB06282	HMDB0005032
DB06282	HMDB0240226
DB06287	HMDB0015632
DB06288	HMDB0015633
DB06335	HMDB0015634
DB06409	HMDB0041937
DB06413	HMDB0014883
DB06422	HMDB0061018
DB06523	HMDB0014949
DB06543	HMDB0002204
DB06543	HMDB0039128
DB06582	HMDB0015699
DB06590	HMDB0060581
DB06594	HMDB0015636
DB06616	HMDB0240205
DB06659	HMDB0000492
DB06659	HMDB0002306
DB06669	HMDB0060540
DB06678	HMDB0014514
DB06684	HMDB0015637
DB06689	HMDB0000149
DB06689	HMDB0000207
DB06689	HMDB0000573
DB06689	HMDB0062693
DB06689	HMDB0062703
DB06690	HMDB0035807
DB06691	HMDB0015639
DB06694	HMDB0015640
DB06695	HMDB0015641
DB06696	HMDB0015642
DB06697	HMDB0015643
DB06698	HMDB0015644
DB06699	HMDB0015645
DB06700	HMDB0015646
DB06700	HMDB0060532
DB06701	HMDB0014566
DB06701	HMDB0015647
DB06702	HMDB0015648
DB06703	HMDB0015649
DB06705	HMDB0000588
DB06706	HMDB0015651
DB06707	HMDB0002832
DB06707	HMDB0015652
DB06708	HMDB0015653
DB06709	HMDB0015654
DB06710	HMDB0015655
DB06711	HMDB0015656
DB06712	HMDB0015657
DB06713	HMDB0015658
DB06714	HMDB0015659
DB06715	HMDB0000586
DB06715	HMDB0012238
DB06715	HMDB0059634
DB06716	HMDB0015661
DB06717	HMDB0015662
DB06718	HMDB0003116
DB06723	HMDB0001039
DB06723	HMDB0002111
DB06724	HMDB0000464
DB06724	HMDB0000595
DB06724	HMDB0003538
DB06724	HMDB0031453
DB06728	HMDB0003012
DB06729	HMDB0015667
DB06730	HMDB0015668
DB06731	HMDB0060551
DB06735	HMDB0015020
DB06738	HMDB0041913
DB06743	HMDB0036862
DB06744	HMDB0036861
DB06745	HMDB0036860
DB06746	HMDB0029605
DB06747	HMDB0030042
DB06748	HMDB0034996
DB06749	HMDB0035892
DB06750	HMDB0035857
DB06751	HMDB0015669
DB06755	HMDB0000561
DB06755	HMDB0002935
DB06755	HMDB0112264
DB06755	HMDB0112265
DB06756	HMDB0000043
DB06756	HMDB0059606
DB06757	HMDB0001333
DB06766	HMDB0015670
DB06767	HMDB0000051
DB06767	HMDB0000492
DB06767	HMDB0002306
DB06767	HMDB0041827
DB06768	HMDB0000051
DB06768	HMDB0000190
DB06768	HMDB0001311
DB06768	HMDB0041827
DB06768	HMDB0144295
DB06770	HMDB0003119
DB06772	HMDB0015672
DB06774	HMDB0002227
DB06775	HMDB0015673
DB06775	HMDB0062795
DB06777	HMDB0000361
DB06777	HMDB0000384
DB06777	HMDB0000514
DB06777	HMDB0000518
DB06777	HMDB0000686
DB06777	HMDB0000946
DB06778	HMDB0000657
DB06778	HMDB0001448
DB06781	HMDB0015676
DB06781	HMDB0061149
DB06782	HMDB0015677
DB06783	HMDB0032287
DB06784	HMDB0000094
DB06788	HMDB0000042
DB06792	HMDB0000595
DB06792	HMDB0003538
DB06792	HMDB0031453
DB06793	HMDB0014785
DB06796	HMDB0001333
DB06799	HMDB0029598
DB06802	HMDB0015678
DB06803	HMDB0015679
DB06804	HMDB0015680
DB06809	HMDB0015681
DB06810	HMDB0015682
DB06816	HMDB0240273
DB06819	HMDB0000543
DB06842	HMDB0062483
DB06870	HMDB0004626
DB06894	HMDB0011626
DB06926	HMDB0004667
DB06926	HMDB0061708
DB06926	HMDB0112194
DB06973	HMDB0032133
DB06987	HMDB0001924
DB07060	HMDB0000671
DB07069	HMDB0006116
DB07109	HMDB0000955
DB07109	HMDB0131137
DB07111	HMDB0060049
DB07118	HMDB0059622
DB07129	HMDB0014523
DB07172	HMDB0005081
DB07172	HMDB0062408
DB07177	HMDB0002341
DB07177	HMDB0003175
DB07302	HMDB0004670
DB07302	HMDB0010223
DB07302	HMDB0062652
DB07338	HMDB0037112
DB07339	HMDB0012884
DB07352	HMDB0002124
DB07373	HMDB0003422
DB07375	HMDB0000899
DB07375	HMDB0003769
DB07381	HMDB0142137
DB07392	HMDB0041830
DB07424	HMDB0000586
DB07447	HMDB0002961
DB07447	HMDB0006770
DB07447	HMDB0062608
DB07465	HMDB0015634
DB07467	HMDB0014946
DB07496	HMDB0032066
DB07506	HMDB0012127
DB07506	HMDB0142179
DB07517	HMDB0061112
DB07518	HMDB0033373
DB07557	HMDB0003759
DB07557	HMDB0059652
DB07610	HMDB0060497
DB07645	HMDB0000792
DB07673	HMDB0133617
DB07674	HMDB0001460
DB07701	HMDB0005041
DB07702	HMDB0000153
DB07702	HMDB0000347
DB07702	HMDB0000356
DB07702	HMDB0000431
DB07705	HMDB0015259
DB07706	HMDB0000338
DB07715	HMDB0035214
DB07718	HMDB0000707
DB07726	HMDB0032062
DB07767	HMDB0000954
DB07767	HMDB0125096
DB07768	HMDB0000234
DB07768	HMDB0000628
DB07776	HMDB0003075
DB07780	HMDB0000961
DB07810	HMDB0003306
DB07814	HMDB0003559
DB07841	HMDB0004486
DB07841	HMDB0060108
DB07896	HMDB0000822
DB07907	HMDB0000711
DB07907	HMDB0002264
DB07919	HMDB0030311
DB07930	HMDB0000387
DB07930	HMDB0010728
DB07950	HMDB0000197
DB07951	HMDB0038666
DB07992	HMDB0000682
DB08046	HMDB0014455
DB08120	HMDB0000985
DB08230	HMDB0029620
DB08231	HMDB0000806
DB08264	HMDB0060335
DB08276	HMDB0000662
DB08294	HMDB0062403
DB08327	HMDB0000130
DB08398	HMDB0041008
DB08399	HMDB0004215
DB08427	HMDB0012283
DB08435	HMDB0005079
DB08472	HMDB0014615
DB08496	HMDB0001935
DB08517	HMDB0030090
DB08544	HMDB0014615
DB08587	HMDB0032616
DB08587	HMDB0034069
DB08587	HMDB0127488
DB08604	HMDB0061385
DB08645	HMDB0015156
DB08652	HMDB0029739
DB08653	HMDB0000303
DB08688	HMDB0033713
DB08689	HMDB0002012
DB08690	HMDB0006709
DB08711	HMDB0240266
DB08735	HMDB0140994
DB08736	HMDB0140994
DB08744	HMDB0033349
DB08754	HMDB0033026
DB08795	HMDB0015685
DB08796	HMDB0015686
DB08797	HMDB0015687
DB08798	HMDB0015688
DB08799	HMDB0015689
DB08800	HMDB0015690
DB08801	HMDB0015691
DB08802	HMDB0015692
DB08803	HMDB0015693
DB08804	HMDB0015694
DB08805	HMDB0061722
DB08806	HMDB0015695
DB08807	HMDB0015696
DB08808	HMDB0015697
DB08810	HMDB0015698
DB08811	HMDB0015699
DB08816	HMDB0015702
DB08819	HMDB0015704
DB08820	HMDB0015705
DB08830	HMDB0001264
DB08831	HMDB0062477
DB08833	HMDB0000874
DB08833	HMDB0000951
DB08836	HMDB0061720
DB08838	HMDB0001432
DB08839	HMDB0000259
DB08840	HMDB0003152
DB08841	HMDB0000306
DB08841	HMDB0062629
DB08842	HMDB0000201
DB08844	HMDB0000289
DB08845	HMDB0000208
DB08846	HMDB0002899
DB08847	HMDB0000725
DB08847	HMDB0036576
DB08847	HMDB0060460
DB08847	HMDB0240251
DB08855	HMDB0001198
DB08855	HMDB0005095
DB08858	HMDB0000051
DB08858	HMDB0000138
DB08858	HMDB0000331
DB08858	HMDB0000492
DB08858	HMDB0002306
DB08858	HMDB0032596
DB08858	HMDB0041827
DB08864	HMDB0061725
DB08878	HMDB0001833
DB08880	HMDB0060945
DB08887	HMDB0039530
DB08891	HMDB0014327
DB08901	HMDB0240214
DB08908	HMDB0031257
DB08913	HMDB0000492
DB08913	HMDB0002306
DB08918	HMDB0015602
DB08921	HMDB0003375
DB08921	HMDB0004321
DB08921	HMDB0032473
DB08936	HMDB0240224
DB08938	HMDB0000547
DB08938	HMDB0001039
DB08938	HMDB0001448
DB08938	HMDB0002111
DB08940	HMDB0041914
DB08956	HMDB0060407
DB08956	HMDB0062609
DB08961	HMDB0041831
DB08972	HMDB0041895
DB08995	HMDB0029548
DB09001	HMDB0015305
DB09001	HMDB0015659
DB09004	HMDB0032216
DB09007	HMDB0240223
DB09026	HMDB0015387
DB09072	HMDB0000588
DB09072	HMDB0000710
DB09086	HMDB0005809
DB09087	HMDB0000586
DB09087	HMDB0001448
DB09094	HMDB0015310
DB09094	HMDB0031452
DB09096	HMDB0032040
DB09104	HMDB0000547
DB09104	HMDB0001039
DB09104	HMDB0002111
DB09110	HMDB0003745
DB09112	HMDB0002786
DB09114	HMDB0000564
DB09116	HMDB0000464
DB09117	HMDB0032456
DB09120	HMDB0002227
DB09121	HMDB0004138
DB09125	HMDB0000094
DB09125	HMDB0000586
DB09129	HMDB0000492
DB09129	HMDB0000599
DB09129	HMDB0002306
DB09131	HMDB0000492
DB09131	HMDB0000657
DB09131	HMDB0002306
DB09132	HMDB0240289
DB09138	HMDB0001039
DB09138	HMDB0002111
DB09140	HMDB0001377
DB09145	HMDB0001039
DB09145	HMDB0002111
DB09146	HMDB0000258
DB09146	HMDB0000588
DB09146	HMDB0001039
DB09146	HMDB0002111
DB09146	HMDB0125600
DB09147	HMDB0000250
DB09152	HMDB0001371
DB09153	HMDB0000492
DB09153	HMDB0000588
DB09153	HMDB0002306
DB09154	HMDB0000094
DB09154	HMDB0000588
DB09155	HMDB0037238
DB09156	HMDB0041910
DB09157	HMDB0001967
DB09160	HMDB0001039
DB09160	HMDB0002111
DB09165	HMDB0000250
DB09166	HMDB0041890
DB09203	HMDB0004826
DB09203	HMDB0062811
DB09209	HMDB0041984
DB09212	HMDB0041920
DB09213	HMDB0001925
DB09214	HMDB0015144
DB09214	HMDB0041873
DB09216	HMDB0042043
DB09221	HMDB0015532
DB09237	HMDB0005018
DB09241	HMDB0000492
DB09241	HMDB0002306
DB09242	HMDB0041938
DB09267	HMDB0003642
DB09269	HMDB0000209
DB09270	HMDB0001072
DB09270	HMDB0002139
DB09274	HMDB0240267
DB09275	HMDB0000586
DB09275	HMDB0002196
DB09276	HMDB0000588
DB09276	HMDB0004138
DB09277	HMDB0000097
DB09277	HMDB0000492
DB09277	HMDB0002306
DB09281	HMDB0000547
DB09289	HMDB0042038
DB09293	HMDB0012238
DB09293	HMDB0059634
DB09298	HMDB0030583
DB09314	HMDB0001039
DB09314	HMDB0002111
DB09316	HMDB0000492
DB09316	HMDB0002306
DB09316	HMDB0013724
DB09320	HMDB0014859
DB09320	HMDB0015186
DB09322	HMDB0001448
DB09322	HMDB0015532
DB09325	HMDB0000588
DB09325	HMDB0000662
DB09326	HMDB0000051
DB09326	HMDB0041827
DB09327	HMDB0000300
DB09332	HMDB0000588
DB09332	HMDB0032721
DB09338	HMDB0001039
DB09338	HMDB0002111
DB09351	HMDB0014341
DB09352	HMDB0060765
DB09357	HMDB0004231
DB09380	HMDB0000588
DB09389	HMDB0014511
DB09394	HMDB0000973
DB09394	HMDB0001429
DB09394	HMDB0002105
DB09394	HMDB0002142
DB09395	HMDB0000042
DB09395	HMDB0000588
DB09398	HMDB0000662
DB09400	HMDB0003966
DB09407	HMDB0000492
DB09407	HMDB0000547
DB09407	HMDB0002306
DB09409	HMDB0000042
DB09409	HMDB0000547
DB09409	HMDB0001039
DB09409	HMDB0002111
DB09413	HMDB0000586
DB09413	HMDB0000973
DB09413	HMDB0001429
DB09413	HMDB0002105
DB09413	HMDB0002142
DB09414	HMDB0000586
DB09414	HMDB0000973
DB09414	HMDB0001429
DB09414	HMDB0002105
DB09414	HMDB0002142
DB09418	HMDB0000586
DB09419	HMDB0029942
DB09420	HMDB0012238
DB09420	HMDB0059634
DB09421	HMDB0060080
DB09449	HMDB0000588
DB09449	HMDB0000973
