drugbank_id	brenda_id
DB00572	166316
DB00572	34928
DB00572	4789
DB00573	220249
DB00573	35670
DB00573	94899
DB00575	13274
DB00576	38417
DB00577	14482
DB00577	208584
DB00577	208585
DB00578	1436
DB00578	56364
DB00580	197372
DB00580	226924
DB00580	3038
DB00581	211439
DB00581	40484
DB00581	4093
DB00581	48697
DB00581	72261
DB00582	2380
DB00583	104060
DB00583	104088
DB00583	109822
DB00583	109827
DB00583	12574
DB00583	133025
DB00583	219722
DB00583	29217
DB00583	331
DB00583	3455
DB00583	4241
DB00583	43318
DB00583	4535
DB00583	50344
DB00583	7493
DB00583	984
DB00584	10999
DB00584	132375
DB00584	3286
DB00584	47216
DB00584	56874
DB00584	66380
DB00586	153432
DB00586	154422
DB00586	69451
DB00589	139476
DB00592	135547
DB00593	97926
DB00594	201692
DB00594	5517
DB00595	139231
DB00595	15900
DB00597	151892
DB00597	15765
DB00598	25983
DB00600	108379
DB00600	25435
DB00601	18943
DB00601	60337
DB00602	213760
DB00603	5994
DB00604	201177
DB00605	104047
DB00605	2172
DB00608	107778
DB00608	107800
DB00608	1439
DB00608	29852
DB00608	43920
DB00608	66870
DB00608	83797
DB00609	156877
DB00609	2142
DB00612	132707
DB00613	6149
DB00613	92441
DB00614	108980
DB00615	135623
DB00616	101696
DB00616	151791
DB00616	75481
DB00619	163324
DB00619	2314
DB00619	23520
DB00620	30479
DB00622	10124
DB00622	69681
DB00623	97943
DB00624	104350
DB00624	123732
DB00624	124288
DB00624	135765
DB00624	151086
DB00624	152126
DB00624	15547
DB00624	2140
DB00624	284
DB00624	29308
DB00624	30545
DB00624	42993
DB00624	49669
DB00624	86874
DB00625	1704
DB00625	42381
DB00626	37071
DB00627	1029
DB00627	107144
DB00627	11184
DB00627	1282
DB00627	143710
DB00627	145298
DB00627	16576
DB00627	171408
DB00627	221654
DB00627	43364
DB00627	43365
DB00627	43567
DB00627	44749
DB00627	45153
DB00627	50899
DB00627	51559
DB00630	212814
DB00630	5337
DB00631	112376
DB00631	128097
DB00631	128834
DB00631	136540
DB00631	143942
DB00631	143944
DB00631	34457
DB00631	5855
DB00632	20255
DB00632	90513
DB00633	148716
DB00633	148717
DB00634	23508
DB00634	37706
DB00635	104334
DB00635	145066
DB00635	145980
DB00635	44723
DB00635	61141
DB00635	90421
DB00635	90423
DB00635	90706
DB00636	1278
DB00636	47220
DB00636	47223
DB00637	66181
DB00640	10436
DB00640	122
DB00640	12413
DB00640	129876
DB00640	138914
DB00640	143949
DB00640	158404
DB00640	165684
DB00640	193173
DB00640	193174
DB00640	194590
DB00640	31758
DB00640	32998
DB00640	33107
DB00640	37816
