drugbank_id	emolecules_id
DB00202	531639
DB00202	6720113
DB00202	969092
DB00203	2725427
DB00203	27523892
DB00203	32234216
DB00203	902463
DB00204	27519571
DB00204	901787
DB00205	31231632
DB00205	511729
DB00206	29254026
DB00206	30154510
DB00206	500144
DB00206	531303
DB00206	888915
DB00206	979284
DB00207	26985182
DB00207	2724756
DB00207	2729321
DB00207	30079531
DB00207	30151934
DB00207	36500515
DB00207	36751819
DB00207	36788285
DB00207	36789081
DB00207	6842676
DB00207	767756
DB00208	31231859
DB00208	594920
DB00208	902580
DB00209	27524625
DB00209	29936590
DB00209	30154459
DB00209	30154461
DB00209	6719098
DB00210	31229114
DB00210	901333
DB00211	36758951
DB00211	592271
DB00213	27523208
DB00213	30151836
DB00213	902267
DB00214	27524300
DB00214	902603
DB00215	19230739
DB00215	27518143
DB00215	27518144
DB00215	29548952
DB00215	30152140
DB00215	30152147
DB00215	31229830
DB00215	31410344
DB00215	31708344
DB00215	36644745
DB00215	36752460
DB00215	536456
DB00215	5852318
DB00215	901656
DB00216	30512783
DB00216	31206200
DB00216	31216983
DB00216	31225803
DB00218	2725952
DB00218	27522568
DB00218	29935127
DB00218	30512787
DB00218	31593112
DB00218	36758975
DB00218	6843461
DB00219	1307688
DB00219	6324209
DB00220	29780743
DB00220	31206188
DB00220	31227326
DB00220	36367152
DB00221	539639
DB00222	27520372
DB00222	901943
DB00223	26711167
DB00223	29543007
DB00223	30152539
DB00223	538529
DB00224	2736261
DB00224	32453164
DB00224	36753541
DB00224	36753542
DB00225	10135332
DB00225	6719505
DB00226	36553098
DB00227	17089186
DB00227	1987527
DB00227	26800608
DB00227	26988514
DB00227	26988516
DB00227	2724861
DB00227	30154567
DB00227	36092388
DB00227	36753677
DB00227	36753679
DB00227	36755420
DB00227	36758078
DB00227	591670
DB00228	890951
DB00229	31229753
DB00229	31526861
DB00230	27523474
DB00230	27523475
DB00230	4357549
DB00230	707804
DB00230	8324194
DB00231	27524056
DB00231	595158
DB00232	736454
DB00233	28218066
DB00233	477205
DB00234	10485243
DB00234	26756626
DB00234	31227854
DB00234	31254301
DB00234	36500382
DB00234	36552980
DB00234	8318577
DB00235	36788123
DB00235	591956
DB00237	27517445
DB00238	27522706
DB00238	36759015
DB00238	766252
DB00239	19230806
DB00239	5753887
DB00239	902250
DB00241	26756204
DB00241	27517451
DB00241	535132
DB00242	29542740
DB00242	536123
DB00242	901658
DB00243	27523696
DB00243	594093
DB00243	902392
DB00244	36091959
DB00244	36096489
DB00244	36753731
DB00244	477209
DB00245	28218064
DB00245	30100392
DB00245	31281746
DB00245	31708495
DB00245	36552973
DB00245	901463
DB00246	2727377
DB00246	2734486
DB00246	27524743
DB00246	6719965
DB00247	26750324
DB00247	27315314
DB00247	5753764
DB00248	2727031
DB00248	31225080
DB00249	1082575
DB00249	29543174
DB00249	30487809
DB00249	36758562
DB00249	6750435
DB00249	711449
DB00249	8311536
DB00250	17392619
DB00250	26948099
DB00250	498059
DB00251	30512985
DB00252	10648710
DB00252	13434342
DB00252	2724642
DB00252	36516856
DB00252	4397096
DB00252	507449
DB00252	537352
DB00252	5420227
DB00253	1987623
DB00253	591514
DB00254	1986627
DB00254	26753991
DB00254	26941975
DB00254	27519589
DB00254	27677961
DB00254	30487996
DB00254	30512637
DB00254	33506961
DB00254	36753013
DB00254	36753015
DB00254	36761487
DB00254	4775684
DB00254	498549
DB00254	6718860
DB00254	759172
DB00255	1971181
DB00255	27519178
DB00255	36092112
DB00255	489194
DB00256	31230800
DB00256	31230802
DB00257	27518188
DB00257	499093
DB00258	29486739
DB00258	29486740
DB00258	29487384
DB00258	29535744
DB00258	475727
DB00258	482987
DB00258	482990
DB00258	718749
DB00258	883719
DB00258	889676
DB00259	30069810
DB00259	36759419
DB00259	474316
DB00260	27677836
DB00260	29935692
DB00260	496002
DB00260	496004
DB00260	536384
DB00262	535644
DB00263	36772409
DB00263	511971
DB00264	10520934
DB00264	27522472
DB00264	29547211
DB00264	31227235
DB00264	31231090
DB00264	31231091
DB00264	36096484
DB00264	36096485
DB00264	36554129
DB00264	6718906
DB00264	902124
DB00265	480254
DB00266	591595
DB00267	26985574
DB00268	2727029
DB00268	36754513
DB00268	36756269
DB00268	902428
DB00269	536400
DB00270	27521381
DB00270	901996
DB00271	11340841
DB00271	27515815
DB00271	31216522
DB00271	36905443
DB00271	498585
DB00271	537757
DB00271	592020
DB00272	31503597
DB00272	34962
DB00272	36553034
DB00273	26941946
DB00273	29547217
DB00273	29548990
DB00273	31628257
DB00273	36729989
DB00273	36754775
DB00273	594585
DB00274	29543554
DB00274	31587579
DB00274	36553087
DB00274	36752375
DB00275	14091175
DB00275	27523084
DB00275	8730922
DB00276	35870385
DB00276	534817
DB00277	31231832
DB00277	36759477
DB00277	532235
DB00277	594900
DB00278	10447663
DB00278	31240834
DB00278	36366675
DB00278	36751709
DB00278	36755679
DB00278	36755681
DB00278	36755683
DB00278	8681016
DB00279	26750170
DB00279	27524516
DB00279	28293246
DB00279	29549451
DB00279	29913756
DB00279	521934
DB00279	711750
DB00279	975672
DB00280	27519533
DB00280	537509
DB00280	537636
DB00281	1987478
DB00281	540368
DB00282	13733466
DB00282	1988355
DB00282	29914043
DB00282	36553823
DB00282	5753934
DB00282	6843603
DB00282	902263
DB00283	29702894
DB00283	36500361
DB00284	2726650
DB00285	27524676
DB00285	27524678
DB00285	27524679
DB00285	27524680
DB00285	27524681
DB00285	31240845
DB00285	877458
DB00285	902654
DB00287	26757104
DB00287	32453027
DB00287	32456639
DB00288	1985447
DB00288	29542661
DB00288	36552996
DB00288	533979
DB00289	1883572
DB00289	27516339
DB00289	27516340
DB00289	27516341
DB00289	36751722
DB00289	8318587
DB00290	1934880
DB00290	32176518
DB00290	35780800
DB00291	490279
DB00292	1360413
DB00292	36552935
DB00292	6842894
DB00293	2729965
DB00293	30392628
DB00293	36516908
DB00294	31592723
DB00294	36756549
DB00296	2728735
DB00296	28295414
DB00296	30512633
DB00296	6843800
DB00297	2728852
DB00297	31240814
DB00297	31592175
DB00297	36757175
DB00297	36757176
DB00297	535231
DB00297	716040
DB00297	901488
DB00299	26948289
DB00299	32456333
DB00299	902282
DB00300	31228023
DB00300	37036818
DB00301	30555407
DB00301	36552914
DB00302	31231885
DB00302	36096480
DB00302	476513
DB00303	28168928
DB00303	36758094
DB00303	36758095
DB00304	25689305
DB00304	2736265
DB00304	36752752
DB00304	36752753
DB00305	29541174
DB00305	36788860
DB00305	37034707
DB00305	529286
DB00305	713379
DB00306	36096559
DB00307	27517001
DB00307	2794932
DB00308	29542550
DB00308	29700208
DB00309	26985791
DB00309	30512900
DB00309	32175113
DB00309	36754951
DB00310	535944
DB00311	498393
DB00312	31492405
DB00312	36736428
DB00312	979405
DB00313	10523415
DB00313	593399
DB00314	10172350
DB00314	26941873
DB00314	28291224
DB00316	27515480
DB00316	27677450
DB00316	474380
DB00317	27520349
DB00317	29807888
DB00317	876432
DB00319	1222811
DB00319	1222813
DB00319	2751117
DB00319	29550693
DB00319	30153728
DB00319	31589967
DB00319	33507057
DB00319	36754447
DB00319	6718888
DB00320	10815227
DB00320	27677914
DB00320	28205976
DB00320	31259892
DB00320	31706385
DB00320	36553002
DB00320	36755928
DB00320	36755929
DB00320	6187622
DB00320	7414293
DB00321	17392839
DB00321	27516196
DB00321	36756945
DB00321	534331
DB00321	739635
DB00322	1939752
DB00322	28294987
DB00322	29541244
DB00322	29547126
DB00322	511917
DB00323	2735694
DB00323	31231873
DB00324	26711125
DB00324	30316174
DB00324	538523
DB00324	730945
DB00325	10397191
DB00325	31259855
DB00325	37036965
DB00325	37037083
DB00325	5753700
DB00327	11239264
DB00327	36755450
DB00327	36758346
DB00327	539218
DB00328	27521210
DB00328	522904
DB00330	30513048
DB00330	31225919
DB00330	31225920
DB00330	901854
DB00331	10320221
DB00331	26219491
DB00331	661910
DB00332	26754498
DB00332	27521274
DB00332	27521275
DB00332	29542120
DB00332	30079609
DB00332	30512493
DB00332	6720057
DB00333	27521702
DB00333	36756096
DB00333	36756097
DB00333	591508
DB00333	979329
DB00334	26948264
DB00334	36759105
DB00334	902226
DB00335	26756652
DB00335	26948030
DB00335	27677625
DB00335	498172
DB00335	498174
DB00335	533825
DB00336	28295300
DB00336	511054
DB00337	30512621
DB00337	32176429
DB00337	33507727
DB00339	27678593
DB00339	31231537
DB00339	531199
DB00340	35875640
DB00340	36553047
DB00341	11021212
DB00341	26947762
DB00341	2728713
DB00341	31225140
DB00341	31225141
DB00341	31229761
DB00341	877325
DB00341	901608
DB00342	595223
DB00343	1935691
DB00343	29549677
DB00343	29935811
DB00343	30152312
DB00343	31588065
DB00343	36752906
DB00343	36755938
DB00343	503390
DB00344	593874
DB00345	32236739
DB00345	476859
DB00345	4927780
DB00345	534125
DB00345	884565
DB00346	28294048
DB00346	6719554
DB00346	901348
DB00347	594547
DB00348	10469657
DB00348	31589538
DB00349	36757467
DB00349	536528
DB00350	1934628
DB00350	27522492
DB00351	1987629
DB00351	26402086
DB00351	27521667
DB00351	30079613
DB00351	31226772
DB00351	32176558
DB00351	511339
DB00351	611664
DB00352	10169597
DB00352	1056735
DB00352	1989215
DB00352	36755355
DB00352	532358
DB00352	5753682
DB00353	25691064
DB00353	27522088
DB00353	36500539
DB00354	31225049
DB00355	17497503
DB00355	1985594
DB00356	27518102
DB00356	536115
DB00356	901630
DB00357	27514956
DB00357	28294113
DB00357	28294114
DB00357	519579
DB00357	519581
DB00357	533791
DB00357	534801
DB00358	1987625
DB00358	27521665
DB00358	29817248
DB00358	30152445
DB00358	30154471
DB00358	31550772
DB00358	32176294
DB00358	33507316
DB00358	591714
DB00359	26948366
DB00359	27523999
DB00359	474308
DB00360	23805342
DB00360	26987883
DB00360	27524153
DB00360	29547894
DB00360	30082054
DB00360	31228091
DB00360	31228691
DB00360	31240471
DB00360	32232719
DB00360	36500131
DB00360	594866
DB00361	26756835
DB00361	26985337
DB00361	30264971
DB00361	30513177
DB00361	32176673
DB00361	36500497
DB00361	36754948
DB00361	36754949
DB00362	36905381
DB00363	26948090
DB00363	536309
DB00364	17406790
DB00364	27515055
DB00364	32456444
DB00364	36754606
DB00364	36754607
DB00364	36754608
DB00364	479530
DB00364	483017
DB00364	6877885
DB00364	8323283
DB00365	2729394
DB00366	27519590
DB00366	537275
DB00366	901808
DB00367	1988203
DB00367	26710529
DB00367	27522982
DB00367	29781161
DB00367	32457008
DB00367	33507045
DB00367	36754276
DB00367	36754278
DB00367	36759057
DB00367	494705
DB00368	26750130
DB00368	2733692
DB00368	27515059
DB00368	29435900
DB00368	30497435
DB00368	31411131
DB00368	36759055
DB00368	505378
DB00368	529477
DB00368	530018
DB00368	530019
DB00368	530020
DB00368	645754
DB00369	2729368
DB00369	31430521
DB00370	27522498
DB00370	31413465
DB00370	4720413
DB00370	591516
DB00371	27521707
DB00371	591510
DB00372	36552950
DB00373	18591678
DB00373	1933616
DB00373	26749913
DB00373	26941875
DB00373	27315261
DB00373	27523268
DB00373	27524262
DB00373	27524263
DB00373	902584
DB00376	594549
DB00376	901461
DB00377	10550920
DB00377	2728182
DB00377	30154480
DB00377	31589857
DB00377	36756181
DB00377	36759176
DB00377	36759178
DB00378	10451627
DB00378	26416043
DB00378	31228827
DB00378	31228828
DB00379	1012300
DB00379	36758944
DB00379	36758946
DB00379	36758947
DB00379	511044
DB00380	30069809
DB00380	31507477
DB00380	737606
DB00381	27516198
DB00381	27516200
DB00381	901374
DB00382	1176983
DB00382	2749195
DB00382	30483128
DB00382	30484303
DB00382	30484304
DB00382	30484629
DB00382	534131
DB00382	719226
DB00382	8611235
DB00382	872890
DB00383	593076
DB00384	27524376
DB00384	594844
DB00385	31231955
DB00387	593498
DB00388	10169118
DB00388	28206630
DB00388	28294412
DB00388	29549754
DB00388	530725
DB00388	902300
DB00388	975530
DB00389	889429
DB00390	26399977
DB00390	26428453
DB00390	29257389
DB00390	30485268
DB00390	36752858
DB00390	4849372
DB00390	502132
DB00390	901760
DB00391	499287
DB00391	594468
DB00392	1986772
DB00392	567788
DB00393	31231173
DB00393	592477
DB00394	1985639
DB00394	26428755
DB00394	26711163
DB00394	29534884
DB00394	30152449
DB00394	31224814
DB00395	27517793
DB00395	536553
DB00396	26710941
DB00396	29549914
DB00396	32219453
DB00396	35876038
DB00396	36756208
DB00396	511682
DB00396	729780
DB00396	902357
DB00397	10193597
DB00397	10447781
DB00397	26415768
DB00397	27523374
DB00397	28295320
DB00397	29480823
DB00397	31231527
DB00397	4927355
DB00397	494483
DB00397	497249
DB00397	530021
DB00397	530789
DB00397	535871
DB00397	6862841
DB00397	983395
DB00398	10309990
DB00398	27523942
DB00398	902486
DB00399	27524755
DB00399	27524756
DB00399	27676223
DB00399	6719817
DB00399	902698
DB00400	1225709
DB00400	25718239
DB00400	36516945
DB00400	36753269
DB00400	511191
DB00400	6876977
DB00401	27522753
DB00401	902203
DB00402	2728749
DB00402	27519771
DB00402	27524763
DB00402	31411310
DB00402	596296
DB00403	25688655
DB00403	27677724
DB00404	27515799
DB00404	31591978
DB00404	524672
DB00405	18597773
DB00405	27677715
DB00405	30488025
DB00405	901744
DB00406	29539715
DB00406	31230500
DB00406	31259995
DB00406	487689
DB00408	31588946
DB00408	5753823
DB00409	1935018
DB00409	27678607
DB00409	29541948
DB00409	30157330
DB00409	36500560
DB00410	27678882
DB00410	30152214
DB00410	30512628
DB00410	31267427
DB00410	36095387
DB00410	36754082
DB00410	592210
DB00411	489054
DB00412	17120120
DB00412	17392753
DB00412	17497600
DB00412	19230711
DB00412	26948345
DB00412	902429
DB00413	2735882
DB00413	27523453
DB00413	30152256
DB00413	30376433
DB00413	31227805
DB00413	36730041
DB00413	36762427
DB00413	6843675
DB00414	533894
DB00415	1985489
DB00415	2751115
DB00415	27676288
DB00415	27677558
DB00415	29534673
DB00415	29913820
DB00415	30157218
DB00415	30157474
DB00415	30487994
DB00415	32175866
DB00415	35780733
DB00415	36552966
DB00415	36788210
DB00415	36788281
DB00415	36788761
DB00415	477636
DB00415	477641
DB00415	4811610
DB00415	747648
DB00416	36726843
DB00416	475248
DB00416	883725
DB00417	1424392
DB00417	32176039
DB00417	36552925
DB00417	36754373
DB00417	36788927
DB00417	511651
DB00418	26756332
DB00418	31231708
DB00418	3715573
DB00418	594192
DB00418	594205
DB00419	1935490
DB00419	27517532
DB00419	29254827
DB00419	29254829
DB00419	29547427
DB00419	29934483
DB00419	535438
DB00419	8320126
DB00419	8722534
DB00420	31593236
DB00420	511694
DB00421	1214178
DB00421	26400062
DB00421	29702936
DB00421	29917806
DB00421	31590111
DB00421	31708705
DB00421	36754579
DB00421	594297
DB00422	24848
DB00422	31227085
DB00422	31228631
DB00422	31231031
DB00422	31231034
DB00422	36500503
DB00422	36755208
DB00422	36756122
DB00422	36758905
DB00422	591764
DB00423	27521704
DB00423	538828
DB00425	22694531
DB00425	26948415
DB00425	30512514
DB00425	596284
DB00426	26948131
DB00426	901871
DB00427	26749719
DB00427	27678733
DB00427	30379844
DB00428	1989064
DB00428	29547884
DB00428	32234138
DB00428	36788947
DB00428	531611
DB00429	31225094
DB00429	32453022
DB00429	475930
DB00430	26951180
DB00430	36554064
DB00431	490442
DB00432	1971040
DB00432	31431010
DB00432	594732
DB00433	26751561
DB00433	31231384
DB00433	31231385
DB00433	5851066
DB00433	730269
DB00434	30424136
DB00434	536272
DB00434	901711
DB00435	17497970
DB00435	29491149
DB00436	36757004
DB00436	535245
DB00437	1971755
DB00437	27515771
DB00437	27677536
DB00437	32278112
DB00437	32278113
DB00437	534646
DB00437	832881
DB00438	1986065
DB00438	29535496
DB00438	30152404
DB00438	30513110
DB00438	36553044
DB00438	36757330
DB00438	5753355
DB00439	26944548
DB00439	30513181
DB00439	36772531
DB00440	2726407
DB00440	27524525
DB00440	27524526
DB00440	27524527
DB00440	511466
DB00441	2728753
DB00441	29547503
DB00442	10412516
DB00442	29934863
DB00442	30487938
DB00442	32176330
DB00442	32176542
DB00442	32278158
DB00442	36755949
DB00442	36756524
DB00442	36762440
DB00443	1103399
DB00443	1935087
DB00443	29541178
DB00443	30067429
DB00443	30154488
DB00443	31224942
DB00443	31224943
DB00443	31225507
DB00443	31410432
DB00443	31411022
DB00443	32232692
DB00443	32234109
DB00443	36749049
DB00443	497104
DB00443	535310
DB00443	5851228
DB00443	611856
DB00443	731052
DB00444	29781184
DB00444	31228687
DB00444	36755266
DB00445	30152080
DB00445	32218229
DB00445	36366728
DB00445	36752988
DB00445	36788175
DB00445	737187
DB00446	27517900
DB00446	27677786
DB00446	29538748
DB00446	36516944
DB00446	490388
DB00446	629403
DB00446	729366
DB00447	36552993
DB00448	27521477
DB00448	902018
DB00449	36553064
DB00450	536929
DB00451	18595377
DB00451	26941636
DB00451	27524243
DB00451	30512654
DB00451	4928541
DB00451	532436
DB00451	532437
DB00451	6320330
DB00451	673022
DB00451	711741
DB00451	983953
DB00452	27678398
DB00452	30424391
DB00452	31227330
DB00452	31660752
DB00452	35779603
DB00452	36553003
DB00452	36772169
DB00452	36788244
DB00452	36788919
DB00452	3716114
DB00452	738917
DB00454	36758727
DB00454	591795
DB00454	979212
DB00455	27521564
DB00455	591473
DB00456	1222773
DB00456	1986005
DB00456	2749642
DB00456	29541529
DB00456	3715792
DB00456	489259
DB00457	29935213
DB00457	531061
DB00457	670703
DB00458	27521192
DB00458	27521193
DB00458	539492
DB00459	1935682
DB00459	27515715
DB00459	27515717
DB00459	27515719
DB00459	27515720
DB00460	32278140
DB00460	36552957
DB00461	27522605
DB00461	592792
DB00462	26749712
DB00462	27521742
DB00462	28206730
DB00462	28206732
DB00462	29534870
DB00462	33673925
DB00462	475010
DB00462	485164
DB00462	882180
DB00464	504606
DB00464	519280
DB00465	10557300
DB00465	10557302
DB00465	2727438
DB00465	28294348
DB00465	539796
DB00465	902006
DB00466	1938979
DB00466	26434946
DB00466	26750924
DB00466	30157258
DB00466	32232799
DB00466	36500338
DB00466	36553074
DB00466	4368772
DB00466	530969
DB00466	711579
DB00466	7426406
DB00467	36758069
DB00467	538022
DB00468	25716951
DB00468	25722779
DB00468	26425000
DB00468	29541147
DB00468	29549573
DB00468	29549620
DB00468	29700067
DB00468	30151887
DB00468	30157344
DB00468	30781683
DB00468	31240617
DB00468	31266425
DB00468	31266428
DB00468	36366661
DB00468	36500134
DB00468	36754488
DB00468	36754489
DB00468	36754496
DB00468	36788975
DB00468	37036677
DB00468	482127
DB00468	489570
DB00468	5846657
DB00468	6843708
DB00468	712007
DB00468	8293782
DB00468	8293966
DB00468	883975
DB00468	929944
DB00469	36759430
DB00469	594605
