drugbank_id	chemicalbook_id
DB00807	CB2242028
DB00808	CB2420420
DB00809	CB31018919
DB00809	CB9337073
DB00810	CB2726050
DB00810	CB7501632
DB00811	CB0689324
DB00811	CB82511399
DB00812	CB0370134
DB00814	CB2191355
DB00815	CB0723767
DB00815	CB2147453
DB00816	CB1855195
DB00816	CB7226328
DB00818	CB4101882
DB00819	CB0430959
DB00819	CB1436837
DB00819	CB82665568
DB00820	CB2236841
DB00820	CB32104260
DB00820	CB42544997
DB00820	CB62544991
DB00820	CB72545061
DB00821	CB0663159
DB00822	CB0476519
DB00823	CB6749404
DB00825	CB0125626
DB00825	CB1116410
DB00825	CB2268662
DB00825	CB4116411
DB00825	CB7116412
DB00825	CB7390694
DB00825	CB7498497
DB00826	CB4419954
DB00827	CB3200706
DB00828	CB0446606
DB00828	CB4855545
DB00828	CB5761937
DB00828	CB7446605
DB00828	CB91478016
DB00828	CB9365184
DB00829	CB72715631
DB00831	CB1274387
DB00831	CB9444115
DB00832	CB3480203
DB00833	CB1207655
DB00833	CB9390436
DB00834	CB6351940
DB00835	CB1371365
DB00835	CB2736194
DB00836	CB7402928
DB00836	CB8758181
DB00839	CB9355686
DB00841	CB8274063
DB00843	CB0156314
DB00843	CB23334700
DB00843	CB3222766
DB00843	CB6222767
DB00843	CB62741796
DB00843	CB73050236
DB00845	CB6273466
DB00847	CB2223766
DB00848	CB0224941
DB00848	CB3335709
DB00848	CB7853188
DB00848	CB9285459
DB00850	CB6687009
DB00851	CB7710656
DB00852	CB8107741
DB00853	CB2708199
DB00854	CB7383142
DB00855	CB0496757
DB00855	CB5265495
DB00856	CB0166786
DB00857	CB12511592
DB00857	CB6201128
DB00857	CB9767492
DB00859	CB0730840
DB00859	CB2488772
DB00859	CB5742367
DB00859	CB6302922
DB00859	CB8893576
DB00860	CB22695853
DB00860	CB4109000
DB00860	CB7109001
DB00861	CB9674965
DB00862	CB01230855
DB00862	CB2321327
DB00862	CB6672278
DB00862	CB9712210
DB00863	CB5480252
DB00863	CB6685535
DB00863	CB8947255
DB00864	CB12695593
DB00864	CB4772400
DB00864	CB9772399
DB00866	CB1284148
DB00866	CB7874989
DB00867	CB6297723
DB00868	CB0141109
DB00869	CB4174657
DB00869	CB91270052
DB00871	CB4164487
DB00872	CB02642590
DB00872	CB51011161
DB00872	CB81246922
DB00874	CB1743199
DB00875	CB1446683
DB00875	CB6972417
DB00876	CB0135346
DB00876	CB4842192
DB00877	CB52647479
DB00878	CB2771984
DB00878	CB4732251
DB00879	CB12709412
DB00879	CB5266199
DB00879	CB62492155
DB00879	CB62558013
DB00880	CB6756754
DB00881	CB1100985
DB00881	CB53118947
DB00881	CB8100984
DB00882	CB02079569
DB00882	CB0488051
DB00882	CB5889468
DB00882	CB92544149
DB00882	CB9875319
DB00883	CB2226929
DB00884	CB1118762
DB00884	CB1414620
DB00887	CB9382992
DB00888	CB6267542
DB00889	CB11873167
DB00889	CB2728852
DB00889	CB92682333
DB00889	CB9728851
DB00891	CB8423160
DB00892	CB01328983
DB00892	CB1476374
DB00894	CB4371689
DB00895	CB2428693
DB00895	CB4492106
DB00895	CB6252771
DB00896	CB0500540
DB00898	CB0130947
DB00900	CB0680765
DB00902	CB6501372
DB00903	CB8215310
DB00904	CB31270045
DB00904	CB4696814
DB00904	CB6340203
DB00904	CB9340204
DB00905	CB0171421
DB00905	CB32542855
DB00905	CB52542899
DB00906	CB5162581
DB00907	CB7938797
DB00908	CB9208047
DB00908	CB9720330
DB00909	CB0252441
DB00910	CB0500520
DB00911	CB2674744
DB00912	CB22129527
DB00912	CB4140539
DB00914	CB2280910
DB00914	CB6700560
DB00915	CB3259991
DB00916	CB5248430
DB00917	CB8461799
DB00918	CB2417037
DB00918	CB7716603
DB00919	CB1177273
DB00919	CB3690961
DB00920	CB5463479
DB00920	CB9249738
DB00922	CB7310539
DB00923	CB2501637
DB00924	CB1116384
DB00924	CB6238272
DB00925	CB8172020
DB00926	CB6214647
DB00927	CB5706585
DB00928	CB4383338
DB00929	CB7713293
DB00931	CB0105251
DB00931	CB2355197
DB00932	CB9501005
DB00933	CB0157447
DB00934	CB6297617
DB00935	CB0371500
DB00935	CB7157390
DB00936	CB0278151
DB00936	CB1680010
DB00938	CB12621448
DB00938	CB2751968
DB00938	CB32545735
DB00938	CB42622471
DB00938	CB52623293
DB00938	CB6438038
DB00938	CB83050596
DB00938	CB9186866
DB00939	CB7102365
DB00939	CB7875562
DB00943	CB2369466
DB00944	CB6501408
DB00945	CB5114818
DB00946	CB1295890
DB00946	CB22149770
DB00946	CB72339730
DB00947	CB0698542
DB00947	CB72552018
DB00948	CB4353793
DB00948	CB9268151
DB00949	CB6689427
DB00950	CB0256621
DB00950	CB5473513
DB00951	CB5102053
DB00952	CB4500391
DB00953	CB3245026
DB00953	CB4100441
DB00954	CB1337350
DB00955	CB7121612
DB00956	CB72492475
DB00957	CB2110884
DB00958	CB1191893
DB00958	CB2315559
DB00958	CB6702418
DB00958	CB9854275
DB00959	CB3274376
DB00959	CB5636424
DB00960	CB3105373
DB00961	CB6302306
DB00961	CB8460318
DB00961	CB9907386
DB00963	CB1121670
DB00963	CB8117032
DB00963	CB82130312
DB00966	CB4266172
DB00966	CB42681856
DB00967	CB3462564
DB00968	CB4277127
DB00968	CB7135325
DB00968	CB9723063
DB00969	CB3107074
DB00970	CB8853701
DB00971	CB9422690
DB00972	CB01269721
DB00972	CB6256007
DB00972	CB71269720
DB00972	CB9256008
DB00974	CB9853940
DB00975	CB6731869
DB00977	CB01238785
DB00977	CB1350377
DB00977	CB7450929
DB00978	CB2723615
DB00978	CB3649242
DB00978	CB5723616
DB00979	CB6287038
DB00980	CB0496858
DB00980	CB61518450
DB00980	CB92628160
DB00981	CB2146890
DB00981	CB8770121
DB00982	CB11175476
DB00982	CB2386395
DB00982	CB3222630
DB00982	CB52511459
DB00982	CB6222631
DB00982	CB71365387
DB00983	CB02130563
DB00983	CB63359451
DB00983	CB7722411
DB00983	CB91459486
DB00984	CB3680120
DB00985	CB1401343
DB00985	CB4308768
DB00985	CB6196202
DB00986	CB21270477
DB00986	CB61270475
DB00986	CB61270480
DB00986	CB7299542
DB00986	CB91270476
DB00987	CB4699163
DB00987	CB6305084
DB00987	CB7854079
DB00987	CB81393026
DB00988	CB72130502
DB00989	CB8328151
DB00989	CB92656938
DB00989	CB9500851
DB00990	CB5760314
DB00991	CB1272505
DB00992	CB4373830
DB00993	CB2170327
DB00995	CB2109516
DB00995	CB2753331
DB00995	CB5363410
DB00996	CB03374713
DB00996	CB3263316
DB00997	CB8113751
DB00998	CB01247842
DB00998	CB21019939
DB00999	CB1463820
DB00999	CB31564779
DB00999	CB5383966
DB01001	CB0275903
DB01001	CB3129524
DB01001	CB52675641
DB01002	CB1328400
DB01002	CB1386202
DB01002	CB3408801
DB01002	CB3920826
DB01002	CB4413068
DB01002	CB52130881
DB01002	CB8897837
DB01003	CB3413920
DB01003	CB8855235
DB01004	CB6203364
DB01004	CB8443489
DB01005	CB8249322
DB01006	CB9286355
DB01007	CB8416704
DB01008	CB2105891
DB01008	CB72673681
DB01009	CB3299418
DB01009	CB71260808
DB01009	CB8356545
DB01010	CB1170926
DB01011	CB8329426
DB01012	CB02671037
DB01012	CB5506688
DB01012	CB71176208
DB01012	CB72487028
DB01013	CB6274337
DB01013	CB82695022
DB01014	CB3367030
DB01014	CB9148828
DB01015	CB01105579
DB01015	CB6473303
DB01018	CB0767424
DB01018	CB72509249
DB01019	CB8156880
DB01020	CB3256697
DB01021	CB5407444
DB01022	CB3482555
DB01022	CB72511367
DB01023	CB4300661
DB01023	CB6411200
DB01024	CB4507365
DB01024	CB8311003
DB01025	CB6294838
DB01026	CB32545694
DB01026	CB9146879
DB01028	CB6314297
DB01029	CB1495494
DB01029	CB4454663
DB01030	CB1339804
DB01030	CB3361775
DB01033	CB1425059
DB01033	CB42610065
DB01035	CB5932746
DB01035	CB7139464
DB01037	CB5137451
DB01038	CB4899176
DB01041	CB0311476
DB01041	CB5762707
DB01041	CB9251689
DB01042	CB2492687
DB01042	CB9105234
DB01043	CB7436657
DB01043	CB9232635
DB01044	CB2726045
DB01044	CB8227559
DB01044	CB8522263
DB01045	CB7474473
DB01046	CB32129504
DB01046	CB4855611
DB01047	CB4240194
DB01050	CB0699655
DB01050	CB3393273
DB01050	CB3699656
DB01050	CB4290492
DB01050	CB4336930
DB01050	CB92675917
DB01051	CB9493214
DB01053	CB0400046
DB01053	CB0731029
DB01053	CB1211939
DB01053	CB4855484
DB01053	CB9211940
DB01054	CB2395104
DB01056	CB8210193
DB01058	CB8178956
DB01059	CB01073254
DB01059	CB1711035
DB01059	CB2308618
DB01059	CB91477620
DB01060	CB21373664
DB01060	CB3462115
DB01060	CB3690305
DB01060	CB61270066
DB01060	CB6690306
DB01060	CB73358961
DB01060	CB83370034
DB01060	CB93370031
DB01061	CB2128131
DB01062	CB0178112
DB01062	CB2767266
DB01062	CB42675235
DB01062	CB4587899
DB01062	CB8335577
DB01064	CB1280706
DB01064	CB3340499
DB01064	CB5276844
DB01064	CB7203295
DB01064	CB9420575
DB01067	CB9185001
DB01069	CB31178981
DB01069	CB9744071
DB01070	CB2469405
DB01071	CB5487473
DB01072	CB0500863
DB01072	CB3547456
DB01072	CB52646225
DB01072	CB82653884
DB01073	CB6306915
DB01073	CB8188247
DB01074	CB1464993
DB01075	CB6196202
DB01076	CB4239912
DB01076	CB71176778
DB01076	CB81269853
DB01077	CB4719658
DB01078	CB6683081
DB01079	CB0225423
DB01080	CB1285620
DB01080	CB22624345
DB01080	CB8258555
DB01081	CB3301641
DB01082	CB3462887
DB01082	CB4290144
DB01083	CB2431985
DB01083	CB42622138
DB01084	CB6714475
DB01084	CB8728076
DB01085	CB1236112
DB01085	CB1756779
DB01085	CB4237796
DB01086	CB1217951
DB01086	CB1270455
DB01086	CB9339022
DB01087	CB0875785
DB01087	CB1116162
DB01088	CB0775438
DB01089	CB0834483
DB01091	CB1742475
DB01091	CB8256177
DB01092	CB6753829
DB01093	CB7854105
DB01093	CB8372604
DB01094	CB4304735
DB01097	CB1367708
DB01099	CB6744939
DB01100	CB7290660
DB01101	CB1324457
DB01101	CB21503999
DB01103	CB4138653
DB01104	CB12630479
DB01104	CB5157644
DB01104	CB52652538
DB01104	CB61020609
DB01104	CB62129989
DB01104	CB62131168
DB01104	CB8157645
DB01104	CB8844442
DB01104	CB91873390
DB01105	CB3783665
DB01105	CB5708493
DB01108	CB4768762
DB01110	CB0705402
DB01110	CB6493824
DB01111	CB1371673
DB01112	CB03370210
DB01112	CB1367915
DB01112	CB33154932
DB01112	CB33155005
DB01112	CB52708958
DB01112	CB7707485
DB01113	CB7689772
DB01114	CB2453329
DB01114	CB8392741
DB01114	CB9142008
DB01117	CB4383893
DB01118	CB5310616
DB01118	CB7131332
DB01119	CB8426893
DB01120	CB5113462
DB01120	CB71176349
DB01123	CB2225391
DB01123	CB4169684
DB01123	CB5303104
DB01124	CB4709039
DB01126	CB02652467
DB01126	CB23380176
DB01126	CB3254628
DB01127	CB3173103
DB01127	CB6173104
DB01127	CB9447792
DB01128	CB6174499
DB01128	CB7457827
DB01128	CB9506671
DB01129	CB3680731
DB01130	CB5342987
DB01131	CB7455742
DB01132	CB0411844
DB01132	CB71177472
DB01132	CB9257580
DB01133	CB9288177
DB01135	CB3366932
DB01136	CB2190419
DB01136	CB7491751
DB01136	CB8351959
DB01136	CB91870399
DB01137	CB4122906
DB01137	CB7103599
DB01137	CB72567531
DB01137	CB91229883
DB01138	CB2122351
DB01139	CB2189257
DB01139	CB7501399
DB01140	CB1203657
DB01140	CB41270103
DB01140	CB4203658
DB01141	CB01120439
DB01141	CB71471028
DB01142	CB0334620
DB01142	CB4875268
DB01142	CB5113073
DB01142	CB62385417
DB01143	CB1316377
DB01143	CB4316378
DB01144	CB8129776
DB01146	CB9356441
DB01147	CB1400386
DB01147	CB5705412
DB01147	CB7163623
DB01147	CB8705413
DB01148	CB2341499
DB01148	CB4243322
DB01149	CB5144862
DB01149	CB8144863
DB01150	CB02673763
DB01150	CB2739650
DB01150	CB4739649
DB01150	CB82673754
DB01151	CB4723947
DB01153	CB1998869
DB01153	CB6701774
DB01154	CB5898929
DB01156	CB51269665
DB01156	CB62571146
DB01156	CB7202445
DB01156	CB8140067
DB01158	CB31178143
DB01158	CB5239348
DB01159	CB8488628
DB01160	CB3161368
DB01160	CB8336488
DB01160	CB9394313
DB01162	CB22630517
DB01162	CB2285511
DB01162	CB5285512
DB01162	CB73360180
DB01162	CB9285510
DB01163	CB7203891
DB01164	CB0152361
DB01164	CB3465202
DB01164	CB6403296
DB01164	CB9403297
DB01165	CB4122906
DB01165	CB7103599
DB01165	CB72567531
DB01165	CB91229883
DB01166	CB2362876
DB01167	CB4716071
DB01168	CB4185420
DB01168	CB6678902
DB01170	CB3200665
DB01171	CB0281564
DB01172	CB0131414
DB01172	CB2402286
DB01172	CB2722315
DB01172	CB5722316
DB01172	CB9722314
DB01173	CB51478083
DB01173	CB6782740
DB01174	CB4722788
DB01175	CB01175378
DB01175	CB2712918
DB01175	CB2736240
DB01175	CB5244937
DB01175	CB5712919
DB01177	CB3727751
DB01177	CB5283235
DB01178	CB8355331
DB01179	CB1147810
DB01179	CB3147809
DB01179	CB4451718
DB01179	CB8708520
DB01181	CB7489350
DB01182	CB1311105
DB01182	CB2183169
DB01182	CB2854418
DB01183	CB1409273
DB01183	CB5728727
DB01183	CB7409260
DB01184	CB8699080
DB01184	CB9247961
DB01185	CB9258118
DB01186	CB9455089
DB01188	CB7673863
DB01190	CB2398837
DB01190	CB32177646
DB01190	CB4399999
DB01190	CB5398838
DB01191	CB0314194
DB01193	CB3353130
DB01193	CB5393651
DB01194	CB3458912
DB01194	CB41090934
DB01194	CB41269941
DB01195	CB0663265
DB01195	CB9295801
DB01196	CB9127416
DB01197	CB6206769
DB01197	CB62160928
DB01198	CB1401303
DB01198	CB1468825
DB01199	CB6296605
DB01200	CB4335584
DB01200	CB6136426
DB01202	CB4495950
DB01202	CB8239394
DB01203	CB2494641
DB01204	CB1246423
DB01205	CB9208108
DB01206	CB5123021
DB01208	CB4407290
DB01208	CB7407291
DB01211	CB2225614
DB01212	CB3350760
DB01212	CB82542911
DB01212	CB9114533
DB01213	CB8233079
DB01216	CB9433852
DB01217	CB3121715
DB01219	CB2128232
DB01219	CB5128233
DB01220	CB5244184
DB01221	CB12463567
DB01221	CB32728970
DB01222	CB0313122
DB01222	CB1929885
DB01222	CB62129545
DB01223	CB2127811
DB01223	CB42741934
DB01223	CB4285388
DB01223	CB6700883
DB01223	CB8145350
DB01223	CB91209498
DB01224	CB6270450
DB01224	CB82709002
DB01224	CB9270451
DB01227	CB01103621
DB01229	CB11468941
DB01229	CB3273425
DB01231	CB6777267
DB01231	CB8474607
DB01232	CB2161048
DB01232	CB5161049
DB01233	CB1262047
DB01233	CB4236007
DB01233	CB4506227
DB01234	CB4261243
DB01234	CB7392335
DB01235	CB0470294
DB01235	CB1327115
DB01235	CB2402938
DB01236	CB1440979
DB01237	CB9501636
DB01237	CB9874781
DB01238	CB42487193
DB01238	CB8210870
DB01239	CB3325953
DB01239	CB6361448
DB01240	CB2969864
DB01241	CB9154247
DB01242	CB2173106
DB01242	CB5173107
DB01243	CB8304708
DB01244	CB6431716
DB01245	CB8132356
DB01246	CB0146078
DB01246	CB53034269
DB01246	CB9407912
DB01247	CB3500536
DB01248	CB3511420
DB01248	CB41011210
DB01249	CB6465056
DB01250	CB2211118
DB01250	CB7197367
DB01251	CB1183076
DB01252	CB2336628
DB01252	CB82130958
DB01252	CB8854809
DB01253	CB4176585
DB01254	CB4506696
DB01254	CB4844484
DB01255	CB12498819
DB01255	CB81008991
DB01256	CB32455623
DB01259	CB11176387
DB01259	CB2966227
DB01259	CB8855402
DB01260	CB2783466
DB01261	CB01449778
DB01261	CB11011754
DB01261	CB51564874
DB01261	CB71179744
DB01261	CB93154954
DB01262	CB42696218
DB01262	CB6284800
DB01263	CB52716058
DB01263	CB9946972
DB01264	CB32496602
DB01264	CB51176244
DB01265	CB4321891
DB01265	CB6134417
DB01267	CB9222359
DB01268	CB22131216
DB01268	CB2511317
DB01268	CB9728174
DB01273	CB61011764
DB01273	CB91011765
DB01274	CB02130563
DB01274	CB63359451
DB01274	CB7722411
DB01274	CB91459486
DB01275	CB5113442
DB01280	CB01011878
DB01280	CB8290854
DB01282	CB9175745
DB01283	CB21006324
DB01288	CB6215967
DB01294	CB0278151
DB01294	CB1680010
DB01294	CB3736883
DB01294	CB4285823
DB01294	CB7334306
DB01295	CB0875462
DB01295	CB2118022
DB01299	CB8171942
DB01303	CB1139255
DB01303	CB1441097
DB01303	CB91178266
DB01319	CB41178812
DB01319	CB5496914
DB01322	CB11074733
DB01326	CB2398185
DB01326	CB3744569
DB01327	CB3396249
DB01327	CB7403213
DB01328	CB6743497
DB01329	CB02621209
DB01329	CB4752040
DB01329	CB5448988
DB01330	CB1152489
DB01330	CB82130367
DB01331	CB6495398
DB01331	CB9490581
DB01332	CB1717299
DB01332	CB7452781
DB01333	CB2341505
DB01333	CB91106014
DB01337	CB7167065
DB01338	CB1854855
DB01339	CB3382859
DB01340	CB9307140
DB01346	CB4722788
DB01346	CB9208047
DB01346	CB9720330
DB01349	CB2761688
DB01351	CB7247578
DB01357	CB7426942
DB01362	CB2262877
DB01364	CB8107741
DB01366	CB4120391
DB01366	CB5393095
DB01366	CB6138107
DB01367	CB2459598
DB01375	CB3736883
DB01375	CB4853859
DB01375	CB6738080
DB01375	CB7334306
DB01375	CB8312893
DB01377	CB72728963
DB01390	CB01236004
DB01390	CB6759225
DB01392	CB0387136
DB01392	CB12141191
DB01392	CB1684795
DB01392	CB4129677
DB01392	CB4768636
DB01392	CB4874933
DB01393	CB1188501
DB01394	CB6391144
DB01395	CB8695608
DB01396	CB5194029
DB01397	CB0278151
DB01397	CB1680010
DB01397	CB2360706
DB01399	CB1240724
DB01400	CB3677212
DB01400	CB7853724
DB01401	CB0278151
DB01401	CB1139255
DB01401	CB1680010
DB01401	CB91178266
DB01403	CB0888820
DB01403	CB5488571
DB01406	CB9463336
DB01407	CB2488419
DB01407	CB4223386
DB01408	CB1295209
DB01409	CB4244930
DB01409	CB7855399
DB01410	CB3717420
DB01411	CB22130178
DB01411	CB3271355
DB01412	CB7753381
DB01413	CB1737417
DB01413	CB3739703
DB01413	CB82695628
DB01413	CB8691453
DB01415	CB6496825
DB01415	CB7299436
DB01416	CB9511604
DB01418	CB9114003
DB01420	CB0158888
DB01421	CB2278832
DB01421	CB6911922
DB01422	CB9711910
DB01423	CB1385902
DB01424	CB1476086
DB01425	CB2162373
DB01425	CB3855179
DB01426	CB6235145
DB01427	CB3774164
DB01428	CB9276251
DB01430	CB0780683
DB01430	CB6667472
DB01431	CB7739529
DB01433	CB01103621
DB01434	CB5260788
DB01435	CB8200943
DB01436	CB3438103
DB01436	CB92544518
DB01438	CB7770306
DB01440	CB0364528
DB01440	CB7491645
DB01446	CB01091296
DB01446	CB12744747
DB01447	CB6694061
DB01472	CB0947198
DB01472	CB12745113
DB01472	CB42652081
DB01472	CB81234394
DB01472	CB82078568
DB01477	CB4405362
DB01477	CB6502511
DB01477	CB6852573
DB01481	CB1280418
DB01483	CB5460423
DB01484	CB3246311
DB01487	CB2934956
DB01493	CB6236546
DB01494	CB0198709
DB01494	CB0760102
DB01494	CB91304225
DB01495	CB0198709
DB01495	CB8200943
DB01495	CB91304225
DB01501	CB3902293
DB01511	CB4741060
DB01514	CB7375385
DB01515	CB1217496
DB01522	CB01103621
DB01524	CB4742825
DB01526	CB5266669
DB01536	CB8365581
DB01541	CB3364958
DB01548	CB1287705
DB01554	CB4442136
DB01555	CB01103621
DB01561	CB6169431
DB01563	CB0198709
DB01563	CB91304225
DB01572	CB7213511
DB01574	CB3736883
DB01574	CB7334306
DB01575	CB3736883
DB01575	CB7334306
DB01577	CB9920277
DB01579	CB3757053
DB01580	CB3875564
DB01581	CB0693512
DB01582	CB8116727
DB01583	CB2123792
DB01583	CB2276186
DB01583	CB3195390
DB01583	CB4106276
DB01583	CB5352359
DB01583	CB5641174
DB01583	CB5853720
DB01583	CB8202790
DB01583	CB8221269
DB01583	CB9123791
DB01586	CB01236039
DB01586	CB1285736
DB01586	CB4285737
DB01590	CB9502411
DB01591	CB32450219
DB01591	CB32623143
DB01591	CB3500859
DB01591	CB81179756
DB01592	CB8280013
DB01593	CB0700715
DB01597	CB2781013
DB01597	CB31261281
DB01597	CB8260633
DB01598	CB1435870
DB01598	CB31261281
DB01598	CB5695768
DB01598	CB8695769
DB01599	CB5244083
DB01600	CB4875253
DB01601	CB3663640
DB01601	CB93939773
DB01602	CB1343108
DB01602	CB3762112
DB01604	CB9362547
DB01605	CB0919214
DB01606	CB3181854
DB01606	CB7473784
DB01607	CB0147338
DB01607	CB3147339
DB01607	CB7147337
DB01608	CB3162774
DB01610	CB0380410
DB01610	CB0855239
DB01611	CB4423632
DB01612	CB2160081
DB01614	CB5247367
DB01616	CB3303160
DB01618	CB1497074
DB01620	CB3192278
DB01620	CB9727768
DB01624	CB1875393
DB01625	CB3123931
DB01626	CB0436582
DB01627	CB3492619
DB01627	CB5141836
DB01627	CB8141837
DB01628	CB0223494
DB01629	CB6346346
DB01629	CB9346347
DB01631	CB7359226
DB01632	CB6348416
DB01638	CB01260814
DB01638	CB1450189
DB01638	CB4683502
DB01638	CB4720971
DB01638	CB5174210
DB01638	CB5309494
DB01638	CB7183649
DB01638	CB7720972
DB01642	CB1243583
DB01642	CB1723355
DB01642	CB5277836
DB01642	CB5347573
DB01642	CB6470276
DB01642	CB7842007
DB01642	CB8506371
DB01642	CB9256745
DB01643	CB9299586
DB01645	CB6163787
DB01646	CB1177541
DB01646	CB3394487
DB01646	CB8421131
DB01650	CB1140462
DB01655	CB1119835
DB01656	CB7412688
DB01667	CB5752825
DB01669	CB3294594
DB01670	CB9148631
DB01671	CB2470894
DB01671	CB3736883
DB01671	CB7334306
DB01671	CB9350409
DB01672	CB3481462
DB01676	CB0487625
DB01677	CB2852803
DB01677	CB5852804
DB01681	CB4274984
DB01683	CB4161466
DB01685	CB32627893
DB01686	CB1706734
DB01686	CB21351907
DB01687	CB0216821
DB01687	CB3216822
DB01687	CB3787870
DB01687	CB5748602
DB01687	CB7177831
DB01687	CB73049731
DB01687	CB8710411
DB01687	CB9684115
DB01687	CB9965724
DB01688	CB5453502
DB01692	CB2224662
DB01692	CB3342918
DB01692	CB5481183
DB01692	CB6342919
DB01694	CB1257009
DB01694	CB3693922
DB01694	CB5212873
DB01694	CB6663151
DB01694	CB8212874
DB01697	CB0379122
DB01697	CB4178675
DB01697	CB5386220
DB01697	CB8101749
DB01697	CB8504140
DB01701	CB0472531
DB01702	CB7358779
DB01703	CB8280013
DB01704	CB6435037
DB01707	CB6482253
DB01708	CB11091536
DB01708	CB1475670
DB01709	CB0497754
DB01711	CB4165262
DB01713	CB41253153
DB01714	CB2339654
DB01724	CB0454665
DB01724	CB3454666
DB01724	CB4398442
DB01726	CB8309112
DB01727	CB4126449
DB01728	CB7742028
DB01729	CB5374995
DB01735	CB0150918
DB01735	CB11261106
DB01735	CB4701659
DB01735	CB6133203
DB01738	CB2478380
DB01739	CB0473220
DB01739	CB1452310
DB01739	CB2678131
DB01739	CB5755462
DB01739	CB6327716
DB01744	CB0233316
DB01744	CB3141094
DB01744	CB4159843
DB01744	CB7159844
DB01746	CB4365169
DB01746	CB6677228
DB01746	CB8742186
DB01749	CB9232185
DB01750	CB4333737
DB01750	CB4679844
DB01750	CB9276130
DB01751	CB6124010
DB01752	CB4451354
DB01758	CB5721061
DB01758	CB91456728
DB01759	CB7272507
DB01760	CB9264421
DB01762	CB71015921
DB01766	CB32470972
DB01766	CB5853881
DB01766	CB9192593
DB01766	CB9199835
DB01766	CB9200788
DB01768	CB5375725
DB01775	CB6306814
DB01776	CB7852747
DB01779	CB1464120
DB01779	CB2269816
DB01779	CB5502680
DB01782	CB6354608
DB01783	CB7716522
DB01784	CB2199609
DB01786	CB4350297
DB01786	CB7671470
DB01786	CB7783360
DB01786	CB9143191
DB01795	CB0121981
DB01795	CB5323625
DB01796	CB4316161
DB01796	CB7316162
DB01803	CB8150035
DB01804	CB11513041
DB01804	CB7332423
DB01804	CB9378072
DB01809	CB8472133
DB01811	CB9179990
DB01812	CB51235668
DB01812	CB6279453
DB01816	CB9387977
DB01819	CB2279617
DB01819	CB9186417
DB01822	CB3286555
DB01828	CB4387750
DB01833	CB0746906
DB01837	CB7349405
DB01837	CB7720008
DB01839	CB8249625
DB01839	CB8485612
DB01839	CB9145670
DB01844	CB2854115
DB01849	CB2117111
DB01851	CB8740854
DB01852	CB5223176
DB01854	CB6136284
DB01856	CB3329360
DB01861	CB0400147
DB01861	CB3497331
DB01862	CB2121723
DB01864	CB8330390
DB01866	CB8949608
DB01874	CB2470768
DB01875	CB6171605
DB01878	CB5744679
DB01880	CB6281061
DB01885	CB3355109
DB01889	CB2381613
DB01889	CB9233016
DB01892	CB0273398
DB01896	CB0357728
DB01896	CB1156573
DB01896	CB1357730
DB01896	CB5853311
DB01898	CB2112161
DB01901	CB2666189
DB01901	CB3507429
DB01901	CB6360931
DB01909	CB0163457
DB01909	CB2362179
DB01912	CB0152361
DB01912	CB1407532
DB01912	CB6403296
DB01912	CB9403297
DB01914	CB1298174
DB01914	CB1327034
DB01914	CB1792627
DB01914	CB3399316
DB01914	CB9262715
DB01914	CB9717866
DB01917	CB8210315
DB01919	CB9210837
DB01920	CB1325636
DB01920	CB1366392
DB01924	CB4764830
DB01927	CB5433632
DB01931	CB1169401
DB01932	CB5146220
DB01936	CB1418895
DB01936	CB61067963
DB01936	CB6501635
DB01936	CB8256607
DB01942	CB4854063
DB01944	CB92129465
DB01950	CB9497883
DB01954	CB2703866
DB01955	CB4452184
DB01955	CB71074836
DB01956	CB2742654
DB01956	CB42129798
DB01957	CB7740938
DB01961	CB0383198
DB01962	CB4113874
DB01963	CB5258024
DB01966	CB9142109
DB01971	CB62225096
DB01971	CB8750635
DB01972	CB6262204
DB01972	CB6271952
DB01979	CB1243583
DB01979	CB1723355
DB01979	CB5277836
DB01979	CB5347573
DB01979	CB6470276
DB01979	CB7842007
DB01979	CB8506371
DB01979	CB9256745
DB01982	CB0425496
DB01982	CB9351325
DB01985	CB4290265
DB01985	CB6693877
DB01986	CB4781118
DB01987	CB6326133
DB01990	CB6782760
DB01992	CB8854470
DB01996	CB5355956
DB01996	CB7373028
DB01997	CB8179115
DB02007	CB3680766
DB02007	CB3681824
DB02010	CB2486697
DB02013	CB3736883
DB02013	CB7334306
DB02013	CB8280013
DB02015	CB4432012
DB02020	CB4392682
DB02021	CB5855234
DB02022	CB21075560
DB02024	CB6230832
DB02031	CB6259109
DB02032	CB6206769
DB02032	CB62160928
DB02034	CB0484750
DB02037	CB1237245
DB02037	CB8198987
DB02041	CB0214221
DB02042	CB1211919
DB02045	CB1420771
DB02047	CB81401675
DB02048	CB1711419
DB02052	CB1325944
DB02053	CB3706824
DB02053	CB5503652
DB02054	CB5429787
DB02054	CB6854759
DB02055	CB0339807
DB02060	CB8347660
DB02061	CB0216821
DB02061	CB3216822
DB02061	CB3787870
DB02061	CB5748602
DB02061	CB7177831
DB02061	CB73049731
DB02061	CB8710411
DB02061	CB9684115
DB02061	CB9965724
DB02068	CB6374659
DB02068	CB9756199
DB02070	CB3417968
DB02070	CB4276625
DB02070	CB5235360
DB02070	CB6142966
DB02070	CB6475231
DB02074	CB6145402
DB02074	CB9145403
DB02076	CB1119835
DB02078	CB6326946
DB02079	CB31248204
DB02079	CB62502920
DB02083	CB4440420
DB02083	CB8360829
DB02085	CB2196118
