drugbank_id	metabolights_id
DB01779	MTBLC58083
DB01780	MTBLC51015
DB01783	MTBLC16454
DB01783	MTBLC29032
DB01783	MTBLC46905
DB01783	MTBLC7916
DB01785	MTBLC16057
DB01785	MTBLC57623
DB01786	MTBLC132498
DB01786	MTBLC143534
DB01786	MTBLC15570
DB01786	MTBLC16449
DB01786	MTBLC16977
DB01786	MTBLC32431
DB01786	MTBLC32432
DB01786	MTBLC32435
DB01786	MTBLC32436
DB01786	MTBLC32439
DB01786	MTBLC32440
DB01786	MTBLC57416
DB01786	MTBLC57972
DB01786	MTBLC66916
DB01786	MTBLC76050
DB01794	MTBLC60102
DB01794	MTBLC60103
DB01794	MTBLC71302
DB01794	MTBLC71306
DB01794	MTBLC82685
DB01794	MTBLC83233
DB01796	MTBLC16675
DB01796	MTBLC29959
DB01796	MTBLC46828
DB01796	MTBLC46832
DB01796	MTBLC46833
DB01804	MTBLC134467
DB01804	MTBLC43858
DB01811	MTBLC27404
DB01812	MTBLC17985
DB01812	MTBLC58343
DB01816	MTBLC27860
DB01819	MTBLC18021
DB01819	MTBLC44897
DB01819	MTBLC58702
DB01822	MTBLC41837
DB01822	MTBLC42147
DB01828	MTBLC16830
DB01828	MTBLC59338
DB01833	MTBLC405237
DB01833	MTBLC609827
DB01833	MTBLC78901
DB01833	MTBLC78902
DB01837	MTBLC17981
DB01837	MTBLC58340
DB01839	MTBLC16997
DB01839	MTBLC28972
DB01839	MTBLC29002
DB01849	MTBLC15901
DB01852	MTBLC28499
DB01852	MTBLC58573
DB01856	MTBLC17774
DB01856	MTBLC30531
DB01856	MTBLC36165
DB01857	MTBLC15836
DB01857	MTBLC30407
DB01857	MTBLC57535
DB01859	MTBLC16840
DB01859	MTBLC57919
DB01860	MTBLC52316
DB01861	MTBLC18066
DB01861	MTBLC18307
DB01861	MTBLC46229
DB01861	MTBLC58367
DB01861	MTBLC58439
DB01861	MTBLC58885
DB01861	MTBLC66914
DB01861	MTBLC67119
DB01863	MTBLC16783
DB01863	MTBLC57895
DB01873	MTBLC29579
DB01874	MTBLC16656
DB01874	MTBLC57851
DB01878	MTBLC41308
DB01880	MTBLC16433
DB01880	MTBLC17395
DB01880	MTBLC36281
DB01880	MTBLC57770
DB01880	MTBLC58129
DB01885	MTBLC16217
DB01892	MTBLC5834
DB01899	MTBLC64938
DB01912	MTBLC17883
DB01912	MTBLC17996
DB01914	MTBLC134625
DB01914	MTBLC17118
DB01914	MTBLC37617
DB01914	MTBLC37626
DB01914	MTBLC37675
DB01914	MTBLC37681
DB01914	MTBLC37695
DB01914	MTBLC37701
DB01914	MTBLC37746
DB01914	MTBLC40822
DB01914	MTBLC42758
DB01914	MTBLC68461
DB01914	MTBLC86058
DB01915	MTBLC41710
DB01917	MTBLC17148
DB01917	MTBLC326268
DB01919	MTBLC84069
DB01923	MTBLC16332
DB01923	MTBLC16593
DB01923	MTBLC17363
DB01923	MTBLC17666
DB01923	MTBLC57737
DB01923	MTBLC57829
DB01923	MTBLC58121
DB01923	MTBLC58226
DB01930	MTBLC15980
DB01930	MTBLC18697
DB01936	MTBLC145590
DB01936	MTBLC28272
DB01936	MTBLC28772
DB01936	MTBLC45506
DB01936	MTBLC46432
DB01936	MTBLC47000
DB01936	MTBLC47002
DB01936	MTBLC47004
DB01936	MTBLC47005
DB01936	MTBLC47013
DB01936	MTBLC6178
DB01936	MTBLC79054
DB01936	MTBLC79055
DB01942	MTBLC15740
DB01942	MTBLC30751
DB01956	MTBLC15891
DB01956	MTBLC32970
DB01956	MTBLC507393
DB01960	MTBLC43977
DB01960	MTBLC63814
DB01961	MTBLC53013
DB01961	MTBLC60875
DB01962	MTBLC37788
DB01962	MTBLC62338
DB01966	MTBLC39934
DB01966	MTBLC44887
DB01966	MTBLC47764
DB01966	MTBLC47766
DB01966	MTBLC47767
DB01966	MTBLC47768
DB01966	MTBLC47769
DB01971	MTBLC17771
DB01971	MTBLC27247
DB01971	MTBLC27248
DB01971	MTBLC30817
DB01971	MTBLC30818
DB01971	MTBLC30819
DB01972	MTBLC17345
DB01972	MTBLC58115
DB01982	MTBLC16224
DB01982	MTBLC28860
DB01982	MTBLC33885
DB01982	MTBLC4153
DB01982	MTBLC42717
DB01982	MTBLC43394
DB01982	MTBLC43832
DB01982	MTBLC47903
DB01982	MTBLC47952
DB01982	MTBLC47954
DB01982	MTBLC58658
DB01982	MTBLC58720
DB01982	MTBLC75525
DB01982	MTBLC79047
DB01982	MTBLC79049
DB01982	MTBLC85312
DB01982	MTBLC85313
DB01985	MTBLC40521
DB01985	MTBLC61889
DB01987	MTBLC45931
DB01987	MTBLC58937
DB01987	MTBLC9532
DB01990	MTBLC136579
DB01990	MTBLC41321
DB01992	MTBLC15346
DB01992	MTBLC57287
DB01993	MTBLC44770
DB01993	MTBLC59763
DB02007	MTBLC17665
DB02007	MTBLC17719
DB02007	MTBLC41076
DB02007	MTBLC4141
DB02007	MTBLC4170
DB02007	MTBLC43896
DB02007	MTBLC47944
DB02007	MTBLC48066
DB02007	MTBLC49728
DB02007	MTBLC58225
DB02007	MTBLC58247
DB02007	MTBLC58735
DB02007	MTBLC60332
DB02007	MTBLC61548
DB02007	MTBLC91004
DB02010	MTBLC15738
DB02010	MTBLC57491
DB02013	MTBLC15377
DB02013	MTBLC16234
DB02013	MTBLC18248
DB02013	MTBLC29374
DB02013	MTBLC29375
DB02013	MTBLC29412
DB02013	MTBLC33806
DB02013	MTBLC33811
DB02013	MTBLC33813
DB02013	MTBLC41981
DB02013	MTBLC52623
DB02015	MTBLC15633
DB02015	MTBLC57451
DB02022	MTBLC16892
DB02024	MTBLC28631
DB02024	MTBLC51057
DB02030	MTBLC16837
DB02030	MTBLC57918
DB02031	MTBLC15635
DB02031	MTBLC20506
DB02031	MTBLC57453
DB02031	MTBLC68437
DB02034	MTBLC9367
DB02043	MTBLC60724
DB02043	MTBLC72829
DB02043	MTBLC73205
DB02043	MTBLC85270
DB02043	MTBLC85783
DB02052	MTBLC43645
DB02053	MTBLC16241
DB02053	MTBLC17797
DB02053	MTBLC37492
DB02053	MTBLC57693
DB02053	MTBLC58273
DB02055	MTBLC44237
DB02056	MTBLC15555
DB02056	MTBLC57406
DB02059	MTBLC16960
DB02059	MTBLC57967
DB02060	MTBLC17854
DB02061	MTBLC17057
DB02061	MTBLC17306
DB02061	MTBLC17716
DB02061	MTBLC18147
DB02061	MTBLC18167
DB02061	MTBLC25164
DB02061	MTBLC28085
DB02061	MTBLC28676
DB02061	MTBLC36217
DB02061	MTBLC36218
DB02061	MTBLC36219
DB02061	MTBLC36224
DB02061	MTBLC41034
DB02061	MTBLC64351
DB02068	MTBLC15887
DB02068	MTBLC356010
DB02068	MTBLC86394
DB02070	MTBLC16946
DB02070	MTBLC28683
DB02070	MTBLC57959
DB02070	MTBLC67008
DB02070	MTBLC67010
DB02070	MTBLC86262
DB02073	MTBLC17033
DB02073	MTBLC57991
DB02073	MTBLC91027
DB02074	MTBLC35899
DB02074	MTBLC41131
DB02076	MTBLC16863
DB02076	MTBLC48928
DB02076	MTBLC58759
DB02083	MTBLC17724
DB02083	MTBLC58251
DB02085	MTBLC18053
DB02085	MTBLC30526
DB02085	MTBLC58360
DB02092	MTBLC41509
DB02095	MTBLC27539
DB02097	MTBLC17562
DB02109	MTBLC43040
DB02114	MTBLC43405
DB02115	MTBLC42202
DB02119	MTBLC17083
DB02119	MTBLC44841
DB02123	MTBLC132030
DB02123	MTBLC36252
DB02123	MTBLC36274
DB02123	MTBLC87818
DB02123	MTBLC89929
DB02129	MTBLC17025
DB02129	MTBLC30864
DB02130	MTBLC16632
DB02130	MTBLC30816
DB02134	MTBLC17712
DB02134	MTBLC48517
DB02137	MTBLC60102
DB02137	MTBLC60103
DB02137	MTBLC71302
DB02137	MTBLC71306
DB02137	MTBLC82685
DB02137	MTBLC83233
DB02142	MTBLC18335
DB02142	MTBLC58451
DB02144	MTBLC72837
DB02144	MTBLC73215
DB02145	MTBLC28885
DB02152	MTBLC43616
DB02153	MTBLC16345
DB02153	MTBLC224037
DB02153	MTBLC61085
DB02156	MTBLC16894
DB02156	MTBLC57940
DB02159	MTBLC16997
DB02159	MTBLC28972
DB02159	MTBLC29002
DB02161	MTBLC91515
DB02161	MTBLC91858
DB02161	MTBLC94376
DB02165	MTBLC15377
DB02165	MTBLC16234
DB02165	MTBLC29374
DB02165	MTBLC29375
DB02165	MTBLC29412
DB02165	MTBLC33806
DB02165	MTBLC33811
DB02165	MTBLC33813
DB02165	MTBLC41981
DB02167	MTBLC77042
DB02169	MTBLC44658
DB02174	MTBLC17061
DB02174	MTBLC18050
DB02174	MTBLC28300
DB02174	MTBLC32665
DB02174	MTBLC32666
DB02174	MTBLC32672
DB02174	MTBLC32673
DB02174	MTBLC32678
DB02174	MTBLC32679
DB02174	MTBLC58000
DB02174	MTBLC58359
DB02175	MTBLC15792
DB02175	MTBLC30794
DB02175	MTBLC30795
DB02176	MTBLC15366
DB02176	MTBLC16793
DB02176	MTBLC30089
DB02178	MTBLC16424
DB02180	MTBLC15532
DB02180	MTBLC57385
DB02181	MTBLC16497
DB02181	MTBLC57794
DB02181	MTBLC61429
DB02184	MTBLC18320
DB02184	MTBLC42106
DB02184	MTBLC42170
DB02185	MTBLC18048
DB02190	MTBLC44712
DB02190	MTBLC58931
DB02190	MTBLC7815
DB02192	MTBLC49000
DB02196	MTBLC16264
DB02196	MTBLC16650
DB02196	MTBLC57705
DB02196	MTBLC57847
DB02196	MTBLC67138
DB02196	MTBLC67168
DB02201	MTBLC15792
DB02201	MTBLC30794
DB02201	MTBLC30795
DB02209	MTBLC28803
DB02209	MTBLC58589
DB02216	MTBLC133545
DB02216	MTBLC45658
DB02224	MTBLC17948
DB02224	MTBLC32330
DB02224	MTBLC58329
DB02224	MTBLC60037
DB02224	MTBLC75747
DB02232	MTBLC18135
DB02232	MTBLC32402
DB02232	MTBLC50524
DB02235	MTBLC17016
DB02235	MTBLC49031
DB02235	MTBLC49032
DB02235	MTBLC49033
DB02235	MTBLC49034
DB02235	MTBLC49035
DB02235	MTBLC49036
DB02235	MTBLC58772
DB02235	MTBLC58773
DB02236	MTBLC18349
DB02236	MTBLC58457
DB02237	MTBLC28460
DB02238	MTBLC16723
DB02238	MTBLC33574
DB02239	MTBLC39150
DB02239	MTBLC45630
DB02241	MTBLC139323
DB02256	MTBLC16450
DB02262	MTBLC16742
DB02262	MTBLC30839
DB02263	MTBLC17138
DB02263	MTBLC29052
DB02263	MTBLC48932
DB02263	MTBLC58027
DB02263	MTBLC59776
DB02267	MTBLC15682
DB02267	MTBLC57472
DB02272	MTBLC17381
DB02272	MTBLC58126
DB02273	MTBLC87528
DB02274	MTBLC12266
DB02274	MTBLC15830
DB02274	MTBLC57532
DB02279	MTBLC18280
DB02279	MTBLC36656
DB02280	MTBLC17656
DB02280	MTBLC17756
DB02280	MTBLC25147
DB02280	MTBLC32382
DB02280	MTBLC32800
DB02280	MTBLC35825
DB02282	MTBLC17509
DB02285	MTBLC15430
DB02285	MTBLC57306
DB02289	MTBLC17475
DB02289	MTBLC58158
DB02296	MTBLC15837
DB02302	MTBLC25682
DB02302	MTBLC61914
DB02304	MTBLC133391
DB02304	MTBLC28099
DB02306	MTBLC60475
DB02306	MTBLC73002
DB02312	MTBLC17665
DB02312	MTBLC17719
DB02312	MTBLC41076
DB02312	MTBLC4141
DB02312	MTBLC4170
DB02312	MTBLC43896
DB02312	MTBLC47944
DB02312	MTBLC48066
DB02312	MTBLC49728
DB02312	MTBLC58225
DB02312	MTBLC58247
DB02312	MTBLC58735
DB02312	MTBLC60332
DB02312	MTBLC61548
DB02312	MTBLC91004
DB02315	MTBLC16356
DB02315	MTBLC57746
DB02317	MTBLC16077
DB02317	MTBLC16218
DB02317	MTBLC17973
DB02317	MTBLC18205
DB02317	MTBLC29042
DB02317	MTBLC35374
DB02317	MTBLC37480
DB02317	MTBLC53025
DB02317	MTBLC53072
DB02317	MTBLC57629
DB02317	MTBLC57684
DB02317	MTBLC58336
DB02317	MTBLC58409
DB02317	MTBLC58601
DB02317	MTBLC58908
DB02317	MTBLC60389
DB02317	MTBLC60465
DB02317	MTBLC75522
DB02321	MTBLC90364
DB02332	MTBLC16238
DB02333	MTBLC17625
DB02333	MTBLC58212
DB02333	MTBLC61555
DB02334	MTBLC16712
DB02334	MTBLC61289
DB02338	MTBLC16474
DB02338	MTBLC57783
DB02340	MTBLC45441
DB02342	MTBLC28955
DB02345	MTBLC16633
DB02345	MTBLC30001
DB02345	MTBLC32742
DB02345	MTBLC32743
DB02345	MTBLC32744
DB02345	MTBLC32747
DB02345	MTBLC32750
DB02345	MTBLC32751
DB02345	MTBLC32752
DB02345	MTBLC32753
DB02345	MTBLC32754
DB02345	MTBLC57843
DB02345	MTBLC9093
DB02362	MTBLC17836
DB02362	MTBLC30753
DB02370	MTBLC60125
DB02373	MTBLC15377
DB02373	MTBLC16234
DB02373	MTBLC29374
DB02373	MTBLC29375
DB02373	MTBLC29412
DB02373	MTBLC33806
DB02373	MTBLC33811
DB02373	MTBLC33813
DB02373	MTBLC41981
DB02375	MTBLC18152
DB02375	MTBLC58395
DB02377	MTBLC16235
DB02379	MTBLC141392
DB02379	MTBLC15903
DB02379	MTBLC17925
DB02379	MTBLC27667
DB02379	MTBLC28061
DB02379	MTBLC28563
DB02379	MTBLC28729
DB02379	MTBLC37619
DB02379	MTBLC37620
DB02379	MTBLC37627
DB02379	MTBLC37630
DB02379	MTBLC37631
DB02379	MTBLC37677
DB02379	MTBLC37679
DB02379	MTBLC37680
DB02379	MTBLC37686
DB02379	MTBLC37692
DB02379	MTBLC37693
DB02379	MTBLC37704
DB02379	MTBLC37706
DB02379	MTBLC37740
DB02379	MTBLC37741
DB02379	MTBLC37744
DB02379	MTBLC40656
DB02379	MTBLC4093
DB02379	MTBLC4139
DB02379	MTBLC4167
DB02379	MTBLC4191
DB02379	MTBLC4208
DB02379	MTBLC42905
DB02379	MTBLC43104
DB02379	MTBLC59552
DB02379	MTBLC63421
DB02379	MTBLC68462
DB02379	MTBLC72452
DB02379	MTBLC83029
DB02379	MTBLC86059
DB02379	MTBLC88300
DB02380	MTBLC28997
DB02382	MTBLC15763
DB02382	MTBLC57502
DB02397	MTBLC53608
DB02397	MTBLC90837
DB02406	MTBLC17418
DB02406	MTBLC31011
DB02414	MTBLC90039
DB02417	MTBLC47696
DB02418	MTBLC16982
DB02418	MTBLC75460
DB02421	MTBLC18066
DB02421	MTBLC18307
DB02421	MTBLC46229
DB02421	MTBLC58367
DB02421	MTBLC58439
DB02421	MTBLC58885
DB02421	MTBLC66914
DB02421	MTBLC67119
DB02428	MTBLC18386
DB02428	MTBLC19775
DB02430	MTBLC18283
DB02430	MTBLC58429
DB02431	MTBLC17677
DB02431	MTBLC37563
DB02431	MTBLC58231
DB02448	MTBLC125832
DB02448	MTBLC45919
DB02452	MTBLC18077
DB02452	MTBLC37568
DB02452	MTBLC58370
DB02453	MTBLC15377
DB02453	MTBLC16234
DB02453	MTBLC29374
DB02453	MTBLC29375
DB02453	MTBLC29412
DB02453	MTBLC33806
DB02453	MTBLC33811
DB02453	MTBLC33813
DB02453	MTBLC41981
DB02456	MTBLC17361
DB02456	MTBLC60377
DB02456	MTBLC87798
DB02464	MTBLC225238
DB02464	MTBLC40538
DB02467	MTBLC17016
DB02467	MTBLC49031
DB02467	MTBLC49032
DB02467	MTBLC49033
DB02467	MTBLC49034
DB02467	MTBLC49035
DB02467	MTBLC49036
DB02467	MTBLC58772
DB02467	MTBLC58773
DB02470	MTBLC28723
DB02470	MTBLC43786
DB02470	MTBLC59955
DB02470	MTBLC60202
DB02470	MTBLC60203
DB02470	MTBLC60204
DB02482	MTBLC37525
DB02482	MTBLC58675
DB02485	MTBLC16556
DB02485	MTBLC57812
DB02494	MTBLC11009
DB02494	MTBLC25998
DB02494	MTBLC32978
DB02494	MTBLC32979
DB02494	MTBLC43065
DB02494	MTBLC8100
DB02496	MTBLC16493
DB02496	MTBLC57792
DB02497	MTBLC61931
DB02497	MTBLC62013
DB02497	MTBLC64765
DB02497	MTBLC64945
DB02501	MTBLC17705
DB02501	MTBLC58241
DB02509	MTBLC16619
DB02509	MTBLC16774
DB02509	MTBLC28600
DB02509	MTBLC35966
DB02509	MTBLC42680
DB02512	MTBLC16905
DB02512	MTBLC49093
DB02513	MTBLC27607
DB02515	MTBLC14336
DB02515	MTBLC15978
DB02515	MTBLC16221
DB02515	MTBLC231935
DB02515	MTBLC57597
DB02515	MTBLC57685
DB02517	MTBLC14321
DB02517	MTBLC15966
DB02517	MTBLC16015
DB02517	MTBLC18237
DB02517	MTBLC29985
DB02517	MTBLC29986
DB02517	MTBLC29987
DB02517	MTBLC29988
DB02517	MTBLC29989
DB02518	MTBLC133520
DB02518	MTBLC40992
DB02521	MTBLC42646
DB02521	MTBLC58696
DB02527	MTBLC17489
DB02527	MTBLC58165
DB02530	MTBLC16865
DB02530	MTBLC30566
DB02530	MTBLC59888
DB02531	MTBLC16135
DB02531	MTBLC48944
DB02536	MTBLC17378
DB02536	MTBLC27975
DB02536	MTBLC5445
DB02543	MTBLC27660
DB02543	MTBLC36751
DB02547	MTBLC13332
DB02547	MTBLC17009
DB02547	MTBLC57273
DB02547	MTBLC57984
DB02548	MTBLC16298
DB02548	MTBLC17044
DB02548	MTBLC28663
DB02548	MTBLC60083
DB02548	MTBLC60084
DB02548	MTBLC61381
DB02552	MTBLC17211
DB02552	MTBLC58057
DB02556	MTBLC16998
DB02556	MTBLC17295
DB02556	MTBLC28044
DB02556	MTBLC32486
DB02556	MTBLC32487
DB02556	MTBLC32494
DB02556	MTBLC32495
DB02556	MTBLC32504
DB02556	MTBLC32505
DB02556	MTBLC57981
DB02556	MTBLC58095
DB02557	MTBLC45353
DB02561	MTBLC10295
DB02561	MTBLC37714
DB02561	MTBLC37715
DB02561	MTBLC37719
DB02561	MTBLC37728
DB02561	MTBLC37729
DB02561	MTBLC41005
DB02561	MTBLC4249
DB02561	MTBLC48645
DB02561	MTBLC48649
DB02561	MTBLC48674
DB02561	MTBLC48677
DB02561	MTBLC48678
DB02561	MTBLC49091
DB02561	MTBLC49092
DB02562	MTBLC20680
DB02562	MTBLC43120
DB02563	MTBLC27540
DB02563	MTBLC62620
DB02571	MTBLC17917
DB02571	MTBLC58321
DB02576	MTBLC15675
DB02576	MTBLC19030
DB02576	MTBLC42677
DB02579	MTBLC18308
DB02579	MTBLC37080
DB02587	MTBLC42471
DB02591	MTBLC15890
DB02593	MTBLC68709
DB02594	MTBLC15698
DB02600	MTBLC73139
DB02601	MTBLC15695
DB02601	MTBLC31755
DB02601	MTBLC50418
DB02601	MTBLC57475
DB02609	MTBLC18336
DB02609	MTBLC58452
DB02621	MTBLC69136
DB02624	MTBLC17289
DB02624	MTBLC30655
DB02624	MTBLC30657
DB02624	MTBLC58093
DB02624	MTBLC58633
DB02626	MTBLC18248
DB02626	MTBLC52623
DB02637	MTBLC16452
DB02637	MTBLC30744
DB02640	MTBLC48635
DB02648	MTBLC11060
DB02648	MTBLC16347
DB02648	MTBLC17126
DB02648	MTBLC3424
DB02648	MTBLC39547
DB02648	MTBLC51453
DB02650	MTBLC48814
DB02655	MTBLC17053
DB02655	MTBLC17364
DB02655	MTBLC22660
DB02655	MTBLC29990
DB02655	MTBLC29991
DB02655	MTBLC29993
DB02655	MTBLC29994
DB02655	MTBLC29995
DB02655	MTBLC35391
DB02657	MTBLC15873
DB02657	MTBLC18232
DB02657	MTBLC47987
DB02657	MTBLC58725
DB02657	MTBLC71674
DB02657	MTBLC75989
DB02659	MTBLC137661
DB02659	MTBLC137880
DB02659	MTBLC15755
DB02659	MTBLC16359
DB02659	MTBLC29747
DB02659	MTBLC36240
DB02659	MTBLC81240
DB02659	MTBLC81308
DB02659	MTBLC87735
DB02659	MTBLC88105
DB02678	MTBLC140810
DB02678	MTBLC144817
DB02678	MTBLC28393
DB02678	MTBLC39610
DB02678	MTBLC44678
DB02678	MTBLC47977
DB02678	MTBLC58723
DB02678	MTBLC60312
DB02688	MTBLC17123
DB02688	MTBLC58020
DB02688	MTBLC76565
DB02691	MTBLC17687
DB02691	MTBLC29746
DB02693	MTBLC41837
DB02693	MTBLC42147
DB02701	MTBLC17154
DB02703	MTBLC29013
DB02703	MTBLC71321
DB02709	MTBLC27881
DB02709	MTBLC36002
DB02709	MTBLC45713
DB02710	MTBLC17455
DB02710	MTBLC58154
DB02713	MTBLC40410
DB02713	MTBLC61887
DB02714	MTBLC28895
DB02714	MTBLC60784
DB02724	MTBLC29034
DB02724	MTBLC83215
DB02726	MTBLC17150
DB02726	MTBLC58033
DB02740	MTBLC143274
DB02740	MTBLC33070
DB02743	MTBLC17057
DB02743	MTBLC17306
DB02743	MTBLC17716
DB02743	MTBLC18147
DB02743	MTBLC18167
DB02743	MTBLC25164
DB02743	MTBLC28085
DB02743	MTBLC28676
DB02743	MTBLC36217
DB02743	MTBLC36218
DB02743	MTBLC36219
DB02743	MTBLC36224
DB02743	MTBLC41034
DB02743	MTBLC64351
DB02745	MTBLC16704
DB02745	MTBLC68346
DB02746	MTBLC17563
DB02746	MTBLC29069
DB02746	MTBLC30800
DB02750	MTBLC15356
DB02750	MTBLC16375
DB02750	MTBLC17561
DB02750	MTBLC32442
DB02750	MTBLC32443
DB02750	MTBLC32445
DB02750	MTBLC32449
DB02750	MTBLC32450
DB02750	MTBLC32451
DB02750	MTBLC32456
DB02750	MTBLC32457
DB02750	MTBLC32458
DB02750	MTBLC35235
DB02750	MTBLC35236
DB02750	MTBLC35237
DB02751	MTBLC131444
DB02751	MTBLC16344
DB02751	MTBLC57742
DB02758	MTBLC43580
DB02758	MTBLC82916
DB02761	MTBLC28839
DB02761	MTBLC58591
DB02767	MTBLC42539
DB02767	MTBLC84197
DB02767	MTBLC85148
DB02767	MTBLC85635
DB02772	MTBLC17992
DB02774	MTBLC16109
DB02777	MTBLC60273
DB02777	MTBLC65211
DB02788	MTBLC15686
DB02788	MTBLC15687
DB02788	MTBLC15688
DB02789	MTBLC16581
DB02795	MTBLC16639
DB02795	MTBLC40813
DB02805	MTBLC28895
DB02805	MTBLC60784
DB02807	MTBLC45626
DB02831	MTBLC18367
DB02831	MTBLC26078
DB02831	MTBLC39745
DB02831	MTBLC43474
DB02835	MTBLC18148
DB02835	MTBLC58392
DB02838	MTBLC17425
DB02838	MTBLC36761
DB02838	MTBLC39785
DB02843	MTBLC16077
DB02843	MTBLC16218
DB02843	MTBLC17973
DB02843	MTBLC18205
DB02843	MTBLC29042
DB02843	MTBLC35374
DB02843	MTBLC37480
DB02843	MTBLC53025
DB02843	MTBLC53072
DB02843	MTBLC57629
DB02843	MTBLC57684
DB02843	MTBLC58336
DB02843	MTBLC58409
DB02843	MTBLC58601
DB02843	MTBLC58908
DB02843	MTBLC60389
DB02843	MTBLC60465
DB02843	MTBLC75522
DB02846	MTBLC45171
DB02852	MTBLC34727
DB02853	MTBLC16313
DB02853	MTBLC17203
DB02853	MTBLC26271
DB02853	MTBLC32862
DB02853	MTBLC32864
DB02853	MTBLC32867
DB02853	MTBLC32868
DB02853	MTBLC32871
DB02853	MTBLC32872
DB02853	MTBLC57726
DB02853	MTBLC60039
DB02854	MTBLC16032
DB02854	MTBLC28195
DB02854	MTBLC541975
DB02857	MTBLC16750
DB02859	MTBLC9200
DB02867	MTBLC16077
DB02867	MTBLC16218
DB02867	MTBLC17973
DB02867	MTBLC18205
DB02867	MTBLC29042
DB02867	MTBLC35374
DB02867	MTBLC37480
DB02867	MTBLC53025
DB02867	MTBLC53072
DB02867	MTBLC57629
DB02867	MTBLC57684
DB02867	MTBLC58336
DB02867	MTBLC58409
DB02867	MTBLC58601
DB02867	MTBLC58908
DB02867	MTBLC60389
DB02867	MTBLC60465
DB02867	MTBLC75522
DB02893	MTBLC16643
DB02893	MTBLC16811
DB02893	MTBLC16867
DB02893	MTBLC32631
DB02893	MTBLC32632
DB02893	MTBLC32637
DB02893	MTBLC32638
DB02893	MTBLC32644
DB02893	MTBLC32646
DB02893	MTBLC57844
DB02893	MTBLC57932
DB02893	MTBLC64558
DB02897	MTBLC13711
DB02897	MTBLC15350
DB02897	MTBLC22191
DB02899	MTBLC41696
DB02899	MTBLC61923
DB02900	MTBLC17665
DB02900	MTBLC17719
DB02900	MTBLC41076
DB02900	MTBLC4141
DB02900	MTBLC4170
DB02900	MTBLC43896
DB02900	MTBLC47944
DB02900	MTBLC48066
DB02900	MTBLC49728
DB02900	MTBLC58225
DB02900	MTBLC58247
DB02900	MTBLC58735
DB02900	MTBLC60332
DB02900	MTBLC61548
DB02900	MTBLC91004
DB02901	MTBLC16330
DB02901	MTBLC2150
DB02901	MTBLC86377
DB02902	MTBLC17980
DB02902	MTBLC58339
DB02910	MTBLC15533
DB02910	MTBLC57386
DB02912	MTBLC15539
DB02912	MTBLC57392
DB02924	MTBLC16431
DB02924	MTBLC35669
DB02924	MTBLC35672
DB02924	MTBLC43812
DB02938	MTBLC32362
DB02938	MTBLC45571
DB02942	MTBLC18225
DB02942	MTBLC83242
DB02945	MTBLC16224
DB02945	MTBLC28860
DB02945	MTBLC33885
DB02945	MTBLC4153
DB02945	MTBLC42717
DB02945	MTBLC43394
DB02945	MTBLC43832
DB02945	MTBLC47903
DB02945	MTBLC47952
DB02945	MTBLC47954
DB02945	MTBLC58658
DB02945	MTBLC58720
DB02945	MTBLC75525
DB02945	MTBLC79047
DB02945	MTBLC79049
DB02945	MTBLC85312
DB02945	MTBLC85313
DB02948	MTBLC443725
DB02951	MTBLC17180
DB02951	MTBLC30841
DB02957	MTBLC15842
DB02957	MTBLC57538
DB02959	MTBLC17780
DB02959	MTBLC28171
DB02959	MTBLC43186
DB02959	MTBLC58266
DB02961	MTBLC16055
DB02961	MTBLC28029
DB02961	MTBLC28140
DB02961	MTBLC48204
DB02966	MTBLC42549
DB02969	MTBLC17957
DB02982	MTBLC41200
DB02988	MTBLC59193
DB02988	MTBLC90891
DB02988	MTBLC90892
DB02994	MTBLC16223
DB02994	MTBLC48765
DB02995	MTBLC15773
DB02995	MTBLC42939
DB03010	MTBLC31550
DB03010	MTBLC94639
DB03013	MTBLC28681
DB03013	MTBLC50670
DB03013	MTBLC50672
DB03017	MTBLC18262
DB03017	MTBLC30805
DB03025	MTBLC34118
DB03025	MTBLC39932
DB03025	MTBLC46735
DB03041	MTBLC16085
DB03041	MTBLC17200
DB03041	MTBLC57635
DB03041	MTBLC58052
DB03059	MTBLC15345
DB03059	MTBLC57286
DB03066	MTBLC16004
DB03066	MTBLC16651
DB03066	MTBLC24996
DB03066	MTBLC42111
DB03066	MTBLC422
DB03066	MTBLC78320
DB03074	MTBLC45075
DB03085	MTBLC17497
DB03085	MTBLC29805
DB03088	MTBLC16010
DB03088	MTBLC16924
DB03088	MTBLC18183
DB03088	MTBLC57606
DB03088	MTBLC57948
DB03088	MTBLC58402
DB03101	MTBLC16300
DB03101	MTBLC35425
DB03101	MTBLC57720
DB03103	MTBLC18075
DB03103	MTBLC58369
DB03106	MTBLC10642
DB03106	MTBLC17268
DB03106	MTBLC27987
DB03107	MTBLC16958
DB03107	MTBLC57966
DB03107	MTBLC63070
DB03108	MTBLC49003
DB03108	MTBLC58766
DB03109	MTBLC28009
DB03109	MTBLC28037
DB03109	MTBLC28497
DB03109	MTBLC40356
DB03109	MTBLC41112
DB03109	MTBLC44278
DB03109	MTBLC506227
DB03109	MTBLC63153
DB03109	MTBLC63154
DB03111	MTBLC27625
DB03111	MTBLC58516
DB03128	MTBLC15355
DB03134	MTBLC44387
DB03134	MTBLC64305
DB03142	MTBLC145590
DB03142	MTBLC28272
DB03142	MTBLC28772
DB03142	MTBLC45506
