drugbank_id	kegg_ligand_id
DB09338	C11336
DB09342	C07895
DB09345	C07892
DB09346	C14165
DB09347	C14164
DB09348	C19297
DB09350	C18880
DB09351	C06849
DB09357	C05944
DB09371	C14249
DB09372	C13452
DB09372	C17409
DB09380	C01330
DB09380	C06268
DB09389	C08149
DB09389	C08153
DB09394	C00009
DB09395	C00033
DB09395	C01330
DB09398	C00742
DB09398	C16487
DB09400	C05335
DB09407	C00305
DB09407	C00698
DB09407	C01327
DB09407	C07755
DB09409	C00001
DB09409	C00033
DB09409	C00305
DB09409	C01328
DB09413	C00009
DB09413	C00238
DB09414	C00009
DB09414	C00238
DB09414	C13197
DB09418	C00238
DB09419	C11476
DB09420	C00708
DB09420	C05590
DB09421	C03958
DB09449	C00009
DB09449	C01330
DB09459	C00552
DB09459	C00898
DB09459	C02107
DB09460	C00288
DB09460	C01330
DB09460	C01353
DB09462	C00116
DB09472	C00059
DB09472	C01330
DB09472	C13199
DB09473	C19434
DB09477	C11720
DB09479	C13515
DB09479	C17061
DB09481	C00288
DB09481	C00305
DB09481	C01353
DB09481	C12893
DB09483	C00186
DB09483	C00238
DB09483	C00256
DB09483	C01432
DB09484	C01330
DB09490	C00698
DB09490	C01327
DB09498	C00698
DB09498	C01327
DB09498	C13884
DB09499	C00320
DB09499	C05529
DB09501	C00014
DB09501	C00158
DB09501	C01342
DB09501	C14819
DB09510	C00086
DB09513	C00086
DB09517	C00089
DB09517	C00257
DB09517	C00514
DB09517	C00770
DB09517	C00800
DB09517	C00817
DB09517	C00880
DB09517	C01330
DB09517	C04219
DB09517	C14819
DB09517	C15930
DB09517	C18068
DB09526	C00530
DB09543	C12305
DB09546	C00059
DB09555	C00122
DB09555	C01384
DB09555	C06905
DB09555	C06946
DB09555	C07780
DB09555	C07783
DB09561	C00093
DB09561	C00623
DB09561	C01330
DB09561	C03189
DB09563	C00114
DB09571	C07164
DB11056	C00698
DB11056	C01327
DB11068	C05697
DB11071	C14163
DB11072	C00742
DB11072	C16487
DB11079	C00805
DB11079	C06771
DB11081	C00698
DB11081	C01327
DB11085	C01751
DB11090	C00238
DB11091	C00027
DB11092	C00742
DB11092	C16487
DB11093	C00076
DB11093	C00158
DB11098	C00238
DB11098	C00288
DB11098	C01353
DB11098	C18606
DB11100	C01551
DB11100	C02348
DB11100	C02350
DB11107	C00238
DB11107	C00552
DB11107	C00898
DB11107	C02107
DB11110	C00158
DB11110	C00305
DB11119	C00708
DB11119	C01330
DB11119	C05590
DB11119	C14042
DB11121	C14715
DB11125	C12539
DB11126	C00076
DB11126	C00257
DB11126	C00514
DB11126	C00770
DB11126	C00800
DB11126	C00817
DB11126	C00880
DB11126	C08133
DB11126	C15930
DB11127	C05684
DB11128	C00001
DB11128	C00014
DB11128	C01328
DB11128	C01342
DB11129	C00027
DB11129	C00086
DB11135	C01529
DB11136	C06268
DB11137	C00150
DB11140	C06268
DB11141	C00257
DB11141	C00514
DB11141	C00770
DB11141	C00800
DB11141	C00817
DB11141	C00880
DB11141	C15930
DB11141	C19610
DB11142	C05335
DB11145	C19434
DB11148	C07875
DB11150	C00059
DB11150	C13881
DB11151	C00001
DB11151	C01328
DB11151	C12569
DB11153	C00001
DB11153	C00238
DB11153	C01328
DB11153	C12568
DB11154	C00038
DB11154	C00158
DB11156	C07389
DB11156	C07409
DB11157	C06831
DB11159	C01330
DB11168	C00076
DB11168	C01620
DB11171	C00001
DB11171	C00059
DB11171	C01328
DB11171	C14819
DB11175	C00038
DB11175	C10164
DB11176	C06098
DB11181	C07814
DB11183	C01330
DB11183	C19439
DB11189	C00037
DB11189	C00305
DB11190	C12661
DB11191	C00175
DB11191	C06506
DB11191	C06507
DB11191	C06508
DB11191	C06509
DB11191	C06510
DB11192	C01620
DB11195	C00379
DB11195	C00474
DB11195	C00532
DB11195	C01904
DB11197	C00037
DB11197	C00097
DB11197	C00736
DB11197	C00793
DB11197	C14818
DB11200	C00001
DB11200	C00037
DB11200	C00698
DB11200	C01327
DB11200	C01328
DB11205	C00001
DB11205	C00698
DB11205	C01327
DB11205	C01328
DB11210	C00037
DB11210	C14818
DB11217	C06186
DB11217	C12079
DB11220	C08387
DB11221	C14283
DB11231	C05432
DB11231	C15858
DB11233	C00158
DB11239	C00059
DB11246	C00257
DB11246	C00514
DB11246	C00770
DB11246	C00800
DB11246	C00817
DB11246	C00880
DB11246	C12278
DB11246	C15930
DB11248	C00038
DB11248	C00257
DB11248	C00514
DB11248	C00770
DB11248	C00800
DB11248	C00817
DB11248	C00880
DB11248	C15930
DB11255	C10164
DB11255	C19368
DB11256	C00440
DB11257	C00742
DB11257	C16487
DB11259	C10038
DB11263	C10275
DB11264	C00076
DB11264	C02979
DB11264	C12935
DB11268	C16700
DB11273	C14053
DB11274	C13167
DB11275	C14054
DB11278	C13639
DB11278	C17903
DB11281	C00288
DB11281	C01353
DB11282	C10935
DB11288	C01411
DB11288	C01765
DB11288	C01766
DB11309	C00059
DB11326	C12486
DB11331	C13883
DB11335	C18339
DB11336	C08272
DB11337	C00371
DB11337	C15545
DB11344	C00400
DB11344	C00553
DB11345	C00808
DB11345	C00809
DB11345	C18369
DB11348	C00009
DB11348	C00076
DB11348	C08136
DB11359	C01502
DB11359	C15572
DB11367	C12979
DB11371	C13803
DB11373	C10995
DB11379	C18967
DB11387	C13827
DB11390	C11025
DB11396	C14292
DB11397	C14430
DB11403	C18390
DB11408	C18658
DB11412	C14420
DB11417	C00027
DB11421	C11110
DB11424	C18434
DB11428	C07450
DB11429	C14255
DB11430	C06693
DB11438	C18511
DB11442	C01946
DB11448	C18756
DB11451	C06548
DB11451	C11506
DB11451	C11507
DB11451	C15508
DB11456	C18986
DB11457	C07593
DB11460	C00751
DB11466	C18362
DB11467	C12054
DB11468	C12065
DB11473	C07971
DB11475	C01457
DB11476	C11269
DB11476	C11299
DB11478	C14752
DB11478	C14753
DB11485	C13143
DB11490	C11787
DB11493	C00404
DB11493	C00536
DB11493	C01330
DB11493	C02174
DB11495	C14308
DB11496	C14437
DB11511	C11234
DB11512	C01023
DB11520	C01688
DB11520	C01925
DB11522	C14484
DB11525	C00014
DB11525	C01342
DB11544	C15690
DB11551	C14261
DB11552	C18090
DB11558	C01455
DB11562	C09364
DB11562	C09372
DB11573	C00001
DB11573	C00698
DB11573	C01327
DB11573	C01328
DB11576	C00023
DB11588	C00237
DB11590	C01330
DB11590	C08171
DB11596	C03479
DB11596	C17731
DB11617	C18638
DB11622	C13154
DB11623	C11721
DB11630	C11730
DB11664	C07576
DB11673	C00534
DB11674	C14131
DB11675	C13494
DB11678	C19557
DB11695	C00386
DB11699	C13666
DB11710	C02918
DB11735	C01662
DB11738	C11120
DB11749	C07367
DB11753	C12044
DB11780	C07600
DB11789	C15515
DB11807	C07511
DB11815	C03884
DB11820	C08002
DB11823	C07525
DB11823	C07843
DB11831	C14397
DB11842	C02135
DB11846	C00791
DB11848	C03251
DB11858	C05951
DB11859	C05480
DB11859	C11825
DB11859	C13712
DB11859	C15484
DB11868	C07841
DB11869	C11213
DB11874	C08589
DB11924	C00836
DB11933	C16427
DB11937	C01717
DB11948	C10367
DB12007	C00799
DB12017	C13144
DB12025	C09204
DB12029	C00852
DB12029	C17147
DB12039	C06562
DB12039	C09727
DB12039	C09728
DB12039	C14079
DB12039	C17590
DB12052	C17555
DB12054	C11587
DB12087	C06317
DB12093	C02890
DB12110	C11738
DB12116	C09731
DB12126	C00306
DB12127	C13129
DB12153	C00307
DB12156	C08431
DB12161	C11168
DB12179	C18167
DB12190	C13310
DB12216	C01557
DB12231	C18809
DB12243	C13008
DB12248	C12798
DB12278	C07852
DB12290	C10524
DB12298	C11101
DB12300	C19473
DB12308	C05480
DB12308	C11825
DB12308	C13712
DB12308	C15484
DB12310	C01083
DB12328	C16778
DB12358	C13415
DB12385	C17939
DB12418	C12283
DB12425	C02465
DB12444	C01047
DB12450	C11155
DB12452	C00756
DB12458	C08311
DB12465	C07464
DB12474	C13037
DB12480	C08619
DB12482	C14127
DB12515	C16822
DB12519	C00213
DB12521	C11118
DB12529	C00088
DB12532	C12552
DB12551	C10968
DB12553	C07006
DB12582	C03882
DB12586	C11641
DB12604	C00494
DB12618	C11380
DB12622	C08628
DB12628	C00114
DB12650	C07245
DB12665	C05623
DB12665	C10073
DB12668	C11684
DB12676	C00143
DB12697	C05689
DB12700	C10819
DB12709	C13870
DB12710	C16903
DB12728	C18726
DB12730	C11280
DB12750	C04337
DB12751	C00149
DB12751	C00497
DB12751	C00711
DB12751	C03668
DB12754	C00708
DB12754	C05590
DB12779	C06160
DB12779	C06346
DB12779	C06347
DB12792	C18547
DB12802	C10871
DB12802	C10874
DB12803	C11772
DB12813	C16455
DB12813	C16456
DB12813	C16457
DB12816	C17073
DB12832	C19512
DB12838	C19032
DB12864	C08001
DB12870	C04543
DB12884	C11805
DB12907	C01662
DB12911	C13138
DB12916	C13522
DB12923	C13764
DB12942	C13542
DB12944	C02183
DB12946	C13709
DB12947	C12739
DB12961	C02165
DB12965	C06710
DB12969	C03365
DB12969	C03659
DB12969	C03660
DB12969	C03844
DB12969	C05163
DB12969	C06352
DB12969	C06353
DB12969	C08257
DB12970	C01662
DB12972	C05480
DB12972	C11825
DB12972	C13712
DB12972	C15484
DB12996	C10501
DB13009	C10897
DB13014	C07606
DB13028	C11268
DB13044	C07667
DB13063	C07609
DB13069	C11276
DB13089	C02283
DB13089	C03930
DB13100	C07672
DB13105	C18171
DB13132	C09538
DB13139	C11770
DB13142	C00076
DB13142	C00257
DB13142	C00514
DB13142	C00770
DB13142	C00800
DB13142	C00817
DB13142	C00880
DB13142	C15930
DB13143	C07621
DB13145	C00014
DB13145	C01342
DB13153	C09621
DB13154	C02124
DB13155	C09264
DB13156	C00294
DB13157	C01330
DB13163	C00001
DB13163	C01328
DB13169	C07254
DB13174	C10401
DB13178	C00137
DB13178	C06152
DB13178	C06153
DB13179	C12753
DB13180	C00257
DB13180	C00514
DB13180	C00770
DB13180	C00800
DB13180	C00817
DB13180	C00880
DB13180	C15930
DB13182	C10208
DB13191	C02305
DB13207	C00025
DB13207	C00062
DB13207	C00217
DB13207	C00302
DB13207	C00792
DB13207	C02385
DB13209	C00001
DB13209	C01328
DB13210	C01330
DB13210	C01486
DB13210	C19523
DB13212	C12600
DB13215	C11363
DB13218	C01983
DB13218	C01984
DB13220	C00049
DB13220	C00402
DB13220	C14818
DB13220	C16433
DB13224	C17730
DB13226	C02710
DB13229	C17722
DB13231	C00076
DB13231	C00186
DB13231	C00256
DB13231	C01432
DB13236	C00001
DB13236	C01328
DB13236	C01330
DB13236	C11159
DB13240	C08859
DB13245	C11160
DB13248	C07659
DB13249	C00305
DB13250	C00698
DB13250	C01327
DB13250	C03172
DB13250	C04078
DB13251	C04227
DB13254	C12814
DB13257	C00059
DB13257	C14818
DB13259	C18248
DB13261	C00001
DB13261	C01328
DB13261	C11248
DB13264	C08126
DB13273	C11708
DB13274	C17706
DB13276	C17728
DB13280	C00164
DB13290	C00742
DB13290	C16487
DB13304	C19542
DB13318	C11250
DB13322	C00001
DB13322	C00288
DB13322	C00305
DB13322	C01328
DB13322	C01353
DB13323	C06790
DB13326	C00698
DB13326	C01327
DB13326	C11273
DB13329	C09675
DB13330	C02704
DB13332	C19143
DB13336	C11233
DB13339	C19537
DB13344	C00698
DB13344	C00703
DB13344	C01327
DB13345	C13168
DB13347	C18698
DB13355	C09316
DB13362	C12590
DB13366	C00698
DB13366	C01327
DB13370	C12829
DB13371	C17720
DB13374	C09251
DB13376	C07273
DB13379	C00288
DB13379	C01330
DB13379	C01353
DB13381	C00284
DB13381	C01330
DB13381	C14819
DB13386	C14593
DB13386	C15216
DB13387	C00001
DB13387	C01328
DB13387	C03184
DB13387	C14819
DB13391	C09913
DB13392	C00001
DB13392	C01328
DB13392	C01330
DB13393	C09421
DB13402	C06899
DB13404	C00284
DB13404	C01330
DB13415	C13692
DB13416	C12750
DB13418	C14757
DB13423	C00001
DB13423	C01328
DB13423	C14819
DB13424	C04623
DB13448	C12948
DB13453	C13373
DB13482	C12717
DB13486	C00305
DB13486	C17732
DB13487	C13547
DB13495	C06606
DB13499	C11253
DB13499	C13505
DB13506	C11752
DB13506	C13976
DB13509	C01405
DB13515	C07163
DB13519	C00209
DB13531	C17729
DB13533	C14491
DB13543	C13522
DB13547	C07106
DB13553	C13016
DB13568	C06772
DB13569	C00698
DB13569	C01327
DB13569	C14818
DB13571	C13299
DB13576	C00253
DB13578	C17723
DB13580	C11745
DB13582	C00158
DB13582	C14819
DB13590	C00076
DB13595	C00001
DB13595	C00305
DB13595	C01328
DB13598	C13240
DB13600	C10985
DB13602	C14208
DB13603	C12491
DB13606	C11790
DB13612	C00076
DB13612	C00086
DB13612	C01405
DB13615	C00001
DB13615	C01328
DB13615	C01330
DB13620	C00238
DB13620	C00257
DB13620	C00514
DB13620	C00770
DB13620	C00800
DB13620	C00817
DB13620	C00880
DB13620	C15930
DB13626	C00001
DB13626	C00037
DB13626	C01328
DB13627	C11342
DB13636	C06960
DB13637	C17719
DB13639	C00552
DB13639	C00898
DB13639	C02107
DB13639	C14818
DB13640	C17734
DB13644	C19265
DB13650	C00001
DB13650	C00257
DB13650	C00514
DB13650	C00770
DB13650	C00800
DB13650	C00817
DB13650	C00880
DB13650	C01328
DB13650	C07182
DB13650	C15930
DB13654	C00001
DB13654	C01328
DB13660	C13110
DB13661	C19268
DB13666	C00708
DB13666	C05590
DB13667	C11203
DB13669	C14452
DB13673	C00825
DB13679	C06905
DB13679	C06946
DB13679	C07780
DB13679	C07783
DB13682	C11199
DB13689	C12919
DB13690	C17721
DB13693	C11170
DB13694	C16823
DB13698	C00288
DB13698	C01353
DB13698	C14818
DB13702	C00708
DB13702	C05590
DB13703	C11776
DB13705	C00698
DB13705	C01327
DB13706	C01330
DB13707	C00552
DB13707	C00898
DB13707	C01330
DB13707	C02107
DB13712	C19120
DB13715	C12954
DB13716	C14214
DB13717	C14387
DB13718	C10696
DB13721	C10984
DB13721	C18715
DB13732	C00001
DB13732	C01328
DB13743	C00001
DB13743	C00320
DB13743	C01328
DB13743	C01330
DB13743	C05529
DB13745	C01324
DB13745	C13645
DB13747	C06771
DB13748	C00062
DB13748	C00792
DB13748	C02385
DB13749	C00001
DB13749	C00257
DB13749	C00305
DB13749	C00514
DB13749	C00770
DB13749	C00800
DB13749	C00817
DB13749	C00880
DB13749	C01328
DB13749	C15930
DB13751	C02284
DB13751	C14049
DB13751	C18610
DB13752	C18373
DB13753	C13786
DB13757	C11773
DB13758	C08195
DB13762	C07864
DB13763	C01330
DB13765	C00698
DB13765	C00703
DB13765	C01327
DB13765	C13377
DB13769	C00708
DB13769	C05590
DB13771	C01330
DB13771	C14819
DB13772	C11240
DB13777	C07533
DB13780	C00001
DB13780	C01328
DB13780	C13700
DB13781	C11775
DB13786	C00295
DB13786	C00305
DB13789	C00033
DB13789	C00552
DB13789	C00898
DB13789	C02107
DB13793	C09149
DB13800	C00076
DB13800	C18380
DB13802	C17620
DB13806	C13780
DB13812	C07130
DB13814	C11751
DB13814	C13978
DB13816	C13269
DB13818	C00001
DB13818	C01328
DB13826	C14271
DB13828	C10982
DB13829	C00076
DB13830	C05153
DB13831	C00034
DB13831	C00238
DB13837	C19413
DB13845	C12886
DB13850	C12768
DB13854	C06426
DB13860	C00805
DB13860	C01589
DB13862	C00009
DB13862	C00305
DB13865	C07996
DB13867	C07815
DB13868	C11277
DB13871	C02809
DB13875	C06536
DB13909	C00001
DB13909	C01328
DB13909	C01424
DB13910	C07185
DB13911	C01330
DB13912	C05073
DB13917	C07453
DB13918	C11021
DB13943	C08156
DB13944	C08157
DB13949	C14819
DB13954	C14640
DB13956	C12859
DB13960	C13034
DB13962	C00076
DB13962	C00767
DB13962	C00818
DB13962	C00879
DB13962	C01807
DB13963	C14328
DB13969	C00698
DB13969	C01327
DB13972	C00073
DB13972	C00855
DB13972	C01733
DB13977	C00238
DB13977	C00288
DB13977	C01353
DB13987	C00698
DB13987	C01327
DB13987	C13884
DB13995	C00013
DB13995	C00158
DB13995	C14819
DB13996	C00033
DB13996	C00305
DB14002	C13202
DB14006	C00114
DB14006	C00805
DB14008	C10058
DB14010	C08309
DB14015	C00094
DB14015	C01330
DB14015	C11481
DB14020	C01408
DB14026	C08171
DB14028	C07486
DB14031	C07642
DB14038	C01753
DB14043	C16512
DB14048	C01330
DB14054	C08617
DB14055	C01541
DB14056	C11609
DB14057	C06684
DB14061	C19432
DB14062	C15761
DB14063	C07188
DB14064	C13766
DB14073	C16526
DB14077	C00305
DB14080	C00305
DB14080	C06809
DB14081	C15428
DB14083	C14348
DB14086	C06562
DB14086	C09727
DB14086	C09728
DB14086	C14079
DB14086	C17590
DB14089	C07598
DB14090	C11142
DB14092	C00177
DB14093	C00535
DB14098	C00175
DB14098	C00541
DB14103	C03510
DB14103	C03829
DB14104	C01595
DB14105	C01330
DB14109	C06186
DB14109	C12079
DB14116	C00001
DB14116	C00305
DB14116	C01328
DB14119	C12144
DB14121	C08502
DB14128	C00003
DB14138	C00001
DB14138	C01328
DB14141	C19499
DB14144	C02372
DB14149	C00238
DB14149	C01330
DB14150	C01485
DB14152	C08621
DB14156	C00808
DB14156	C00809
DB14156	C18369
DB14160	C13409
DB14175	C12288
DB14176	C14393
DB14180	C00059
DB14180	C19609
DB14182	C06268
DB14183	C01500
DB14183	C09871
DB14184	C00903
DB14186	C02394
DB14188	C10469
DB14193	C19150
DB14204	C19609
DB14205	C00175
DB14206	C00175
DB14206	C00698
DB14206	C01327
DB14475	C00186
DB14475	C00256
DB14475	C01432
DB14476	C02477
DB14479	C00038
DB14479	C06809
DB14481	C00001
DB14481	C00009
DB14481	C00076
DB14481	C01328
DB14482	C00072
DB14482	C01330
DB14483	C00072
DB14483	C00076
DB14484	C00072
DB14484	C00305
DB14485	C00038
DB14485	C00072
DB14486	C00072
DB14486	C00153
DB14489	C00042
DB14489	C14818
DB14490	C00072
DB14490	C14818
DB14491	C00122
DB14491	C01384
DB14491	C14818
DB14492	C00238
DB14492	C08040
DB14493	C00037
DB14493	C00038
DB14494	C00001
DB14494	C00038
DB14494	C00288
DB14494	C01328
DB14494	C01353
DB14496	C00150
DB14496	C01330
DB14496	C15455
DB14497	C00001
DB14497	C00076
DB14497	C00288
DB14497	C00305
DB14497	C00698
DB14497	C01327
DB14497	C01328
DB14497	C01353
DB14498	C00033
DB14498	C00238
DB14498	C12554
DB14501	C00037
DB14501	C00059
DB14501	C14818
DB14502	C00009
DB14502	C01330
DB14502	C13558
DB14505	C01330
DB14506	C00001
DB14506	C01328
DB14507	C00158
DB14508	C00042
DB14509	C00288
DB14509	C01353
DB14509	C07964
DB14510	C14818
DB14511	C00033
DB14512	C07817
DB14514	C00305
DB14516	C01330
DB14517	C00009
DB14518	C00033
DB14520	C00001
DB14520	C01328
DB14520	C14819
DB14522	C00001
DB14522	C01328
DB14523	C00009
DB14525	C19368
DB14526	C00158
DB14526	C19368
DB14527	C19368
DB14528	C00257
DB14528	C00514
DB14528	C00770
DB14528	C00800
DB14528	C00817
DB14528	C00880
DB14528	C15930
DB14528	C19368
DB14529	C00253
DB14529	C19368
DB14530	C00059
DB14531	C00288
DB14531	C01353
DB14532	C00038
DB14533	C00038
DB14533	C00698
DB14533	C01327
DB14536	C13884
DB14537	C06268
DB14539	C02821
DB14541	C08176
DB14543	C13358
DB14546	C00059
DB14547	C00698
DB14547	C01327
DB14550	C00698
DB14550	C01327
DB14551	C19162
DB14570	C01176
DB14573	C00009
DB14574	C19171
DB14575	C07493
DB14577	C00076
DB14589	C14273
DB14598	C00076
DB14598	C00284
DB14598	C01330
DB14599	C00284
DB14599	C01330
DB14600	C00284
DB14600	C01330
DB14622	C00001
DB14622	C00009
DB14622	C01328
DB14622	C01330
DB14626	C14658
DB14633	C12666
DB14638	C07637
DB14640	C14636
DB14642	C07105
DB14646	C14668
DB14649	C08174
DB14656	C07930
DB14657	C12656
DB14659	C14642
DB14665	C09837
DB14665	C11338
DB14667	C00850
DB14667	C02180
DB14674	C13031
DB14678	C14486
DB14681	C00762
DB14682	C08014
DB14695	C00001
DB14695	C01328
DB14695	C14819
DB14703	C12961
DB14704	C00379
DB14704	C00474
DB14704	C00532
DB14704	C01904
DB14725	C08102
DB14732	C01449
DB14735	C08998
DB14737	C07580
DB14739	C12849
DB14750	C06971
DB14755	C10783
DB14755	C17418
DB14756	C00552
DB14756	C00898
DB14756	C02107
DB14763	C11724
DB14763	C15270
DB14815	C08944
DB14933	C03150
DB14972	C18667
DB14981	C01204
DB15006	C18430
DB15050	C05926
DB15056	C10980
DB15073	C11476
DB15087	C01452
DB15087	C10906
DB15111	C00033
DB15117	C13410
DB15198	C07163
DB15201	C08608
DB15202	C06108
DB15204	C14817
DB15230	C18826
DB15289	C02452
DB15300	C10696
DB15316	C18850
DB15334	C00814
DB15335	C00858
DB15350	C00137
DB15350	C06152
DB15350	C06153
DB15357	C11767
DB15374	C19171
DB15394	C02483
DB15410	C07381
DB15429	C02086
DB15436	C08419
DB15458	C01933
DB15477	C10305
DB15477	C17778
DB15479	C00001
DB15479	C00698
DB15479	C01327
DB15479	C01328
DB15480	C12064
DB15488	C10450
DB15488	C10488
DB15533	C00059
DB15533	C00076
DB15533	C13194
DB15535	C00698
DB15535	C01327
DB15536	C00698
DB15536	C01327
DB15536	C14819
DB15555	C00149
DB15555	C00305
DB15555	C00497
DB15555	C00711
DB15555	C03668
DB15556	C00037
DB15556	C00038
DB15556	C00158
DB15565	C17309
DB15566	C08180
DB15573	C06306
DB15573	C06308
DB15573	C09880
DB15574	C06307
DB15574	C09882
DB15581	C10028
DB15582	C15722
DB15584	C01514
DB15586	C16748
DB15587	C00001
DB15587	C00238
DB15587	C01328
DB15587	C11340
DB15588	C08988
DB15589	C17497
DB15594	C01330
DB15598	C11918
DB15598	C14819
