drugbank_id	pubchem_tpharma_id
DB00159	17169954
DB00159	24778367
DB00159	29213645
DB00159	49838286
DB00159	49838287
DB00159	56260178
DB00159	56268515
DB00159	57305019
DB00159	58090827
DB00159	74378507
DB00159	74378508
DB00159	85093783
DB00159	85234239
DB00159	87328434
DB00159	87328560
DB00159	87352260
DB00159	87352588
DB00159	87353059
DB00159	92386682
DB00160	14747373
DB00160	14940437
DB00160	14967481
DB00160	15146334
DB00160	15170412
DB00160	15321081
DB00160	15711148
DB00160	15785667
DB00160	16068290
DB00160	16153662
DB00160	16165746
DB00160	16299818
DB00160	16930499
DB00160	47214933
DB00160	99438854
DB00161	14967532
DB00161	14991938
DB00161	15119814
DB00161	15119835
DB00161	15146529
DB00161	15218854
DB00161	15218861
DB00161	15585767
DB00161	15611120
DB00161	15661048
DB00161	15736021
DB00161	15860880
DB00161	15946366
DB00161	15995033
DB00161	16117482
DB00161	16312128
DB00161	16349065
DB00161	16361285
DB00161	16946403
DB00161	99438855
DB00162	136327352
DB00162	14781094
DB00162	14782640
DB00162	14792220
DB00162	14799924
DB00162	14816844
DB00162	14817136
DB00162	14873245
DB00162	14915632
DB00162	14922339
DB00162	15274278
DB00162	15593096
DB00162	15593243
DB00162	15668278
DB00162	15768083
DB00162	15893293
DB00162	16253753
DB00162	16352169
DB00162	163555909
DB00162	16384700
DB00162	16408805
DB00162	16651499
DB00162	16729126
DB00162	24263094
DB00162	56379877
DB00162	85093824
DB00162	85156905
DB00162	85167504
DB00163	14807564
DB00163	14880888
DB00163	14905397
DB00163	15777747
DB00163	16222465
DB00163	16283264
DB00163	16332211
DB00163	16454893
DB00163	16869830
DB00163	22392881
DB00163	85853183
DB00165	15171158
DB00165	15487150
DB00165	16178831
DB00166	104228320
DB00166	104546763
DB00166	104548128
DB00166	104548129
DB00166	104548130
DB00166	113029716
DB00166	124388662
DB00166	125089945
DB00166	129983581
DB00166	131339098
DB00166	131466256
DB00166	131467896
DB00166	131481147
DB00166	134431078
DB00166	134431079
DB00166	134431424
DB00166	134431425
DB00166	135646955
DB00166	136913760
DB00166	136970483
DB00166	143486320
DB00166	144081925
DB00166	14762366
DB00166	14767674
DB00166	14773759
DB00166	14775380
DB00166	14777349
DB00166	14777717
DB00166	14779452
DB00166	14794889
DB00166	14795840
DB00166	14801764
DB00166	14819034
DB00166	14831008
DB00166	14852991
DB00166	14874372
DB00166	14883643
DB00166	14885674
DB00166	14887304
DB00166	14900960
DB00166	14915209
DB00166	14926740
DB00166	14929583
DB00166	14943243
DB00166	14976011
DB00166	15103065
DB00166	15108120
DB00166	15171829
DB00166	15171830
DB00166	15171831
DB00166	15195655
DB00166	15196245
DB00166	15199384
DB00166	15201406
DB00166	15292630
DB00166	16244214
DB00166	16269251
DB00166	16286499
DB00166	16299576
DB00166	163444720
DB00166	16347204
DB00166	163501420
DB00166	163524861
DB00166	163638395
DB00166	163691592
DB00166	16441411
DB00166	16576817
DB00166	16602065
DB00166	16608184
DB00166	16634011
DB00166	16658681
DB00166	16687910
DB00166	16708357
DB00166	16739626
DB00166	16753791
DB00166	16798128
DB00166	17155474
DB00166	24731260
DB00166	24741776
DB00166	24741787
DB00166	24841853
DB00166	26738531
DB00166	26738587
DB00166	26738590
DB00166	26743691
DB00166	46503206
DB00166	49650320
DB00166	49662154
DB00166	53799480
DB00166	53799485
DB00166	53834465
DB00166	56256971
DB00166	56380629
DB00166	56383220
DB00166	56391941
DB00166	56473574
DB00166	57244901
DB00166	81080711
DB00166	81082093
DB00166	85154900
DB00166	85189979
DB00166	85195652
DB00166	85232117
DB00166	85232267
DB00166	85753818
DB00166	85846162
DB00166	85849687
DB00166	87352398
DB00166	89442925
DB00166	89444111
DB00166	93367393
DB00166	96044624
DB00166	96074351
DB00166	96096893
DB00166	99211525
DB00166	99230754
DB00166	99381708
DB00167	14967625
DB00167	15146636
DB00167	15170676
DB00167	15170678
DB00167	15194519
DB00167	15194521
DB00167	15219003
DB00167	15297247
DB00167	15297249
DB00167	15321384
DB00167	15321394
DB00167	15412833
DB00167	15461934
DB00167	15611172
DB00167	15636334
DB00167	15711248
DB00167	15711249
DB00167	15760776
DB00167	15810783
DB00167	16117589
DB00167	16901746
DB00169	104171502
DB00169	115944786
DB00169	123049312
DB00169	124390927
DB00169	125264960
DB00169	134227023
DB00169	135676672
DB00169	135677909
DB00169	136336839
DB00169	144086139
DB00169	14780376
DB00169	14878171
DB00169	14902691
DB00169	14937530
DB00169	14979793
DB00169	15029257
DB00169	152191467
DB00169	152192806
DB00169	15351346
DB00169	15929737
DB00169	15941844
DB00169	16076210
DB00169	16088400
DB00169	16125101
DB00169	16274111
DB00169	163458312
DB00169	163501473
DB00169	16563193
DB00169	16622925
DB00169	24435867
DB00169	56393461
DB00169	56451368
DB00169	85167289
DB00169	85182466
DB00169	96075072
DB00169	99236359
DB00169	99382412
DB00170	14772598
DB00170	14883066
DB00170	16081469
DB00170	16224100
DB00170	16252796
DB00170	16318116
DB00170	16367648
DB00170	16416721
DB00170	16476110
DB00170	16477255
DB00170	16489580
DB00170	16489643
DB00170	16588266
DB00170	16760471
DB00170	16859142
DB00170	24735881
DB00171	123101959
DB00171	14786872
DB00171	14835750
DB00171	14860194
DB00171	14909131
DB00171	14986281
DB00171	16199196
DB00171	16211490
DB00171	16590979
DB00171	16737981
DB00172	15146482
DB00172	15194368
DB00172	15297089
DB00172	15297098
DB00172	15321227
DB00172	15661042
DB00172	15736019
DB00172	15898173
DB00172	15922256
DB00172	16117484
DB00172	16601039
DB00172	16930611
DB00172	87240612
DB00173	125090883
DB00173	14747713
DB00173	15536069
DB00173	15585848
DB00173	15898306
DB00173	15970681
DB00173	15970736
DB00173	16056306
DB00173	16166014
DB00173	16190408
DB00173	16349121
DB00173	26693445
DB00173	26693724
DB00174	14747676
DB00174	14747678
DB00174	15119952
DB00174	15146630
DB00175	113031739
DB00175	136332959
DB00175	136920222
DB00175	14758460
DB00175	14759671
DB00175	14762548
DB00175	14765447
DB00175	14767324
DB00175	14791596
DB00175	14791860
DB00175	14808389
DB00175	14808390
DB00175	14816142
DB00175	14816700
DB00175	14833185
DB00175	14838082
DB00175	14840650
DB00175	14840796
DB00175	14841333
DB00175	14841617
DB00175	14841970
DB00175	14862815
DB00175	14880512
DB00175	14880513
DB00175	14887299
DB00175	14890026
DB00175	14906322
DB00175	14913997
DB00175	14914104
DB00175	14914124
DB00175	14914475
DB00175	14914531
DB00175	14914807
DB00175	14935478
DB00175	14937877
DB00175	15006941
DB00175	15056376
DB00175	15202130
DB00175	15289370
DB00175	15379769
DB00175	15379770
DB00175	15427670
DB00175	163549525
DB00175	163549526
DB00175	163549673
DB00175	163549674
DB00175	16371221
DB00175	16673515
DB00175	16685087
DB00175	16732077
DB00175	16739665
DB00175	16754163
DB00175	16787992
DB00175	16810529
DB00175	16819919
DB00175	16896652
DB00175	16898051
DB00175	17425588
DB00175	22391632
DB00175	24705510
DB00175	24705511
DB00175	46520996
DB00175	46521055
DB00175	49811848
DB00175	56406936
DB00175	57416456
DB00175	58089232
DB00175	58089338
DB00175	58090638
DB00175	58090731
DB00175	58090732
DB00175	81068352
DB00175	81068353
DB00175	81068354
DB00175	81068355
DB00175	81068356
DB00175	81068477
DB00175	81068478
DB00175	81068479
DB00175	81069593
DB00175	85093421
DB00175	85291096
DB00176	14768719
DB00176	14881084
DB00176	14899201
DB00176	14905575
DB00176	14938264
DB00176	152228591
DB00176	15322702
DB00176	16321069
DB00176	16790776
DB00176	17420610
DB00176	24419241
DB00176	26732794
DB00176	49683297
DB00177	117693785
DB00177	134332803
DB00177	134432072
DB00177	135378335
DB00177	14766338
DB00177	14766588
DB00177	14766593
DB00177	14767065
DB00177	14767766
DB00177	14792522
DB00177	14815622
DB00177	14841024
DB00177	14856825
DB00177	14859149
DB00177	14861543
DB00177	14865247
DB00177	14881173
DB00177	14913411
DB00177	15103970
DB00177	15155618
DB00177	15160295
DB00177	15209119
DB00177	152189708
DB00177	16274964
DB00177	163487437
DB00177	163621969
DB00177	16372115
DB00177	16372968
DB00177	16434485
DB00177	16446554
DB00177	16471518
DB00177	16507532
DB00177	16652029
DB00177	16688606
DB00177	16717611
DB00177	16739567
DB00177	16812164
DB00177	16819906
DB00177	16826819
DB00177	17155478
DB00177	17164280
DB00177	17164281
DB00177	17164282
DB00177	22421790
DB00177	24698389
DB00177	24702606
DB00177	26523212
DB00177	26654031
DB00177	26697854
DB00177	26738507
DB00177	26743660
DB00177	26743689
DB00177	46531766
DB00177	47213903
DB00177	56459500
DB00177	56459501
DB00177	56459502
DB00177	56460329
DB00177	56460330
DB00177	56460389
DB00177	56460391
DB00177	57289070
DB00177	57413706
DB00177	57413707
DB00177	57413708
DB00177	81080593
DB00177	92121538
DB00177	96062331
DB00177	96062332
DB00177	96076114
DB00177	96076115
DB00177	96076347
DB00177	96079282
DB00177	99228303
DB00177	99236863
DB00177	99236864
DB00177	99236865
DB00178	125239785
DB00178	134228191
DB00178	134332813
DB00178	136362255
DB00178	144200295
DB00178	14760020
DB00178	14791366
DB00178	14815929
DB00178	14816467
DB00178	14841057
DB00178	14864181
DB00178	14904601
DB00178	14929182
DB00178	14938403
DB00178	14939806
DB00178	16262206
DB00178	16275162
DB00178	16483009
DB00178	16544262
DB00178	16630207
DB00178	17500706
DB00178	24761981
DB00178	24771517
DB00178	24908067
DB00178	24908068
DB00178	46502310
DB00178	49693794
DB00178	49743190
DB00178	49755106
DB00178	49755107
DB00178	49755108
DB00178	51081383
DB00178	56252589
DB00178	56252590
DB00178	56252936
DB00178	56252937
DB00178	56252938
DB00178	56252939
DB00178	56253294
DB00178	56334897
DB00178	56336927
DB00178	57414829
DB00178	57587180
DB00178	57587181
DB00178	57587182
DB00178	57587231
DB00178	57587232
DB00178	57587831
DB00178	57587873
DB00178	85240758
DB00178	85249485
DB00178	87236675
DB00178	87462266
DB00178	99289690
DB00179	136913921
DB00179	14800563
DB00179	14825338
DB00179	16229516
DB00179	85257695
DB00180	104544266
DB00180	14783343
DB00180	14807742
DB00180	14812194
DB00180	15501890
DB00181	144117168
DB00181	144121672
DB00181	14837823
DB00181	15121255
DB00181	15171983
DB00181	15195799
DB00181	16132722
DB00181	16240267
DB00181	16314114
DB00181	163522100
DB00181	163534054
DB00181	16363381
DB00181	16473365
DB00181	24698383
DB00181	24702616
DB00181	46531817
DB00181	85284971
DB00181	85286242
DB00181	89445889
DB00181	96030861
DB00181	99289584
DB00181	99311622
DB00182	117698146
DB00182	117698147
DB00182	117698148
DB00182	117698352
DB00182	117698353
DB00182	15119984
DB00182	15170721
DB00182	15264861
DB00182	15297279
DB00182	163475306
DB00182	16659419
DB00182	16935415
DB00182	87357077
DB00183	14815717
DB00183	16532139
DB00184	14748051
DB00184	15147031
DB00184	15171051
DB00184	15171052
DB00184	15661500
DB00184	16202187
DB00184	81047829
DB00184	81047830
DB00184	81047831
DB00184	81047832
DB00184	96045228
DB00184	96068371
DB00184	96068372
DB00184	96068373
DB00184	96068374
DB00184	96068375
DB00184	96068376
DB00184	96068377
DB00184	96068378
DB00184	96068548
DB00184	96068549
DB00184	96068550
DB00184	96068551
DB00184	96068552
DB00184	96068553
DB00184	96068554
DB00184	96068555
DB00184	96068556
DB00184	96068720
DB00184	96068721
DB00184	96068722
DB00184	96068723
DB00184	96068724
DB00184	96068725
DB00184	96068726
DB00184	96068727
DB00184	96068883
DB00184	96068884
DB00184	96068885
DB00184	96068886
DB00184	96068887
DB00184	96068888
DB00184	96068889
DB00184	96068890
DB00184	96069059
DB00184	96069060
DB00184	96069061
DB00184	96069062
DB00184	96069063
DB00184	96069064
DB00184	96069065
DB00184	96070717
DB00184	96070718
DB00184	96070719
DB00184	96070720
DB00184	96070721
DB00184	96070890
DB00184	96070891
DB00184	96070892
DB00184	96070893
DB00184	96070894
DB00184	96070895
DB00184	96070896
DB00184	96070897
DB00184	96070898
DB00185	131472245
DB00185	14748682
DB00185	14748683
DB00185	14798261
DB00185	14798747
DB00185	16106747
DB00185	16638027
DB00185	16703490
DB00185	16733121
DB00185	24738269
DB00185	56460470
DB00185	56460472
DB00185	85160364
DB00185	99442905
DB00186	14790217
DB00186	14801418
DB00186	14813247
DB00186	14890382
DB00186	14938173
DB00186	163636772
DB00186	16712342
DB00186	26738455
DB00187	131469081
DB00187	144200481
DB00187	14825011
DB00187	14924372
DB00187	87793479
DB00188	103906014
DB00188	104219974
DB00188	131338593
DB00188	134216806
DB00188	143486180
DB00188	148136486
DB00188	14853748
DB00188	14927299
DB00188	152256544
DB00188	163471151
DB00188	16724607
DB00188	16724771
DB00188	17391024
DB00188	24775548
DB00188	26514744
DB00188	49658942
DB00188	49658962
DB00188	49689894
DB00188	49738854
DB00188	50088211
DB00188	50096709
DB00188	56339198
DB00188	57416787
DB00188	57582981
DB00188	57582982
DB00188	57582983
DB00188	57583047
DB00188	57583048
DB00188	57583049
DB00188	74368687
DB00188	81046042
DB00188	85186918
DB00188	87328389
DB00188	87328418
DB00188	87793387
DB00188	96043406
DB00188	96044451
DB00188	96044625
DB00188	99446553
DB00189	15363676
DB00190	103801248
DB00190	131524191
DB00190	14773700
