drugbank_id	nikkaji_id
DB01534	J8.144B
DB01535	J18.086F
DB01535	J2.692.648C
DB01536	J1.415.158C
DB01536	J2.144.799D
DB01536	J344.566F
DB01536	J344.567D
DB01536	J38.388K
DB01536	J947.838H
DB01538	J53.706C
DB01538	J72.596J
DB01539	J72.701F
DB01541	J1.043.821G
DB01541	J7.137D
DB01541	J91.788E
DB01542	J19.743B
DB01542	J358.858K
DB01542	J358.859I
DB01542	J358.860B
DB01542	J358.861K
DB01543	J621.100C
DB01545	J21.650J
DB01546	J7.373C
DB01547	J23.938K
DB01547	J3.400B
DB01547	J59.742B
DB01548	J365.226B
DB01548	J637.467K
DB01548	J87.543K
DB01549	J7.357A
DB01550	J264.765F
DB01550	J264.766D
DB01550	J281.611C
DB01551	J5.368F
DB01551	J72.594C
DB01552	J10.197D
DB01552	J238.590B
DB01552	J238.591K
DB01552	J239.347F
DB01552	J239.348D
DB01553	J3.158E
DB01554	J1.353.851D
DB01554	J1.838.626G
DB01554	J14.809A
DB01554	J2.140.157I
DB01555	J20.711J
DB01555	J280.525A
DB01555	J41.405K
DB01555	J6.254E
DB01555	J9.669E
DB01556	J5.768A
DB01557	J277.924B
DB01558	J3.680C
DB01559	J9.292D
DB01560	J18.754B
DB01560	J543.577C
DB01560	J80.987J
DB01561	J139.897K
DB01561	J36.711G
DB01561	J38.549B
DB01561	J38.550F
DB01561	J858.502D
DB01562	J280.515D
DB01563	J1.517B
DB01564	J7.528K
DB01564	J9.069G
DB01565	J19.835H
DB01565	J6.251K
DB01566	J1.191.663E
DB01566	J2.157.157A
DB01566	J263.855J
DB01566	J759.170E
DB01566	J768.521A
DB01567	J3.410J
DB01568	J8.206F
DB01569	J17.082H
DB01570	J1.270.368F
DB01570	J1.361.491A
DB01570	J1.361.492J
DB01570	J1.361.493H
DB01570	J33.890G
DB01570	J387.173H
DB01570	J654.501G
DB01570	J654.502E
DB01570	J654.503C
DB01570	J654.504A
DB01571	J134.065D
DB01571	J283.260G
DB01571	J283.261E
DB01571	J283.262C
DB01571	J283.263A
DB01571	J385.391H
DB01572	J2.069.330D
DB01572	J393.529I
DB01572	J393.541H
DB01573	J8.495F
DB01574	J135.235K
DB01574	J135.236I
DB01574	J135.237G
DB01574	J2.261.720F
DB01574	J2.328.860E
DB01574	J209.359F
DB01574	J298.851H
DB01574	J298.852F
DB01574	J43.587B
DB01574	J605.528A
DB01574	J643.936E
DB01574	J643.937C
DB01574	J95.184F
DB01575	J135.235K
DB01575	J135.236I
DB01575	J135.237G
DB01575	J2.261.720F
DB01575	J209.359F
DB01575	J298.851H
DB01575	J298.852F
DB01575	J421.946E
DB01575	J422.102H
DB01575	J43.587B
DB01575	J605.528A
DB01575	J643.936E
DB01575	J643.937C
DB01575	J95.184F
DB01576	J171.201B
DB01576	J171.202K
DB01576	J2.157.154G
DB01576	J2.157.155E
DB01576	J28.384C
DB01576	J4.121A
DB01576	J473.096H
DB01576	J74.925G
DB01576	J9.368H
DB01577	J2.157.152K
DB01577	J2.420.070A
DB01577	J50.041K
DB01577	J594.189J
DB01577	J6.362B
DB01577	J8.954K
DB01578	J3.488F
DB01579	J276.183A
DB01579	J6.905A
DB01580	J257.448I
DB01580	J257.449G
DB01580	J318.375K
DB01580	J8.410G
DB01581	J5.402J
DB01582	J1.973.532J
DB01582	J106.516E
DB01582	J2.283.870I
DB01582	J2.381.144H
DB01582	J2.441.543K
DB01583	J1.085.483K
DB01583	J1.372B
DB01583	J1.682.490I
DB01583	J14.681A
DB01583	J16.713D
DB01583	J16.720G
DB01583	J184.408C
DB01583	J2.088.556D
DB01583	J2.088.557B
DB01583	J239.592D
DB01583	J4.118A
DB01583	J4.119J
DB01583	J5.474G
DB01583	J61.561G
DB01583	J8.056J
DB01583	J85.948F
DB01583	J9.820E
DB01586	J1.264.312H
DB01586	J1.434.895F
DB01586	J1.693.127F
DB01586	J1.800.764I
DB01586	J14.876H
DB01586	J2.053B
DB01586	J2.520H
DB01586	J2.836.773B
DB01586	J21.478G
DB01586	J21.479E
DB01586	J3.010.146D
DB01586	J3.010.148K
DB01586	J40.638D
DB01586	J452.956A
DB01586	J694.994K
DB01586	J694.995I
DB01587	J10.725E
DB01588	J3.397I
DB01589	J17.787C
DB01590	J1.030.871B
DB01590	J1.224.650A
DB01590	J1.224.651J
DB01590	J1.224.656K
DB01591	J1.594.869H
DB01591	J2.120.407B
DB01591	J2.120.408K
DB01592	J95.171D
DB01593	J1.458.431E
DB01593	J3.735D
DB01594	J395.106E
DB01597	J135.038B
DB01597	J32.849I
DB01598	J32.525B
DB01599	J1.536.417C
DB01599	J20.410B
DB01600	J3.176C
DB01600	J534.360G
DB01600	J534.361E
DB01601	J1.543.461I
DB01602	J14.626I
DB01603	J184.381H
DB01603	J2.341H
DB01603	J25.708G
DB01604	J17.773C
DB01604	J428.367H
DB01605	J17.761J
DB01605	J24.590I
DB01606	J23.672A
DB01606	J246.119F
DB01606	J404.121F
DB01606	J429.854C
DB01607	J17.850K
DB01607	J61.657E
DB01607	J62.471C
DB01607	J8.765C
DB01607	J887.957E
DB01608	J3.392H
DB01609	J1.213.542D
DB01610	J1.170.632K
DB01611	J5.298A
DB01611	J513.320C
DB01611	J513.321A
DB01612	J95.753D
DB01614	J4.812G
DB01615	J269.443C
DB01616	J5.855F
DB01618	J8.932J
DB01619	J4.619A
DB01620	J2.602.174J
DB01620	J2.602.175H
DB01620	J4.935B
DB01620	J64.095F
DB01620	J64.096D
DB01621	J16.029F
DB01622	J5.665K
DB01623	J902D
DB01623	J903B
DB01623	J921K
DB01624	J32.497C
DB01624	J366.071K
DB01624	J9.475G
DB01625	J8.948F
DB01626	J6.471H
DB01627	J22.137F
DB01627	J305.104H
DB01627	J360.172B
DB01628	J1.126.176K
DB01629	J1.611.994F
DB01629	J1.987.658F
DB01629	J184.376A
DB01629	J36.572F
DB01630	J1.800.120I
DB01631	J2.114.391J
DB01631	J3.519.664A
DB01631	J3.519.665J
DB01631	J3.519.666H
DB01631	J573H
DB01632	J40.073D
DB01632	J470.594G
DB01632	J855.605I
DB01635	J309.960A
DB01635	J367.312J
DB01635	J47.647A
DB01637	J1.770.587C
DB01637	J108.347C
DB01637	J551.824E
DB01637	J930.893H
DB01638	J1.401.954E
DB01638	J1.401.955C
DB01638	J1.581.709G
DB01638	J1.991.014H
DB01638	J1.991.033D
DB01638	J12.559H
DB01638	J13.213F
DB01638	J2.299C
DB01638	J2.369H
DB01638	J441.077G
DB01638	J534.174D
DB01638	J64.765I
DB01638	J7.011D
DB01638	J92.811I
DB01638	J92.812G
DB01639	J661.646A
DB01640	J2.036.442D
DB01640	J2.060.246E
DB01642	J1.143.994B
DB01642	J1.268.685D
DB01642	J1.340.114D
DB01642	J1.601.057J
DB01642	J1.761.759A
DB01642	J1.761.760E
DB01642	J1.761.761C
DB01642	J1.761.762A
DB01642	J1.761.763J
DB01642	J1.761.764H
DB01642	J1.909.240B
DB01642	J1.909.241K
DB01642	J1.909.242I
DB01642	J1.909.243G
DB01642	J109.292H
DB01642	J109.315K
DB01642	J150.777J
DB01642	J2.041.905I
DB01642	J2.082.080B
DB01642	J2.082.081K
DB01642	J2.098.541K
DB01642	J2.098.542I
DB01642	J2.098.543G
DB01642	J2.098.544E
DB01642	J2.513.891K
DB01642	J2.780.514K
DB01642	J2.860.551J
DB01642	J2.860.552H
DB01642	J2.860.553F
DB01642	J2.860.558G
DB01642	J2.928.741D
DB01642	J250.439A
DB01642	J261.613K
DB01642	J278.555B
DB01642	J278.556K
DB01642	J3.073.401G
DB01642	J3.165.229D
DB01642	J3.293.287H
DB01642	J3.293.288F
DB01642	J3.293.289D
DB01642	J3.293.290H
DB01642	J3.615.503E
DB01642	J377.962I
DB01642	J377.963G
DB01642	J377.964E
DB01642	J4.730I
DB01642	J578.918D
DB01642	J694.266K
DB01642	J694.267I
DB01642	J694.268G
DB01642	J722.304H
DB01642	J765.311E
DB01642	J765.312C
DB01642	J885.869A
DB01642	J95.586H
DB01643	J1.698.884G
DB01643	J150.344H
DB01643	J2.362.106A
DB01643	J208.990D
DB01643	J208.991B
DB01643	J227.356J
DB01643	J3.474.141G
DB01645	J1.257.466E
DB01645	J2.142.207J
DB01645	J39.883G
DB01645	J899.252E
DB01645	J899.253C
DB01646	J1.074.161K
DB01646	J107.298F
DB01646	J21.923A
DB01646	J215.946E
DB01646	J215.947C
DB01646	J23.192D
DB01646	J23.193B
DB01646	J291.093D
DB01646	J291.094B
DB01646	J292.390D
DB01646	J292.391B
DB01646	J4.840B
DB01647	J2.834.017F
DB01647	J637.091H
DB01648	J2.522.197D
DB01648	J3.503.133B
DB01649	J1.069.306C
DB01649	J2.328.162G
DB01650	J2.367.125E
DB01650	J3.190.043C
DB01650	J55.415D
DB01650	J7.442J
DB01651	J1.731.081J
DB01651	J1.731.082H
DB01651	J672.475B
DB01652	J704.621I
DB01655	J3.513.855B
DB01655	J40.068H
DB01655	J605.464A
DB01656	J1.365.537E
DB01661	J608.031F
DB01664	J612.030J
DB01664	J844.888D
DB01664	J844.889B
DB01666	J324.815A
DB01667	J3.265D
DB01668	J10.449C
DB01668	J18.343A
DB01668	J2.533.358F
DB01669	J136.083C
DB01670	J2.877K
DB01671	J1.114.540J
DB01671	J1.138.497H
DB01671	J1.428.746I
DB01671	J1.880.374G
DB01671	J135.235K
DB01671	J135.236I
DB01671	J135.237G
DB01671	J147.378F
DB01671	J2.048.930H
DB01671	J2.261.720F
DB01671	J2.662.556D
DB01671	J208.181D
DB01671	J209.359F
DB01671	J238.023D
DB01671	J23J
DB01671	J298.851H
DB01671	J298.852F
DB01671	J3.163.446F
DB01671	J36.999C
DB01671	J425.304C
DB01671	J43.587B
DB01671	J446.340D
DB01671	J605.528A
DB01671	J643.936E
DB01671	J643.937C
DB01671	J95.184F
DB01671	J978.217F
DB01672	J3.323.305A
DB01672	J79.590I
DB01673	J1.073.719B
DB01673	J890.604A
DB01675	J2.076.063J
DB01677	J1.526.793C
DB01677	J1.539.190A
DB01677	J2.207.062B
DB01677	J2.345.537D
DB01677	J2.400.864I
DB01677	J2.446E
DB01677	J2.592.568H
DB01677	J2.880K
DB01677	J216.001C
DB01677	J239.776E
DB01677	J292.521D
DB01677	J315.528E
DB01677	J332.141J
DB01677	J984.585B
DB01677	J984.587I
DB01681	J1.587.807J
DB01681	J159.848A
DB01681	J159.849J
DB01681	J159.850C
DB01681	J2.359.814K
DB01681	J6.578A
DB01685	J2.062.215F
DB01686	J2.081.314H
DB01686	J2.740.739K
DB01686	J440.804G
DB01687	J1.050.482A
DB01687	J1.112.882C
DB01687	J1.128.272E
DB01687	J1.357.254B
DB01687	J1.472.293I
DB01687	J1.504.753D
DB01687	J1.538.195G
DB01687	J1.776.674K
DB01687	J1.842.158E
DB01687	J1.842.160G
DB01687	J1.852.540B
DB01687	J2.110.160E
DB01687	J2.129.875A
DB01687	J2.218.846A
DB01687	J2.500.295D
DB01687	J2.533.412D
DB01687	J2.581.464I
DB01687	J2.664.001F
DB01687	J2.664.003B
DB01687	J2.843.083C
DB01687	J209.469J
DB01687	J215.196K
DB01687	J223.917E
DB01687	J241.337J
DB01687	J247.675D
DB01687	J247.676B
DB01687	J3.482.695A
DB01687	J4.828C
DB01687	J4.871B
DB01687	J431.577D
DB01687	J484.109C
DB01687	J705.111E
DB01687	J870.327B
DB01687	J89.158D
DB01687	J960.655F
DB01687	J960.657B
DB01688	J1.185A
DB01688	J2.123.194K
DB01688	J436.306J
DB01690	J3.431.860C
DB01690	J398.258K
DB01692	J136.609B
DB01692	J2.987.762I
DB01692	J307.897C
DB01692	J64.633D
DB01692	J64.634B
DB01694	J1.039.998J
DB01694	J1.138.741A
DB01694	J1.181.507C
DB01694	J1.413.417D
DB01694	J1.758.351D
DB01694	J134.706C
DB01694	J2.402.582I
DB01694	J209.371E
DB01694	J209.403G
DB01694	J223.961B
DB01694	J3.213.684B
DB01694	J31.839F
DB01694	J56.048K
DB01694	J9.264I
DB01695	J2.150.293F
DB01697	J1.028.426K
DB01697	J1.136.941C
DB01697	J1.400.002J
DB01697	J1.726.825B
DB01697	J1.776.675I
DB01697	J1.842.159C
DB01697	J1.842.161E
DB01697	J1.842.162C
DB01697	J1.842.163A
DB01697	J1.842.164J
DB01697	J1.842.165H
DB01697	J1.851.684E
DB01697	J2.035.210H
DB01697	J2.295.992A
DB01697	J2.906.645K
DB01697	J2.937.008G
DB01697	J3.065.938D
DB01697	J3.433.803E
DB01697	J3.625.880B
DB01697	J376.396J
DB01697	J462.108E
DB01697	J554.021F
DB01697	J750.031I
DB01698	J1.726.813I
DB01698	J2.415.985J
DB01698	J385.612G
DB01698	J818D
DB01700	J7.665A
DB01701	J1.456.259A
DB01701	J1.456.260E
DB01701	J1.486I
DB01702	J2.207.084C
DB01702	J804D
DB01703	J2.308.386H
DB01703	J650.683F
DB01703	J95.171D
DB01704	J1.021.822E
DB01704	J7.024F
DB01705	J536.441H
DB01707	J1.246.189E
DB01707	J621.832F
DB01708	J1.881.858B
DB01708	J156.541I
DB01708	J2.028.858B
DB01708	J2.264.541B
DB01708	J4.147E
DB01708	J671.849C
DB01709	J269.462J
DB01709	J71.811D
DB01709	J71.812B
DB01709	J94.276F
DB01709	J94.277D
DB01710	J1.365.920F
DB01711	J150.865B
DB01713	J1.270.524G
DB01713	J1.270.526C
DB01713	J2.634.595B
DB01713	J2.805.323A
DB01713	J528.661A
DB01713	J636.112I
DB01713	J923.253B
DB01714	J2.345.822E
DB01714	J3.622.678A
DB01714	J80.069D
DB01715	J1.970.437H
DB01715	J511.020C
DB01715	J699.467I
DB01716	J525.989D
DB01717	J224.902B
DB01717	J278.253G
DB01717	J318.702K
DB01718	J2.526.255G
DB01718	J2.526.259J
DB01718	J2.526.261A
DB01718	J8.861G
DB01720	J2.573.334G
DB01720	J3.210.932B
DB01723	J1.292.302C
DB01723	J1.292.303A
DB01723	J1.512.244G
DB01724	J778.992K
DB01724	J778.993I
DB01725	J1.583.537K
DB01726	J3.324.671D
DB01726	J3.955A
DB01727	J1.397.736D
DB01727	J1.823.594C
DB01727	J1.823.595A
DB01727	J120.448C
DB01727	J195.269B
DB01727	J301.799K
DB01727	J301.800H
DB01727	J550.187C
DB01727	J550.188A
DB01727	J599.674K
DB01727	J599.675I
DB01727	J638.312B
DB01727	J8.341K
DB01727	J95.796H
DB01728	J1.221.809E
DB01728	J1.364.844A
DB01728	J108.538G
DB01728	J2.854.985G
DB01728	J76.012I
DB01728	J76.013G
DB01729	J1.120.634D
DB01729	J1.206.493D
DB01729	J1.514.599D
DB01729	J1.600.942C
DB01729	J1.791.925C
DB01729	J1.791.926A
DB01729	J1.791.927J
DB01729	J1.791.928H
DB01729	J1.791.931H
DB01729	J1.791.932F
DB01729	J1.791.933D
DB01729	J1.791.934B
DB01729	J1.791.935K
DB01729	J1.791.936I
DB01729	J1.791.939C
DB01729	J1.837.851E
DB01729	J1.914.051B
DB01729	J1.914.052K
DB01729	J260.291A
DB01729	J386.725K
DB01729	J458.186E
DB01729	J486.488C
DB01729	J627.758F
DB01729	J632.378B
DB01729	J709.341A
DB01729	J730.454D
DB01729	J743.809E
DB01729	J805.971C
DB01729	J901.070J
DB01729	J969.322J
DB01731	J2.080.311H
DB01731	J2.080.312F
DB01731	J2.300.526C
DB01732	J1.644.896F
DB01732	J817.145I
DB01733	J1.474.600E
DB01733	J13.815K
DB01733	J70.587J
DB01733	J70.588H
DB01733	J70.589F
DB01733	J70.590J
DB01733	J70.591H
DB01733	J70.592F
DB01734	J1.766.930C
DB01735	J2.240.362A
DB01735	J2.240.364H
DB01735	J2.240.365F
DB01735	J2.240.368K
DB01735	J40.080G
DB01735	J51.818B
DB01735	J65.436A
DB01736	J877.256H
DB01737	J1.026.616E
DB01737	J1.991.678B
DB01737	J931.974C
DB01738	J12.176B
DB01738	J3.630.654H
DB01738	J539.280B
DB01738	J539.281K
DB01738	J539.282I
DB01738	J539.283G
DB01739	J1.239D
DB01739	J1.240H
DB01739	J1.283A
DB01739	J1.428.358G
DB01739	J1.428.359E
DB01739	J1.428.360I
DB01739	J1.445.951K
DB01739	J1.538.922B
DB01739	J1.648.268D
DB01739	J1.974.168K
DB01739	J2.122.451K
DB01739	J2.122.452I
DB01739	J2.246.040D
DB01739	J2.338.006D
DB01739	J2.604.213E
DB01739	J2.818E
DB01739	J2.999.765I
DB01739	J3.318.417D
DB01739	J715.058J
DB01739	J715.059H
DB01739	J715.060A
DB01739	J715.061J
DB01739	J755.255F
DB01739	J755.256D
DB01739	J880.293I
DB01739	J9.187A
DB01742	J2.825.420B
DB01742	J265.524A
DB01744	J1.457.644D
DB01744	J2.997.715A
DB01744	J4.364H
DB01744	J43.294F
DB01744	J514.419A
DB01744	J594.410D
DB01744	J67.498B
DB01745	J1.586.136C
DB01745	J1.665.226A
DB01746	J1.167C
DB01746	J1.197E
DB01746	J1.279.987J
DB01746	J1.279.988H
DB01746	J1.285H
DB01746	J1.427.957A
DB01746	J1.427.959H
DB01746	J1.431.615I
DB01746	J1.431.616G
DB01746	J1.431.617E
DB01746	J1.599.551C
DB01746	J1.599.552A
DB01746	J1.599.555F
DB01746	J1.656.739F
DB01746	J1.974.170B
DB01746	J2.072.153G
DB01746	J2.246.039K
DB01746	J2.249.277B
DB01746	J2.308.453H
DB01746	J2.338.004H
DB01746	J2.523.736F
DB01746	J2.965.103E
DB01746	J3.612.697C
DB01746	J367.232H
DB01746	J651.561D
DB01746	J651.562B
DB01746	J719.497H
DB01746	J938.213E
DB01746	J938.214C
DB01746	J946.958C
DB01746	J946.959A
DB01748	J598.933G
DB01749	J5.099G
DB01750	J1.106.553H
DB01750	J208.757J
DB01750	J287.277C
DB01750	J4.267F
DB01750	J40.515I
DB01751	J192.547D
DB01752	J14.397I
DB01752	J245.589G
DB01752	J3.515.842A
DB01756	J1.988.006K
DB01756	J994.944E
DB01758	J1.709.147F
DB01758	J3.152.726K
DB01758	J4.880A
DB01758	J9.045J
DB01759	J1.387.573A
DB01759	J1.564D
DB01760	J126.471K
DB01760	J759.145D
DB01761	J1.139.105B
DB01761	J1.139.106K
DB01762	J4.508J
DB01763	J332.157F
DB01764	J492.987J
DB01765	J1.949.954E
DB01766	J1.213.364B
DB01766	J2.765.031G
DB01766	J2.765.032E
DB01766	J2.765.033C
DB01766	J2.765.034A
DB01766	J2.765.035J
DB01766	J307.943K
DB01766	J353.121J
DB01767	J551.858J
DB01768	J3.486.994D
DB01768	J546.899J
DB01772	J2.519.296F
DB01773	J898.718A
DB01774	J1.431.332J
DB01774	J14.393F
DB01774	J150.312J
DB01774	J2.397.382K
DB01774	J811.607E
DB01775	J1.514.809H
DB01775	J1.514.810A
DB01775	J4.719H
DB01776	J1.186J
DB01776	J1.202.934I
DB01776	J436.350G
DB01777	J1.703.087F
DB01778	J938.915F
DB01779	J135.242C
DB01779	J193.214D
DB01779	J21.622D
DB01780	J16.071G
DB01782	J55.382D
DB01783	J23.327G
DB01783	J239.030B
DB01783	J4.242K
DB01783	J94.162J
DB01784	J41.367D
DB01785	J1.528.500A
DB01785	J1.936.639A
DB01785	J2.289.679B
DB01785	J2.289.680F
DB01785	J2.289.682B
DB01785	J2.289.683K
DB01785	J2.289.686E
DB01785	J39.581A
DB01786	J1.095.184D
DB01786	J1.163.881C
DB01786	J1.229.699A
DB01786	J1.276I
DB01786	J1.312.821I
DB01786	J1.573.252K
DB01786	J1.589.987E
DB01786	J1.589.988C
DB01786	J1.599.682J
DB01786	J1.684.764J
DB01786	J1.778.817E
DB01786	J1.778.818C
DB01786	J1.802.569H
DB01786	J1.802.570A
DB01786	J1.864.712E
DB01786	J1.953.504E
DB01786	J2.036.197B
DB01786	J2.049.602I
DB01786	J2.049.603G
DB01786	J2.102.334E
DB01786	J2.102.335C
DB01786	J2.188.276C
DB01786	J2.188.277A
DB01786	J2.227.524K
DB01786	J2.246.037D
DB01786	J2.345.539K
DB01786	J2.345.887J
DB01786	J2.404.390H
DB01786	J2.404.951E
DB01786	J2.629.701J
DB01786	J2.796.580F
DB01786	J2.849.038K
DB01786	J3.013.518K
DB01786	J3.280.449G
DB01786	J3.349.094A
DB01786	J3.661.342D
DB01786	J366.314K
DB01786	J437.070H
DB01786	J698.280H
DB01786	J768.235B
DB01786	J867.374H
DB01786	J9.168E
DB01786	J9.190A
DB01786	J947.166I
DB01786	J962.224A
DB01790	J2.500.937A
DB01790	J431.005E
DB01791	J623.884J
DB01792	J1.032.483A
DB01793	J1.525.569B
DB01794	J1.100.870D
DB01794	J1.459.198B
DB01794	J2.328.860E
DB01795	J119.652I
DB01796	J2.968.934B
DB01796	J28.106I
DB01796	J3.268.545E
DB01796	J4.298F
DB01796	J66.592D
DB01798	J979.206F
DB01802	J1.849.345D
DB01802	J472.459C
DB01803	J221.587J
DB01804	J1.459.901K
DB01804	J33.380H
DB01804	J367.712E
DB01804	J89.723J
DB01806	J1.965.474E
DB01809	J704.781I
DB01811	J1.212.019B
DB01811	J1.212.020F
DB01811	J434.158I
DB01812	J1.109.731F
DB01812	J14.396K
DB01812	J819.704K
DB01816	J1.049.519I
DB01816	J1.049.520B
DB01816	J1.345.915K
DB01816	J1.345.916I
DB01816	J1.639.228F
DB01816	J1.639.229D
DB01816	J2.116.289B
DB01816	J3.303.373G
DB01816	J3.326.714B
DB01816	J3.506.606C
DB01816	J397.163E
DB01816	J464.830G
DB01816	J464.831E
DB01816	J464.832C
DB01816	J474.267B
DB01816	J474.268K
DB01816	J519.502K
DB01816	J52.984B
DB01816	J570.409J
DB01816	J951.573I
DB01816	J963.923C
DB01816	J963.925J
DB01816	J963.926H
DB01818	J1.589.619A
DB01818	J2.197.723C
DB01818	J2.419.046C
DB01819	J1.961.441G
DB01819	J192.550D
DB01819	J225.010A
DB01819	J279.516G
DB01819	J298.782A
DB01819	J797.259H
DB01819	J797.260A
DB01819	J9.706C
DB01820	J1.897.753B
DB01822	J1.477.753I
DB01822	J37.430J
DB01822	J54.927D
DB01822	J89.346C
DB01822	J903.160J
DB01823	J843.384D
DB01823	J860.261A
DB01823	J860.262J
DB01825	J2.304.370J
DB01826	J117.151H
DB01826	J3.549.093K
DB01828	J1.359.495C
DB01828	J1.391.711F
DB01828	J1.391.713B
DB01828	J1.431A
DB01828	J1.741.277I
DB01828	J1.987.357I
DB01828	J135.954A
DB01828	J2.368.120J
DB01828	J2.368.121H
DB01828	J276.311G
DB01828	J365.221A
DB01828	J367.795H
DB01828	J768.885G
DB01829	J3.662.489B
DB01829	J934.484E
DB01830	J1.430.797D
DB01832	J1.534.573J
DB01833	J691.178A
DB01833	J9.236C
DB01834	J1.815.604K
DB01834	J870.420A
DB01836	J1.861.837K
DB01837	J3.050.900E
DB01837	J37.500D
DB01837	J441.018A
DB01838	J709.878B
DB01839	J1.918F
DB01839	J2.210A
DB01839	J9.257F
DB01839	J9.258D
DB01840	J2.043.798G
DB01841	J2.798.056B
DB01842	J817.036C
DB01843	J912.216H
DB01844	J1.123.426G
DB01844	J1.387.679G
DB01844	J1.923B
DB01844	J2.040.345D
DB01844	J2.859.220E
DB01844	J2.859.221C
DB01844	J205.855C
DB01844	J540.454A
DB01844	J540.457F
DB01847	J22.103A
DB01847	J785.099I
DB01847	J785.102B
DB01849	J1.739.458D
DB01849	J11.667J
DB01850	J445.656D
DB01850	J483.062H
DB01851	J91.255G
DB01852	J1.575J
DB01853	J2.328.860E
DB01854	J431.803J
DB01856	J1.641.064K
DB01856	J367.326J
DB01856	J5.105E
DB01856	J975.786D
DB01857	J37.493H
DB01859	J1.304.453H
DB01859	J1.365.506E
DB01859	J1.893.583J
DB01860	J413.079K
DB01861	J1.560.023C
DB01861	J1.814.551K
DB01861	J1.814.553G
DB01861	J1.814.554E
DB01861	J1.814.555C
DB01861	J151.034G
DB01861	J2.004.237K
DB01861	J2.348.329G
DB01861	J247.696G
DB01861	J3.021.501J
DB01861	J3.201.619G
DB01861	J3.639.794B
DB01861	J342.610F
DB01861	J528.658A
DB01861	J528.659J
DB01861	J528.660C
DB01861	J636.111K
DB01861	J855.604K
DB01861	J9.610E
DB01862	J1.567.664G
DB01862	J193.883E
DB01862	J732.698J
DB01863	J1.600.944J
DB01863	J1.791.938E
DB01863	J1.791.946F
DB01863	J1.791.947D
DB01863	J1.791.950D
DB01863	J2.010.743J
DB01863	J2.316.189C
DB01863	J292.127H
DB01863	J730.983J
DB01863	J840.840H
DB01863	J840.841F
DB01863	J840.842D
DB01864	J228.177E
DB01864	J326.300B
DB01864	J686.552F
DB01866	J136.606H
DB01866	J27.634K
DB01866	J27.635I
DB01866	J27.636G
DB01866	J27.637E
DB01866	J51.781J
DB01866	J52.670C
DB01866	J60.099G
DB01866	J94.434C
DB01866	J94.435A
DB01866	J94.436J
DB01866	J94.437H
DB01872	J1.414.933C
DB01872	J1.435.784J
DB01872	J1.476.566B
DB01872	J1.909.362J
DB01872	J2.149.412G
DB01872	J2.205.870C
DB01872	J2.380.370D
DB01873	J1.005.244K
DB01873	J1.327.597A
DB01873	J1.327.599H
DB01873	J1.379.055H
DB01873	J1.632.028E
DB01873	J996.466E
DB01874	J11.723D
DB01874	J2.818.207D
DB01874	J2.818.208B
DB01874	J2.818.209K
DB01874	J2.818.210D
DB01874	J523.052G
DB01874	J736.943C
DB01875	J13.128H
DB01875	J2.309.880F
DB01876	J1.205.181F
DB01877	J1.265.784F
DB01878	J1.247.669H
DB01878	J1.287.919I
DB01878	J1.610.620H
DB01878	J2.481C
DB01878	J2.579.843K
DB01878	J286.253K
DB01878	J3.152.447D
DB01878	J540.217D
DB01878	J540.218B
DB01878	J540.219K
DB01878	J673.788I
DB01880	J1.024.296G
DB01880	J1.524E
DB01880	J1.840.571G
DB01880	J22.602E
DB01880	J309.143K
DB01880	J735.691I
DB01884	J1.412.280J
DB01884	J1.420.482B
DB01885	J1.174F
DB01885	J1.877.680D
DB01885	J2.739.421C
DB01885	J426.673K
DB01885	J88.820F
DB01885	J906.408G
DB01889	J1.825.620G
DB01889	J104.458C
DB01889	J109.628A
DB01889	J2.212.962G
DB01889	J2.212.963E
DB01889	J486.588J
DB01890	J2.394.918K
DB01890	J657.632J
DB01892	J15.315J
DB01892	J2.811.267J
DB01896	J249.985A
DB01897	J292.369F
DB01898	J604.336D
DB01898	J604.337B
DB01898	J80.490H
DB01898	J854.235J
DB01898	J854.236H
DB01899	J1.442.993J
DB01899	J3.463.748B
DB01901	J1.922.033H
DB01901	J2.450.608H
DB01901	J447.819C
DB01901	J561.872J
DB01901	J937.246F
DB01902	J122.008J
DB01903	J261.720J
DB01903	J298.053C
DB01905	J1.583.530C
DB01909	J2.797.583F
DB01909	J209.149F
DB01910	J275.624B
DB01910	J447.893B
DB01911	J1.754.902B
DB01911	J2.132.966E
DB01912	J1.950.388G
DB01912	J202.845J
DB01912	J298.931J
DB01912	J298.932H
DB01912	J3.376.707B
DB01912	J3.745A
DB01912	J7.284B
DB01912	J95.232J
DB01912	J966.287A
DB01914	J1.010.822E
DB01914	J1.010.823C
DB01914	J1.010.825J
DB01914	J1.010.826H
DB01914	J1.194.237G
DB01914	J1.267.695F
DB01914	J1.289.915G
DB01914	J1.519.269K
DB01914	J1.557.601D
DB01914	J1.557.602B
DB01914	J1.557.603K
DB01914	J1.557.604I
DB01914	J1.599.270K
DB01914	J1.599.271I
DB01914	J1.599.272G
DB01914	J1.599.273E
DB01914	J1.599.274C
DB01914	J1.599.275A
DB01914	J1.660.132B
DB01914	J1.697.435H
DB01914	J1.911.048F
DB01914	J1.912.638B
DB01914	J1.912.639K
DB01914	J1.939.048I
DB01914	J1.974.167B
DB01914	J1.981.353C
DB01914	J1.998.558J
DB01914	J14.384G
DB01914	J14.385E
DB01914	J14.386C
