drugbank_id	chebi_id
DB00135	32784
DB00135	32785
DB00135	32786
DB00135	58315
DB00135	58570
DB00136	125427
DB00136	17823
DB00136	93988
DB00137	28838
DB00138	145813
DB00138	16283
DB00138	17376
DB00138	35491
DB00138	35492
DB00138	35494
DB00138	63163
DB00139	15741
DB00139	30031
DB00139	30779
DB00139	90372
DB00140	17015
DB00140	57986
DB00140	95299
DB00141	17122
DB00141	17411
DB00142	14321
DB00142	15966
DB00142	16015
DB00142	18237
DB00142	29985
DB00142	29986
DB00142	29987
DB00142	29988
DB00142	29989
DB00142	76051
DB00143	16856
DB00143	57925
DB00145	132194
DB00145	15428
DB00145	32507
DB00145	32508
DB00145	57305
DB00146	125445
DB00146	145212
DB00146	17933
DB00146	94743
DB00147	131529
DB00147	131530
DB00147	17310
DB00148	16919
DB00148	57947
DB00148	66924
DB00149	143079
DB00149	15603
DB00149	25017
DB00149	28225
DB00149	32619
DB00149	32620
DB00149	32623
DB00149	32624
DB00149	32627
DB00149	32628
DB00149	57427
DB00150	16296
DB00150	16828
DB00150	27897
DB00150	32702
DB00150	32704
DB00150	32716
DB00150	32717
DB00150	32727
DB00150	32728
DB00150	57719
DB00150	57912
DB00150	64554
DB00151	15356
DB00151	16375
DB00151	17561
DB00151	32442
DB00151	32443
DB00151	32445
DB00151	32449
DB00151	32450
DB00151	32451
DB00151	32456
DB00151	32457
DB00151	32458
DB00151	35235
DB00151	35236
DB00151	35237
DB00152	18385
DB00152	49107
DB00153	28934
DB00153	95213
DB00154	53486
DB00154	71589
DB00155	16349
DB00155	18211
DB00155	49007
DB00155	57743
DB00155	66922
DB00156	16398
DB00156	16857
DB00156	28718
DB00156	32820
DB00156	32822
DB00156	32826
DB00156	32827
DB00156	32828
DB00156	38263
DB00156	57757
DB00156	57926
DB00156	58585
DB00156	58645
DB00158	27470
DB00158	62501
DB00159	28364
DB00159	58562
DB00159	92823
DB00160	132498
DB00160	143534
DB00160	15570
DB00160	16449
DB00160	16977
DB00160	32431
DB00160	32432
DB00160	32435
DB00160	32436
DB00160	32439
DB00160	32440
DB00160	57416
DB00160	57972
DB00160	66916
DB00160	76050
DB00161	16414
DB00161	27266
DB00161	27477
DB00161	32851
DB00161	32852
DB00161	32855
DB00161	32856
DB00161	32859
DB00161	32860
DB00161	57762
DB00161	74338
DB00161	87977
DB00162	16302
DB00162	17336
DB00162	45479
DB00162	50211
DB00162	78272
DB00163	18145
DB00163	46430
DB00163	93909
DB00165	16709
DB00166	16494
DB00166	30313
DB00166	30314
DB00166	43796
DB00166	83088
DB00167	17191
DB00167	20899
DB00167	27730
DB00167	32604
DB00167	32605
DB00167	32608
DB00167	32609
DB00167	38264
DB00167	43433
DB00167	58045
DB00167	85306
DB00167	85338
DB00169	145213
DB00169	28940
DB00170	28869
DB00171	15422
DB00171	30616
DB00171	57299
DB00172	16313
DB00172	17203
DB00172	26271
DB00172	32862
DB00172	32864
DB00172	32867
DB00172	32868
DB00172	32871
DB00172	32872
DB00172	57726
DB00172	60039
DB00173	16708
DB00174	17196
DB00174	22653
DB00174	28159
DB00174	32650
DB00174	32651
DB00174	32656
DB00174	32657
DB00174	32660
DB00174	32661
DB00174	58048
DB00174	74337
DB00175	63618
DB00175	63660
DB00175	8361
DB00175	91841
DB00175	94322
DB00175	94554
DB00176	5138
DB00176	5139
DB00176	93274
DB00177	94331
DB00177	9927
DB00178	8774
DB00178	91811
DB00178	94475
DB00179	73468
DB00179	7625
DB00180	5106
DB00181	2972
DB00182	132233
DB00182	42724
DB00182	4469
DB00183	31974
DB00184	138000
DB00184	17688
DB00184	39162
DB00184	59806
DB00184	79008
DB00185	3568
DB00186	6539
DB00187	4857
DB00187	60074
DB00187	60075
DB00187	88206
DB00188	52717
DB00188	93759
DB00189	4882
DB00190	3395
DB00190	3396
DB00190	39585
DB00190	94430
DB00191	50506
DB00191	50508
DB00191	8080
DB00192	135314
DB00193	75722
DB00193	75725
DB00193	75731
DB00193	75737
DB00193	75738
DB00194	140569
DB00194	16335
DB00194	45327
DB00194	46515
DB00194	93913
DB00194	95180
DB00195	3082
DB00195	59251
DB00195	59254
DB00195	59255
DB00195	59256
DB00195	643228
DB00196	46081
DB00197	9753
DB00198	7798
DB00198	7799
DB00199	145339
DB00199	42355
DB00199	64268
DB00199	95227
DB00200	15377
DB00200	15852
DB00200	16234
DB00200	27786
DB00200	29374
DB00200	29375
DB00200	29412
DB00200	33806
DB00200	33811
DB00200	33813
DB00200	41981
DB00200	49415
DB00201	27732
DB00202	45652
DB00202	61219
DB00202	61225
DB00203	58987
DB00203	9139
DB00204	4681
DB00205	8673
DB00206	28487
DB00206	91839
DB00206	92652
DB00206	94619
DB00207	2955
DB00208	9588
DB00208	9589
DB00209	145791
DB00209	32270
DB00210	31174
DB00211	31847
DB00211	6933
DB00211	73243
DB00212	8803
DB00213	7915
DB00214	9637
DB00215	36791
DB00215	36792
DB00215	77397
DB00215	77405
DB00215	77406
DB00215	77408
DB00215	77422
DB00215	77423
DB00216	50922
DB00216	61176
DB00216	61177
DB00217	31279
DB00217	37937
DB00218	63611
DB00218	63699
DB00218	7008
DB00219	94329
DB00220	7496
DB00220	7497
DB00220	78767
DB00220	94678
DB00221	6005
DB00222	5383
DB00222	92609
DB00223	34764
DB00223	59750
DB00224	44032
DB00224	5899
DB00225	31642
DB00225	37333
DB00225	49618
DB00226	5555
DB00226	5556
DB00226	72602
DB00227	40303
DB00227	94528
DB00227	95197
DB00228	4792
DB00229	31374
DB00229	355510
DB00229	94541
DB00230	64356
DB00231	9435
DB00232	6847
DB00233	137598
DB00233	27565
DB00234	125535
DB00234	135342
DB00234	91710
DB00234	94577
DB00235	34850
DB00235	50693
DB00236	8242
DB00237	3228
DB00237	3229
DB00238	63613
DB00239	77698
DB00239	7825
DB00239	7826
DB00239	94548
DB00240	53776
DB00241	102524
DB00242	110167
DB00242	567361
DB00243	87690
DB00243	87693
DB00243	87696
DB00244	20551
DB00244	6775
DB00245	3048
DB00245	3049
DB00245	94353
DB00245	94707
DB00246	10119
DB00246	32314
DB00246	53757
DB00247	584020
DB00247	6894
DB00247	91995
DB00247	92629
DB00248	3286
DB00248	91795
DB00249	147675
DB00249	95140
DB00250	4325
DB00251	82979
DB00251	82980
DB00251	82981
DB00252	8107
DB00253	34829
DB00254	34730
DB00254	50845
DB00254	60648
DB00254	652992
DB00255	41922
DB00255	92795
DB00256	59040
DB00257	3764
DB00258	15366
DB00258	29108
DB00258	30089
DB00258	3310
DB00259	45373
DB00260	23503
DB00260	40009
DB00260	74159
DB00260	75592
DB00260	75929
DB00262	3423
DB00263	102484
DB00263	88263
DB00264	6904
DB00264	6905
DB00264	6906
DB00265	31439
DB00266	4513
DB00267	31370
DB00267	55490
DB00267	55509
DB00268	8888
DB00268	8889
DB00269	3641
DB00270	6073
DB00271	31812
DB00271	53691
DB00271	53692
DB00271	59731
DB00271	59733
DB00272	31280
DB00272	59170
DB00273	63631
DB00274	3489
DB00274	3490
DB00274	52439
DB00275	48416
DB00276	2687
DB00277	28177
DB00278	94385
DB00279	18258
DB00279	533015
DB00279	60308
DB00279	6484
DB00279	6485
DB00279	91857
DB00280	4657
DB00280	4658
DB00281	6456
DB00282	7904
DB00283	3738
DB00283	3739
DB00285	9943
DB00285	9944
DB00287	746859
DB00288	31199
DB00288	94333
DB00289	127342
DB00289	331697
DB00290	3139
DB00291	28830
DB00292	4910
DB00292	91759
DB00292	95268
DB00293	5847
DB00294	50777
DB00296	34954
DB00296	60802
DB00296	60803
DB00296	8890
DB00297	31322
DB00297	31772
DB00297	60789
DB00297	60790
DB00297	6149
DB00297	77431
DB00297	77441
DB00297	77442
DB00297	77449
DB00297	77453
DB00297	77454
DB00297	77455
DB00297	77457
DB00297	77458
DB00297	77459
DB00298	51066
DB00299	7956
DB00300	63717
DB00300	63718
DB00301	31615
DB00301	5098
DB00301	52037
DB00301	52040
DB00301	91539
DB00301	94407
DB00302	48669
DB00302	94518
DB00303	404903
DB00303	60070
DB00303	60071
DB00304	4453
DB00305	27504
DB00305	91730
DB00305	94648
DB00306	134923
DB00307	50859
DB00308	5856
DB00308	5857
DB00309	32295
DB00309	36373
DB00310	3654
DB00311	101096
DB00312	7983
DB00313	39867
DB00313	60654
DB00316	46195
DB00317	49668
DB00319	52433
DB00319	8232
DB00319	8233
DB00319	94602
DB00320	4562
DB00320	59756
DB00320	59757
DB00320	91758
DB00321	2666
DB00321	2667
DB00322	60761
DB00322	94445
DB00323	63630
DB00324	31625
DB00325	29121
DB00325	29272
DB00325	29306
DB00325	29321
DB00325	49883
DB00325	7596
DB00325	9179
DB00327	5790
DB00327	5791
DB00328	49662
DB00330	4877
DB00330	94436
DB00330	94654
DB00331	6801
DB00331	90688
DB00332	46659
DB00332	553542
DB00332	5956
DB00332	5957
DB00332	91495
DB00332	91505
DB00332	91661
DB00333	136003
DB00333	50140
DB00333	6807
DB00334	7735
DB00335	2904
DB00335	31556
DB00335	55352
DB00336	44368
DB00337	135888
DB00339	45285
DB00340	51024
DB00340	51025
DB00341	3561
DB00341	3562
DB00341	94559
DB00342	9453
DB00343	101278
DB00343	645509
DB00343	82812
DB00343	82813
DB00343	82814
DB00343	82816
DB00343	82817
DB00344	8597
DB00344	8598
DB00345	104011
DB00345	31204
DB00345	64703
DB00346	32286
DB00346	51141
DB00347	9727
DB00348	50378
DB00349	31413
DB00350	6942
DB00351	91652
DB00351	94509
DB00352	9555
DB00353	6874
DB00353	91798
DB00353	92607
DB00354	3205
DB00354	61192
DB00354	61193
DB00355	161680
DB00355	94511
DB00356	3655
DB00357	2654
DB00357	53788
DB00357	53790
DB00358	63681
DB00358	63684
DB00358	63687
DB00358	6719
DB00359	9328
DB00360	136570
DB00360	15372
DB00360	32120
DB00360	52447
DB00360	59560
DB00360	64241
DB00360	64491
DB00360	94423
DB00361	32296
DB00361	480999
DB00361	53750
DB00361	93786
DB00361	94502
DB00362	55346
DB00363	3766
DB00364	15377
DB00364	16234
DB00364	29374
DB00364	29375
DB00364	29412
DB00364	33806
DB00364	33811
DB00364	33813
DB00364	41981
DB00364	49470
DB00365	5543
DB00366	51380
DB00366	82461
DB00367	50900
DB00367	6443
DB00367	7630
DB00367	91741
DB00367	94795
DB00368	18357
DB00368	33569
DB00368	33571
DB00368	72587
DB00369	134514
DB00369	3696
DB00369	530615
DB00369	59495
DB00370	6950
DB00370	94765
DB00371	6761
DB00372	32216
DB00372	9544
DB00373	39465
DB00373	39466
DB00373	60787
DB00373	9599
DB00373	9600
DB00374	50861
DB00374	50863
DB00376	9720
DB00376	9721
DB00377	85157
DB00377	85161
DB00377	85163
DB00378	31527
DB00379	6916
DB00379	6917
DB00380	50223
DB00380	50224
DB00380	50225
DB00381	2668
DB00381	53795
DB00381	53796
DB00382	45980
DB00383	7868
DB00383	7869
DB00384	9671
DB00385	135876
DB00387	8448
DB00387	8449
DB00388	132294
DB00388	8093
DB00388	8094
DB00389	617099
DB00390	4551
DB00391	32168
DB00391	64119
DB00391	64122
DB00392	313639
DB00392	31568
DB00392	60348
DB00392	60349
DB00393	7575
DB00394	3002
DB00395	3419
DB00395	59334
DB00395	59336
DB00396	17026
DB00397	31996
DB00397	36
DB00397	4109
DB00397	80680
DB00397	8104
DB00398	50924
DB00398	50928
DB00399	46557
DB00400	27779
DB00401	76917
DB00401	76918
DB00401	76919
DB00402	32315
DB00402	53760
DB00402	53762
DB00403	59219
DB00403	59223
DB00404	2611
DB00405	3183
DB00405	3184
DB00405	59269
DB00405	59273
DB00406	41688
DB00406	77181
DB00408	50841
DB00408	6549
DB00409	92948
DB00410	145790
DB00410	145818
DB00410	34858
DB00410	7025
DB00410	94519
DB00411	3385
DB00412	50122
DB00412	50123
DB00412	50125
DB00412	8892
DB00413	51147
DB00413	51148
DB00413	63218
DB00413	8356
DB00414	28052
DB00415	28971
DB00415	31209
DB00415	34535
DB00415	50658
DB00415	51342
DB00415	51343
DB00415	94334
DB00416	16382
DB00416	43451
DB00416	6900
DB00416	6901
DB00417	27446
DB00417	31973
DB00417	51355
DB00417	52173
DB00417	75258
DB00417	7967
DB00417	94454
DB00417	94833
DB00417	95334
DB00418	9073
DB00419	50381
DB00420	8459
DB00420	8460
DB00421	9241
DB00421	95199
DB00422	31836
DB00422	51856
DB00422	51857
DB00422	51860
DB00422	51861
DB00422	51862
DB00422	84276
DB00423	77498
DB00423	77501
DB00423	77502
DB00425	10125
DB00425	10126
DB00426	4974
DB00427	32265
DB00427	84116
DB00427	84117
DB00427	84119
DB00427	92200
DB00428	9288
DB00429	3403
DB00429	3404
DB00429	46097
DB00429	59205
DB00429	9754
DB00430	31377
DB00430	59213
DB00430	59214
DB00431	24536
DB00431	28428
DB00431	32888
DB00431	39095
DB00431	39096
DB00432	75179
DB00432	95193
DB00433	34932
DB00433	8435
DB00433	8436
DB00434	4046
DB00434	59695
DB00434	650917
DB00435	16480
DB00436	3013
DB00436	59243
DB00436	59244
DB00437	40279
DB00438	3508
DB00438	3509
DB00438	53675
DB00438	53676
DB00438	94676
DB00438	95203
DB00439	3558
DB00439	3559
DB00439	406059
DB00439	94755
DB00440	45924
DB00441	175901
DB00441	93766
DB00442	473990
DB00442	59902
DB00443	3077
DB00443	41879
DB00443	93851
DB00444	75988
DB00444	91649
DB00445	124964
DB00445	28748
DB00445	41983
DB00445	47898
DB00445	64816
DB00445	91746
DB00445	91872
DB00446	109546
DB00446	17698
DB00446	94390
DB00447	214480
DB00447	281056
DB00447	47544
DB00447	6537
DB00448	135931
DB00448	6375
DB00449	4646
DB00449	4647
DB00449	73714
DB00450	4717
DB00451	18332
DB00451	305790
DB00451	30659
DB00451	30660
DB00451	58448
DB00451	60302
DB00451	6446
DB00451	6447
DB00451	6485
DB00452	53634
DB00452	53636
DB00452	53637
DB00452	65077
DB00452	7508
DB00452	87835
DB00453	59589
DB00454	31984
DB00454	6754
DB00455	6538
DB00456	124991
DB00456	3542
DB00456	50897
DB00456	94784
DB00457	8364
DB00457	8365
DB00458	47499
DB00458	5882
DB00459	50172
DB00459	50173
DB00459	50174
DB00459	50175
DB00461	7443
DB00462	135361
DB00462	15858
DB00462	47266
DB00462	61276
DB00462	6845
DB00462	93791
DB00463	31827
DB00464	29101
DB00464	75273
DB00464	75274
DB00464	75275
DB00465	6129
DB00465	6130
DB00465	76223
DB00465	76227
DB00465	76228
DB00465	76229
DB00466	8205
DB00466	8206
DB00467	157175
DB00468	137041
DB00468	15854
DB00468	28593
DB00468	94416
DB00468	94816
DB00468	95172
DB00469	32192
DB00470	143723
DB00470	66964
DB00471	124928
DB00471	49165
DB00471	50730
DB00471	6993
DB00471	94358
DB00471	94710
DB00472	86990
DB00472	86991
DB00472	86992
DB00472	86993
DB00472	86995
DB00473	34791
DB00474	102216
DB00474	60792
DB00474	6834
DB00475	3611
DB00475	3612
DB00477	3647
DB00478	8865
DB00478	94440
DB00479	2637
DB00479	2638
DB00479	84739
DB00480	63791
DB00480	94481
DB00481	50740
DB00481	8772
DB00481	90191
DB00482	41423
DB00483	16382
DB00483	43451
DB00483	94609
DB00484	3175
DB00484	51157
DB00485	34691
DB00485	4511
DB00485	52017
DB00485	52019
DB00486	135574
DB00487	50194
DB00487	50199
DB00488	24564
DB00489	63622
DB00489	63647
DB00489	9207
DB00490	132102
DB00490	3223
DB00490	3224
DB00491	6935
DB00492	5163
DB00492	5164
DB00492	59125
DB00492	93870
DB00493	204928
DB00493	3498
DB00493	53670
DB00493	94427
DB00493	94739
DB00494	4798
DB00494	94769
DB00495	10110
DB00496	31455
DB00496	391960
DB00498	8066
DB00499	5132
DB00500	71941
DB00500	72014
DB00500	72213
DB00500	9619
DB00501	3699
DB00501	50362
DB00502	5613
DB00503	45409
DB00503	94317
DB00504	6431
DB00505	9701
DB00505	9702
DB00505	9703
DB00505	9704
DB00507	94807
DB00508	9711
DB00508	9712
DB00509	18332
DB00509	305790
DB00509	30659
DB00509	30660
DB00509	58448
DB00509	60302
DB00509	6446
DB00509	6447
DB00509	6485
DB00511	53773
DB00512	28001
DB00512	76842
DB00512	85491
DB00512	85901
DB00512	94341
DB00512	95333
DB00513	16586
DB00513	32396
DB00513	57826
DB00514	4470
DB00514	91690
DB00514	92422
DB00514	92579
DB00515	135980
DB00515	16134
DB00515	17883
DB00515	17996
DB00515	27899
DB00515	28938
DB00515	35852
DB00515	49832
DB00517	15858
DB00517	2739
DB00517	47266
DB00518	16664
DB00519	93846
DB00519	9649
DB00520	474180
DB00520	59900
DB00521	3437
DB00521	3438
DB00521	61202
DB00522	31263
DB00523	15036
DB00523	15367
DB00523	26536
DB00523	35291
DB00523	46856
DB00523	50648
DB00523	6067
DB00523	78630
DB00523	87435
DB00524	64354
DB00525	9620
DB00526	16995
DB00526	30623
DB00526	31941
DB00526	46904
DB00526	49832
DB00526	93778
DB00527	247956
DB00527	59735
DB00528	135930
DB00528	31771
DB00529	127780
DB00529	60268
DB00529	91254
DB00530	114785
DB00530	53509
DB00531	4027
DB00532	6757
DB00533	8887
DB00534	17883
DB00534	17996
DB00534	59445
DB00534	59462
DB00535	3485
DB00535	94470
DB00536	30087
DB00536	42820
DB00537	100241
DB00538	31644
DB00538	49618
DB00539	92893
DB00539	9635
DB00539	9636
DB00540	7640
DB00540	7641
DB00541	104242
DB00541	143658
DB00541	28445
DB00541	79401
DB00542	3011
DB00542	3012
DB00542	88201
DB00542	91547
DB00543	2675
DB00544	46345
DB00545	8665
DB00545	8666
DB00546	251412
DB00547	691037
DB00548	48131
DB00548	78208
DB00549	10100
DB00550	8502
DB00551	27777
DB00551	49029
DB00553	18358
DB00554	8249
DB00555	6367
DB00556	31980
DB00557	31680
DB00557	5818
DB00557	5819
DB00558	32307
DB00558	50663
DB00559	31300
DB00559	51450
DB00560	142708
DB00560	149836
DB00561	31520
DB00561	59837
DB00561	59842
DB00561	59843
DB00561	681848
DB00562	3047
DB00563	44185
DB00563	50680
DB00563	50681
DB00563	93775
DB00564	3387
DB00565	140621
DB00565	2914
DB00565	2915
DB00565	3721
DB00566	32187
DB00566	63623
DB00567	3534
DB00567	3535
DB00567	59390
DB00567	59392
DB00568	131176
DB00568	31403
DB00569	31632
DB00569	61033
DB00569	61038
DB00570	125454
DB00570	27375
DB00570	6429
DB00570	9984
DB00571	51161
DB00571	8499
DB00571	8500
DB00571	8736
DB00572	104243
DB00572	16684
DB00572	17486
DB00572	48882
DB00572	57858
DB00572	58164
DB00572	78734
DB00572	91877
DB00572	92712
DB00572	94601
DB00573	5004
DB00573	5005
DB00573	5010
DB00573	60566
DB00574	439329
DB00574	5000
DB00574	521051
DB00574	59729
DB00574	59730
DB00575	3757
DB00575	3758
DB00575	46632
DB00576	9331
DB00577	35854
DB00577	9919
DB00578	3393
DB00578	34609
DB00578	51897
DB00579	6702
DB00580	63634
DB00581	6359
DB00581	79286
DB00582	10023
DB00582	94626
DB00583	11060
DB00583	16347
DB00583	17126
DB00583	3424
DB00583	39547
DB00583	51453
DB00584	4784
DB00584	4785
DB00584	94620
DB00585	7601
DB00586	47381
DB00586	48311
DB00587	126598
DB00587	93279
DB00588	31441
DB00589	31776
DB00589	51164
DB00589	93550
DB00590	4708
DB00590	4709
DB00590	95247
DB00591	31623
DB00592	136874
DB00592	28568
DB00593	4887
DB00593	60354
DB00593	60355
DB00594	2639
DB00594	2640
DB00594	84743
DB00594	84745
DB00595	133011
DB00595	27701
DB00595	31953
DB00597	31643
DB00597	37387
DB00597	37388
DB00597	41974
DB00597	49618
DB00598	6343
DB00598	6344
DB00598	94471
DB00599	102166
DB00599	61485
DB00599	9561
DB00600	34380
DB00601	63607
DB00602	63941
DB00602	63943
DB00602	91732
DB00602	94551
DB00603	6716
DB00604	3720
DB00604	93034
DB00604	95129
DB00605	9352
DB00605	93811
DB00606	31448
DB00607	51918
DB00607	51919
DB00607	7447
DB00607	7448
DB00607	94571
DB00608	3638
DB00608	39254
DB00608	48811
DB00608	50178
DB00609	4885
DB00610	6794
DB00610	6795
DB00611	3242
DB00611	3243
DB00612	3127
DB00612	3128
DB00613	131327
DB00613	2674
DB00613	50652
DB00614	5195
DB00615	45367
DB00616	3353
DB00617	7921
DB00618	4392
DB00618	59725
DB00619	31690
DB00619	45783
DB00620	9667
DB00621	7820
DB00621	94611
DB00622	135777
DB00622	7550
DB00622	7551
DB00623	5123
DB00624	17347
DB00624	42534
DB00624	94444
DB00625	119486
DB00626	35862
DB00626	94347
DB00627	145116
DB00627	15940
DB00627	32544
DB00628	3761
DB00628	3762
DB00628	59590
DB00628	59591
DB00629	5553
DB00629	5554
DB00629	92998
DB00630	2566
DB00630	2567
DB00630	50647
DB00631	681569
DB00631	91901
DB00632	31000
DB00633	31472
DB00633	4466
DB00633	48552
DB00633	48555
DB00633	48556
DB00633	48557
DB00634	63845
DB00634	63857
DB00634	63858
DB00634	9327
DB00635	8382
DB00636	3750
DB00637	2896
DB00639	3240
DB00639	3241
DB00639	59287
DB00639	59288
DB00639	59289
DB00639	59290
DB00639	61263
DB00640	140569
DB00640	16335
DB00640	45327
DB00640	46515
DB00640	93913
DB00640	95180
DB00641	9150
DB00641	91894
DB00641	94560
DB00641	95182
DB00642	63616
DB00642	63722
DB00642	63723
DB00642	63724
DB00642	93780
DB00642	95021
DB00643	6704
DB00644	5520
DB00644	5521
DB00645	4724
DB00645	4725
DB00646	473992
DB00646	95205
DB00646	95354
DB00647	51173
DB00647	51174
DB00647	51176
DB00647	51178
DB00647	51179
DB00647	77401
DB00647	8498
DB00647	94397
DB00648	6954
DB00649	63581
DB00650	15640
DB00650	31340
DB00650	57457
DB00650	63606
DB00650	65340
DB00650	81303
DB00651	4728
DB00651	59846
DB00651	59847
DB00652	7982
DB00653	16189
DB00653	18420
DB00653	26836
DB00653	32599
DB00653	45696
DB00654	6384
DB00654	94503
DB00655	17263
DB00655	91668
DB00655	94711
DB00655	95131
DB00656	9654
DB00656	9655
DB00657	6706
DB00657	6707
DB00658	18662
DB00658	37144
DB00658	37145
DB00659	51041
DB00659	51042
DB00659	51128
DB00660	6797
DB00661	77733
DB00661	77734
DB00661	77736
DB00661	77737
DB00662	27796
DB00663	34764
DB00663	59750
DB00664	32162
DB00665	7573
DB00666	7445
DB00666	7446
DB00668	28918
DB00668	33568
DB00668	40751
DB00668	71406
DB00670	32014
DB00670	8247
DB00671	472657
DB00671	93248
DB00671	94653
DB00672	3650
DB00673	499361
DB00673	94530
DB00674	42944
DB00674	68318
DB00674	91735
DB00675	41774
DB00675	92766
DB00675	9397
DB00676	41237
DB00677	17941
DB00678	6541
DB00679	48566
DB00679	9566
DB00680	60937
DB00680	6997
DB00681	2682
DB00681	94570
DB00681	95164
DB00682	87732
DB00682	87737
DB00682	87738
DB00682	87739
DB00682	87740
DB00682	87741
DB00682	87742
DB00682	87743
DB00682	87744
DB00683	6931
DB00683	6932
DB00684	28864
DB00684	73678
DB00684	95186
DB00685	77568
DB00685	77569
DB00685	9763
DB00687	50885
DB00688	8764
DB00688	93612
DB00689	34613
DB00690	31626
DB00690	5128
DB00690	5129
DB00691	6960
DB00691	6961
DB00692	8081
DB00693	31624
DB00694	31456
DB00694	41977
DB00694	64677
DB00694	91818
DB00694	94265
DB00694	94798
DB00695	47426
DB00696	64318
DB00697	63629
DB00697	9609
DB00698	71415
DB00698	95222
DB00699	31902
DB00699	94748
DB00699	95219
DB00700	31547
DB00700	91683
DB00701	40050
DB00703	6822
DB00703	94513
DB00704	7465
DB00704	91813
DB00704	91912
DB00705	119573
DB00705	4379
DB00706	142544
DB00706	142546
DB00706	142548
DB00706	142549
DB00706	142550
DB00706	9398
DB00706	9399
DB00708	9316
DB00708	9317
DB00709	63577
DB00710	93770
DB00711	4527
DB00711	4528
DB00712	38666
DB00712	42446
DB00712	5130
DB00713	52132
DB00713	52134
DB00713	7809
DB00713	7810
DB00713	94315
DB00714	31228
DB00714	48538
DB00714	93852
DB00715	64194
DB00715	64197
DB00715	7936
DB00715	7944
DB00715	94410
DB00716	51029
DB00716	51030
DB00716	7492
DB00716	7493
DB00717	7627
DB00717	91679
DB00719	2946
DB00719	2947
DB00720	110423
DB00720	59585
DB00720	59586
DB00720	59587
DB00721	52154
DB00721	52160
DB00721	8430
DB00721	8431
DB00722	43755
DB00722	6503
DB00723	6839
DB00723	6840
DB00724	36704
DB00725	15858
DB00725	47266
DB00725	50373
DB00725	93866
DB00726	35030
DB00726	9738
DB00727	28787
DB00728	8884
DB00728	8885
DB00730	45979
DB00731	31897
DB00731	93476
DB00731	94617
DB00732	140621
DB00732	2914
DB00732	2915
DB00732	3721
DB00732	64455
DB00732	64457
DB00733	124967
DB00733	32038
DB00733	50240
DB00733	8354
DB00733	8355
DB00734	8871
DB00735	7451
DB00735	7452
DB00735	93305
DB00736	50275
DB00736	77260
DB00736	77262
DB00736	91766
DB00737	31805
DB00737	6709
DB00738	45081
DB00738	64383
DB00738	7977
DB00739	34789
DB00739	52059
DB00739	5683
DB00740	8863
DB00741	17650
DB00741	95202
DB00741	95300
DB00742	125392
DB00742	134311
DB00742	138264
