drugbank_id	actor_id
DB01739	1509-34-8
DB01739	1509-35-9
DB01739	198412-80-5
DB01739	3107-04-8
DB01739	319-78-8
DB01739	34464-35-2
DB01739	410078-51-2
DB01739	443-79-8
DB01739	73-32-5
DB01742	4593-16-2
DB01744	100016-73-7
DB01744	21368-68-3
DB01744	37262-59-2
DB01744	464-48-2
DB01744	464-49-3
DB01744	67148-11-2
DB01744	76-22-2
DB01744	8003-18-7
DB01744	87186-58-1
DB01746	21675-61-6
DB01746	22771-58-0
DB01746	25248-98-0
DB01746	25322-63-8
DB01746	26011-27-8
DB01746	328-38-1
DB01746	328-39-2
DB01746	36724-65-9
DB01746	61-90-5
DB01746	6109-63-3
DB01746	70-45-1
DB01746	71000-80-1
DB01746	74292-94-7
DB01746	81759-47-9
DB01747	19229-76-6
DB01747	20074-52-6
DB01747	31418-71-0
DB01747	91776-95-3
DB01749	110-71-4
DB01749	24991-55-7
DB01750	15165-79-4
DB01750	25267-17-8
DB01750	25545-89-5
DB01750	26445-01-2
DB01750	61-31-4
DB01750	61913-11-9
DB01750	67026-10-2
DB01750	8060-75-1
DB01750	86-87-3
DB01751	3434-43-3
DB01751	67-30-1
DB01752	55267-52-2
DB01752	75899-14-8
DB01752	979-92-0
DB01758	16624-40-1
DB01758	2751-18-0
DB01758	70-78-0
DB01759	123712-78-7
DB01759	501-30-4
DB01760	25773-40-4
DB01760	93905-03-4
DB01762	541-50-4
DB01764	112362-50-2
DB01764	126602-89-9
DB01766	14108-60-2
DB01766	58438-03-2
DB01766	6960-34-5
DB01766	76985-09-6
DB01768	59322-44-0
DB01775	26776-70-5
DB01775	96-26-4
DB01776	108-39-4
DB01776	15831-10-4
DB01778	19410-53-8
DB01779	17181-54-3
DB01779	58409-70-4
DB01779	819-83-0
DB01779	820-13-3
DB01780	20108-30-9
DB01783	20938-62-9
DB01783	3563-85-7
DB01783	599-54-2
DB01783	79-83-4
DB01784	402-46-0
DB01785	358-72-5
DB01786	102029-81-2
DB01786	115967-49-2
DB01786	130380-93-7
DB01786	18875-37-1
DB01786	25191-17-7
DB01786	302-72-7
DB01786	338-69-2
DB01786	56-41-7
DB01786	71261-64-8
DB01786	77160-91-9
DB01786	81558-16-9
DB01790	23645-17-2
DB01790	71774-13-5
DB01791	144035-83-6
DB01792	1985-21-3
DB01794	22537-22-0
DB01795	98-80-6
DB01796	18970-62-2
DB01796	87314-99-6
DB01796	89-00-9
DB01798	20680-57-3
DB01800	10485-66-2
DB01803	37880-96-9
DB01803	7161-73-1
DB01804	52773-87-2
DB01804	56512-51-7
DB01804	70982-53-5
DB01806	76264-91-0
DB01806	76741-55-4
DB01811	3131-52-0
DB01812	1053-73-2
DB01816	107244-34-8
DB01816	117894-10-7
DB01816	117894-11-8
DB01816	79831-76-8
DB01819	101015-20-7
DB01819	10526-80-4
DB01819	138-08-9
DB01819	35556-70-8
DB01819	4265-07-0
DB01819	53823-68-0
DB01819	55340-66-4
DB01819	5541-93-5
DB01819	5695-47-6
DB01819	60125-03-3
DB01819	73-89-2
DB01819	76975-15-0
DB01819	923-14-8
DB01822	14193-38-5
DB01822	16096-98-3
DB01822	37031-12-2
DB01822	51621-02-4
DB01826	2769-64-4
DB01828	119775-09-6
DB01828	14779-52-3
DB01828	14779-55-6
DB01828	17000-00-9
DB01828	2614-35-9
DB01828	74-89-5
DB01829	5863-40-1
DB01833	2219-31-0
DB01833	543-38-4
DB01833	70892-83-0
DB01837	25248-96-8
DB01837	4985-36-8
DB01837	5147-00-2
DB01837	66638-22-0
DB01837	89417-53-8
DB01838	104567-72-8
DB01839	190913-75-8
DB01839	25322-69-4
DB01839	4254-14-2
DB01839	4254-15-3
DB01839	57-55-6
DB01841	29325-32-4
DB01842	13400-10-7
DB01844	114057-15-7
DB01844	4472-41-7
DB01844	68-12-2
DB01847	26081-00-5
DB01849	504-07-4
DB01851	10549-76-5
DB01852	520-18-3
DB01853	22537-22-0
DB01854	28733-43-9
DB01856	111-16-0
DB01856	85029-96-5
DB01856	85030-03-1
DB01857	22138-53-0
DB01860	73-04-1
DB01861	117756-22-6
DB01861	137868-52-1
DB01861	14656-80-5
DB01861	28053-08-9
DB01861	2956-16-3
DB01861	7333-33-7
DB01862	30323-26-3
DB01862	367-93-1
DB01863	102850-29-3
DB01863	135269-51-1
DB01864	37589-80-3
DB01864	63741-19-5
DB01864	94825-44-2
DB01866	29508-21-2
DB01873	189453-10-9
DB01874	1653-52-7
DB01874	25866-00-6
DB01874	4827-85-4
DB01874	532-24-1
DB01874	74051-45-9
DB01875	1468-26-4
DB01878	119-61-9
DB01878	22583-75-1
DB01880	109761-28-6
DB01880	331-39-5
DB01880	501-16-6
DB01880	71693-97-5
DB01880	77349-57-6
DB01885	10366-75-3
DB01885	1335-57-5
DB01885	15892-28-1
DB01885	4253-68-3
DB01885	52153-09-0
DB01885	54910-68-8
DB01885	7506-65-2
DB01885	8002-14-0
DB01885	90-80-2
DB01889	1153-51-1
DB01889	7148-51-8
DB01890	86303-23-3
DB01892	11079-53-1
DB01896	206658-89-1
DB01896	280563-63-5
DB01896	30418-59-8
DB01896	66472-86-4
DB01898	2445-97-8
DB01898	6070-75-3
DB01901	54182-58-0
DB01901	76578-81-9
DB01902	2314-78-5
DB01903	6666-38-2
DB01909	10016-20-3
DB01909	106200-28-6
DB01909	108866-14-4
DB01909	114868-77-8
DB01909	120825-95-8
DB01909	135514-70-4
DB01909	55648-20-9
DB01909	88852-12-4
DB01910	39315-74-7
DB01910	58944-73-3
DB01912	113962-65-5
DB01912	1148-79-4
DB01912	13981-43-6
DB01912	13981-72-1
DB01912	14158-34-0
DB01912	15585-26-9
DB01912	16887-00-6
DB01912	22542-10-5
DB01912	7647-01-0
DB01912	7698-05-7
DB01914	10326-73-5
DB01914	104859-39-4
DB01914	110187-42-3
DB01914	14049-06-0
DB01914	19030-38-7
DB01914	19163-87-2
DB01914	1949-88-8
DB01914	1990-29-0
DB01914	22348-49-8
DB01914	23567-25-1
DB01914	25191-16-6
DB01914	2535-38-8
DB01914	2595-98-4
DB01914	28823-03-2
DB01914	30142-85-9
DB01914	33417-97-9
DB01914	3573-62-4
DB01914	3615-68-7
DB01914	4005-41-8
DB01914	52819-34-8
DB01914	5934-56-5
DB01914	5987-68-8
DB01914	6038-51-3
DB01914	7635-11-2
DB01914	815-92-9
DB01914	9050-36-6
DB01914	921-60-8
DB01915	5722-80-5
DB01917	110-60-1
DB01919	110-62-3
DB01919	75349-71-2
DB01920	19710-96-4
DB01920	19887-85-5
DB01920	2816-24-2
DB01920	28347-45-7
DB01920	30677-14-6
DB01920	369-07-3
DB01923	2922-69-2
DB01923	4151-19-3
DB01923	551-85-9
DB01923	60802-29-1
DB01924	1005-00-1
DB01924	495-18-1
DB01925	138833-48-4
DB01926	14127-53-8
DB01927	527-17-3
DB01930	1112-33-0
DB01930	470-29-1
DB01930	55289-50-4
DB01930	6332-70-3
DB01931	131123-76-7
DB01932	616-43-3
DB01933	112953-11-4
DB01933	121569-61-7
DB01935	82154-09-4
DB01936	24259-59-4
DB01936	50-69-1
DB01937	130-50-7
DB01938	7424-15-9
DB01941	153559-76-3
DB01942	64-18-6
DB01942	71-47-6
DB01942	82069-14-5
DB01942	917-71-5
DB01942	920-42-3
DB01945	62025-48-3
DB01946	125313-65-7
DB01952	13875-63-3
DB01953	16571-50-9
DB01954	61413-54-5
DB01954	85416-73-5
DB01954	85416-75-7
DB01955	110-63-4
DB01955	28324-25-6
DB01956	107-35-7
DB01956	127041-63-8
DB01956	342611-14-7
DB01956	70155-54-3
DB01957	108-43-0
DB01960	104809-16-7
DB01961	14433-47-7
DB01961	81487-29-8
DB01961	84-52-6
DB01962	21820-51-9
DB01963	34420-17-2
DB01966	1069-79-0
DB01966	39382-08-6
DB01966	4537-76-2
DB01971	7699-35-6
DB01972	111036-20-5
DB01972	13474-02-7
DB01972	25191-14-4
DB01972	25280-45-9
DB01972	26680-26-2
DB01972	29593-02-0
DB01972	31276-62-7
DB01972	33960-30-4
DB01972	34607-23-3
DB01972	47349-49-5
DB01972	573-48-8
DB01972	7239-02-3
DB01972	78837-98-6
DB01972	81251-17-4
DB01976	610-49-1
DB01976	62813-37-0
DB01979	1321-19-3
DB01979	1824-94-8
DB01979	203059-91-0
DB01979	25281-48-5
DB01979	25360-07-0
DB01979	26264-15-3
DB01979	27939-29-3
DB01979	27939-30-6
DB01979	3149-68-6
DB01979	3396-99-4
DB01979	34004-14-3
DB01979	51023-63-3
DB01979	617-04-9
DB01979	61849-72-7
DB01979	68936-95-8
DB01979	7000-27-3
DB01979	709-50-2
DB01979	97-30-3
DB01979	99770-02-2
DB01982	14982-50-4
DB01982	1986-14-7
DB01982	1986-15-8
DB01982	2073-35-0
DB01982	25990-10-7
DB01982	528-16-5
DB01982	6294-16-2
DB01982	6556-12-3
DB01982	6906-37-2
DB01982	9005-38-3
DB01982	9046-38-2
DB01982	91510-62-2
DB01982	94088-15-0
DB01985	155-84-0
DB01985	2389-86-8
DB01986	443-86-7
DB01987	12318-71-7
DB01987	136-08-3
DB01987	136-09-4
DB01987	154-87-0
DB01987	23883-45-6
DB01990	1256-86-6
DB01990	2864-50-8
DB01992	102778-59-6
DB01992	153-46-8
DB01992	18439-24-2
DB01992	31416-98-5
DB01992	55672-92-9
DB01992	85-61-0
DB01995	117309-80-5
DB01995	3590-36-1
DB01995	36534-96-0
DB01996	108-99-6
DB01996	61204-14-6
DB02007	15912-94-4
DB02007	299-31-0
DB02007	32972-52-4
DB02007	33068-18-7
DB02007	3415-10-9
DB02007	34378-76-2
DB02007	3672-15-9
DB02007	56-73-5
DB02007	58823-95-3
DB02007	6051-41-8
DB02009	216863-66-0
DB02010	109189-95-9
DB02010	62996-74-1
DB02011	63446-55-9
DB02013	129048-51-7
DB02013	13587-54-7
DB02013	13670-17-2
DB02013	13968-08-6
DB02013	13968-47-3
DB02013	13968-48-4
DB02013	13982-24-6
DB02013	13982-43-9
DB02013	14067-02-8
DB02013	14092-79-6
DB02013	14093-02-8
DB02013	14093-04-0
DB02013	14280-30-9
DB02013	14314-42-2
DB02013	14337-01-0
DB02013	14343-69-2
DB02013	14596-12-4
DB02013	14681-59-5
DB02013	14762-69-7
DB02013	14797-71-8
DB02013	14940-63-7
DB02013	14940-65-9
DB02013	156428-50-1
DB02013	17778-80-2
DB02013	24286-21-3
DB02013	32020-21-6
DB02013	3352-57-6
DB02013	558440-22-5
DB02013	56583-62-1
DB02013	7439-89-6
DB02013	7732-18-5
DB02013	7789-20-0
DB02015	4033-27-6
DB02015	42572-30-5
DB02016	161582-11-2
DB02016	189197-69-1
DB02020	51411-04-2
DB02020	51876-97-2
DB02021	105300-43-4
DB02021	136087-85-9
DB02021	15825-24-8
DB02022	73-67-6
DB02023	127027-50-3
DB02024	501-52-0
DB02025	21566-74-5
DB02025	32467-88-2
DB02026	156595-85-6
DB02030	975-91-7
DB02031	29347-89-5
DB02032	110075-07-5
DB02032	62571-86-2
DB02034	214462-68-7
DB02034	72741-87-8
DB02035	86855-26-7
DB02037	527-57-1
DB02037	5325-00-8
DB02041	3682-14-2
DB02042	23778-52-1
DB02043	200880-41-7
DB02043	4537-77-3
DB02044	214358-33-5
DB02045	110-58-7
DB02047	6341-72-6
DB02053	13137-52-5
DB02053	15673-79-7
DB02053	3615-55-2
DB02054	110201-30-4
DB02054	15151-51-6
DB02054	17264-94-7
DB02054	2906-33-4
DB02054	84434-85-5
DB02054	915120-54-6
DB02054	99-05-8
DB02055	3622-84-2
DB02056	41598-07-6
DB02057	110592-37-5
DB02057	118896-96-1
DB02057	74341-63-2
DB02057	77521-29-0
DB02057	83643-88-3
DB02059	26656-46-2
DB02060	108-94-1
DB02060	11119-77-0
DB02061	133-99-3
DB02061	1336-90-9
DB02061	13360-52-6
DB02061	14641-93-1
DB02061	149116-55-2
DB02061	15548-43-3
DB02061	16462-44-5
DB02061	23315-16-4
DB02061	37264-79-2
DB02061	4482-75-1
DB02061	47297-42-7
DB02061	528-50-7
DB02061	5965-66-2
DB02061	63-42-3
DB02061	6363-53-7
DB02061	69-79-4
DB02061	9005-84-9
DB02061	96427-12-2
DB02066	13351-68-3
DB02068	627-95-2
DB02068	660-88-8
DB02070	13535-93-8
DB02070	16055-80-4
DB02070	2126-91-2
DB02070	2922-83-0
DB02070	3039-10-9
DB02070	343-65-7
DB02074	107-93-7
DB02074	15105-17-6
DB02074	3724-65-0
DB02074	39382-27-9
DB02074	503-64-0
DB02076	2464-13-3
DB02076	53411-70-4
DB02076	83748-20-3
DB02076	921-62-0
DB02078	112-49-2
DB02078	7237-69-6
DB02079	2921-14-4
DB02079	645-88-5
DB02082	117604-44-1
DB02082	34273-04-6
DB02082	64564-03-0
DB02083	1118-68-9
DB02083	17647-86-8
DB02083	18001-18-8
DB02083	18319-88-5
DB02083	2491-06-7
DB02085	22059-21-8
DB02087	140480-89-3
DB02088	13138-37-9
DB02092	100339-48-8
DB02092	604-33-1
DB02095	5815-00-9
DB02095	91-56-5
DB02097	147-94-4
DB02097	3083-52-1
DB02097	3530-56-1
DB02097	4395-95-3
DB02097	65-46-3
DB02097	7428-39-9
DB02098	3805-37-6
DB02100	1321-19-3
DB02100	1824-94-8
DB02100	203059-91-0
DB02100	25281-48-5
DB02100	25360-07-0
DB02100	26264-15-3
DB02100	27939-29-3
DB02100	27939-30-6
DB02100	3149-68-6
DB02100	3396-99-4
DB02100	34004-14-3
DB02100	51023-63-3
DB02100	617-04-9
DB02100	61849-72-7
DB02100	68936-95-8
DB02100	7000-27-3
DB02100	709-50-2
DB02100	97-30-3
DB02100	99770-02-2
DB02101	105300-43-4
DB02101	136087-85-9
DB02101	15825-24-8
DB02102	174391-92-5
DB02102	177932-89-7
DB02103	114849-58-0
DB02105	7659-29-2
DB02107	108-09-8
DB02109	2618-22-6
DB02109	41047-88-5
DB02109	689-13-4
DB02110	10534-83-5
DB02110	12348-69-5
DB02110	13601-66-6
DB02110	14024-47-6
DB02110	14220-45-2
DB02110	14325-03-2
DB02110	14564-48-8
DB02110	15008-23-8
DB02110	15137-08-3
DB02110	15157-55-8
DB02110	15282-98-1
DB02110	15293-29-5
DB02110	15349-44-7
DB02110	15352-27-9
DB02110	15550-55-7
DB02110	15613-11-3
DB02110	15635-23-1
DB02110	15841-69-7
DB02110	16594-85-7
DB02110	18443-53-3
DB02110	18449-03-1
DB02110	19445-77-3
DB02110	19453-13-5
DB02110	25520-07-4
DB02110	25804-08-4
DB02110	27685-51-4
DB02110	27883-40-5
DB02110	30137-73-6
DB02110	31233-21-3
DB02110	32680-74-3
DB02110	33293-64-0
DB02110	33519-88-9
DB02110	33570-32-0
DB02110	33699-91-1
DB02110	36466-12-3
DB02110	37981-00-3
DB02110	38199-74-5
DB02110	38867-82-2
DB02110	41139-17-7
DB02110	41754-09-0
DB02110	42724-75-4
DB02110	49860-79-9
DB02110	51350-78-8
DB02110	6667-75-0
DB02110	92306-07-5
DB02113	2004-03-7
DB02114	99-88-7
DB02115	1329-08-4
DB02115	552-66-9
DB02116	101622-51-9
DB02119	3672-03-5
DB02120	38231-86-6
DB02121	42861-32-5
DB02121	541-35-5
DB02123	162148-48-3
DB02123	16564-43-5
DB02123	2273-95-2
DB02123	640-79-9
DB02123	64480-66-6
DB02125	700-58-3
DB02126	19675-63-9
DB02127	1445-75-6
DB02127	25925-63-7
DB02127	26016-74-0
DB02127	96420-61-0
DB02129	155-54-4
DB02129	5988-19-2
DB02130	121-34-6
DB02130	7504-15-6
DB02132	112733-06-9
DB02133	10579-94-9
DB02133	1406-65-1
DB02133	15280-34-9
DB02133	22309-13-3
DB02133	22537-22-0
DB02133	479-61-8
DB02134	1196-43-6
DB02134	16819-86-6
DB02134	67208-09-7
DB02137	22541-87-3
DB02138	3762-25-2
DB02142	529-96-4
DB02142	73855-29-5
DB02142	951-83-7
DB02144	799812-61-6
DB02144	88587-95-5
DB02145	107569-51-7
DB02145	35296-72-1
DB02145	4712-38-3
DB02145	71-36-3
DB02152	97161-97-2
DB02152	99533-80-9
DB02153	1115-65-7
DB02153	2381-08-0
DB02156	98022-26-5
DB02159	190913-75-8
DB02159	25322-69-4
DB02159	4254-14-2
DB02159	4254-15-3
DB02159	57-55-6
DB02161	20223-46-5
DB02161	51-56-9
DB02161	637-21-8
DB02161	6450-57-3
DB02161	87-00-3
DB02163	51786-53-9
DB02163	95-78-3
DB02165	12793-53-2
DB02165	13587-54-7
DB02165	13670-17-2
DB02165	13968-08-6
DB02165	13968-48-4
DB02165	13982-23-5
DB02165	13982-39-3
DB02165	13982-43-9
DB02165	14280-30-9
DB02165	14314-42-2
DB02165	14337-01-0
DB02165	14378-33-7
DB02165	14378-35-9
DB02165	14797-71-8
DB02165	14833-23-9
DB02165	14833-26-2
DB02165	14914-52-4
DB02165	14940-63-7
DB02165	14940-65-9
DB02165	15176-26-8
DB02165	156428-50-1
DB02165	15743-55-2
DB02165	17778-80-2
DB02165	19229-95-9
DB02165	24286-21-3
DB02165	3352-57-6
DB02165	558440-22-5
DB02165	56583-62-1
DB02165	7440-66-6
DB02165	7732-18-5
DB02165	7789-20-0
DB02166	25535-16-4
DB02166	36015-30-2
DB02167	19701-89-4
DB02167	2812-31-9
DB02168	767-69-1
DB02169	155751-72-7
DB02169	78111-17-8
DB02172	210115-92-7
DB02172	59920-31-9
DB02172	6163-82-2
DB02173	15168-23-7
DB02173	16591-54-1
DB02173	18922-88-8
DB02173	21007-21-6
DB02173	65238-89-3
DB02174	26700-71-0
DB02174	32640-56-5
DB02174	56-85-9
DB02174	585-21-7
DB02174	5959-95-5
DB02174	6899-04-3
DB02175	141-82-2
DB02175	156-80-9
DB02175	183133-72-4
DB02175	813-56-9
DB02176	1112-02-3
DB02176	1186-52-3
DB02176	14302-87-5
DB02176	157090-22-7
DB02176	64-19-7
DB02176	68475-71-8
DB02176	71-50-1
DB02176	758-12-3
DB02176	79893-89-3
DB02178	122-78-1
DB02180	3130-72-1
DB02180	799812-85-4
DB02181	2564-35-4
DB02181	74299-51-7
DB02181	83711-62-0
DB02181	93919-41-6
DB02182	14127-53-8
DB02184	16096-97-2
DB02184	214119-27-4
DB02184	27565-41-9
DB02184	3483-12-3
DB02184	6892-68-8
DB02184	7634-42-6
DB02185	15893-52-4
DB02186	157296-99-6
DB02187	474-86-2
DB02188	17493-86-6
DB02189	24027-80-3
DB02189	93939-70-9
DB02190	1948-82-9
DB02190	94313-94-7
DB02191	73030-39-4
DB02192	1321-27-3
DB02192	60-12-8
DB02196	26575-17-7
DB02196	528-04-1
DB02196	7277-98-7
DB02198	418768-49-7
DB02198	68-10-0
DB02198	79-08-3
DB02199	14127-53-8
DB02201	141-82-2
DB02201	156-80-9
DB02201	183133-72-4
DB02201	813-56-9
DB02202	107-88-0
DB02202	24621-61-2
DB02202	6290-03-5
DB02203	59182-86-4
DB02203	75-86-5
DB02205	13164-04-0
DB02205	33054-89-6
DB02207	2942-42-9
DB02209	447-05-2
DB02210	140434-69-1
DB02210	629-11-8
DB02211	1506-17-8
DB02211	32033-21-9
DB02213	20838-44-2
DB02213	3150-25-2
DB02216	1187-84-4
DB02216	19651-44-6
DB02216	7728-98-5
DB02219	1135-40-6
DB02220	220402-83-5
DB02222	147057-10-1
DB02224	17654-26-1
DB02224	480-18-2
DB02228	105851-17-0
DB02228	38711-37-4
DB02232	120-80-9
DB02232	12385-08-9
DB02233	305-77-1
DB02233	5462-80-6
DB02233	6033-32-5
DB02234	1071-37-0
DB02234	16400-82-1
DB02234	21704-44-9
DB02234	21704-45-0
DB02234	21704-46-1
DB02234	2986-20-1
DB02234	37031-93-9
DB02234	37031-94-0
DB02234	37031-95-1
DB02234	41789-38-2
DB02234	6333-32-0
DB02235	3226-65-1
DB02235	4241-59-2
DB02235	454-41-1
DB02235	50896-98-5
DB02235	62697-73-8
DB02235	86631-49-4
DB02236	10074-18-7
DB02236	92379-77-6
DB02237	146598-61-0
DB02238	583-92-6
DB02239	123-76-2
DB02240	39362-56-6
DB02240	4213-45-0
DB02240	64046-79-3
DB02242	40702-21-4
DB02242	5327-81-1
DB02242	701-97-3
DB02249	110-80-5
DB02251	27415-09-4
DB02252	104130-35-0
DB02252	172484-65-0
DB02252	591-50-4
DB02252	7379-67-1
DB02255	142880-36-2
DB02256	189282-17-5
DB02256	20649-53-0
DB02261	117985-57-6
DB02261	74389-68-7
DB02262	13186-54-4
DB02262	68460-00-4
DB02263	10030-19-0
DB02263	142-10-9
DB02263	591-57-1
DB02263	591-59-3
DB02265	3439-38-1
DB02266	16449-54-0
DB02266	1977-00-0
DB02266	530-78-9
DB02267	2387-71-5
DB02271	121124-66-1
DB02273	18479-58-8
DB02274	4707-58-8
DB02279	43165-51-1
DB02279	52009-50-4
DB02279	611-73-4
DB02279	63468-90-6
DB02280	14447-35-9
DB02280	14447-36-0
DB02280	15769-78-5
DB02280	17199-29-0
DB02280	611-71-2
DB02280	769-61-9
DB02280	90-64-2
DB02281	6742-12-7
DB02282	2457-80-9
DB02282	2457-81-0
DB02282	53458-28-9
DB02282	53458-29-0
DB02282	53458-31-4
DB02285	50865-01-5
DB02289	1068-84-4
DB02289	7228-65-1
DB02293	2679-48-3
DB02296	123-51-3
DB02296	6423-06-9
DB02297	33332-28-4
DB02299	16709-23-2
DB02300	112828-00-9
DB02300	112965-21-6
DB02300	485805-18-3
DB02302	30344-00-4
DB02303	60763-80-6
DB02304	13367-85-6
DB02304	134376-90-2
DB02304	139574-02-0
DB02306	6931-84-6
DB02306	97281-47-5
DB02310	23624-78-4
DB02310	55247-91-1
DB02311	33577-16-1
DB02312	15912-94-4
DB02312	299-31-0
DB02312	32972-52-4
DB02312	33068-18-7
DB02312	3415-10-9
DB02312	34378-76-2
DB02312	3672-15-9
DB02312	56-73-5
DB02312	58823-95-3
DB02312	6051-41-8
DB02315	40732-48-7
DB02315	51821-84-2
DB02315	59668-85-8
DB02315	7665-99-8
DB02317	101455-35-0
DB02317	17364-14-6
DB02317	18822-82-7
DB02317	19046-60-7
DB02317	2255-14-3
DB02317	27133-73-9
DB02317	27251-84-9
DB02317	29732-59-0
DB02317	53823-71-5
DB02317	55607-88-0
DB02317	56401-20-8
DB02317	59-56-3
DB02317	5996-14-5
DB02317	65826-02-0
DB02317	6736-77-2
DB02317	6799-01-5
DB02317	68901-12-2
DB02317	6997-09-7
DB02317	71888-67-0
DB02317	83833-15-2
DB02318	85754-73-0
DB02320	6983-36-4
DB02324	1763-02-6
DB02324	20972-36-5
DB02325	22739-76-0
DB02325	3979-51-9
DB02325	5131-95-3
DB02325	67-63-0
DB02325	8003-15-4
DB02327	112-27-6
DB02329	108064-10-4
DB02329	5697-56-3
DB02329	7421-40-1
DB02329	78515-90-9
DB02332	138663-53-3
DB02332	146-14-5
DB02332	84366-81-4
DB02333	102814-08-4
DB02333	1173-82-6
DB02333	91918-34-2
DB02333	93858-62-9
DB02333	93919-43-8
DB02335	13483-03-9
DB02335	13577-63-4
DB02335	171088-71-4
DB02335	171088-72-5
DB02335	171088-73-6
DB02335	171088-74-7
DB02335	171088-75-8
DB02335	171088-76-9
DB02335	171088-77-0
DB02335	171088-78-1
DB02335	1779-81-3
DB02335	54749-86-9
DB02335	65767-36-4
DB02335	85959-63-3
DB02337	88096-03-1
DB02338	22046-90-8
DB02338	2646-71-1
DB02338	53-57-6
DB02340	16354-58-8
DB02340	97-14-3
DB02342	362-07-2
DB02343	4353-28-0
DB02345	10236-58-5
DB02345	86808-83-5
DB02348	13537-32-1
DB02348	15181-43-8
DB02352	24016-03-3
DB02357	114375-70-1
DB02357	114375-71-2
DB02357	125412-00-2
DB02357	147217-24-1
DB02357	72028-62-7
DB02361	33784-54-2
DB02362	150-13-0
DB02362	2906-28-7
DB02363	4457-01-6
DB02365	66-71-7
DB02371	70331-82-7
DB02371	7365-44-8
DB02371	77044-70-3
DB02373	13587-54-7
DB02373	13670-17-2
DB02373	13968-08-6
DB02373	13968-48-4
DB02373	13982-43-9
DB02373	14280-30-9
DB02373	14314-42-2
DB02373	14337-01-0
DB02373	14797-71-8
DB02373	14940-63-7
DB02373	14940-65-9
DB02373	156428-50-1
DB02373	17778-80-2
DB02373	24286-21-3
DB02373	3352-57-6
DB02373	41831-79-2
DB02373	51621-17-1
DB02373	558440-22-5
DB02373	56583-62-1
DB02373	7732-18-5
DB02373	7789-20-0
DB02375	529-44-2
DB02377	11006-44-3
DB02379	10030-80-5
DB02379	10257-28-0
DB02379	108942-17-2
DB02379	111688-73-4
DB02379	147-74-0
DB02379	147-76-2
DB02379	15572-79-9
DB02379	2152-76-3
DB02379	2280-44-6
DB02379	2595-97-3
DB02379	26566-61-0
DB02379	26655-34-5
DB02379	29696-75-1
DB02379	31103-86-3
DB02379	3458-28-4
DB02379	3646-73-9
DB02379	39392-62-6
DB02379	39392-65-9
DB02379	4205-23-6
DB02379	492-61-5
DB02379	492-62-6
DB02379	50-99-7
DB02379	50986-23-7
DB02379	579-36-2
DB02379	58367-01-4
DB02379	59-23-4
DB02379	5978-95-0
DB02379	6027-89-0
DB02379	7282-81-7
DB02379	7296-15-3
DB02379	7296-64-2
DB02379	7322-31-8
DB02379	9037-91-6
DB02382	321-02-8
DB02383	82964-04-3
DB02385	2277-42-1
DB02386	20459-60-3
DB02393	102292-66-0
DB02396	624-78-2
DB02397	17041-36-0
DB02399	13074-06-1
DB02399	51607-21-7
DB02399	5328-43-8
DB02399	54167-89-4
DB02399	5624-40-8
DB02399	95120-27-7
DB02403	348-54-9
DB02405	73367-80-3
DB02406	10023-74-2
DB02406	109-52-4
DB02412	142-68-7
DB02413	6367-98-2
DB02413	97170-10-0
DB02414	53109-32-3
DB02415	7305-30-8
DB02417	118-79-6
DB02417	1300-15-8
DB02417	2666-53-7
DB02417	5175-83-7
DB02417	52340-65-5
DB02417	5456-36-0
DB02417	68084-30-0
DB02418	19132-06-0
DB02418	24347-58-8
DB02418	35007-63-7
DB02418	513-85-9
DB02418	5341-95-7
DB02418	6982-25-8
DB02419	53074-96-7
DB02421	117756-22-6
DB02421	137868-52-1
DB02421	14656-80-5
DB02421	28053-08-9
DB02421	2956-16-3
DB02421	7333-33-7
DB02423	68488-87-9
DB02424	30562-34-6
DB02428	93-10-7
DB02430	4484-88-2
DB02431	13191-15-6
DB02431	18423-42-2
DB02431	36051-68-0
DB02431	65-47-4
DB02434	4653-11-6
DB02435	3218-02-8
DB02438	36256-85-6
DB02448	133754-47-9
DB02448	3015-50-7
DB02448	50354-80-8
DB02448	55656-86-5
DB02448	638-53-9
DB02448	68002-90-4
DB02448	68990-37-4
DB02448	82039-25-6
DB02451	100231-65-0
DB02451	69984-73-2
DB02452	18423-43-3
DB02452	27821-54-1
DB02452	3624-46-2
DB02453	13587-54-7
DB02453	13670-17-2
DB02453	13968-08-6
DB02453	13968-48-4
DB02453	13982-43-9
DB02453	14280-30-9
DB02453	14314-42-2
DB02453	14337-01-0
DB02453	14797-71-8
DB02453	14940-63-7
DB02453	14940-65-9
DB02453	156428-50-1
DB02453	17778-80-2
DB02453	23713-48-6
DB02453	24286-21-3
DB02453	3352-57-6
DB02453	39349-74-1
DB02453	558440-22-5
DB02453	56583-62-1
DB02453	7732-18-5
DB02453	7789-20-0
DB02456	162756-87-8
DB02456	24939-03-5
DB02456	25280-45-9
DB02456	26182-06-9
DB02456	26427-29-2
DB02456	29629-69-4
DB02456	30811-80-4
DB02456	31276-62-7
DB02456	34354-71-7
DB02456	34607-23-3
DB02456	34689-47-9
DB02456	38640-92-5
DB02456	54482-00-7
DB02456	59789-29-6
DB02456	63-37-6
DB02456	64769-70-6
DB02456	65048-11-5
DB02456	6757-06-8
DB02456	7075-11-8
DB02456	74721-51-0
DB02456	81251-17-4
DB02458	26289-39-4
