drugbank_id	actor_id
DB08941	58379-21-8
DB08941	60640-79-1
DB08941	94088-44-5
DB08942	34552-84-6
DB08943	24168-96-5
DB08943	27523-40-6
DB08943	40036-10-0
DB08943	78940-01-9
DB08944	10075-36-2
DB08944	126-10-3
DB08944	28416-66-2
DB08944	77-51-0
DB08945	51022-74-3
DB08945	68890-05-1
DB08946	2497-78-1
DB08946	59202-96-9
DB08946	96-83-3
DB08947	60166-93-0
DB08947	60208-45-9
DB08947	62883-00-5
DB08948	10098-82-5
DB08948	16240-58-7
DB08948	18656-21-8
DB08948	440-58-4
DB08948	519-29-9
DB08948	58001-89-1
DB08949	2090-94-0
DB08949	57456-45-8
DB08949	6556-11-2
DB08949	76705-38-9
DB08949	76847-54-6
DB08949	77124-26-6
DB08949	78920-51-1
DB08949	8067-26-3
DB08950	26844-12-2
DB08950	33124-53-7
DB08950	38821-52-2
DB08951	31842-01-0
DB08951	53022-60-9
DB08951	53086-13-8
DB08951	53086-14-9
DB08951	69674-66-4
DB08951	96881-81-1
DB08951	98072-23-2
DB08952	36576-14-4
DB08952	60607-68-3
DB08952	68906-88-7
DB08952	81789-85-7
DB08953	63758-79-2
DB08953	63845-42-1
DB08954	23210-56-2
DB08954	23210-58-4
DB08954	23249-59-4
DB08954	66157-43-5
DB08955	53648-05-8
DB08955	73826-33-2
DB08956	298-36-2
DB08956	303-01-5
DB08957	3215-70-1
DB08957	32266-10-7
DB08957	4323-43-7
DB08958	141-94-6
DB08960	103052-17-1
DB08960	103350-60-3
DB08960	106422-81-5
DB08960	4277-80-9
DB08960	4845-30-1
DB08960	49719-74-6
DB08960	55-97-0
DB08960	57579-13-2
DB08960	60-25-3
DB08960	60-26-4
DB08960	870-62-2
DB08960	971-60-8
DB08961	27589-33-9
DB08962	26944-48-9
DB08964	64318-79-2
DB08965	11113-62-5
DB08965	917-13-5
DB08966	10238-39-8
DB08966	2105-43-3
DB08966	804-30-8
DB08967	13115-40-7
DB08967	34396-64-0
DB08967	7455-39-2
DB08967	7456-24-8
DB08967	93840-63-2
DB08968	18053-31-1
DB08968	18053-32-2
DB08968	24600-36-0
DB08969	333-36-8
DB08970	2193-87-5
DB08971	152-97-6
DB08972	143984-63-8
DB08972	42835-25-6
DB08973	3693-39-8
DB08974	31430-15-6
DB08975	519-95-9
DB08976	23779-99-9
DB08978	5868-06-4
DB08978	76404-06-3
DB08979	5053-06-5
DB08979	5053-08-7
DB08979	76652-72-7
DB08980	13042-18-7
DB08980	13636-18-5
DB08980	13788-32-4
DB08981	36330-85-5
DB08981	77479-09-5
DB08982	67432-21-7
DB08982	73-09-6
DB08982	76333-71-6
DB08982	77519-25-6
DB08983	31637-97-5
DB08983	56775-91-8
DB08983	94135-26-9
DB08984	30544-47-9
DB08985	10128-36-6
DB08985	534-87-2
DB08985	709-55-7
DB08985	943-17-9
DB08986	21715-46-8
DB08986	56776-32-0
DB08987	36637-18-0
DB08987	36637-19-1
DB08987	60108-68-1
DB08988	2085-42-9
DB08988	38423-94-8
DB08988	5982-61-6
DB08988	6700-56-7
DB08988	69453-66-3
DB08988	77-15-6
DB08988	8056-21-1
DB08989	304-84-7
DB08989	8067-16-1
DB08990	10402-53-6
DB08990	10402-90-1
DB08991	18694-40-1
DB08992	124308-54-9
DB08992	56839-43-1
DB08992	64840-90-0
DB08993	33103-22-9
DB08994	18471-20-0
DB08994	63867-52-7
DB08995	111804-73-0
DB08995	520-27-4
DB08996	33299-81-9
DB08996	3759-07-7
DB08996	4757-55-5
DB08997	119391-55-8
DB08997	14051-33-3
DB08997	21888-96-0
DB08997	21888-98-2
DB08997	21888-99-3
DB08997	5633-14-7
DB08997	96507-71-0
DB08998	18059-99-9
DB08998	24701-51-7
DB08999	102-45-4
DB08999	12002-60-7
DB09000	25332-99-4
DB09000	3546-03-0
DB09000	93841-82-8
DB09001	1007-33-6
DB09001	101-40-6
DB09001	11097-06-6
DB09001	3595-11-7
DB09001	4388-82-3
DB09001	50-06-6
DB09001	6192-95-6
DB09001	6192-96-7
DB09001	6192-97-8
DB09001	6192-98-9
DB09001	72793-46-5
DB09001	73738-05-3
DB09002	132301-89-4
DB09002	14984-68-0
DB09002	3703-76-2
DB09002	85187-37-7
DB09002	85188-69-8
DB09002	94135-79-2
DB09003	28058-62-0
DB09003	47739-98-0
DB09003	65016-29-7
DB09004	1215-83-4
DB09004	14860-49-2
DB09006	30299-08-2
DB09007	562-09-4
DB09007	77-38-3
DB09007	93803-72-6
DB09008	10353-05-6
DB09008	50-59-9
DB09008	65575-73-7
DB09009	23964-57-0
DB09009	23964-58-1
DB09010	61422-45-5
DB09011	501-68-8
DB09012	13051-01-9
DB09012	69-81-8
DB09013	39543-79-8
DB09013	39552-01-7
DB09014	486-17-9
DB09014	904-04-1
DB09015	2181-04-6
DB09015	4138-96-9
DB09016	15686-37-0
DB09016	35941-65-2
DB09016	5585-73-9
DB09017	57801-81-7
DB09018	3963-95-9
DB09018	4093-36-1
DB09018	52423-56-0
DB09019	32184-12-6
DB09019	3572-43-8
DB09019	611-75-6
DB09019	76157-57-8
DB09019	76705-39-0
DB09019	78940-03-1
DB09020	1336-29-4
DB09020	603-50-9
DB09020	93857-27-3
DB09021	10085-81-1
DB09021	17243-39-9
DB09022	23602-78-0
DB09022	23642-66-2
DB09023	2702-56-9
DB09023	302-40-9
DB09023	3166-62-9
DB09023	57-37-4
DB09023	85150-36-3
DB09026	173334-57-1
DB09026	173334-58-2
DB09028	15191-27-2
DB09028	3728-36-7
DB09028	485-35-8
DB09028	49722-33-0
DB09028	6047-01-4
DB09031	58066-85-6
DB09041	174671-46-6
DB09055	51037-30-0
DB09056	67467-83-8
DB09056	78613-35-1
DB09056	78613-38-4
DB09059	90779-69-4
DB09061	13956-29-1
DB09062	75481-73-1
DB09062	75498-96-3
DB09062	84305-41-9
DB09062	88641-36-5
DB09064	52214-84-3
DB09069	13171-25-0
DB09069	5011-34-7
DB09070	5630-53-5
DB09071	609799-22-6
DB09072	1320-61-2
DB09072	17341-25-2
DB09072	358730-90-2
DB09072	362049-53-4
DB09072	502-85-2
DB09072	52352-27-9
DB09072	55373-24-5
DB09072	591-81-1
DB09072	63255-29-8
DB09072	82316-97-0
DB09073	571190-30-2
DB09074	763113-22-0
DB09074	937799-91-2
DB09075	912273-65-5
DB09078	417716-92-8
DB09083	148849-67-6
DB09083	148870-61-5
DB09083	149470-58-6
DB09083	155974-00-8
DB09084	132-69-4
DB09084	37598-92-8
DB09084	4328-94-3
DB09084	59831-61-7
DB09084	642-72-8
DB09084	76705-39-0
DB09085	100311-22-6
DB09085	136-47-0
DB09085	66424-27-9
DB09085	82824-07-5
DB09085	93804-83-2
DB09085	94-24-6
DB09086	37262-61-6
DB09086	56748-44-8
DB09086	8068-83-5
DB09086	85187-52-6
DB09086	97-53-0
DB09087	10043-67-1
DB09087	119540-51-1
DB09087	12143-45-2
DB09087	12772-98-4
DB09087	13813-19-9
DB09087	14808-79-8
DB09087	14996-02-2
DB09087	18785-72-3
DB09087	22537-23-1
DB09087	24203-36-9
DB09087	52938-97-3
DB09087	7664-93-9
DB09088	532-59-2
DB09088	644-26-8
DB09089	34140-59-5
DB09089	39133-31-8
DB09089	58997-91-4
DB09089	58997-92-5
DB09090	53251-94-8
DB09090	59995-65-2
DB09091	61951-99-3
DB09092	2530-97-4
DB09092	36921-54-7
DB09092	437-74-1
DB09093	57-62-5
DB09093	64-72-2
DB09093	6945-20-6
DB09094	17434-18-3
DB09094	4354-76-1
DB09094	4375-07-9
DB09094	477-47-4
DB09094	518-28-5
DB09094	51911-08-1
DB09094	55568-79-1
DB09094	6278-06-4
DB09094	8050-60-0
DB09094	9000-55-9
DB09095	2607-06-9
DB09096	117989-71-6
DB09096	151864-03-8
DB09096	78515-96-5
DB09096	78515-97-6
DB09096	94-36-0
DB09096	99827-21-1
DB09097	87056-78-8
DB09097	94424-50-7
DB09099	38916-34-6
DB09099	58976-46-8
DB09099	61557-10-6
DB09099	61950-59-2
DB09101	697761-98-1
DB09104	12195-86-7
DB09104	1309-42-8
DB09104	1317-43-7
DB09104	13587-54-7
DB09104	13670-17-2
DB09104	13968-08-6
DB09104	13968-48-4
DB09104	13982-43-9
DB09104	14280-30-9
DB09104	14314-42-2
DB09104	14337-01-0
DB09104	14797-71-8
DB09104	14940-63-7
DB09104	14940-65-9
DB09104	156428-50-1
DB09104	17778-80-2
DB09104	22537-22-0
DB09104	24286-21-3
DB09104	3352-57-6
DB09104	558440-22-5
DB09104	56583-62-1
DB09104	7732-18-5
DB09104	7789-20-0
DB09110	106854-46-0
DB09110	19767-45-4
DB09110	3375-50-6
DB09110	94889-60-8
DB09112	114466-53-4
DB09112	14522-82-8
DB09112	14797-65-0
DB09112	17310-27-9
DB09112	7782-77-6
DB09114	107041-15-6
DB09114	181041-62-3
DB09114	25582-63-2
DB09114	2644-64-6
DB09114	326495-33-4
DB09114	63-89-8
DB09114	99732-49-7
DB09115	83-73-8
DB09115	83097-13-6
DB09116	14127-61-8
DB09116	17787-72-3
DB09116	18637-06-4
DB09116	20611-81-8
DB09116	20706-08-5
DB09116	20837-86-9
DB09116	26841-87-2
DB09116	34885-41-1
DB09117	123-63-7
DB09117	1499-02-1
DB09117	67970-10-9
DB09118	49763-96-4
DB09119	236395-14-5
DB09120	25775-90-0
DB09120	404-86-4
DB09121	105177-81-9
DB09121	10593-29-0
DB09121	12192-57-3
DB09121	20681-14-5
DB09121	22566-82-1
DB09121	57575-14-1
DB09121	62778-20-5
DB09121	95331-76-3
DB09123	65928-58-7
DB09124	977-79-7
DB09125	12262-73-6
DB09125	126-44-3
DB09125	209968-03-6
DB09125	24203-36-9
DB09125	52938-97-3
DB09125	77-92-9
DB09125	866-84-2
DB09129	10025-73-7
DB09129	113962-65-5
DB09129	13981-43-6
DB09129	13981-72-1
DB09129	14158-34-0
DB09129	15585-26-9
DB09129	16065-83-1
DB09129	16284-59-6
DB09129	16887-00-6
DB09129	39345-92-1
DB09129	50925-66-1
DB09129	7647-01-0
DB09129	7698-05-7
DB09130	133353-46-5
DB09130	13981-25-4
DB09130	13982-06-4
DB09130	14119-06-3
DB09130	14191-84-5
DB09130	14276-53-0
DB09130	14391-73-2
DB09130	15128-03-7
DB09130	15757-86-5
DB09130	7440-50-8
DB09131	113962-65-5
DB09131	13981-43-6
DB09131	13981-72-1
DB09131	14158-34-0
DB09131	15158-11-9
DB09131	15585-26-9
DB09131	16887-00-6
DB09131	35121-64-3
DB09131	423724-63-4
DB09131	7447-39-4
DB09131	7647-01-0
DB09131	7698-05-7
DB09131	80056-12-8
DB09132	22541-19-1
DB09132	60239-18-1
DB09132	72573-82-1
DB09132	83678-67-5
DB09132	92923-44-9
DB09132	92943-93-6
DB09133	1225-20-3
DB09133	13087-53-1
DB09133	15845-98-4
DB09133	2276-90-6
DB09133	51819-38-6
DB09133	71746-19-5
DB09133	71746-20-8
DB09134	87771-40-2
DB09135	107793-72-6
DB09136	68238-36-8
DB09137	14119-14-3
DB09137	14133-76-7
DB09137	14808-44-7
DB09137	14809-55-3
DB09137	14809-56-4
DB09137	14913-92-9
DB09137	15701-17-4
DB09137	15759-35-0
DB09137	17689-59-7
DB09137	32025-58-4
DB09137	7440-26-8
DB09137	78266-06-5
DB09138	13587-54-7
DB09138	13670-17-2
DB09138	13968-08-6
DB09138	13968-48-4
DB09138	13982-43-9
DB09138	14280-30-9
DB09138	14314-42-2
DB09138	14337-01-0
DB09138	14797-71-8
DB09138	14940-63-7
DB09138	14940-65-9
DB09138	156428-50-1
DB09138	17778-80-2
DB09138	1984-15-2
DB09138	24286-21-3
DB09138	26190-43-2
DB09138	3352-57-6
DB09138	558440-22-5
DB09138	56583-62-1
DB09138	7732-18-5
DB09138	7789-20-0
DB09139	14119-14-3
DB09139	14133-76-7
DB09139	14255-61-9
DB09139	14808-44-7
DB09139	14809-55-3
DB09139	14809-56-4
DB09139	14913-92-9
DB09139	15468-10-7
DB09139	15701-17-4
DB09139	15759-35-0
DB09139	17689-59-7
DB09139	32025-58-4
DB09139	72945-61-0
DB09139	7440-26-8
DB09140	12185-07-8
DB09140	1338-93-8
DB09140	7782-44-7
DB09142	25126-32-3
DB09144	14057-18-2
DB09144	293738-13-3
DB09145	13587-54-7
DB09145	13670-17-2
DB09145	13968-08-6
DB09145	13968-48-4
DB09145	13982-43-9
DB09145	14280-30-9
DB09145	14314-42-2
DB09145	14337-01-0
DB09145	14797-71-8
DB09145	14940-63-7
DB09145	14940-65-9
DB09145	156428-50-1
DB09145	17778-80-2
DB09145	24286-21-3
DB09145	3352-57-6
DB09145	558440-22-5
DB09145	56583-62-1
DB09145	7732-18-5
DB09145	7789-20-0
DB09146	100405-08-1
DB09146	12040-73-2
DB09146	13587-54-7
DB09146	13670-17-2
DB09146	13968-08-6
DB09146	13968-48-4
DB09146	13982-43-9
DB09146	14280-30-9
DB09146	14314-42-2
DB09146	14337-01-0
DB09146	14797-71-8
DB09146	14940-63-7
DB09146	14940-65-9
DB09146	156428-50-1
DB09146	16833-27-5
DB09146	17341-25-2
DB09146	17778-80-2
DB09146	19229-76-6
DB09146	20074-52-6
DB09146	24286-21-3
DB09146	25702-74-3
DB09146	3352-57-6
DB09146	4217-76-9
DB09146	558440-22-5
DB09146	56583-62-1
DB09146	57-50-1
DB09146	7732-18-5
DB09146	7789-20-0
DB09146	79324-70-2
DB09146	8027-47-2
DB09146	91776-95-3
DB09147	10058-44-3
DB09147	10402-25-2
DB09147	14000-31-8
DB09147	19229-76-6
DB09147	20074-52-6
DB09147	2466-09-3
DB09147	33943-49-6
DB09147	91776-95-3
DB09147	99380-29-7
DB09152	156457-45-3
DB09152	28647-38-3
DB09152	7727-37-9
DB09153	11062-32-1
DB09153	113962-65-5
DB09153	13981-43-6
DB09153	13981-72-1
DB09153	14158-34-0
DB09153	14762-51-7
DB09153	14784-90-8
DB09153	15585-26-9
DB09153	16887-00-6
DB09153	17112-21-9
DB09153	17341-25-2
DB09153	32343-72-9
DB09153	7647-01-0
DB09153	7647-14-5
DB09153	7698-05-7
DB09154	12262-73-6
DB09154	126-44-3
DB09154	17341-25-2
DB09154	183748-56-3
DB09154	68-04-2
DB09154	77-92-9
DB09155	14762-55-1
DB09155	494798-31-1
DB09155	71086-78-7
DB09155	7440-59-7
DB09156	73334-07-3
DB09157	124-38-9
DB09157	14485-07-5
DB09157	51-90-1
DB09158	2538-83-2
DB09160	127455-27-0
DB09160	127502-06-1
DB09160	13587-54-7
DB09160	13670-17-2
DB09160	13968-08-6
DB09160	13968-48-4
DB09160	13982-43-9
DB09160	14119-14-3
DB09160	14133-76-7
DB09160	14280-30-9
DB09160	14314-42-2
DB09160	14337-01-0
DB09160	14797-71-8
DB09160	14808-44-7
DB09160	14809-55-3
DB09160	14809-56-4
DB09160	14913-92-9
DB09160	14940-63-7
DB09160	14940-65-9
DB09160	156428-50-1
DB09160	15701-17-4
DB09160	15759-35-0
DB09160	17689-59-7
DB09160	17778-80-2
DB09160	24286-21-3
DB09160	32025-58-4
DB09160	3352-57-6
DB09160	558440-22-5
DB09160	56583-62-1
DB09160	7440-26-8
DB09160	7732-18-5
DB09160	7789-20-0
DB09161	109434-22-2
DB09164	14119-14-3
DB09164	14133-76-7
DB09164	14808-44-7
DB09164	14809-55-3
DB09164	14809-56-4
DB09164	14913-92-9
DB09164	15701-17-4
DB09164	15759-35-0
DB09164	17689-59-7
DB09164	32025-58-4
DB09164	65717-97-7
DB09164	7440-26-8
DB09165	14000-31-8
DB09165	2466-09-3
DB09165	26190-43-2
DB09165	33943-49-6
DB09165	52997-54-3
DB09165	99380-29-7
DB09166	40054-69-1
DB09167	113-53-1
DB09167	25627-36-5
DB09167	25627-39-8
DB09167	897-15-4
DB09169	82208-84-2
DB09172	101345-71-5
DB09172	117268-95-8
DB09174	60645-00-3
DB09174	61380-40-3
DB09174	61380-41-4
DB09175	117523-47-4
DB09175	119413-53-5
DB09177	90736-23-5
DB09178	42045-97-6
DB09180	1165-22-6
DB09181	120656-74-8
DB09181	120656-93-1
DB09182	1474-02-8
DB09185	35604-67-2
DB09185	46817-91-8
DB09186	53179-07-0
DB09186	57226-61-6
DB09186	57754-86-6
DB09187	70384-91-7
DB09187	70384-92-8
DB09187	70384-93-9
DB09188	22136-26-1
DB09188	22232-73-1
DB09189	22136-27-2
DB09189	23226-37-1
DB09190	7013-41-4
DB09190	7182-51-6
DB09191	21489-20-3
DB09191	25487-28-9
DB09192	42408-80-0
DB09192	58167-78-5
DB09194	52942-31-1
DB09194	52942-37-7
DB09194	57775-22-1
DB09195	108785-69-9
DB09196	161178-07-0
DB09196	161178-10-5
DB09197	20344-15-4
DB09198	607723-33-1
DB09199	161600-01-7
DB09200	185428-18-6
DB09201	74772-77-3
DB09202	40600-13-3
DB09202	59939-16-1
DB09203	136-38-9
DB09203	16589-24-5
DB09203	532-80-9
DB09203	582-84-3
DB09203	5985-28-4
DB09203	614-35-7
DB09203	67-04-9
DB09203	93963-63-4
DB09203	94-07-5
DB09204	52560-77-7
DB09204	68377-91-3
DB09204	68377-92-4
DB09205	26162-66-3
DB09205	54-32-0
DB09205	964-52-3
DB09206	35795-16-5
DB09206	35795-17-6
DB09206	53746-46-6
DB09209	118573-57-2
DB09209	509-67-1
DB09209	90326-84-4
DB09210	7491-74-9
DB09211	114868-74-5
DB09211	74397-12-9
DB09211	88852-12-4
DB09212	68767-14-6
DB09212	80382-23-6
DB09213	121662-14-4
DB09213	139466-08-3
DB09213	15687-27-1
DB09213	51146-56-6
DB09213	51146-57-7
DB09214	154907-35-4
DB09214	159490-55-8
DB09214	22071-15-4
DB09214	22161-81-5
DB09214	56105-81-8
DB09215	90101-16-9
DB09216	13710-19-5
DB09216	97158-21-9
DB09217	189954-96-9
DB09218	17737-65-4
DB09218	55837-30-4
DB09219	17692-24-9
DB09220	65141-45-9
DB09220	65141-46-0
DB09221	107667-60-7
DB09221	19229-79-9
DB09221	23713-49-7
DB09223	132810-10-7
DB09224	1622-79-3
DB09224	3575-80-2
DB09225	26615-21-4
DB09227	104713-75-9
DB09227	104757-53-1
DB09229	86780-90-7
DB09230	123524-52-7
DB09231	105979-17-7
DB09231	105993-05-3
DB09231	119009-46-0
DB09231	119065-62-2
DB09231	85387-35-5
DB09231	91599-74-5
DB09232	132203-70-4
DB09233	113759-50-5
DB09234	72803-02-2
DB09235	111011-53-1
DB09235	111011-63-3
DB09235	111011-76-8
DB09236	103890-78-4
DB09237	88150-42-9
DB09238	120092-68-4
DB09238	126229-12-7
DB09238	89226-50-6
DB09238	89226-75-5
DB09239	102992-93-8
DB09239	102993-22-6
DB09239	113165-32-5
DB09240	22609-73-0
DB09241	105504-42-5
DB09241	113962-65-5
DB09241	13018-79-6
DB09241	13981-43-6
DB09241	13981-72-1
DB09241	14158-34-0
DB09241	14921-19-8
DB09241	15585-26-9
DB09241	16887-00-6
DB09241	26283-09-0
DB09241	53092-85-6
DB09241	61-73-4
DB09241	6372-69-6
DB09241	68988-92-1
DB09241	7220-79-3
DB09241	74352-04-8
DB09241	7647-01-0
DB09241	7698-05-7
DB09242	75438-57-2
DB09243	3614-47-9
DB09244	145511-50-8
DB09244	145511-51-9
DB09244	16154-78-2
DB09244	207572-66-5
DB09244	60762-57-4
DB09245	29218-27-7
DB09246	10019-95-1
DB09246	7654-03-7
DB09247	3544-35-2
DB09248	2126-84-3
DB09248	29248-55-3
DB09248	34675-74-6
DB09248	3979-76-8
DB09248	65-64-5
DB09248	69352-57-4
DB09249	4684-87-1
DB09250	55-52-7
DB09250	66-05-7
DB09251	3818-37-9
DB09252	306-19-4
DB09253	27849-94-1
DB09253	33419-68-0
DB09253	7296-30-2
DB09254	18464-39-6
DB09256	150863-82-4
DB09256	37076-68-9
DB09256	55774-30-6
DB09256	74578-38-4
DB09256	82294-77-7
DB09257	103766-25-2
DB09257	150863-82-4
DB09262	170105-16-5
DB09267	121831-99-0
DB09267	135459-87-9
DB09267	135459-90-4
DB09267	145361-94-0
DB09267	22537-39-9
DB09267	796104-87-5
DB09267	83015-89-8
DB09268	10040-45-6
DB09269	103-82-2
DB09269	51146-16-8
DB09270	13448-14-1
DB09271	51598-60-8
DB09273	69975-86-6
DB09274	112346-66-4
DB09274	112419-28-0
DB09274	182824-33-5
DB09274	83507-69-1
DB09274	88495-63-0
DB09275	1185-57-5
DB09275	1332-96-3
DB09275	23713-46-4
DB09275	24203-36-9
DB09275	25530-63-6
DB09275	52938-97-3
DB09275	57644-54-9
DB09275	65330-59-8
DB09275	68201-80-9
DB09275	93752-70-6
DB09276	12244-57-4
DB09276	124399-51-5
DB09276	17341-25-2
DB09276	20681-14-5
DB09276	22275-72-5
DB09276	22437-79-2
DB09276	30245-51-3
DB09276	305-97-5
DB09276	33796-26-8
DB09276	39377-38-3
DB09276	41581-85-5
DB09276	4846-27-9
DB09276	58164-93-5
DB09276	6169-12-6
DB09276	644-87-1
DB09276	67479-01-0
DB09276	67859-55-6
DB09276	70-49-5
DB09276	74916-57-7
DB09276	91447-62-0
DB09277	113962-65-5
DB09277	139741-81-4
DB09277	13981-43-6
DB09277	13981-72-1
DB09277	14158-34-0
DB09277	15585-26-9
DB09277	16887-00-6
DB09277	5413-08-1
DB09277	67-48-1
DB09277	7647-01-0
DB09277	7698-05-7
DB09278	1333-86-4
DB09280	936727-05-8
DB09281	12533-11-8
DB09281	14987-04-3
DB09281	22537-22-0
DB09282	25717-80-0
DB09283	15421-84-8
DB09284	15823-89-9
DB09284	318-23-0
DB09285	23476-71-3
DB09285	65847-85-0
DB09285	86827-84-1
DB09286	1893-33-0
DB09286	2448-68-2
DB09286	62265-22-9
DB09286	83863-66-5
DB09288	66532-85-2
DB09288	66532-86-3
DB09289	30123-17-2
DB09289	54317-11-2
DB09289	66981-73-5
DB09289	72797-41-2
DB09290	132036-88-5
DB09290	132907-72-3
DB09291	914462-92-3
DB09293	10034-85-2
DB09293	14104-45-1
DB09293	14158-30-6
DB09293	14158-31-7
DB09293	14158-32-8
DB09293	142733-60-6
DB09293	14391-72-1
DB09293	14683-16-0
DB09293	14834-67-4
DB09293	14834-68-5
DB09293	14914-02-4
DB09293	14914-27-3
DB09293	14914-30-8
DB09293	15046-84-1
DB09293	15480-34-9
DB09293	15715-08-9
DB09293	15755-17-6
DB09293	17144-19-3
DB09293	20461-54-5
DB09293	64710-68-5
DB09293	69239-56-1
DB09295	66898-62-2
DB09298	134192-00-0
DB09298	22888-70-6
DB09298	65666-07-1
DB09298	84604-20-6
DB09300	149-64-4
DB09300	52692-74-7
DB09300	7182-53-8
DB09300	76207-50-6
DB09300	78940-00-8
DB09300	8059-83-4
DB09304	57262-94-9
DB09304	85650-57-3
DB09305	71576-40-4
DB09305	71576-41-5
DB09306	53734-79-5
DB09306	54188-38-4
DB09309	16846-34-7
DB09309	37280-56-1
DB09313	59017-64-0
DB09313	59018-13-2
DB09313	67992-58-9
DB09314	13587-54-7
DB09314	13670-17-2
DB09314	13968-08-6
DB09314	13968-48-4
DB09314	13982-43-9
DB09314	14280-30-9
DB09314	14314-42-2
DB09314	14337-01-0
DB09314	14797-71-8
DB09314	14940-63-7
DB09314	14940-65-9
DB09314	156428-50-1
DB09314	17778-80-2
DB09314	24286-21-3
DB09314	3352-57-6
DB09314	558440-22-5
DB09314	56583-62-1
DB09314	7732-18-5
DB09314	7789-20-0
DB09315	13994-18-8
DB09315	13994-19-9
DB09315	14683-11-5
DB09315	14834-65-2
DB09315	14835-21-3
DB09315	14932-42-4
DB09315	14995-62-1
DB09315	15151-08-3
DB09315	15151-09-4
DB09315	15700-10-4
DB09315	15751-81-2
DB09315	17913-80-3
DB09315	20222-53-1
DB09315	7440-63-3
DB09316	113962-65-5
DB09316	13981-43-6
DB09316	13981-72-1
DB09316	14158-34-0
DB09316	15230-71-4
DB09316	15585-26-9
DB09316	16887-00-6
DB09316	22537-56-0
DB09316	55172-29-7
DB09316	5682-80-4
DB09316	7647-01-0
DB09316	7698-05-7
DB09316	7791-12-0
DB09319	26605-69-6
DB09319	35531-88-5
DB09320	10075-34-0
DB09320	1110-47-0
DB09320	113-98-4
DB09320	12663-50-2
DB09320	12705-12-3
DB09320	137915-10-7
DB09320	1406-07-1
DB09320	1406-09-3
DB09320	148569-80-6
DB09320	149-13-3
DB09320	1538-09-6
DB09320	1538-11-0
DB09320	17140-49-7
DB09320	19696-42-5
DB09320	23405-54-1
DB09320	30154-78-0
DB09320	3344-16-9
DB09320	3841-12-1
DB09320	39879-63-5
DB09320	41372-02-5
DB09320	42016-66-0
DB09320	51-05-8
DB09320	54-35-3
DB09320	54812-66-7
DB09320	57607-41-7
DB09320	59-46-1
DB09320	59413-33-1
DB09320	6011-39-8
DB09320	60281-90-5
DB09320	61-33-6
DB09320	6130-64-9
DB09320	6192-89-8
DB09320	63907-34-6
DB09320	68245-15-8
DB09320	69-57-8
DB09320	7009-88-3
DB09320	7177-43-7
DB09320	7177-45-9
DB09320	7179-52-4
DB09320	751-84-8
DB09320	76773-82-5
DB09320	78232-17-4
DB09320	8013-38-5
DB09320	8017-41-2
DB09320	80186-84-1
DB09320	8025-06-7
DB09320	8067-92-3
DB09320	8069-87-2
DB09320	85886-25-5
DB09320	95017-34-8
DB09320	96446-20-7
DB09321	12793-53-2
DB09321	1314-13-2
DB09321	13982-23-5
DB09321	13982-39-3
DB09321	14378-33-7
DB09321	14378-35-9
DB09321	14833-23-9
DB09321	14833-26-2
DB09321	14914-52-4
DB09321	15176-26-8
DB09321	15743-55-2
DB09321	19229-95-9
DB09321	7440-66-6
DB09322	119540-51-1
DB09322	12143-45-2
DB09322	12772-98-4
DB09322	131315-46-3
DB09322	13813-19-9
DB09322	14808-79-8
DB09322	14996-02-2
DB09322	18785-72-3
DB09322	19229-79-9
DB09322	23713-49-7
DB09322	7664-93-9
DB09322	7733-02-0
DB09324	68373-14-8
DB09324	69388-84-7
DB09324	76350-35-1
DB09324	83031-43-0
DB09324	92739-15-6
DB09325	13981-56-1
DB09325	14333-26-7
DB09325	16984-48-8
DB09325	17341-25-2
DB09325	22554-99-0
DB09325	32057-09-3
DB09325	37249-79-9
DB09325	39287-69-9
DB09325	7664-39-3
DB09325	7681-49-4
DB09326	106233-03-8
DB09326	13550-49-7
DB09326	13587-49-0
DB09326	13780-28-4
DB09326	13981-22-1
DB09326	13981-62-9
DB09326	14390-96-6
DB09326	14798-03-9
DB09326	14914-35-3
DB09326	15194-15-7
DB09326	17778-88-0
DB09326	208990-07-2
DB09326	2655-25-6
DB09326	34819-78-8
DB09326	6684-80-6
DB09326	7664-41-7
DB09326	84796-14-5
DB09327	138285-60-6
DB09327	150863-82-4
DB09327	16908-84-2
DB09327	24897-50-5
DB09327	2920-92-5
DB09327	37076-68-9
DB09327	55774-30-6
DB09327	6165-70-4
DB09327	74578-38-4
DB09327	82294-77-7
DB09332	131-13-5
DB09332	17341-25-2
DB09332	6700-42-1
DB09332	84-98-0
DB09333	1151-11-7
DB09333	1221-56-3
DB09333	5587-89-3
DB09335	146961-76-4
DB09335	157182-32-6
DB09335	157605-25-9
DB09338	13587-54-7
DB09338	13670-17-2
DB09338	13968-08-6
DB09338	13968-48-4
DB09338	13982-43-9
DB09338	14280-30-9
DB09338	14314-42-2
DB09338	14337-01-0
DB09338	14797-71-8
DB09338	14940-63-7
DB09338	14940-65-9
DB09338	156428-50-1
DB09338	17778-80-2
DB09338	22542-11-6
DB09338	23100-72-3
DB09338	24286-21-3
DB09338	3352-57-6
DB09338	486-67-9
DB09338	492-18-2
DB09338	558440-22-5
DB09338	56583-62-1
DB09338	67479-01-0
DB09338	7681-34-7
DB09338	7732-18-5
DB09338	7789-20-0
DB09340	27293-82-9
DB09340	7246-21-1
DB09342	550-83-4
