drugbank_id	surechembl_id
DB00558	SCHEMBL13459831
DB00558	SCHEMBL13693731
DB00558	SCHEMBL13980833
DB00558	SCHEMBL14080017
DB00558	SCHEMBL1461544
DB00558	SCHEMBL15448958
DB00558	SCHEMBL16099660
DB00558	SCHEMBL16986448
DB00558	SCHEMBL17103794
DB00558	SCHEMBL18300345
DB00558	SCHEMBL1964808
DB00558	SCHEMBL20451342
DB00558	SCHEMBL2635134
DB00558	SCHEMBL2780098
DB00558	SCHEMBL3497032
DB00558	SCHEMBL608418
DB00558	SCHEMBL6664552
DB00558	SCHEMBL729418
DB00558	SCHEMBL742546
DB00558	SCHEMBL9501
DB00558	SCHEMBL988791
DB00559	SCHEMBL13411557
DB00559	SCHEMBL13430562
DB00559	SCHEMBL13430588
DB00559	SCHEMBL13430592
DB00559	SCHEMBL14026683
DB00559	SCHEMBL14026684
DB00559	SCHEMBL14026685
DB00559	SCHEMBL14026687
DB00559	SCHEMBL14026688
DB00559	SCHEMBL14026689
DB00559	SCHEMBL14026690
DB00559	SCHEMBL14026693
DB00559	SCHEMBL14026695
DB00559	SCHEMBL14026697
DB00559	SCHEMBL14026707
DB00559	SCHEMBL14026710
DB00559	SCHEMBL14026729
DB00559	SCHEMBL14026742
DB00559	SCHEMBL1411231
DB00559	SCHEMBL1411298
DB00559	SCHEMBL1411648
DB00559	SCHEMBL1411726
DB00559	SCHEMBL14877446
DB00559	SCHEMBL14881150
DB00559	SCHEMBL16321043
DB00559	SCHEMBL16504055
DB00559	SCHEMBL16504056
DB00559	SCHEMBL18838180
DB00559	SCHEMBL19717672
DB00559	SCHEMBL20856077
DB00559	SCHEMBL2723442
DB00559	SCHEMBL3227099
DB00559	SCHEMBL3229025
DB00559	SCHEMBL3231775
DB00559	SCHEMBL3417379
DB00559	SCHEMBL4218
DB00559	SCHEMBL615991
DB00559	SCHEMBL617167
DB00559	SCHEMBL622963
DB00559	SCHEMBL623792
DB00559	SCHEMBL625077
DB00559	SCHEMBL628837
DB00559	SCHEMBL902742
DB00559	SCHEMBL902834
DB00559	SCHEMBL977683
DB00559	SCHEMBL979668
DB00560	SCHEMBL101795
DB00560	SCHEMBL101796
DB00560	SCHEMBL12222131
DB00560	SCHEMBL12593995
DB00560	SCHEMBL13841400
DB00560	SCHEMBL13841401
DB00560	SCHEMBL13841402
DB00560	SCHEMBL15367478
DB00560	SCHEMBL15367484
DB00560	SCHEMBL16213300
DB00560	SCHEMBL16460512
DB00560	SCHEMBL16460515
DB00560	SCHEMBL17553600
DB00560	SCHEMBL17713689
DB00560	SCHEMBL179042
DB00560	SCHEMBL1895857
DB00560	SCHEMBL1895859
DB00560	SCHEMBL19100373
DB00560	SCHEMBL20448744
DB00560	SCHEMBL20716604
DB00560	SCHEMBL21550408
DB00560	SCHEMBL2433402
DB00560	SCHEMBL2620872
DB00560	SCHEMBL2917723
DB00560	SCHEMBL3726292
DB00560	SCHEMBL3745481
DB00560	SCHEMBL4134866
DB00560	SCHEMBL414376
DB00560	SCHEMBL414377
DB00560	SCHEMBL4145758
DB00560	SCHEMBL414962
DB00560	SCHEMBL414963
DB00560	SCHEMBL5529285
DB00560	SCHEMBL5529289
DB00560	SCHEMBL5705147
DB00560	SCHEMBL5968514
DB00561	SCHEMBL13557019
DB00561	SCHEMBL13557026
DB00561	SCHEMBL13557028
DB00561	SCHEMBL13557029
DB00561	SCHEMBL13557035
DB00561	SCHEMBL14331823
DB00561	SCHEMBL14890946
DB00561	SCHEMBL14890984
DB00561	SCHEMBL14892816
DB00561	SCHEMBL18395580
DB00561	SCHEMBL20770104
DB00561	SCHEMBL20770894
DB00561	SCHEMBL20770990
DB00561	SCHEMBL2129828
DB00561	SCHEMBL40643
DB00561	SCHEMBL40645
DB00561	SCHEMBL644504
DB00562	SCHEMBL1003530
DB00562	SCHEMBL10381271
DB00562	SCHEMBL10882871
DB00562	SCHEMBL10885400
DB00562	SCHEMBL1198174
DB00562	SCHEMBL1198358
DB00562	SCHEMBL1276519
DB00562	SCHEMBL15023943
DB00562	SCHEMBL1735790
DB00562	SCHEMBL198231
DB00562	SCHEMBL20775225
DB00562	SCHEMBL2221236
DB00562	SCHEMBL2376967
DB00562	SCHEMBL2449654
DB00562	SCHEMBL2452168
DB00562	SCHEMBL26257
DB00562	SCHEMBL2760550
DB00562	SCHEMBL345215
DB00562	SCHEMBL384691
DB00562	SCHEMBL386199
DB00562	SCHEMBL386685
DB00562	SCHEMBL386748
DB00562	SCHEMBL386952
DB00562	SCHEMBL387867
DB00562	SCHEMBL388454
DB00562	SCHEMBL4730553
DB00562	SCHEMBL4810208
DB00562	SCHEMBL5067723
DB00562	SCHEMBL5069366
DB00562	SCHEMBL5804281
DB00562	SCHEMBL5808179
DB00562	SCHEMBL6546528
DB00562	SCHEMBL6656036
DB00562	SCHEMBL7102453
DB00562	SCHEMBL712739
DB00562	SCHEMBL718800
DB00562	SCHEMBL7217920
DB00562	SCHEMBL7389496
DB00562	SCHEMBL7512811
DB00562	SCHEMBL7514053
DB00562	SCHEMBL7859608
DB00562	SCHEMBL8155163
DB00562	SCHEMBL8623979
DB00562	SCHEMBL936396
DB00562	SCHEMBL9517821
DB00563	SCHEMBL171251
DB00563	SCHEMBL20369096
DB00563	SCHEMBL3711
DB00563	SCHEMBL3712
DB00563	SCHEMBL4541811
DB00563	SCHEMBL9143970
DB00563	SCHEMBL9146152
DB00563	SCHEMBL9246378
DB00564	SCHEMBL10774127
DB00564	SCHEMBL10796263
DB00564	SCHEMBL10944314
DB00564	SCHEMBL11112758
DB00564	SCHEMBL11354617
DB00564	SCHEMBL1286965
DB00564	SCHEMBL13724013
DB00564	SCHEMBL1421962
DB00564	SCHEMBL15536907
DB00564	SCHEMBL157648
DB00564	SCHEMBL16113088
DB00564	SCHEMBL1647966
DB00564	SCHEMBL1648476
DB00564	SCHEMBL1648871
DB00564	SCHEMBL1649305
DB00564	SCHEMBL16550702
DB00564	SCHEMBL17767804
DB00564	SCHEMBL18338086
DB00564	SCHEMBL19681451
DB00564	SCHEMBL19838283
DB00564	SCHEMBL2022279
DB00564	SCHEMBL20582154
DB00564	SCHEMBL20770350
DB00564	SCHEMBL20770386
DB00564	SCHEMBL20770765
DB00564	SCHEMBL20770986
DB00564	SCHEMBL20771156
DB00564	SCHEMBL2126363
DB00564	SCHEMBL21639
DB00564	SCHEMBL2548255
DB00564	SCHEMBL2820083
DB00564	SCHEMBL2878636
DB00564	SCHEMBL2878658
DB00564	SCHEMBL2883472
DB00564	SCHEMBL3127931
DB00564	SCHEMBL321371
DB00564	SCHEMBL3894650
DB00564	SCHEMBL4263026
DB00564	SCHEMBL4435896
DB00564	SCHEMBL4451889
DB00564	SCHEMBL4593916
DB00564	SCHEMBL4741651
DB00564	SCHEMBL4956818
DB00564	SCHEMBL4961039
DB00564	SCHEMBL5014216
DB00564	SCHEMBL5382102
DB00564	SCHEMBL5463488
DB00564	SCHEMBL5862563
DB00564	SCHEMBL5934192
DB00564	SCHEMBL6241055
DB00564	SCHEMBL6385888
DB00564	SCHEMBL7173616
DB00564	SCHEMBL7179402
DB00564	SCHEMBL7181119
DB00564	SCHEMBL7183815
DB00564	SCHEMBL7185280
DB00564	SCHEMBL7187248
DB00564	SCHEMBL7212015
DB00564	SCHEMBL7228181
DB00564	SCHEMBL7228837
DB00564	SCHEMBL7228975
DB00564	SCHEMBL7239951
DB00564	SCHEMBL7355458
DB00564	SCHEMBL7615479
DB00564	SCHEMBL7772185
DB00564	SCHEMBL8332332
DB00564	SCHEMBL8526499
DB00564	SCHEMBL867018
DB00564	SCHEMBL867548
DB00564	SCHEMBL8764468
DB00564	SCHEMBL9710240
DB00565	SCHEMBL13057748
DB00565	SCHEMBL13575824
DB00565	SCHEMBL13790648
DB00565	SCHEMBL1461530
DB00565	SCHEMBL147018
DB00565	SCHEMBL14705825
DB00565	SCHEMBL2615679
DB00565	SCHEMBL3275279
DB00565	SCHEMBL3819629
DB00565	SCHEMBL40669
DB00565	SCHEMBL41251
DB00565	SCHEMBL5578917
DB00565	SCHEMBL7773510
DB00565	SCHEMBL8949652
DB00565	SCHEMBL8949656
DB00565	SCHEMBL8949670
DB00565	SCHEMBL8949686
DB00566	SCHEMBL10324256
DB00566	SCHEMBL10797056
DB00566	SCHEMBL1080687
DB00566	SCHEMBL1080690
DB00566	SCHEMBL1345048
DB00566	SCHEMBL14941
DB00566	SCHEMBL14942
DB00566	SCHEMBL1642909
DB00566	SCHEMBL19552848
DB00566	SCHEMBL21611872
DB00566	SCHEMBL2732820
DB00566	SCHEMBL2770813
DB00566	SCHEMBL2771039
DB00566	SCHEMBL4647017
DB00566	SCHEMBL7874075
DB00566	SCHEMBL8702886
DB00566	SCHEMBL9066529
DB00566	SCHEMBL9230866
DB00566	SCHEMBL9443852
DB00566	SCHEMBL9556960
DB00567	SCHEMBL10350782
DB00567	SCHEMBL10410707
DB00567	SCHEMBL10529259
DB00567	SCHEMBL10529333
DB00567	SCHEMBL10530306
DB00567	SCHEMBL10530322
DB00567	SCHEMBL10531989
DB00567	SCHEMBL10624366
DB00567	SCHEMBL10713860
DB00567	SCHEMBL10770445
DB00567	SCHEMBL10798821
DB00567	SCHEMBL10903308
DB00567	SCHEMBL11041763
DB00567	SCHEMBL11122711
DB00567	SCHEMBL11291591
DB00567	SCHEMBL11314475
DB00567	SCHEMBL11346361
DB00567	SCHEMBL11367625
DB00567	SCHEMBL11569012
DB00567	SCHEMBL11579781
DB00567	SCHEMBL11709275
DB00567	SCHEMBL11771285
DB00567	SCHEMBL11985597
DB00567	SCHEMBL12961263
DB00567	SCHEMBL13481267
DB00567	SCHEMBL14127587
DB00567	SCHEMBL14127589
DB00567	SCHEMBL1443389
DB00567	SCHEMBL14989134
DB00567	SCHEMBL15577636
DB00567	SCHEMBL16321419
DB00567	SCHEMBL16424200
DB00567	SCHEMBL16592840
DB00567	SCHEMBL17966612
DB00567	SCHEMBL1831812
DB00567	SCHEMBL19858942
DB00567	SCHEMBL20657431
DB00567	SCHEMBL20770804
DB00567	SCHEMBL20771400
DB00567	SCHEMBL2353787
DB00567	SCHEMBL2353794
DB00567	SCHEMBL2724881
DB00567	SCHEMBL2844895
DB00567	SCHEMBL2909139
DB00567	SCHEMBL2961
DB00567	SCHEMBL298884
DB00567	SCHEMBL3002253
DB00567	SCHEMBL3469042
DB00567	SCHEMBL3469044
DB00567	SCHEMBL3826125
DB00567	SCHEMBL40988
DB00567	SCHEMBL41911
DB00567	SCHEMBL4928314
DB00567	SCHEMBL4928321
DB00567	SCHEMBL5049268
DB00567	SCHEMBL5049273
DB00567	SCHEMBL5130267
DB00567	SCHEMBL537060
DB00567	SCHEMBL5489216
DB00567	SCHEMBL5712825
DB00567	SCHEMBL5712878
DB00567	SCHEMBL6129387
DB00567	SCHEMBL6384143
DB00567	SCHEMBL6663545
DB00567	SCHEMBL6663551
DB00567	SCHEMBL8074425
DB00567	SCHEMBL8199668
DB00567	SCHEMBL8202185
DB00567	SCHEMBL8414394
DB00567	SCHEMBL8481524
DB00567	SCHEMBL8491855
DB00567	SCHEMBL8519266
DB00567	SCHEMBL8524510
DB00567	SCHEMBL8716340
DB00567	SCHEMBL8778990
DB00567	SCHEMBL8779108
DB00567	SCHEMBL8779114
DB00567	SCHEMBL8779172
DB00567	SCHEMBL9197359
DB00567	SCHEMBL9197362
DB00567	SCHEMBL9988851
DB00567	SCHEMBL9989712
DB00568	SCHEMBL10936874
DB00568	SCHEMBL10993579
DB00568	SCHEMBL11734590
DB00568	SCHEMBL12481983
DB00568	SCHEMBL14125537
DB00568	SCHEMBL14894833
DB00568	SCHEMBL15533096
DB00568	SCHEMBL15864671
DB00568	SCHEMBL16225873
DB00568	SCHEMBL16227015
DB00568	SCHEMBL16227017
DB00568	SCHEMBL16432016
DB00568	SCHEMBL16432018
DB00568	SCHEMBL16432165
DB00568	SCHEMBL16433169
DB00568	SCHEMBL17782139
DB00568	SCHEMBL17782140
DB00568	SCHEMBL17782141
DB00568	SCHEMBL17782151
DB00568	SCHEMBL19816803
DB00568	SCHEMBL20291774
DB00568	SCHEMBL20770321
DB00568	SCHEMBL20770401
DB00568	SCHEMBL20770790
DB00568	SCHEMBL20771616
DB00568	SCHEMBL20771659
DB00568	SCHEMBL20772010
DB00568	SCHEMBL20775050
DB00568	SCHEMBL20775184
DB00568	SCHEMBL2490869
DB00568	SCHEMBL2733658
DB00568	SCHEMBL3225820
DB00568	SCHEMBL3731524
DB00568	SCHEMBL3731525
DB00568	SCHEMBL3928016
DB00568	SCHEMBL4427380
DB00568	SCHEMBL44957
DB00568	SCHEMBL44958
DB00568	SCHEMBL453260
DB00568	SCHEMBL453261
DB00568	SCHEMBL5080213
DB00568	SCHEMBL571920
DB00568	SCHEMBL8017555
DB00568	SCHEMBL825475
DB00568	SCHEMBL9517676
DB00568	SCHEMBL9954255
DB00569	SCHEMBL14227800
DB00569	SCHEMBL15296579
DB00569	SCHEMBL1650579
DB00569	SCHEMBL17655218
DB00569	SCHEMBL19619397
DB00569	SCHEMBL4937
DB00570	SCHEMBL1029433
DB00570	SCHEMBL1029750
DB00570	SCHEMBL10335986
DB00570	SCHEMBL10423320
DB00570	SCHEMBL10429538
DB00570	SCHEMBL10532068
DB00570	SCHEMBL10580300
DB00570	SCHEMBL10596830
DB00570	SCHEMBL10646871
DB00570	SCHEMBL11058222
DB00570	SCHEMBL11618958
DB00570	SCHEMBL11619766
DB00570	SCHEMBL12488066
DB00570	SCHEMBL12492931
DB00570	SCHEMBL12814332
DB00570	SCHEMBL13300979
DB00570	SCHEMBL13529124
DB00570	SCHEMBL14077137
DB00570	SCHEMBL1409164
DB00570	SCHEMBL14107274
DB00570	SCHEMBL1433486
DB00570	SCHEMBL14377620
DB00570	SCHEMBL14445014
DB00570	SCHEMBL14601228
DB00570	SCHEMBL14895258
DB00570	SCHEMBL14975388
DB00570	SCHEMBL15007951
DB00570	SCHEMBL153952
DB00570	SCHEMBL15474367
DB00570	SCHEMBL15745871
DB00570	SCHEMBL15866631
DB00570	SCHEMBL1655173
DB00570	SCHEMBL16553352
DB00570	SCHEMBL17172582
DB00570	SCHEMBL1724007
DB00570	SCHEMBL17813675
DB00570	SCHEMBL1821033
DB00570	SCHEMBL1822831
DB00570	SCHEMBL18593671
DB00570	SCHEMBL18613184
DB00570	SCHEMBL18613185
DB00570	SCHEMBL18766386
DB00570	SCHEMBL19705887
DB00570	SCHEMBL19884331
DB00570	SCHEMBL20581731
DB00570	SCHEMBL2066523
DB00570	SCHEMBL20770015
DB00570	SCHEMBL20770033
DB00570	SCHEMBL20770214
DB00570	SCHEMBL20770595
DB00570	SCHEMBL20770739
DB00570	SCHEMBL20770745
DB00570	SCHEMBL20770755
DB00570	SCHEMBL20771305
DB00570	SCHEMBL20771376
DB00570	SCHEMBL20771705
DB00570	SCHEMBL20775267
DB00570	SCHEMBL20873125
DB00570	SCHEMBL2222905
DB00570	SCHEMBL2263847
DB00570	SCHEMBL2335490
DB00570	SCHEMBL2465767
DB00570	SCHEMBL2479854
DB00570	SCHEMBL2581755
DB00570	SCHEMBL2589200
DB00570	SCHEMBL2596002
DB00570	SCHEMBL2764257
DB00570	SCHEMBL284134
DB00570	SCHEMBL2874097
DB00570	SCHEMBL3136955
DB00570	SCHEMBL3400260
DB00570	SCHEMBL3549
DB00570	SCHEMBL3550
DB00570	SCHEMBL3628
DB00570	SCHEMBL3816091
DB00570	SCHEMBL406394
DB00570	SCHEMBL4261534
DB00570	SCHEMBL4413544
DB00570	SCHEMBL4639982
DB00570	SCHEMBL4735449
DB00570	SCHEMBL4746473
DB00570	SCHEMBL4870440
DB00570	SCHEMBL5067317
DB00570	SCHEMBL5110432
DB00570	SCHEMBL5146800
DB00570	SCHEMBL5262780
DB00570	SCHEMBL5306718
DB00570	SCHEMBL5307415
DB00570	SCHEMBL5324699
DB00570	SCHEMBL5535862
DB00570	SCHEMBL5702843
DB00570	SCHEMBL6061262
DB00570	SCHEMBL6146
DB00570	SCHEMBL6276799
DB00570	SCHEMBL6369162
DB00570	SCHEMBL6465238
DB00570	SCHEMBL6546708
DB00570	SCHEMBL6598752
DB00570	SCHEMBL6598754
DB00570	SCHEMBL6598898
DB00570	SCHEMBL6601355
DB00570	SCHEMBL6939604
DB00570	SCHEMBL6954557
DB00570	SCHEMBL7096997
DB00570	SCHEMBL725482
DB00570	SCHEMBL7269721
DB00570	SCHEMBL7523801
DB00570	SCHEMBL7616778
DB00570	SCHEMBL7745764
DB00570	SCHEMBL7902902
DB00570	SCHEMBL8017962
DB00570	SCHEMBL8108163
DB00570	SCHEMBL8354117
DB00570	SCHEMBL8354970
DB00570	SCHEMBL8355945
DB00570	SCHEMBL845082
DB00570	SCHEMBL8466737
DB00570	SCHEMBL8911807
DB00570	SCHEMBL8913956
DB00570	SCHEMBL8937671
DB00570	SCHEMBL973061
DB00571	SCHEMBL10350784
DB00571	SCHEMBL10489925
DB00571	SCHEMBL10494919
DB00571	SCHEMBL10494981
DB00571	SCHEMBL10494989
DB00571	SCHEMBL10522626
DB00571	SCHEMBL10715817
DB00571	SCHEMBL10735099
DB00571	SCHEMBL10735841
DB00571	SCHEMBL10741843
DB00571	SCHEMBL10742227
DB00571	SCHEMBL1078122
DB00571	SCHEMBL10864741
DB00571	SCHEMBL10873596
DB00571	SCHEMBL11025256
DB00571	SCHEMBL11122479
DB00571	SCHEMBL11383487
DB00571	SCHEMBL11421617
DB00571	SCHEMBL11569440
DB00571	SCHEMBL1162308
DB00571	SCHEMBL1172701
DB00571	SCHEMBL11784370
DB00571	SCHEMBL13411633
DB00571	SCHEMBL13411639
DB00571	SCHEMBL13781150
DB00571	SCHEMBL13781151
DB00571	SCHEMBL13781152
DB00571	SCHEMBL13781153
DB00571	SCHEMBL13781154
DB00571	SCHEMBL13781155
DB00571	SCHEMBL13781156
DB00571	SCHEMBL13781157
DB00571	SCHEMBL13781158
DB00571	SCHEMBL13781159
DB00571	SCHEMBL13781165
DB00571	SCHEMBL13781166
DB00571	SCHEMBL13781167
DB00571	SCHEMBL13781168
DB00571	SCHEMBL13781169
DB00571	SCHEMBL13781170
DB00571	SCHEMBL13781171
DB00571	SCHEMBL13781172
DB00571	SCHEMBL13781173
DB00571	SCHEMBL13781174
DB00571	SCHEMBL13781175
DB00571	SCHEMBL13781176
DB00571	SCHEMBL13781177
DB00571	SCHEMBL13781178
DB00571	SCHEMBL13781179
DB00571	SCHEMBL13781180
DB00571	SCHEMBL13781181
DB00571	SCHEMBL13781182
DB00571	SCHEMBL13781183
DB00571	SCHEMBL13781184
DB00571	SCHEMBL13781186
DB00571	SCHEMBL13781187
DB00571	SCHEMBL13781188
DB00571	SCHEMBL13781189
DB00571	SCHEMBL13781190
DB00571	SCHEMBL13781191
DB00571	SCHEMBL13781192
DB00571	SCHEMBL13781193
DB00571	SCHEMBL13781194
DB00571	SCHEMBL13781195
DB00571	SCHEMBL13781196
DB00571	SCHEMBL13781197
DB00571	SCHEMBL13781198
DB00571	SCHEMBL13781200
DB00571	SCHEMBL13781201
DB00571	SCHEMBL13781202
DB00571	SCHEMBL13781203
DB00571	SCHEMBL13781204
DB00571	SCHEMBL13781205
DB00571	SCHEMBL13781206
DB00571	SCHEMBL13781207
DB00571	SCHEMBL13781208
DB00571	SCHEMBL13781209
DB00571	SCHEMBL13781210
DB00571	SCHEMBL13781353
DB00571	SCHEMBL1462593
DB00571	SCHEMBL14784692
DB00571	SCHEMBL14784907
DB00571	SCHEMBL14837223
DB00571	SCHEMBL14894975
DB00571	SCHEMBL1553064
DB00571	SCHEMBL1691936
DB00571	SCHEMBL17079660
DB00571	SCHEMBL17838091
DB00571	SCHEMBL19177401
DB00571	SCHEMBL19177403
DB00571	SCHEMBL19514681
DB00571	SCHEMBL19514682
DB00571	SCHEMBL19815988
DB00571	SCHEMBL19816728
DB00571	SCHEMBL19816794
DB00571	SCHEMBL20241070
DB00571	SCHEMBL20266553
DB00571	SCHEMBL20266554
DB00571	SCHEMBL20266555
DB00571	SCHEMBL20486000
DB00571	SCHEMBL20487330
DB00571	SCHEMBL20508890
DB00571	SCHEMBL20508982
DB00571	SCHEMBL20508988
DB00571	SCHEMBL20769980
DB00571	SCHEMBL20770080
DB00571	SCHEMBL20770720
DB00571	SCHEMBL20771305
DB00571	SCHEMBL20771597
DB00571	SCHEMBL20771752
DB00571	SCHEMBL20771781
DB00571	SCHEMBL2401873
DB00571	SCHEMBL25255
DB00571	SCHEMBL2595391
DB00571	SCHEMBL2796167
DB00571	SCHEMBL2796171
DB00571	SCHEMBL2995333
DB00571	SCHEMBL3416010
DB00571	SCHEMBL3665231
DB00571	SCHEMBL3699032
DB00571	SCHEMBL3713836
DB00571	SCHEMBL3737246
DB00571	SCHEMBL3955
DB00571	SCHEMBL3956
DB00571	SCHEMBL3964965
DB00571	SCHEMBL400375
DB00571	SCHEMBL41688
DB00571	SCHEMBL41689
DB00571	SCHEMBL4198128
DB00571	SCHEMBL4217934
DB00571	SCHEMBL4311829
DB00571	SCHEMBL4536529
DB00571	SCHEMBL455276
DB00571	SCHEMBL4914802
DB00571	SCHEMBL4917589
DB00571	SCHEMBL4941846
DB00571	SCHEMBL4943651
DB00571	SCHEMBL4960286
DB00571	SCHEMBL5223579
DB00571	SCHEMBL540824
DB00571	SCHEMBL5552532
DB00571	SCHEMBL5566676
DB00571	SCHEMBL5660138
DB00571	SCHEMBL5696987
DB00571	SCHEMBL5934418
DB00571	SCHEMBL5994794
DB00571	SCHEMBL6094327
DB00571	SCHEMBL610656
DB00571	SCHEMBL6126128
DB00571	SCHEMBL6157516
DB00571	SCHEMBL6268938
DB00571	SCHEMBL6527885
DB00571	SCHEMBL6555526
DB00571	SCHEMBL6617077
DB00571	SCHEMBL6681866
DB00571	SCHEMBL6712557
DB00571	SCHEMBL7054175
DB00571	SCHEMBL7095880
DB00571	SCHEMBL7107751
DB00571	SCHEMBL7397696
DB00571	SCHEMBL7588764
DB00571	SCHEMBL7646924
DB00571	SCHEMBL7700279
DB00571	SCHEMBL7770896
DB00571	SCHEMBL7777071
DB00571	SCHEMBL8164293
DB00571	SCHEMBL8344163
DB00571	SCHEMBL8399253
DB00571	SCHEMBL8466638
DB00571	SCHEMBL847432
DB00571	SCHEMBL8512150
DB00571	SCHEMBL8723527
DB00571	SCHEMBL8851856
DB00571	SCHEMBL888086
DB00571	SCHEMBL9064508
DB00571	SCHEMBL9183224
DB00571	SCHEMBL9558432
DB00571	SCHEMBL9579549
DB00571	SCHEMBL9715887
DB00571	SCHEMBL9785359
DB00571	SCHEMBL9802924
DB00571	SCHEMBL9803047
DB00571	SCHEMBL9803083
DB00571	SCHEMBL9803169
DB00571	SCHEMBL9803182
DB00572	SCHEMBL10428888
DB00572	SCHEMBL10456894
DB00572	SCHEMBL11113321
DB00572	SCHEMBL11171867
DB00572	SCHEMBL11184482
DB00572	SCHEMBL11294233
DB00572	SCHEMBL12264962
DB00572	SCHEMBL13518093
DB00572	SCHEMBL13724556
DB00572	SCHEMBL1411226
DB00572	SCHEMBL1411666
DB00572	SCHEMBL144810
DB00572	SCHEMBL1462615
DB00572	SCHEMBL1476952
DB00572	SCHEMBL1476953
DB00572	SCHEMBL147775
DB00572	SCHEMBL1490311
DB00572	SCHEMBL1490312
DB00572	SCHEMBL1491199
DB00572	SCHEMBL1491202
DB00572	SCHEMBL1491203
DB00572	SCHEMBL14946873
DB00572	SCHEMBL15231099
DB00572	SCHEMBL15513369
DB00572	SCHEMBL15513370
DB00572	SCHEMBL15540666
DB00572	SCHEMBL15602880
DB00572	SCHEMBL15667685
DB00572	SCHEMBL15667687
DB00572	SCHEMBL16077474
DB00572	SCHEMBL16320672
DB00572	SCHEMBL1649244
DB00572	SCHEMBL16766515
DB00572	SCHEMBL17430013
DB00572	SCHEMBL17430016
DB00572	SCHEMBL17430017
DB00572	SCHEMBL17430018
DB00572	SCHEMBL17430019
DB00572	SCHEMBL17430024
DB00572	SCHEMBL17430030
DB00572	SCHEMBL17430032
DB00572	SCHEMBL17477588
DB00572	SCHEMBL17634363
DB00572	SCHEMBL17775090
DB00572	SCHEMBL17775091
DB00572	SCHEMBL1831278
DB00572	SCHEMBL184593
DB00572	SCHEMBL184594
DB00572	SCHEMBL19149945
DB00572	SCHEMBL19150033
DB00572	SCHEMBL19815945
DB00572	SCHEMBL19815961
DB00572	SCHEMBL19815962
DB00572	SCHEMBL19815972
DB00572	SCHEMBL19816735
DB00572	SCHEMBL19816898
DB00572	SCHEMBL19817025
DB00572	SCHEMBL19947439
DB00572	SCHEMBL19955084
DB00572	SCHEMBL20482384
DB00572	SCHEMBL20482388
DB00572	SCHEMBL20483455
DB00572	SCHEMBL20770019
DB00572	SCHEMBL20770659
DB00572	SCHEMBL20770697
DB00572	SCHEMBL20770772
DB00572	SCHEMBL20771003
DB00572	SCHEMBL20771070
DB00572	SCHEMBL20771105
DB00572	SCHEMBL20771464
DB00572	SCHEMBL20771614
DB00572	SCHEMBL20775186
DB00572	SCHEMBL221174
DB00572	SCHEMBL221175
DB00572	SCHEMBL2326670
DB00572	SCHEMBL2328334
DB00572	SCHEMBL2406485
DB00572	SCHEMBL2410375
DB00572	SCHEMBL2418213
DB00572	SCHEMBL249586
DB00572	SCHEMBL25020
DB00572	SCHEMBL2522739
DB00572	SCHEMBL2525753
DB00572	SCHEMBL2812
DB00572	SCHEMBL2813
DB00572	SCHEMBL3050622
DB00572	SCHEMBL31132
DB00572	SCHEMBL31133
DB00572	SCHEMBL3133817
DB00572	SCHEMBL3136971
DB00572	SCHEMBL317038
DB00572	SCHEMBL317039
DB00572	SCHEMBL3268127
DB00572	SCHEMBL3268132
DB00572	SCHEMBL3376299
DB00572	SCHEMBL3376308
DB00572	SCHEMBL34273
DB00572	SCHEMBL34274
DB00572	SCHEMBL34275
DB00572	SCHEMBL3499904
DB00572	SCHEMBL3634555
DB00572	SCHEMBL3654287
DB00572	SCHEMBL3768660
DB00572	SCHEMBL4060051
DB00572	SCHEMBL41316
DB00572	SCHEMBL41317
DB00572	SCHEMBL4140320
DB00572	SCHEMBL4140322
DB00572	SCHEMBL457438
DB00572	SCHEMBL457440
DB00572	SCHEMBL4736546
DB00572	SCHEMBL5025985
DB00572	SCHEMBL5079571
DB00572	SCHEMBL5079572
DB00572	SCHEMBL5316127
DB00572	SCHEMBL5491930
DB00572	SCHEMBL5561725
DB00572	SCHEMBL5586802
DB00572	SCHEMBL56395
DB00572	SCHEMBL5696741
DB00572	SCHEMBL5697073
DB00572	SCHEMBL5943558
DB00572	SCHEMBL5943604
DB00572	SCHEMBL5993466
DB00572	SCHEMBL6196133
DB00572	SCHEMBL6196168
DB00572	SCHEMBL6692979
DB00572	SCHEMBL7043369
DB00572	SCHEMBL7119766
DB00572	SCHEMBL7518006
DB00572	SCHEMBL7521301
DB00572	SCHEMBL7772193
DB00572	SCHEMBL8082066
DB00572	SCHEMBL8165010
DB00572	SCHEMBL8564662
DB00572	SCHEMBL8564714
DB00572	SCHEMBL865011
DB00572	SCHEMBL8692717
DB00572	SCHEMBL917742
DB00572	SCHEMBL9217502
DB00572	SCHEMBL9293209
DB00572	SCHEMBL9626489
DB00572	SCHEMBL9626493
DB00572	SCHEMBL9720068
DB00572	SCHEMBL9732097
DB00572	SCHEMBL99784
DB00572	SCHEMBL99785
DB00572	SCHEMBL99786
DB00573	SCHEMBL10531758
DB00573	SCHEMBL10532784
DB00573	SCHEMBL10663143
DB00573	SCHEMBL10840436
DB00573	SCHEMBL10840678
DB00573	SCHEMBL10869418
DB00573	SCHEMBL11125651
DB00573	SCHEMBL11757901
DB00573	SCHEMBL11757906
DB00573	SCHEMBL11758487
DB00573	SCHEMBL11759353
DB00573	SCHEMBL11759879
