drugbank_id	chembl_id
DB00198	CHEMBL1399927
DB00198	CHEMBL1619541
DB00198	CHEMBL251990
DB00198	CHEMBL3183419
DB00199	CHEMBL1315430
DB00199	CHEMBL1317549
DB00199	CHEMBL1328576
DB00199	CHEMBL1528078
DB00199	CHEMBL1671887
DB00199	CHEMBL3392931
DB00199	CHEMBL3735423
DB00199	CHEMBL4062347
DB00199	CHEMBL406286
DB00199	CHEMBL406517
DB00199	CHEMBL532
DB00200	CHEMBL1098659
DB00200	CHEMBL1232306
DB00200	CHEMBL2105800
DB00200	CHEMBL2106489
DB00201	CHEMBL113
DB00202	CHEMBL2104486
DB00202	CHEMBL3391771
DB00202	CHEMBL703
DB00202	CHEMBL983
DB00203	CHEMBL1737
DB00203	CHEMBL192
DB00204	CHEMBL473
DB00205	CHEMBL3137689
DB00205	CHEMBL3137690
DB00205	CHEMBL36
DB00206	CHEMBL1315313
DB00206	CHEMBL1396912
DB00206	CHEMBL1433658
DB00206	CHEMBL1452716
DB00206	CHEMBL357497
DB00206	CHEMBL388848
DB00206	CHEMBL772
DB00207	CHEMBL2361091
DB00207	CHEMBL3348928
DB00207	CHEMBL3736045
DB00207	CHEMBL4082834
DB00207	CHEMBL529
DB00208	CHEMBL1717
DB00208	CHEMBL833
DB00209	CHEMBL1201344
DB00209	CHEMBL1888176
DB00209	CHEMBL3084748
DB00209	CHEMBL3786055
DB00209	CHEMBL3787775
DB00210	CHEMBL1265
DB00211	CHEMBL1200461
DB00211	CHEMBL1201212
DB00211	CHEMBL255026
DB00211	CHEMBL255027
DB00212	CHEMBL1783187
DB00212	CHEMBL31601
DB00213	CHEMBL1502
DB00213	CHEMBL2096747
DB00213	CHEMBL3526697
DB00214	CHEMBL1148
DB00215	CHEMBL1200322
DB00215	CHEMBL1200781
DB00215	CHEMBL1508
DB00215	CHEMBL1628605
DB00215	CHEMBL399730
DB00215	CHEMBL549
DB00216	CHEMBL1201003
DB00216	CHEMBL1510
DB00217	CHEMBL1201260
DB00217	CHEMBL2110368
DB00218	CHEMBL1200735
DB00218	CHEMBL2326947
DB00218	CHEMBL32
DB00218	CHEMBL3348821
DB00218	CHEMBL3348999
DB00218	CHEMBL3545868
DB00218	CHEMBL3765320
DB00219	CHEMBL1200906
DB00219	CHEMBL1201286
DB00220	CHEMBL1159655
DB00220	CHEMBL1205
DB00220	CHEMBL365442
DB00220	CHEMBL584
DB00221	CHEMBL1160722
DB00221	CHEMBL1200920
DB00221	CHEMBL1201153
DB00221	CHEMBL1201213
DB00221	CHEMBL1472703
DB00222	CHEMBL1481
DB00222	CHEMBL149223
DB00223	CHEMBL1201380
DB00223	CHEMBL1201392
DB00223	CHEMBL1414885
DB00223	CHEMBL2007346
DB00224	CHEMBL115
DB00224	CHEMBL1735
DB00224	CHEMBL3348820
DB00224	CHEMBL3545869
DB00224	CHEMBL3632859
DB00225	CHEMBL106971
DB00225	CHEMBL2106197
DB00226	CHEMBL1037
DB00226	CHEMBL1741534
DB00226	CHEMBL3184143
DB00227	CHEMBL1230589
DB00227	CHEMBL1394089
DB00227	CHEMBL1515625
DB00227	CHEMBL2364554
DB00227	CHEMBL333443
DB00227	CHEMBL3349881
DB00227	CHEMBL3349951
DB00227	CHEMBL4088701
DB00227	CHEMBL503
DB00228	CHEMBL1257
DB00229	CHEMBL1200589
DB00229	CHEMBL1296
DB00229	CHEMBL1512946
DB00230	CHEMBL1059
DB00230	CHEMBL167003
DB00230	CHEMBL2348413
DB00230	CHEMBL88034
DB00231	CHEMBL967
DB00232	CHEMBL1577
DB00233	CHEMBL1169
DB00234	CHEMBL14370
DB00234	CHEMBL1556230
DB00234	CHEMBL180101
DB00234	CHEMBL2103809
DB00234	CHEMBL2105282
DB00234	CHEMBL2146087
DB00234	CHEMBL383921
DB00235	CHEMBL1200977
DB00235	CHEMBL189
DB00236	CHEMBL1585
DB00237	CHEMBL1200982
DB00237	CHEMBL449
DB00238	CHEMBL57
DB00239	CHEMBL1200836
DB00239	CHEMBL1262
DB00240	CHEMBL1201361
DB00241	CHEMBL454
DB00242	CHEMBL1619
DB00242	CHEMBL17639
DB00243	CHEMBL1357016
DB00243	CHEMBL1404
DB00243	CHEMBL1526084
DB00243	CHEMBL537649
DB00244	CHEMBL704
DB00245	CHEMBL116590
DB00245	CHEMBL1200383
DB00245	CHEMBL1201203
DB00245	CHEMBL1257125
DB00245	CHEMBL1442985
DB00245	CHEMBL1455394
DB00245	CHEMBL1618180
DB00245	CHEMBL438151
DB00245	CHEMBL558805
DB00246	CHEMBL1200997
DB00246	CHEMBL1375743
DB00246	CHEMBL1712
DB00246	CHEMBL3989833
DB00246	CHEMBL708
DB00247	CHEMBL1065
DB00247	CHEMBL1200938
DB00247	CHEMBL1364291
DB00247	CHEMBL1397576
DB00247	CHEMBL1437801
DB00247	CHEMBL3989558
DB00247	CHEMBL436174
DB00247	CHEMBL485253
DB00248	CHEMBL1201087
DB00248	CHEMBL1898147
DB00249	CHEMBL1437827
DB00249	CHEMBL268690
DB00249	CHEMBL3967390
DB00249	CHEMBL408518
DB00249	CHEMBL788
DB00250	CHEMBL1043
DB00250	CHEMBL3137678
DB00250	CHEMBL3137689
DB00251	CHEMBL1306
DB00251	CHEMBL1410669
DB00251	CHEMBL1714574
DB00252	CHEMBL16
DB00252	CHEMBL1611
DB00252	CHEMBL3274483
DB00252	CHEMBL3786353
DB00252	CHEMBL553532
DB00253	CHEMBL1201173
DB00253	CHEMBL1361852
DB00253	CHEMBL1520025
DB00254	CHEMBL1200567
DB00254	CHEMBL1200699
DB00254	CHEMBL1256723
DB00254	CHEMBL1356352
DB00254	CHEMBL1372176
DB00254	CHEMBL1433
DB00254	CHEMBL1574167
DB00254	CHEMBL1616405
DB00254	CHEMBL1624566
DB00254	CHEMBL2106418
DB00254	CHEMBL2364574
DB00254	CHEMBL2447928
DB00254	CHEMBL3559889
DB00254	CHEMBL3989740
DB00255	CHEMBL2135534
DB00255	CHEMBL411
DB00255	CHEMBL73310
DB00256	CHEMBL2103929
DB00257	CHEMBL104
DB00258	CHEMBL1200800
DB00258	CHEMBL539
DB00259	CHEMBL21
DB00260	CHEMBL1222336
DB00260	CHEMBL448864
DB00260	CHEMBL771
DB00260	CHEMBL8151
DB00262	CHEMBL513
DB00263	CHEMBL1200321
DB00263	CHEMBL453
DB00264	CHEMBL1200337
DB00264	CHEMBL1256957
DB00264	CHEMBL13
DB00264	CHEMBL148306
DB00264	CHEMBL1741004
DB00264	CHEMBL1868892
DB00264	CHEMBL2062335
DB00264	CHEMBL2062339
DB00264	CHEMBL2356097
DB00264	CHEMBL3186768
DB00264	CHEMBL3989566
DB00264	CHEMBL545787
DB00265	CHEMBL1200709
DB00265	CHEMBL1445323
DB00265	CHEMBL3183440
DB00266	CHEMBL1466
DB00267	CHEMBL1201224
DB00267	CHEMBL1876548
DB00267	CHEMBL3183193
DB00267	CHEMBL84618
DB00268	CHEMBL1200411
DB00268	CHEMBL589
DB00269	CHEMBL1200761
DB00270	CHEMBL1648
DB00270	CHEMBL399539
DB00270	CHEMBL400875
DB00271	CHEMBL1200581
DB00271	CHEMBL1200839
DB00271	CHEMBL1201220
DB00271	CHEMBL1534228
DB00271	CHEMBL2106216
DB00271	CHEMBL3188504
DB00272	CHEMBL1200949
DB00272	CHEMBL1201323
DB00273	CHEMBL220492
DB00273	CHEMBL280803
DB00273	CHEMBL3856066
DB00274	CHEMBL1201118
DB00274	CHEMBL1201195
DB00274	CHEMBL1366846
DB00274	CHEMBL1370376
DB00274	CHEMBL1616820
DB00274	CHEMBL313040
DB00275	CHEMBL1516
DB00276	CHEMBL1256655
DB00276	CHEMBL3229103
DB00276	CHEMBL43
DB00276	CHEMBL540070
DB00277	CHEMBL190
DB00278	CHEMBL1166
DB00278	CHEMBL177078
DB00278	CHEMBL315611
DB00278	CHEMBL59461
DB00279	CHEMBL1201119
DB00279	CHEMBL1356342
DB00279	CHEMBL1360294
DB00279	CHEMBL1544
DB00279	CHEMBL2074910
DB00279	CHEMBL2106622
DB00279	CHEMBL2107398
DB00279	CHEMBL557
DB00279	CHEMBL789
DB00280	CHEMBL1201020
DB00280	CHEMBL269362
DB00280	CHEMBL517
DB00280	CHEMBL8821
DB00281	CHEMBL3278065
DB00281	CHEMBL79
DB00282	CHEMBL3989401
DB00282	CHEMBL676
DB00282	CHEMBL834
DB00283	CHEMBL1200795
DB00283	CHEMBL1408519
DB00283	CHEMBL1434330
DB00283	CHEMBL1620822
DB00283	CHEMBL1626
DB00283	CHEMBL315157
DB00283	CHEMBL3637926
DB00285	CHEMBL1201066
DB00285	CHEMBL251694
DB00285	CHEMBL252720
DB00285	CHEMBL3133301
DB00285	CHEMBL637
DB00287	CHEMBL1200799
DB00287	CHEMBL185484
DB00287	CHEMBL3348836
DB00288	CHEMBL1200732
DB00288	CHEMBL1450079
DB00289	CHEMBL1442868
DB00289	CHEMBL1702
DB00289	CHEMBL299052
DB00289	CHEMBL641
DB00290	CHEMBL1977624
DB00290	CHEMBL2010411
DB00290	CHEMBL3085504
DB00290	CHEMBL3215500
DB00290	CHEMBL3306293
DB00290	CHEMBL403664
DB00290	CHEMBL439180
DB00291	CHEMBL515
DB00292	CHEMBL23731
DB00292	CHEMBL279678
DB00292	CHEMBL681
DB00293	CHEMBL140144
DB00293	CHEMBL225071
DB00293	CHEMBL290718
DB00294	CHEMBL1531
DB00294	CHEMBL1697750
DB00294	CHEMBL430483
DB00296	CHEMBL1077896
DB00296	CHEMBL1889140
DB00297	CHEMBL1098
DB00297	CHEMBL1200396
DB00297	CHEMBL1200749
DB00297	CHEMBL1201193
DB00297	CHEMBL189827
DB00297	CHEMBL2447962
DB00298	CHEMBL1201044
DB00298	CHEMBL1201216
DB00299	CHEMBL1540
DB00299	CHEMBL2079793
DB00300	CHEMBL1486
DB00300	CHEMBL1538
DB00300	CHEMBL3185360
DB00301	CHEMBL1398507
DB00301	CHEMBL1439043
DB00301	CHEMBL1481373
DB00301	CHEMBL1620722
DB00301	CHEMBL1622855
DB00301	CHEMBL1741935
DB00301	CHEMBL1742950
DB00301	CHEMBL222645
DB00301	CHEMBL283053
DB00301	CHEMBL3187256
DB00302	CHEMBL292500
DB00302	CHEMBL877
DB00303	CHEMBL1232
DB00303	CHEMBL1359
DB00303	CHEMBL521190
DB00304	CHEMBL1533
DB00304	CHEMBL1697756
DB00304	CHEMBL3560261
DB00305	CHEMBL105
DB00305	CHEMBL1354559
DB00305	CHEMBL13829
DB00305	CHEMBL149478
DB00305	CHEMBL1518783
DB00305	CHEMBL3350472
DB00305	CHEMBL518494
DB00306	CHEMBL1200802
DB00307	CHEMBL1023
DB00308	CHEMBL13332
DB00308	CHEMBL2355456
DB00308	CHEMBL276009
DB00308	CHEMBL3187455
DB00308	CHEMBL533
DB00309	CHEMBL2105882
DB00309	CHEMBL219146
DB00309	CHEMBL238071
DB00309	CHEMBL3989543
DB00310	CHEMBL1055
DB00310	CHEMBL255014
DB00310	CHEMBL402262
DB00311	CHEMBL18
DB00312	CHEMBL448
DB00313	CHEMBL109
DB00314	CHEMBL1201252
DB00314	CHEMBL1527884
DB00314	CHEMBL1609716
DB00314	CHEMBL1623662
DB00314	CHEMBL2218913
DB00314	CHEMBL2221250
DB00314	CHEMBL266974
DB00314	CHEMBL3184671
DB00314	CHEMBL3187605
DB00314	CHEMBL4074922
DB00314	CHEMBL503551
DB00316	CHEMBL112
DB00317	CHEMBL939
DB00319	CHEMBL1200820
DB00319	CHEMBL1204864
DB00319	CHEMBL1204939
DB00319	CHEMBL1204942
DB00319	CHEMBL1204971
DB00319	CHEMBL1204975
DB00319	CHEMBL1204987
DB00319	CHEMBL1205008
DB00319	CHEMBL1206533
DB00319	CHEMBL1206557
DB00319	CHEMBL1206603
DB00319	CHEMBL1206640
DB00319	CHEMBL1206734
DB00319	CHEMBL1207491
DB00319	CHEMBL1207704
DB00319	CHEMBL1207720
DB00319	CHEMBL1367837
DB00319	CHEMBL1616926
DB00319	CHEMBL1742014
DB00319	CHEMBL1742952
DB00319	CHEMBL209761
DB00319	CHEMBL2135645
DB00319	CHEMBL2360955
DB00319	CHEMBL2365679
DB00319	CHEMBL282768
DB00319	CHEMBL284339
DB00319	CHEMBL287075
DB00319	CHEMBL290139
DB00319	CHEMBL302400
DB00319	CHEMBL3039585
DB00319	CHEMBL3039586
DB00319	CHEMBL3039591
DB00319	CHEMBL31830
DB00319	CHEMBL35680
DB00319	CHEMBL35750
DB00319	CHEMBL37207
DB00319	CHEMBL37664
DB00319	CHEMBL38228
DB00319	CHEMBL39885
DB00319	CHEMBL410714
DB00319	CHEMBL431497
DB00319	CHEMBL433231
DB00319	CHEMBL436129
DB00319	CHEMBL702
DB00320	CHEMBL1200517
DB00320	CHEMBL1364700
DB00320	CHEMBL1396675
DB00320	CHEMBL1514911
DB00320	CHEMBL1552095
DB00320	CHEMBL1552202
DB00320	CHEMBL1555667
DB00320	CHEMBL1616967
DB00320	CHEMBL1619386
DB00320	CHEMBL1623887
DB00320	CHEMBL1705108
DB00320	CHEMBL1732
DB00320	CHEMBL1740554
DB00320	CHEMBL3561903
DB00321	CHEMBL1200964
DB00321	CHEMBL629
DB00322	CHEMBL3350472
DB00322	CHEMBL4064910
DB00322	CHEMBL6628
DB00322	CHEMBL917
DB00323	CHEMBL1324
DB00324	CHEMBL1200600
DB00324	CHEMBL1455385
DB00324	CHEMBL1475698
DB00324	CHEMBL1716015
DB00327	CHEMBL1237055
DB00327	CHEMBL398707
DB00327	CHEMBL3989585
DB00328	CHEMBL6
DB00330	CHEMBL1201318
DB00330	CHEMBL25539
DB00330	CHEMBL43824
DB00330	CHEMBL44884
DB00331	CHEMBL1431
DB00331	CHEMBL3094198
DB00332	CHEMBL1201053
DB00332	CHEMBL1237108
DB00332	CHEMBL1398588
DB00332	CHEMBL1464005
DB00332	CHEMBL1615433
DB00332	CHEMBL1621597
DB00332	CHEMBL1711202
DB00332	CHEMBL1740585
DB00332	CHEMBL1908368
DB00332	CHEMBL2134724
DB00332	CHEMBL3085123
DB00332	CHEMBL518791
DB00333	CHEMBL1200825
DB00333	CHEMBL159659
DB00333	CHEMBL350719
DB00333	CHEMBL651
DB00334	CHEMBL1201741
DB00334	CHEMBL3989694
DB00334	CHEMBL715
DB00335	CHEMBL1230004
DB00335	CHEMBL24
DB00335	CHEMBL343633
DB00336	CHEMBL1204113
DB00336	CHEMBL1591712
DB00336	CHEMBL1603968
DB00336	CHEMBL869
DB00337	CHEMBL1200686
DB00337	CHEMBL2358045
DB00337	CHEMBL3348874
DB00339	CHEMBL1091434
DB00339	CHEMBL614
DB00340	CHEMBL1200426
DB00340	CHEMBL1201342
DB00340	CHEMBL1494878
DB00340	CHEMBL2359044
DB00341	CHEMBL1000
DB00341	CHEMBL1201113
DB00341	CHEMBL1201190
DB00341	CHEMBL1201191
DB00341	CHEMBL1334217
DB00341	CHEMBL1607273
DB00341	CHEMBL2448114
DB00342	CHEMBL17157
DB00342	CHEMBL303454
DB00342	CHEMBL432527
DB00343	CHEMBL1200805
DB00343	CHEMBL1333019
DB00343	CHEMBL1397935
DB00343	CHEMBL1417783
DB00343	CHEMBL1697
DB00343	CHEMBL23
DB00343	CHEMBL603584
DB00344	CHEMBL1200332
DB00344	CHEMBL668
DB00345	CHEMBL1200365
DB00345	CHEMBL463
DB00346	CHEMBL1317208
DB00346	CHEMBL1723
DB00346	CHEMBL709
DB00347	CHEMBL695
DB00348	CHEMBL1337
DB00349	CHEMBL70418
DB00350	CHEMBL802
DB00351	CHEMBL1201139
DB00351	CHEMBL1438440
DB00351	CHEMBL1613544
DB00351	CHEMBL1872376
DB00351	CHEMBL3348994
DB00351	CHEMBL3774703
DB00352	CHEMBL727
DB00353	CHEMBL1200843
DB00353	CHEMBL1201356
DB00353	CHEMBL1405853
DB00353	CHEMBL1436859
DB00353	CHEMBL1437754
DB00353	CHEMBL1473622
DB00353	CHEMBL1474117
DB00353	CHEMBL1521789
DB00353	CHEMBL1597692
DB00353	CHEMBL1620648
DB00354	CHEMBL1200403
DB00354	CHEMBL1201271
DB00354	CHEMBL1594076
DB00354	CHEMBL2360580
DB00355	CHEMBL1360450
DB00355	CHEMBL1553249
DB00355	CHEMBL158
DB00355	CHEMBL3833340
DB00355	CHEMBL410081
DB00356	CHEMBL1371
DB00357	CHEMBL1394757
DB00357	CHEMBL1744470
DB00357	CHEMBL2051951
DB00357	CHEMBL488
DB00358	CHEMBL1606
DB00358	CHEMBL172
DB00358	CHEMBL411329
DB00358	CHEMBL411685
DB00358	CHEMBL411686
DB00358	CHEMBL416956
DB00358	CHEMBL535650
DB00359	CHEMBL1200766
DB00359	CHEMBL439
DB00360	CHEMBL1201774
DB00360	CHEMBL1201775
DB00360	CHEMBL1203334
DB00360	CHEMBL1315516
DB00360	CHEMBL1354914
DB00360	CHEMBL1515624
DB00360	CHEMBL1616454
DB00360	CHEMBL270788
DB00360	CHEMBL337765
DB00361	CHEMBL3349017
DB00361	CHEMBL3545879
DB00361	CHEMBL538943
DB00361	CHEMBL553025
DB00362	CHEMBL1275711
DB00362	CHEMBL1630215
DB00362	CHEMBL1631577
DB00362	CHEMBL264241
DB00362	CHEMBL3760049
DB00363	CHEMBL42
DB00363	CHEMBL538973
DB00364	CHEMBL1098659
DB00364	CHEMBL1232306
DB00364	CHEMBL1235872
DB00364	CHEMBL2105800
DB00364	CHEMBL2106489
DB00364	CHEMBL3187163
DB00364	CHEMBL3989532
DB00365	CHEMBL1200393
DB00365	CHEMBL583
DB00366	CHEMBL1004
DB00366	CHEMBL1200392
DB00366	CHEMBL1494294
DB00366	CHEMBL1622549
DB00366	CHEMBL1907837
DB00367	CHEMBL1074
DB00367	CHEMBL1371102
DB00367	CHEMBL1389
DB00367	CHEMBL1571929
DB00367	CHEMBL2107797
DB00367	CHEMBL3348910
DB00368	CHEMBL1356607
DB00368	CHEMBL1434513
DB00368	CHEMBL1437
DB00368	CHEMBL1734806
DB00368	CHEMBL18824
DB00368	CHEMBL2062273
DB00368	CHEMBL2062274
DB00368	CHEMBL2130595
DB00368	CHEMBL2311152
DB00368	CHEMBL3248963
DB00368	CHEMBL3273169
DB00368	CHEMBL432
DB00369	CHEMBL152
DB00369	CHEMBL27710
DB00370	CHEMBL1366933
DB00370	CHEMBL2107339
DB00370	CHEMBL608847
DB00370	CHEMBL654
DB00371	CHEMBL979
DB00372	CHEMBL1201074
DB00372	CHEMBL1326247
DB00372	CHEMBL1378
DB00372	CHEMBL2359670
DB00372	CHEMBL3989478
DB00373	CHEMBL108869
DB00373	CHEMBL1200870
DB00373	CHEMBL1556000
DB00373	CHEMBL173706
DB00373	CHEMBL1744069
DB00373	CHEMBL499
DB00374	CHEMBL1237119
DB00374	CHEMBL2107815
DB00374	CHEMBL3561314
DB00376	CHEMBL1092
DB00376	CHEMBL1356870
DB00376	CHEMBL1490
DB00377	CHEMBL1189679
DB00377	CHEMBL1190059
DB00377	CHEMBL1191964
DB00377	CHEMBL1194190
