drugbank_id	drugcentral_id
DB06704	4577
DB06706	1496
DB06707	3203
DB06707	4482
DB06708	1617
DB06709	1726
DB06710	3356
DB06711	3369
DB06712	1934
DB06713	1959
DB06714	2305
DB06716	3249
DB06717	4470
DB06718	2477
DB06723	4250
DB06725	1609
DB06726	424
DB06727	2467
DB06729	2523
DB06730	1291
DB06735	700
DB06736	43
DB06737	2858
DB06738	1526
DB06739	2432
DB06751	969
DB06753	2735
DB06755	345
DB06756	347
DB06762	2173
DB06763	3542
DB06764	3591
DB06766	4165
DB06767	4472
DB06767	4568
DB06767	4625
DB06768	1533
DB06768	4472
DB06768	4625
DB06769	302
DB06770	334
DB06771	4111
DB06772	4153
DB06774	3064
DB06774	4342
DB06775	3068
DB06777	2797
DB06777	4361
DB06780	821
DB06781	3142
DB06782	3150
DB06784	666
DB06785	1279
DB06786	4507
DB06787	1371
DB06788	2975
DB06788	4211
DB06789	4189
DB06791	1546
DB06793	1573
DB06793	844
DB06794	3325
DB06795	1624
DB06797	1644
DB06799	3344
DB06800	4616
DB06801	3364
DB06802	1899
DB06803	1912
DB06807	2143
DB06809	4410
DB06810	2223
DB06813	4117
DB06814	2318
DB06815	3508
DB06816	2335
DB06817	2352
DB06819	24
DB06820	2495
DB06821	2511
DB06823	2676
DB06824	2738
DB06825	2968
DB06827	2830
DB06987	255
DB06987	4702
DB07118	1401
DB07129	1794
DB07447	3927
DB07465	4114
DB07467	1433
DB07477	1141
DB07543	487
DB07565	4653
DB07615	2714
DB07637	4413
DB07701	946
DB07702	3187
DB07705	983
DB07768	2607
DB07931	1368
DB07938	4573
DB08046	625
DB08162	1132
DB08167	1763
DB08276	4499
DB08329	2540
DB08439	2063
DB08472	1209
DB08486	4465
DB08496	2847
DB08544	1209
DB08604	3631
DB08607	2767
DB08621	2624
DB08645	2733
DB08741	4573
DB08794	1091
DB08795	273
DB08796	2182
DB08797	2415
DB08798	2520
DB08799	224
DB08800	606
DB08801	903
DB08802	1507
DB08803	3445
DB08804	1881
DB08806	2408
DB08807	389
DB08808	433
DB08809	862
DB08810	652
DB08811	2693
DB08814	2744
DB08815	4168
DB08816	4184
DB08819	4229
DB08820	4228
DB08822	4322
DB08824	4230
DB08826	4188
DB08827	4721
DB08828	4227
DB08835	4050
DB08836	2586
DB08840	4862
DB08841	2784
DB08842	64
DB08847	4272
DB08858	4472
DB08858	4568
DB08858	4625
DB08864	4174
DB08865	4187
DB08868	4167
DB08871	4171
DB08872	4177
DB08873	4172
DB08874	4180
DB08875	4715
DB08877	4190
DB08878	21
DB08880	4634
DB08881	4185
DB08882	4175
DB08883	4684
DB08887	1413
DB08889	4483
DB08890	4622
DB08891	282
DB08893	4382
DB08895	4713
DB08896	4654
DB08897	4484
DB08899	4628
DB08901	4716
DB08903	4741
DB08905	1238
DB08906	4554
DB08907	4758
DB08908	4757
DB08909	4745
DB08910	4746
DB08911	4802
DB08912	4801
DB08913	4568
DB08913	4800
DB08916	4318
DB08918	1808
DB08918	4864
DB08922	2112
DB08924	5113
DB08926	44
DB08927	193
DB08928	3007
DB08930	4805
DB08931	4807
DB08932	4809
DB08933	4813
DB08934	4811
DB08936	593
DB08939	1555
DB08940	1522
DB08941	1510
DB08942	1509
DB08943	3309
DB08944	1487
DB08945	3991
DB08946	1465
DB08947	1464
DB08948	1452
DB08949	1445
DB08950	1443
DB08951	1442
DB08953	1432
DB08954	1419
DB08955	1411
DB08957	1372
DB08958	3277
DB08960	1366
DB08961	278
DB08962	1298
DB08964	1284
DB08966	1259
DB08967	1235
DB08968	1234
DB08969	3241
DB08970	4553
DB08971	1206
DB08972	1197
DB08973	3232
DB08974	1186
DB08975	1181
DB08976	1178
DB08978	1167
DB08979	1163
DB08980	1148
DB08981	1145
DB08982	1114
DB08983	1106
DB08984	3211
DB08985	1101
DB08986	1099
DB08987	1097
DB08988	1085
DB08989	1074
DB08990	1035
DB08991	1029
DB08992	1022
DB08993	3180
DB08994	929
DB08995	3157
DB08996	902
DB08997	831
DB08998	804
DB08999	755
DB09000	746
DB09001	2134
DB09001	2305
DB09002	707
DB09003	687
DB09004	686
DB09006	680
DB09007	617
DB09008	573
DB09009	3070
DB09010	511
DB09011	291
DB09012	491
DB09013	295
DB09014	483
DB09015	477
DB09016	455
DB09017	409
DB09018	406
DB09019	402
DB09020	375
DB09021	324
DB09022	307
DB09023	298
DB09026	119
DB09027	4899
DB09028	5217
DB09030	4870
DB09031	1810
DB09034	4881
DB09038	4830
DB09039	4834
DB09040	4874
DB09041	4877
DB09042	4873
DB09047	4920
DB09049	4832
DB09050	4922
DB09053	4810
DB09054	4878
DB09055	76
DB09056	188
DB09059	3008
DB09060	4946
DB09062	540
DB09063	4866
DB09064	658
DB09065	4299
DB09068	4806
DB09069	2750
DB09070	2655
DB09071	4820
DB09073	4941
DB09074	4907
DB09075	4897
DB09076	4816
DB09078	4942
DB09080	4814
DB09082	4799
DB09083	3312
DB09084	3881
DB09085	2610
DB09086	4648
DB09088	206
DB09089	2748
DB09090	2174
DB09092	4368
DB09093	624
DB09094	3481
DB09095	3141
DB09096	328
DB09097	2339
DB09099	2997
DB09101	4300
DB09102	4875
DB09104	4244
DB09110	1711
DB09114	730
DB09115	1457
DB09117	2058
DB09118	2480
DB09119	4303
DB09120	3064
DB09120	4342
DB09123	871
DB09124	1657
DB09125	666
DB09128	5014
DB09129	4568
DB09129	5118
DB09131	4530
DB09131	4568
DB09133	1469
DB09134	1471
DB09135	1473
DB09137	3332
DB09139	3409
DB09140	4235
DB09142	4627
DB09143	5008
DB09146	4610
DB09148	4818
DB09149	4285
DB09151	4301
DB09152	4251
DB09153	4568
DB09154	666
DB09155	4262
DB09156	1468
DB09157	4256
DB09158	4608
DB09160	3592
DB09164	3161
DB09166	1102
DB09167	951
DB09183	4914
DB09185	2820
DB09194	1111
DB09195	5098
DB09197	5097
DB09198	5078
DB09203	3577
DB09204	243
DB09205	1855
DB09206	2747
DB09209	2154
DB09210	2197
DB09211	1581
DB09212	1615
DB09213	1407
DB09213	3851
DB09214	1528
DB09214	833
DB09215	970
DB09216	2698
DB09218	705
DB09219	4356
DB09220	1919
DB09223	388
DB09224	1677
DB09225	2875
DB09227	290
DB09229	234
DB09230	272
DB09231	3880
DB09232	642
DB09235	992
DB09236	1532
DB09237	183
DB09237	4099
DB09238	1631
DB09239	837
DB09241	1763
DB09241	4568
DB09242	1856
DB09243	5125
DB09244	2206
DB09246	3681
DB09247	1479
DB09248	4865
DB09249	3800
DB09250	2131
DB09251	3814
DB09252	3819
DB09254	3704
DB09256	4398
DB09257	1293
DB09262	4902
DB09269	4624
DB09270	4607
DB09271	646
DB09272	5001
DB09273	959
DB09274	247
DB09277	3097
DB09277	4568
DB09277	4635
DB09279	4906
DB09280	5010
DB09282	1831
DB09283	3621
DB09284	1430
DB09285	4672
DB09286	2181
DB09288	2290
DB09289	2650
DB09290	2357
DB09291	5027
DB09292	5012
DB09295	2559
DB09296	4912
DB09297	4913
DB09299	4944
DB09300	458
DB09304	2438
DB09306	3358
DB09313	1472
DB09315	4369
DB09315	4370
DB09315	4371
DB09316	4568
DB09316	5095
DB09319	508
DB09320	2082
DB09320	2271
DB09321	4240
DB09324	2492
DB09325	4499
DB09326	4472
DB09326	4625
DB09327	4398
DB09330	5062
DB09332	5032
DB09333	1474
DB09335	102
DB09340	2785
DB09342	3496
DB09343	4893
DB09345	3487
DB09346	1789
DB09347	63
DB09348	3495
DB09350	4276
DB09351	356
DB09351	4752
DB09352	1394
DB09355	3558
DB09357	838
DB09366	2306
DB09371	1965
DB09374	3300
DB09376	3314
DB09378	1216
DB09383	1702
DB09389	1572
DB09394	4478
DB09395	4211
DB09398	4499
DB09400	3544
DB09401	1501
DB09403	1451
DB09407	4568
DB09409	4211
DB09413	4478
DB09414	4478
DB09421	2316
DB09425	2092
DB09443	4584
DB09449	4478
DB09459	2566
DB09462	1316
DB09473	3290
DB09477	1006
DB09480	1459
DB09483	1533
DB09487	1470
DB09488	82
DB09490	4568
DB09494	4750
DB09495	4242
DB09496	4236
DB09498	4568
DB09501	4472
DB09501	4625
DB09501	666
DB09510	4264
DB09510	4323
DB09510	5147
DB09512	4284
DB09513	4264
DB09513	4323
DB09513	5147
DB09516	4221
DB09517	3264
DB09517	4610
DB09526	3282
DB09534	3171
DB09543	4245
DB09546	1448
DB09546	4577
DB09552	4605
DB09555	3229
DB09555	4411
DB09555	616
DB09563	3097
DB09563	4635
DB09570	5067
DB09571	1732
DB09571	4641
DB11056	4568
DB11071	3462
DB11072	4499
DB11073	3083
DB11079	2416
DB11079	2768
DB11081	4568
DB11085	3524
DB11091	3281
DB11092	4273
DB11092	4499
DB11093	666
DB11096	4444
DB11100	4268
DB11102	4481
DB11104	4039
DB11107	2566
DB11110	666
DB11115	3179
DB11117	3446
DB11121	3094
DB11125	3018
DB11126	3264
DB11128	4472
DB11128	4625
DB11129	3281
DB11129	4264
DB11129	4323
DB11129	5147
DB11132	4284
DB11137	4286
DB11141	3264
DB11142	3544
DB11145	3290
DB11148	3051
DB11154	666
DB11155	3630
DB11156	2999
DB11157	226
DB11160	2150
DB11180	3592
DB11181	1379
DB11184	4639
DB11185	3572
DB11186	494
DB11189	1319
DB11190	3417
DB11195	4604
DB11197	1319
DB11197	769
DB11200	1319
DB11200	4568
DB11201	4460
DB11205	4568
DB11206	3014
DB11207	4500
DB11210	1319
DB11217	4267
DB11219	4292
DB11220	4668
DB11221	3159
DB11231	4617
DB11233	666
DB11235	2642
DB11246	3264
DB11248	3264
DB11254	1374
DB11256	4621
DB11257	4499
DB11259	4601
DB11260	4620
DB11262	3031
DB11263	4613
DB11267	4640
DB11268	4612
DB11269	4602
DB11273	3184
DB11274	4420
DB11275	4148
DB11278	3351
DB11279	4665
DB11282	4418
DB11283	4651
DB11284	4650
DB11290	4611
DB11304	3442
DB11315	1757
DB11323	3269
DB11326	3035
DB11327	4649
DB11328	3550
DB11336	3976
DB11344	934
DB11345	470
DB11348	4478
DB11359	1334
DB11362	5077
DB11363	4937
DB11364	2164
DB11366	3532
DB11367	557
DB11368	4328
DB11371	133
DB11386	3092
DB11387	4363
DB11396	863
DB11410	4536
DB11417	3281
DB11428	1655
DB11428	835
DB11436	3382
DB11442	1983
DB11450	2171
DB11461	2498
DB11473	1787
DB11478	2860
DB11490	1877
DB11502	3050
DB11504	486
DB11512	890
DB11517	3742
DB11525	4472
DB11525	4625
DB11560	5075
DB11561	160
DB11570	4270
DB11573	4568
DB11574	5080
DB11575	5081
DB11576	4277
DB11576	4443
DB11577	4575
DB11581	5133
DB11582	4731
DB11583	3078
DB11584	2195
DB11586	4889
DB11587	3189
DB11590	4856
DB11591	4353
DB11594	4463
DB11596	1232
DB11596	4384
DB11609	1969
DB11610	3286
DB11614	2413
DB11616	2198
DB11617	80
DB11618	2874
DB11619	1292
DB11620	3377
DB11622	794
DB11625	4685
DB11628	2954
DB11629	4326
DB11630	2588
DB11632	5143
DB11636	4567
DB11637	4819
DB11638	4194
DB11640	4336
DB11641	3644
DB11642	5048
DB11644	4192
DB11656	2360
DB11660	5261
DB11675	1848
DB11678	2718
DB11691	5220
DB11693	4366
DB11696	60
DB11698	4890
DB11699	2775
DB11701	5266
DB11703	5260
DB11705	1463
DB11712	5276
DB11730	5218
DB11737	5209
DB11738	2381
DB11739	4993
DB11742	977
DB11748	308
DB11749	2241
DB11753	4817
DB11757	4882
DB11770	2557
DB11774	2070
DB11783	1424
DB11793	5222
DB11799	5274
DB11800	5258
DB11807	1646
DB11812	2555
DB11817	5202
DB11820	1929
DB11823	1523
DB11823	4468
DB11824	4892
DB11827	5270
DB11828	5252
DB11829	3533
DB11842	5272
DB11859	997
DB11868	1563
DB11876	4319
DB11888	4822
DB11892	2325
DB11901	5278
DB11915	5227
DB11921	793
DB11935	1179
DB11943	5238
DB11950	4895
DB11964	3961
DB11989	322
DB11992	5054
DB11994	849
DB11996	2645
DB11998	2463
DB12001	5259
DB12017	2043
DB12026	5242
DB12028	3042
DB12039	629
DB12070	5262
DB12079	1281
DB12082	2817
DB12086	2022
DB12092	1873
DB12095	5214
DB12098	282
DB12107	5253
DB12112	2372
DB12123	651
DB12127	2539
DB12131	2828
DB12148	1685
DB12153	664
DB12160	414
DB12161	2609
DB12161	5226
DB12163	2423
DB12172	1938
DB12184	4562
DB12185	1120
DB12190	1131
DB12212	1545
DB12214	4891
DB12216	3021
DB12221	478
DB12225	5215
DB12230	429
DB12233	4894
DB12243	4156
DB12245	2734
DB12248	2782
DB12251	1853
DB12267	5233
DB12278	2300
DB12286	1576
DB12293	1891
DB12308	997
DB12313	948
DB12314	620
DB12319	318
DB12323	5188
DB12332	5203
DB12338	4400
DB12343	2587
DB12354	5250
DB12358	3056
DB12364	5241
DB12395	2361
DB12399	5240
DB12407	1449
DB12412	4833
DB12417	4896
DB12425	1585
DB12447	1864
DB12459	296
DB12465	1524
DB12466	4887
DB12472	1568
DB12472	967
DB12473	2568
DB12474	1620
DB12478	2202
DB12479	5249
DB12482	4908
DB12483	5256
DB12486	5277
DB12492	3478
DB12523	1824
DB12532	3407
DB12545	1439
DB12554	1642
DB12586	219
DB12598	1867
DB12604	2447
DB12617	3363
DB12624	3394
DB12625	5239
DB12628	3097
DB12628	4635
DB12650	2429
DB12661	2796
DB12667	2314
DB12692	1347
DB12708	2538
DB12710	2100
DB12712	2167
DB12727	3430
DB12749	5257
DB12766	634
DB12770	1537
DB12780	2344
DB12783	314
DB12787	1961
DB12802	3481
DB12821	3999
DB12829	2631
DB12831	3257
DB12832	2244
DB12833	2563
DB12834	2427
DB12843	3399
DB12846	2368
DB12856	2670
DB12863	2452
DB12864	3336
DB12865	5181
DB12867	312
DB12868	1446
DB12877	2014
DB12902	2766
DB12916	857
DB12916	858
DB12923	1275
DB12924	5058
DB12926	462
DB12927	2619
DB12930	1993
DB12940	4262
DB12942	1534
DB12944	2153
DB12945	884
DB12947	958
DB12951	2216
DB12954	2602
DB12958	2315
DB12967	3362
DB12972	997
DB12975	4339
DB12991	1347
DB13001	2672
DB13003	736
DB13025	2651
DB13026	1997
DB13028	365
DB13036	2354
DB13039	159
DB13042	1156
DB13044	1328
DB13050	4063
DB13056	1484
DB13064	3620
DB13069	3384
DB13071	739
DB13082	3376
DB13084	2333
DB13089	3178
DB13091	2681
DB13092	3333
DB13099	2802
DB13114	181
DB13115	5047
DB13125	5059
DB13129	4736
DB13132	3871
DB13136	1194
DB13139	105
DB13139	1575
DB13141	147
DB13141	49
DB13142	3264
DB13143	1731
DB13145	4472
DB13145	4625
DB13146	5153
DB13153	4619
DB13156	3301
DB13160	132
DB13163	2604
DB13164	5210
DB13165	4938
DB13166	2866
DB13167	107
DB13169	1879
DB13170	5208
DB13178	1444
DB13179	2769
DB13180	3264
DB13185	4681
DB13191	3464
DB13202	2196
DB13203	287
DB13204	4770
DB13205	2576
DB13206	286
DB13207	1310
DB13207	1549
DB13208	2254
DB13211	1346
DB13212	3439
DB13213	443
DB13214	3560
DB13215	2531
DB13216	2023
DB13217	1165
DB13218	1629
DB13219	1656
DB13220	1550
DB13221	3678
DB13222	2662
DB13224	2189
DB13225	856
DB13226	71
DB13227	2730
DB13228	1182
DB13229	3791
DB13230	4563
DB13231	1533
DB13232	2547
DB13234	3494
DB13237	3109
DB13238	3637
DB13239	1894
DB13240	4408
DB13242	415
DB13243	3605
DB13244	22
DB13245	3601
DB13246	2348
DB13247	2234
DB13248	2158
DB13250	3354
DB13250	4568
DB13251	3396
DB13252	2772
DB13253	2322
DB13254	2264
DB13255	2295
DB13256	717
DB13258	1105
DB13259	3196
DB13261	2449
DB13264	2083
DB13265	1370
DB13266	529
DB13267	4697
DB13268	55
DB13269	3140
DB13270	855
DB13272	3756
DB13273	2541
DB13274	1801
DB13275	3111
DB13276	4574
DB13277	321
DB13278	413
DB13279	3098
DB13282	3017
DB13283	2526
DB13284	1777
DB13285	1100
DB13286	426
DB13288	3634
DB13289	4032
DB13290	4311
DB13290	4499
DB13291	3106
DB13292	2169
DB13294	3011
DB13296	3493
DB13297	1418
DB13300	1025
DB13303	1135
DB13304	4372
DB13305	3618
DB13306	3095
DB13307	2313
DB13308	2008
DB13309	5236
DB13310	570
DB13311	2719
DB13313	1673
DB13314	126
DB13315	2454
DB13316	1405
DB13317	1203
DB13318	4375
DB13319	4025
DB13320	2522
DB13321	3346
DB13323	3628
DB13324	2614
DB13325	1931
DB13326	4568
DB13327	2161
DB13328	3691
DB13329	3272
DB13330	153
DB13331	3509
DB13332	4415
DB13333	991
DB13334	4598
DB13335	2175
DB13336	4771
DB13337	2124
DB13338	1221
DB13339	3213
DB13340	2536
DB13341	1157
DB13342	650
DB13343	3607
DB13344	4568
DB13344	4786
DB13345	887
DB13346	3047
DB13347	4450
DB13348	2647
DB13349	3579
DB13350	264
DB13351	2190
DB13352	787
DB13353	2821
DB13354	2137
DB13355	3649
DB13356	3343
DB13357	2485
DB13358	630
DB13360	3614
DB13361	4737
DB13362	2125
DB13363	2005
DB13364	1169
DB13366	4568
DB13367	713
DB13368	1849
DB13369	320
DB13370	3038
DB13371	919
DB13374	3643
DB13376	4723
DB13377	3849
DB13378	1966
DB13379	3287
DB13381	987
DB13382	619
DB13383	4421
DB13384	1675
DB13386	1026
DB13388	4688
DB13389	4581
DB13391	4587
DB13393	1001
DB13394	96
DB13395	1038
DB13396	5053
DB13397	2260
DB13398	2030
DB13399	2601
DB13400	4589
DB13401	1761
DB13402	586
DB13403	2035
DB13404	987
DB13405	1666
DB13406	505
DB13407	1924
DB13409	2398
DB13410	1345
DB13411	1592
DB13412	2205
DB13413	2127
DB13414	2151
DB13415	3428
DB13416	2494
DB13417	1843
DB13418	3366
DB13419	2779
DB13420	2628
DB13421	3173
DB13422	1916
DB13423	4539
DB13424	4396
DB13425	1227
DB13428	3759
DB13429	2700
DB13430	1645
DB13431	2281
DB13432	1597
DB13433	2444
DB13434	1166
DB13435	1008
DB13436	4464
DB13437	1654
DB13438	2283
DB13439	1159
DB13442	665
DB13443	255
DB13443	4702
DB13444	4582
DB13445	1900
DB13448	1639
DB13451	2674
DB13452	461
DB13453	4369
DB13453	4370
DB13453	4371
DB13454	1918
DB13455	4863
DB13457	2007
DB13458	3144
DB13460	2401
DB13461	4159
DB13462	340
DB13463	2019
DB13464	4679
DB13465	3120
DB13466	808
DB13467	1543
DB13468	4423
DB13469	3433
DB13470	541
DB13471	4673
DB13472	753
DB13474	253
DB13475	4869
DB13476	892
DB13478	1706
DB13479	1376
DB13481	4728
DB13482	899
DB13484	3823
DB13485	2513
DB13486	4595
DB13488	301
DB13489	288
DB13490	3956
DB13493	752
DB13494	909
DB13495	4683
DB13496	1478
DB13497	2800
DB13499	558
DB13500	2003
DB13501	303
DB13502	420
DB13504	3074
DB13505	1000
DB13506	507
DB13507	2226
DB13508	710
DB13509	74
DB13510	422
DB13511	670
DB13512	4393
DB13513	3625
DB13514	2238
DB13515	1728
DB13515	4586
DB13516	4395
DB13517	4338
DB13520	1723
DB13522	4861
DB13523	2814
DB13524	2309
DB13527	2280
DB13530	1697
DB13531	4675
DB13532	756
DB13533	1970
DB13536	412
DB13537	1296
DB13538	1333
DB13539	3966
DB13540	1486
DB13541	1476
DB13542	3024
DB13543	857
DB13543	858
DB13544	1080
DB13545	1488
DB13546	1956
DB13547	1624
DB13547	3567
DB13548	3137
DB13549	4312
DB13550	369
DB13551	3101
DB13552	2741
DB13553	521
DB13554	1837
DB13555	2230
DB13556	2509
DB13557	2634
DB13558	1841
DB13559	2385
DB13561	684
DB13563	3205
DB13564	2864
DB13565	3019
DB13566	4803
DB13567	4377
DB13569	4543
DB13569	4568
DB13571	3254
DB13572	1004
DB13573	49
DB13574	1361
DB13575	3687
DB13576	2835
DB13577	122
DB13578	4658
DB13579	1701
DB13580	2490
DB13581	2395
DB13582	666
DB13583	1691
DB13585	4583
DB13586	1734
DB13587	3342
DB13588	1870
DB13591	1784
DB13592	3190
DB13593	3661
DB13596	3413
DB13597	1844
DB13598	4417
DB13599	4419
DB13600	4378
DB13601	2021
DB13602	2285
DB13603	3513
DB13604	3455
DB13605	3441
DB13606	2119
DB13607	3467
DB13608	2673
DB13609	4868
DB13610	4547
DB13611	3091
DB13612	4264
DB13612	4323
DB13612	5147
DB13612	74
DB13613	4734
DB13614	4671
DB13617	712
DB13618	1477
DB13620	3264
DB13623	4079
DB13624	1755
DB13625	506
DB13626	1319
DB13627	2024
DB13628	4773
DB13629	1828
DB13630	366
DB13631	1750
DB13632	3498
DB13634	2094
DB13635	2679
DB13636	49
DB13636	916
DB13637	2591
DB13638	3072
DB13639	2566
DB13640	62
DB13641	1746
DB13642	2263
DB13643	1602
DB13644	1773
DB13645	4835
DB13648	109
DB13649	2311
DB13650	2771
DB13650	3264
DB13651	1604
DB13652	428
DB13653	1607
DB13654	4284
DB13655	3383
DB13656	978
DB13657	310
DB13659	2594
DB13660	2297
DB13661	1941
DB13662	1367
DB13663	693
DB13664	3245
DB13666	2660
DB13667	551
DB13668	4808
DB13670	4005
DB13673	1520
DB13674	4853
DB13675	1717
DB13676	1847
DB13677	503
DB13678	883
DB13679	4411
DB13679	616
DB13680	1871
DB13681	440
DB13682	553
DB13683	3153
DB13684	1991
DB13686	699
DB13687	1908
DB13689	4727
DB13690	3645
DB13692	2723
DB13693	4052
DB13694	927
DB13695	2093
DB13696	3040
DB13697	145
DB13699	3567
DB13701	4580
DB13702	2654
DB13703	1290
DB13705	4568
DB13705	4919
DB13707	2566
DB13708	1162
DB13709	3908
DB13710	1743
DB13711	2765
DB13712	3163
DB13713	4748
DB13714	2851
DB13715	893
DB13716	4414
DB13717	4686
DB13718	4570
DB13718	889
DB13720	915
DB13721	4409
DB13722	2213
DB13723	3995
DB13724	1926
DB13725	2603
DB13726	2505
DB13727	265
DB13728	1352
DB13729	471
DB13730	1930
DB13731	442
DB13732	5194
DB13733	1687
DB13736	3225
DB13737	750
DB13738	472
DB13739	2077
DB13740	3013
DB13741	3306
DB13744	2209
DB13745	4535
DB13747	2768
DB13748	1549
DB13748	2659
DB13749	3264
DB13750	4676
DB13751	1325
DB13752	4730
DB13753	580
DB13754	1693
DB13755	1450
DB13756	3809
DB13757	4467
DB13758	1651
DB13759	1160
DB13760	4002
DB13762	2350
DB13762	4867
DB13764	1835
DB13765	4568
DB13765	4787
DB13766	1580
DB13767	3651
DB13768	944
DB13769	4327
DB13770	2829
DB13772	2412
DB13773	2515
DB13775	2605
DB13776	4572
DB13777	2258
DB13778	3071
DB13779	4564
DB13780	695
DB13781	2848
DB13782	3295
DB13783	47
DB13784	933
DB13785	1568
DB13785	967
DB13786	3402
DB13789	2566
DB13789	4211
DB13791	2080
DB13793	2824
DB13793	3170
DB13794	905
DB13795	398
DB13796	860
DB13798	3126
DB13802	1033
DB13803	2853
DB13804	339
DB13805	3824
DB13806	4588
DB13807	2682
DB13812	2620
DB13814	2554
DB13815	3027
DB13816	248
DB13817	504
DB13818	4352
DB13819	2321
DB13820	2025
DB13821	561
DB13822	4656
DB13823	2184
DB13824	1016
DB13825	1139
DB13826	4774
DB13827	3298
DB13828	4407
DB13832	3519
DB13835	514
DB13836	1718
DB13837	955
DB13838	3391
DB13839	3160
DB13840	4571
DB13842	3212
DB13843	709
DB13844	2185
DB13845	1069
DB13846	2334
DB13848	4550
DB13849	696
DB13850	2667
DB13851	246
DB13852	1664
DB13853	218
DB13854	1276
DB13855	1928
DB13856	4546
DB13857	803
DB13858	3725
DB13860	2416
DB13861	1466
DB13862	4478
DB13865	3129
DB13871	104
DB13872	1608
DB13874	5251
DB13878	5244
DB13879	5243
DB13882	3355
DB13909	4531
DB13910	2803
DB13931	5269
DB13941	4193
DB13943	4454
DB13944	4609
DB13946	2608
DB13953	1058
DB13954	1059
DB13956	1064
DB13969	4568
DB13972	3347
DB13981	1957
DB13987	4568
DB13989	1031
DB13992	275
DB13995	666
DB13996	4211
DB14001	2690
DB14002	4195
DB14006	2416
DB14006	3097
DB14006	4635
DB14007	2092
DB14018	2047
DB14020	4663
DB14025	677
DB14026	4856
DB14028	816
DB14031	2739
DB14033	4458
DB14038	2451
DB14043	2045
DB14044	3280
DB14055	2847
DB14061	1383
DB14063	2815
DB14065	1595
DB14077	4611
DB14079	891
DB14080	66
DB14082	4666
DB14086	629
DB14089	2486
DB14093	2607
DB14104	3323
DB14109	4267
DB14126	2592
DB14128	4140
DB14138	4284
DB14149	4611
DB14156	470
DB14159	3409
DB14160	4237
DB14173	4652
DB14177	2307
DB14185	5052
DB14193	931
DB14206	4568
DB14212	1766
DB14475	1533
DB14476	4280
DB14479	66
DB14481	4478
DB14482	4072
DB14483	4072
DB14484	4072
DB14485	4072
DB14486	1906
DB14486	4072
DB14489	2487
DB14490	4072
DB14491	3229
DB14493	1319
DB14496	4286
DB14497	4568
DB14498	4211
DB14501	1319
DB14502	4478
DB14507	666
DB14508	2487
DB14511	4211
DB14512	1832
DB14517	4478
DB14518	4211
DB14523	4478
DB14526	666
DB14528	3264
DB14529	2835
DB14533	4568
DB14538	1389
DB14539	4213
DB14540	3959
DB14541	1390
DB14542	5193
DB14543	4569
DB14544	4504
DB14545	4456
DB14547	4568
DB14550	4568
DB14571	4800
DB14573	4478
DB14583	3175
DB14596	1611
DB14598	987
DB14599	987
DB14600	987
DB14622	4478
DB14627	2037
DB14631	4451
DB14633	2246
DB14634	3238
DB14638	896
DB14640	4962
DB14642	2959
DB14643	1769
DB14644	1771
DB14649	349
DB14649	826
DB14650	5032
DB14654	382
DB14655	965
DB14656	614
DB14657	2060
DB14658	5150
DB14661	1600
DB14669	3920
DB14669	4667
DB14674	1066
DB14677	3261
DB14678	1964
DB14679	2345
DB14682	1574
DB14704	4604
DB14708	3088
DB14719	315
DB14720	410
DB14725	528
DB14733	4402
DB14750	956
DB14753	1398
DB14755	2467
DB14756	2566
DB14763	754
DB14765	5211
DB14872	1807
DB14913	4394
DB14938	1220
DB14971	1462
DB14981	3465
DB15058	4301
DB15098	5255
DB15108	3609
DB15111	4211
DB15130	2233
DB15141	4228
DB15144	3292
DB15198	1728
DB15198	4586
DB15212	5248
DB15237	5153
DB15293	1021
DB15300	4570
DB15300	889
DB15323	5013
DB15350	1444
DB15357	3652
DB15410	2291
DB15414	2459
DB15445	4827
DB15445	4828
DB15479	4568
DB15489	1793
DB15491	2016
DB15535	4568
DB15536	4568
DB15556	1319
DB15556	666
DB15566	2247
DB15580	5064
DB15596	173
DB15597	170
