drugbank_id	iuphar_id
DB06663	2018
DB06666	2238
DB06670	6478
DB06673	2886
DB06673	9465
DB06678	7241
DB06680	2883
DB06682	9551
DB06684	7427
DB06685	7639
DB06689	1054
DB06691	1220
DB06691	1227
DB06691	3957
DB06693	3031
DB06694	517
DB06695	6379
DB06696	7345
DB06697	9955
DB06699	5585
DB06700	7158
DB06701	7236
DB06701	7554
DB06702	7473
DB06707	508
DB06708	9969
DB06709	7438
DB06710	6945
DB06711	5509
DB06712	10160
DB06716	7475
DB06717	7623
DB06726	9834
DB06731	208
DB06735	4159
DB06735	7619
DB06743	1861
DB06744	1862
DB06745	1848
DB06745	1863
DB06746	1864
DB06756	4550
DB06762	2412
DB06763	598
DB06766	7587
DB06768	2932
DB06768	2934
DB06769	7478
DB06772	6798
DB06774	2486
DB06775	7458
DB06777	608
DB06777	7104
DB06781	7474
DB06784	2478
DB06785	3877
DB06787	323
DB06788	1058
DB06788	3884
DB06791	2031
DB06793	7593
DB06794	9743
DB06800	7563
DB06802	7564
DB06803	8494
DB06809	844
DB06810	8394
DB06813	6840
DB06815	2597
DB06819	8480
DB06825	1177
DB06832	6700
DB06833	2833
DB06836	6062
DB06842	5258
DB06920	7408
DB06926	5426
DB06973	7865
DB06985	8792
DB06987	548
DB06999	5703
DB07031	2653
DB07050	6920
DB07063	7411
DB07080	2755
DB07101	7935
DB07109	7980
DB07129	2629
DB07138	5719
DB07145	8680
DB07149	8114
DB07159	5706
DB07221	3189
DB07232	7417
DB07288	6056
DB07294	2653
DB07302	5567
DB07352	4136
DB07379	5927
DB07403	9362
DB07404	7977
DB07409	3188
DB07410	7976
DB07423	7849
DB07425	2639
DB07426	7978
DB07430	8045
DB07447	2856
DB07447	3455
DB07460	9382
DB07465	6316
DB07467	7203
DB07503	6024
DB07543	569
DB07545	5931
DB07556	8846
DB07557	2759
DB07598	7842
DB07615	6326
DB07621	8754
DB07664	5946
DB07675	2664
DB07676	5988
DB07701	6599
DB07702	2821
DB07705	2446
DB07711	5179
DB07718	6629
DB07720	3976
DB07720	3977
DB07720	5348
DB07768	2858
DB07776	409
DB07780	2910
DB07780	3050
DB07788	8077
DB07794	5966
DB07795	5182
DB07810	4285
DB07841	3052
DB07863	3442
DB07873	3191
DB07907	5796
DB07917	6662
DB07919	9352
DB07930	5850
DB07931	2823
DB07941	7818
DB07954	388
DB07995	5983
DB07997	2348
DB08009	6043
DB08039	6044
DB08046	7147
DB08052	8013
DB08059	6060
DB08073	8204
DB08078	2691
DB08094	5707
DB08142	5662
DB08162	5181
DB08175	2812
DB08180	3199
DB08190	1343
DB08190	1344
DB08231	2806
DB08291	7507
DB08325	5955
DB08358	8177
DB08382	7413
DB08387	9617
DB08388	6526
DB08435	1877
DB08435	2692
DB08439	2895
DB08454	5976
DB08472	203
DB08473	5178
DB08496	6853
DB08517	412
DB08521	5269
DB08544	203
DB08568	5655
DB08597	4907
DB08607	2693
DB08626	5278
DB08645	7314
DB08653	125
DB08655	7508
DB08683	6037
DB08691	8055
DB08756	5290
DB08760	4104
DB08766	6463
DB08770	405
DB08770	455
DB08772	7419
DB08799	7116
DB08801	10101
DB08801	10104
DB08805	1233
DB08808	550
DB08809	4518
DB08815	7461
DB08816	1765
DB08818	4954
DB08819	7451
DB08820	4342
DB08822	6900
DB08824	7653
DB08826	7456
DB08827	7439
DB08828	6975
DB08830	4733
DB08833	4746
DB08833	4747
DB08837	2343
DB08837	4575
DB08838	4127
DB08839	3248
DB08839	5
DB08841	2148
DB08841	2150
DB08842	4520
DB08844	4731
DB08845	3636
DB08847	4704
DB08848	4691
DB08849	4564
DB08855	3354
DB08856	1607
DB08858	4544
DB08861	1608
DB08865	4903
DB08865	7581
DB08868	2407
DB08871	6813
DB08872	7560
DB08873	7876
DB08875	5887
DB08877	5688
DB08880	6844
DB08881	5893
DB08882	6318
DB08883	7050
DB08887	7441
DB08889	7420
DB08891	1064
DB08891	1084
DB08891	3428
DB08893	7445
DB08895	5677
DB08896	5891
DB08897	7449
DB08899	6812
DB08901	5890
DB08907	4582
DB08908	7045
DB08910	7348
DB08911	6495
DB08912	6494
DB08915	7405
DB08916	5667
DB08918	7435
DB08918	7436
DB08922	7556
DB08930	7365
DB08931	5257
DB08932	7352
DB08933	7366
DB08934	7368
DB08950	501
DB08954	5472
DB08960	3963
DB08986	5468
DB08987	2621
DB08997	354
DB08997	358
DB09000	84
DB09001	2804
DB09026	4812
DB09028	3979
DB09028	5347
DB09030	4047
DB09034	2890
DB09038	4754
DB09039	7536
DB09049	7539
DB09053	6912
DB09054	6741
DB09055	1596
DB09059	2213
DB09061	4150
DB09063	7397
DB09064	3438
DB09065	7535
DB09068	7351
DB09070	9711
DB09071	7393
DB09072	4711
DB09073	7380
DB09074	7519
DB09075	7575
DB09076	7354
DB09078	7426
DB09080	7543
DB09082	7353
DB09083	2357
DB09086	2425
DB09094	7873
DB09114	2799
DB09118	5469
DB09120	2486
DB09123	7654
DB09125	2478
DB09128	7672
DB09132	5538
DB09142	864
DB09143	8199
DB09146	5411
DB09147	3151
DB09148	7769
DB09149	7344
DB09151	7342
DB09154	2478
DB09165	3151
DB09167	7549
DB09186	4636
DB09186	4637
DB09199	2707
DB09201	2711
DB09202	515
DB09209	9086
DB09210	4288
DB09213	2713
DB09214	4795
DB09216	8769
DB09220	2411
DB09223	7670
DB09225	103
DB09231	10159
DB09232	7767
DB09235	2519
DB09237	6981
DB09239	463
DB09239	487
DB09244	6638
DB09272	7691
DB09274	9956
DB09277	4551
DB09280	7481
DB09286	92
DB09289	7558
DB09290	2301
DB09290	2305
DB09291	5749
DB09292	7857
DB09320	4291
DB09320	4796
DB09327	4560
DB09330	7719
DB09338	5331
DB09343	8696
DB09351	549
DB09351	8035
DB09372	4319
DB09374	4844
DB09389	2881
DB09395	1058
DB09409	1058
DB09419	4720
DB09419	4724
DB09421	2139
DB09462	5195
DB09477	6332
DB09483	2932
DB09483	2934
DB09501	2478
DB09510	4539
DB09513	4539
DB09516	6827
DB09517	4519
DB09517	5411
DB09543	2431
DB09555	1210
DB09555	1213
DB09555	6976
DB09555	9630
DB09561	4740
DB09563	4551
DB09570	8450
DB09571	4803
DB11079	4306
DB11093	2478
DB11110	2478
DB11126	4519
DB11129	4539
DB11141	4519
DB11154	2478
DB11182	2393
DB11189	4084
DB11189	4635
DB11189	727
DB11197	4084
DB11197	4537
DB11197	4635
DB11197	4782
DB11197	727
DB11200	4084
DB11200	4635
DB11200	727
DB11210	4084
DB11210	4635
DB11210	727
DB11233	2478
DB11246	4519
DB11248	4519
DB11256	4684
DB11256	6689
DB11274	282
DB11288	6413
DB11290	3377
DB11315	316
DB11315	317
DB11344	2430
DB11344	2471
DB11345	2422
DB11362	7552
DB11363	7739
DB11371	5461
DB11387	2503
DB11428	521
DB11429	2859
DB11429	3456
DB11460	3054
DB11477	523
DB11490	1629
DB11507	1894
DB11510	9343
DB11519	1940
DB11519	3417
DB11526	5656
DB11558	5481
DB11560	7673
DB11562	2312
DB11581	8318
DB11596	4816
DB11596	6690
DB11614	10103
DB11623	6491
DB11629	3356
DB11638	9957
DB11640	8032
DB11642	8924
DB11644	8378
DB11645	9054
DB11648	7890
DB11651	7950
DB11652	9922
DB11655	8401
DB11656	871
DB11658	8996
DB11660	9635
DB11662	7960
DB11663	5682
DB11665	7879
DB11666	7878
DB11671	7708
DB11672	7000
DB11675	242
DB11678	8281
DB11679	9428
DB11682	8455
DB11683	10053
DB11687	7836
DB11689	5665
DB11691	9150
DB11692	5775
DB11694	9914
DB11695	4559
DB11697	7793
DB11698	9394
DB11699	260
DB11700	9272
DB11703	8912
DB11704	9479
DB11708	8315
DB11710	4658
DB11712	10199
DB11718	7908
DB11724	616
DB11726	6926
DB11730	7383
DB11732	3928
DB11735	4719
DB11736	8377
DB11737	7641
DB11740	7702
DB11741	7886
DB11743	7887
DB11745	9232
DB11747	7332
DB11753	4570
DB11755	6418
DB11757	5608
DB11758	801
DB11761	8449
DB11763	7791
DB11764	7837
DB11770	4664
DB11775	8937
DB11778	7937
DB11780	2419
DB11783	6377
DB11787	7959
DB11791	7904
DB11793	8275
DB11794	8003
DB11795	7967
DB11797	4644
DB11798	9836
DB11800	6058
DB11805	7731
DB11806	2811
DB11807	3990
DB11809	9971
DB11814	9061
DB11816	8740
DB11817	7792
DB11818	8403
DB11819	9569
DB11823	4233
DB11823	9152
DB11823	9153
DB11824	9395
DB11825	8303
DB11827	8376
DB11828	5686
DB11829	5263
DB11830	7008
DB11832	7882
DB11833	9309
DB11836	7933
DB11837	8310
DB11841	7007
DB11842	2504
DB11845	7649
DB11851	7906
DB11853	5586
DB11855	10129
DB11858	3353
DB11858	3412
DB11859	4108
DB11863	6476
DB11864	5614
DB11865	8097
DB11868	6826
DB11870	7338
DB11873	9327
DB11883	4311
DB11885	9601
DB11886	7877
DB11889	7681
DB11890	6597
DB11891	8952
DB11893	6489
DB11896	7940
DB11899	7943
DB11900	9277
DB11901	9043
DB11902	6558
DB11904	9913
DB11907	7966
DB11909	9657
DB11910	7346
DB11911	7797
DB11913	7958
DB11915	8694
DB11920	7705
DB11921	9477
DB11922	8500
DB11924	2453
DB11925	7699
DB11936	8321
DB11937	2918
DB11938	9044
DB11942	10036
DB11946	7680
DB11949	5757
DB11950	9906
DB11951	9302
DB11952	7795
DB11957	8689
DB11958	5671
DB11961	7844
DB11962	9826
DB11963	7422
DB11967	7921
DB11969	7902
DB11973	7944
DB11974	7936
DB11975	10222
DB11977	7956
DB11978	8201
DB11979	8362
DB11982	9909
DB11986	8290
DB11991	8739
DB11992	8402
DB11993	9057
DB11995	9953
DB12000	7034
DB12001	7382
DB12005	7746
DB12008	9549
DB12009	9850
DB12010	7796
DB12011	8995
DB12012	6694
DB12015	7955
DB12016	9320
DB12017	9866
DB12021	7379
DB12022	1929
DB12024	5817
DB12036	9248
DB12041	9654
DB12042	2117
DB12043	9875
DB12044	9135
DB12046	4048
DB12048	9918
DB12054	1003
DB12054	997
DB12059	8946
DB12062	7947
DB12064	7953
DB12072	7816
DB12084	5727
DB12085	7912
DB12094	9211
DB12095	9490
DB12098	1064
DB12098	1084
DB12098	3428
DB12099	8657
DB12100	9326
DB12101	9618
DB12108	7794
DB12110	142
DB12111	165
DB12113	9062
DB12114	7903
DB12116	7002
DB12121	7889
DB12126	649
DB12128	3535
DB12129	6929
DB12130	7476
DB12131	5285
DB12135	8499
DB12138	8179
DB12140	7815
DB12141	8708
DB12145	7697
DB12146	7833
DB12147	9039
DB12150	9876
DB12154	8364
DB12156	4630
DB12158	4460
DB12161	4834
DB12161	8707
DB12163	210
DB12167	8918
DB12174	8894
DB12180	7888
DB12183	7717
DB12186	9515
DB12193	9772
DB12198	9649
DB12200	7948
DB12201	9058
DB12203	5611
DB12209	8280
DB12218	7709
DB12224	4521
DB12228	703
DB12229	7356
DB12233	9736
DB12234	8026
DB12237	9849
DB12238	4327
DB12239	7861
DB12241	9911
DB12242	7713
DB12244	9056
DB12247	7707
DB12259	10055
DB12263	6979
DB12270	7835
DB12271	7866
DB12272	10169
DB12273	3304
DB12282	7910
DB12285	8699
DB12291	8367
DB12295	5594
DB12302	7883
DB12303	9026
DB12305	8308
DB12306	9721
DB12307	5679
DB12308	4108
DB12318	7647
DB12320	8276
DB12321	1987
DB12323	7814
DB12327	1666
DB12332	7736
DB12340	8319
DB12341	9194
DB12345	10166
DB12355	887
DB12357	8113
DB12359	9258
DB12364	9602
DB12369	7946
DB12371	9289
DB12376	7010
DB12380	7733
DB12381	9841
DB12384	8919
DB12388	9042
DB12392	7502
DB12393	7636
DB12394	8413
DB12395	4808
DB12397	9644
DB12399	8316
DB12405	5920
DB12406	9225
DB12415	8638
DB12418	5432
DB12422	6569
DB12425	2634
DB12426	7546
DB12428	9621
DB12429	5676
DB12433	8469
DB12436	5752
DB12440	10052
DB12442	9828
DB12445	9018
DB12446	3281
DB12448	5885
DB12452	4278
DB12458	4090
DB12458	4259
DB12463	6978
DB12465	197
DB12465	88
DB12476	9025
DB12478	49
DB12480	3945
DB12483	7875
DB12486	9996
DB12491	6484
DB12494	8784
DB12500	5716
DB12501	7357
DB12504	8942
DB12507	7682
DB12511	2675
DB12513	7573
DB12518	3299
DB12518	94
DB12519	4713
DB12521	9520
DB12522	9276
DB12523	10102
DB12547	6475
DB12548	8448
DB12550	10333
DB12554	9011
DB12556	8061
DB12558	7643
DB12562	10180
DB12565	8366
DB12566	8309
DB12567	4035
DB12569	5605
DB12570	8914
DB12571	9364
DB12577	8857
DB12580	9278
DB12582	2489
DB12588	5933
DB12590	4221
DB12591	7954
DB12592	9771
DB12594	7826
DB12597	8962
DB12598	4262
DB12601	7941
DB12612	8709
DB12614	8498
DB12622	9028
DB12623	5816
DB12628	4551
DB12637	2882
DB12643	2202
DB12643	3483
DB12645	7490
DB12649	9234
DB12650	6639
DB12651	2717
DB12655	8198
DB12659	9723
DB12666	8704
DB12668	1614
DB12670	5604
DB12671	8445
DB12675	9059
DB12679	7972
DB12680	9444
DB12681	6281
DB12682	6011
DB12689	8317
DB12690	8248
DB12691	8420
DB12693	97
DB12694	9055
DB12696	7838
DB12702	8425
DB12703	8974
DB12704	1653
DB12705	9824
DB12706	9800
DB12708	1919
DB12713	8312
DB12725	8426
DB12729	7740
DB12731	7745
DB12733	6452
DB12742	7932
DB12743	7765
DB12745	5196
DB12746	7969
DB12750	5213
DB12751	2480
DB12764	6624
DB12765	6290
DB12774	7714
DB12777	8487
DB12778	8307
DB12782	8869
DB12783	5150
DB12784	7839
DB12798	8427
DB12802	7873
DB12805	5141
DB12808	9962
DB12827	4694
DB12827	8225
DB12827	8226
DB12830	8866
DB12831	7863
DB12833	55
DB12836	5858
DB12850	2948
DB12854	7968
DB12863	6441
DB12866	7830
DB12867	9215
DB12874	5658
DB12881	10047
DB12885	457
DB12886	9287
DB12887	7011
DB12890	9267
DB12903	9787
DB12904	7965
DB12907	4719
DB12920	7019
DB12931	1433
DB12931	1434
DB12933	9910
DB12946	386
DB12946	406
DB12961	2487
DB12961	3413
DB12961	6160
DB12962	7881
DB12966	7646
DB12970	4719
DB12972	4108
DB12973	9280
DB12974	7874
DB12975	10086
DB12978	8710
DB12979	6630
DB12985	7503
DB12986	8382
DB12988	2658
DB13004	7586
DB13005	9173
DB13006	9677
DB13012	9249
DB13019	9930
DB13020	6482
DB13022	8104
DB13029	9853
DB13036	1910
DB13036	1911
DB13040	7909
DB13044	4204
DB13048	5238
DB13051	7743
DB13053	6155
DB13054	10022
DB13060	9698
DB13061	5696
DB13062	7961
DB13065	6936
DB13066	5210
DB13067	9214
DB13070	9233
DB13074	9745
DB13087	8256
DB13104	8959
DB13105	2901
DB13105	3333
DB13105	5106
DB13125	10032
DB13132	9954
DB13139	558
DB13139	9816
DB13142	4519
DB13156	4554
DB13158	9088
DB13164	9196
DB13166	6462
DB13169	6949
DB13170	10011
DB13170	9069
DB13171	5756
DB13178	4495
DB13178	4645
DB13178	4648
DB13178	4649
DB13179	10209
DB13180	4519
DB13182	2828
DB13207	1369
DB13207	4680
DB13207	4708
DB13207	721
DB13215	4505
DB13215	4506
DB13220	3309
DB13220	4534
DB13220	4698
DB13220	6511
DB13231	2932
DB13231	2934
DB13242	5485
DB13244	4702
DB13251	2149
DB13280	4522
DB13345	278
DB13346	7498
DB13374	349
DB13387	4349
DB13387	8902
DB13387	8903
DB13399	56
DB13411	7551
DB13431	893
DB13443	548
DB13471	1651
DB13478	9083
DB13481	2395
DB13509	4139
DB13515	1605
DB13515	5458
DB13519	4538
DB13520	133
DB13532	7899
DB13576	1588
DB13576	1594
DB13582	2478
DB13602	2877
DB13612	4139
DB13612	4539
DB13616	6382
DB13620	4519
DB13626	4084
DB13626	4635
DB13626	727
DB13636	1224
DB13648	341
DB13650	4519
DB13650	7328
DB13679	1210
DB13679	1213
DB13679	6976
DB13689	2780
DB13715	4717
DB13716	6295
DB13729	6432
DB13748	4680
DB13748	721
DB13749	4519
DB13751	4688
DB13762	7290
DB13775	571
DB13775	64
DB13777	537
DB13781	538
DB13786	4690
DB13789	1058
DB13793	345
DB13803	7900
DB13806	2599
DB13812	413
DB13824	1918
DB13851	9958
DB13854	4710
DB13860	4306
DB13867	6699
DB13872	7553
DB13874	8960
DB13877	8360
DB13909	5549
DB13910	7009
DB13919	587
DB13919	6907
DB13928	9724
DB13929	2200
DB13929	3482
DB13930	9210
DB13931	9322
DB13941	10025
DB13950	733
DB13950	736
DB13956	7655
DB13971	2459
DB13972	4814
DB13978	8100
DB13988	3233
DB13988	3247
DB13994	7712
DB13995	2478
DB13995	3151
DB13996	1058
DB14006	4306
DB14006	4551
DB14010	145
DB14013	8901
DB14014	8900
DB14030	9286
DB14043	3622
DB14055	6853
DB14059	10242
DB14060	8976
DB14063	2406
DB14071	8308
DB14077	3377
DB14093	2858
DB14104	1052
DB14125	6375
DB14127	7858
DB14128	2451
DB14149	3377
DB14156	2422
DB14183	2467
DB14184	2423
DB14187	2468
DB14207	6457
DB14208	6344
DB14209	6455
DB14210	6572
DB14212	6273
DB14213	6373
DB14217	6352
DB14219	5786
DB14475	2932
DB14475	2934
DB14482	4532
DB14482	4651
DB14482	4781
DB14483	4532
DB14483	4651
DB14483	4781
DB14484	4532
DB14484	4651
DB14484	4781
DB14485	4532
DB14485	4651
DB14485	4781
DB14486	4532
DB14486	4651
DB14486	4781
DB14489	3637
DB14490	4532
DB14490	4651
DB14490	4781
DB14491	9630
DB14493	4084
DB14493	4635
DB14493	727
DB14498	1058
DB14501	4084
DB14501	4635
DB14501	727
DB14507	2478
DB14508	3637
DB14511	1058
DB14518	1058
DB14526	2478
DB14528	4519
DB14529	1588
DB14529	1594
DB14568	9217
DB14570	5104
DB14575	7350
DB14581	9115
DB14596	7085
DB14642	2172
DB14655	6947
DB14676	9650
DB14680	8854
DB14681	5171
DB14682	7595
DB14682	9052
DB14714	3037
DB14723	8909
DB14726	6380
DB14737	740
DB14750	1225
DB14750	3958
DB14763	10027
DB14766	9331
DB14770	9764
DB14773	8958
DB14785	9299
DB14793	9599
DB14810	7701
DB14814	7789
DB14822	4461
DB14835	10232
DB14840	9175
DB14844	9978
DB14845	7913
DB14846	8383
DB14866	9924
DB14867	10098
DB14868	9256
DB14870	9060
DB14872	4841
DB14875	7695
DB14881	7334
DB14883	9620
DB14887	7829
DB14889	9785
DB14895	10100
DB14896	10314
DB14904	7872
DB14914	9100
DB14916	9040
DB14923	2199
DB14923	2234
DB14924	9559
DB14935	8969
DB14943	9790
DB14944	9409
DB14948	9498
DB14949	7827
DB14955	9979
DB14961	9308
DB14973	9991
DB14980	8059
DB14982	9429
DB14986	9707
DB14987	9776
DB14989	8916
DB14993	9662
DB14998	10058
DB15011	9450
DB15027	8985
DB15028	9306
DB15029	8527
DB15033	9100
DB15036	9920
DB15055	7721
DB15057	7389
DB15058	7342
DB15059	10070
DB15068	7880
DB15073	4720
DB15073	4724
DB15078	9789
DB15087	4654
DB15091	9246
DB15097	9540
DB15102	9767
DB15106	9769
DB15110	7918
DB15111	1058
DB15114	9247
DB15122	9225
DB15130	953
DB15132	7726
DB15133	8293
DB15141	4342
DB15143	9667
DB15149	9786
DB15157	9923
DB15170	9752
DB15173	9012
DB15186	10097
DB15187	8863
DB15189	8359
DB15192	6927
DB15198	1605
DB15198	5458
DB15207	9894
DB15219	10167
DB15232	9053
DB15236	4721
DB15236	4722
DB15238	10213
DB15250	9046
DB15266	9977
DB15273	8742
DB15275	9636
DB15281	9229
DB15287	9774
DB15291	9857
DB15292	9622
DB15295	9907
DB15297	9855
DB15307	9963
DB15310	8107
DB15327	10044
DB15328	10176
DB15334	2829
DB15346	10171
DB15347	9869
DB15350	4495
DB15350	4645
DB15350	4648
DB15350	4649
DB15357	3278
DB15357	57
DB15360	10040
DB15377	9534
DB15391	9818
DB15396	9792
DB15399	7952
DB15403	9561
DB15406	8417
DB15407	10096
DB15408	8126
DB15410	2561
DB15414	5711
DB15419	8391
DB15442	9626
DB15446	9860
DB15447	10043
DB15448	9203
DB15449	9426
DB15450	10300
DB15456	10010
DB15492	966
DB15499	8957
DB15534	7525
DB15555	2480
DB15556	2478
DB15556	4084
DB15556	4635
DB15556	727
DB15565	6461
DB15581	8789
DB15584	5215
