drugbank_id	comptox_id
DB01866	DTXSID90715035
DB01873	DTXSID70880053
DB01874	DTXSID30862133
DB01874	DTXSID40291056
DB01878	DTXSID0021961
DB01878	DTXSID20457552
DB01878	DTXSID50177110
DB01878	DTXSID80480588
DB01880	DTXSID5020231
DB01880	DTXSID60745945
DB01884	DTXSID50332247
DB01885	DTXSID0026549
DB01889	DTXSID2075394
DB01890	DTXSID70394140
DB01892	DTXSID90891409
DB01896	DTXSID00559725
DB01898	DTXSID20858045
DB01898	DTXSID60858044
DB01899	DTXSID10572960
DB01901	DTXSID1048966
DB01902	DTXSID10177712
DB01909	DTXSID70153032
DB01909	DTXSID7030698
DB01910	DTXSID10207689
DB01912	DTXSID2020711
DB01912	DTXSID2061567
DB01912	DTXSID6043969
DB01912	DTXSID90177073
DB01914	DTXSID10184224
DB01914	DTXSID10745859
DB01914	DTXSID10894871
DB01914	DTXSID20745906
DB01914	DTXSID20849630
DB01914	DTXSID20884248
DB01914	DTXSID40173141
DB01914	DTXSID50189273
DB01914	DTXSID60745905
DB01914	DTXSID7022910
DB01914	DTXSID70746049
DB01914	DTXSID90172700
DB01914	DTXSID90746041
DB01917	DTXSID4041107
DB01917	DTXSID60441955
DB01917	DTXSID70745653
DB01919	DTXSID7021653
DB01923	DTXSID40578016
DB01923	DTXSID90635542
DB01924	DTXSID30329958
DB01924	DTXSID7025421
DB01925	DTXSID70160807
DB01926	DTXSID30161618
DB01927	DTXSID50200659
DB01930	DTXSID10422517
DB01930	DTXSID30886132
DB01931	DTXSID70635823
DB01931	DTXSID80893710
DB01932	DTXSID80210600
DB01933	DTXSID20150238
DB01936	DTXSID10427608
DB01936	DTXSID10487409
DB01936	DTXSID20427053
DB01936	DTXSID20446704
DB01936	DTXSID20487410
DB01936	DTXSID30332205
DB01936	DTXSID30447126
DB01936	DTXSID30449524
DB01936	DTXSID40331542
DB01936	DTXSID40426265
DB01936	DTXSID50189975
DB01936	DTXSID50425880
DB01936	DTXSID50583535
DB01936	DTXSID60465691
DB01936	DTXSID70467944
DB01936	DTXSID80433938
DB01936	DTXSID80479457
DB01936	DTXSID80487411
DB01936	DTXSID90451608
DB01936	DTXSID90464293
DB01936	DTXSID90473022
DB01936	DTXSID90583534
DB01937	DTXSID10242959
DB01939	DTXSID30274333
DB01941	DTXSID90165354
DB01942	DTXSID20238823
DB01942	DTXSID2024115
DB01942	DTXSID30455640
DB01942	DTXSID60221219
DB01942	DTXSID90239024
DB01944	DTXSID10424990
DB01944	DTXSID70415329
DB01946	DTXSID00154734
DB01946	DTXSID50432099
DB01949	DTXSID30393038
DB01950	DTXSID80332270
DB01951	DTXSID00332191
DB01952	DTXSID90160768
DB01954	DTXSID30234634
DB01954	DTXSID3044124
DB01955	DTXSID00369260
DB01955	DTXSID2024666
DB01955	DTXSID60583480
DB01955	DTXSID70481004
DB01955	DTXSID70745759
DB01956	DTXSID3021304
DB01956	DTXSID40493917
DB01956	DTXSID50678733
DB01956	DTXSID90678732
DB01957	DTXSID4024800
DB01959	DTXSID70349675
DB01961	DTXSID30292557
DB01962	DTXSID00176234
DB01962	DTXSID50404615
DB01963	DTXSID10188000
DB01968	DTXSID00391889
DB01971	DTXSID5041148
DB01972	DTXSID00781807
DB01972	DTXSID30197114
DB01972	DTXSID40511549
DB01972	DTXSID50185199
DB01972	DTXSID80179925
DB01972	DTXSID80413674
DB01972	DTXSID9044245
DB01972	DTXSID9044295
DB01976	DTXSID00209859
DB01979	DTXSID00472662
DB01979	DTXSID10897266
DB01979	DTXSID20883559
DB01979	DTXSID30187575
DB01979	DTXSID4027523
DB01979	DTXSID50482170
DB01979	DTXSID7026605
DB01979	DTXSID7051391
DB01982	DTXSID00199206
DB01982	DTXSID40240463
DB01982	DTXSID50635386
DB01982	DTXSID50894097
DB01982	DTXSID60188010
DB01982	DTXSID60873878
DB01982	DTXSID70163858
DB01982	DTXSID80241757
DB01982	DTXSID80873870
DB01985	DTXSID80883338
DB01986	DTXSID20196111
DB01986	DTXSID80501464
DB01987	DTXSID2048404
DB01987	DTXSID4058736
DB01987	DTXSID6046262
DB01990	DTXSID50153055
DB01990	DTXSID70401323
DB01992	DTXSID0046729
DB01992	DTXSID9048302
DB01995	DTXSID60190037
DB01996	DTXSID9021897
DB01997	DTXSID90274319
DB02007	DTXSID00649059
DB02007	DTXSID10889328
DB02007	DTXSID20585167
DB02007	DTXSID80584035
DB02010	DTXSID6041131
DB02013	DTXSID20893597
DB02013	DTXSID4051243
DB02013	DTXSID50164262
DB02013	DTXSID5043710
DB02013	DTXSID6026296
DB02013	DTXSID8074281
DB02013	DTXSID8074310
DB02013	DTXSID80891771
DB02013	DTXSID80894747
DB02015	DTXSID70746509
DB02020	DTXSID10199838
DB02020	DTXSID7045655
DB02021	DTXSID4046654
DB02022	DTXSID80223275
DB02024	DTXSID2047064
DB02024	DTXSID70583895
DB02025	DTXSID20332274
DB02026	DTXSID50166105
DB02027	DTXSID00349668
DB02027	DTXSID70746620
DB02030	DTXSID10243007
DB02031	DTXSID70897520
DB02032	DTXSID1037197
DB02032	DTXSID10777670
DB02032	DTXSID60212642
DB02032	DTXSID80512156
DB02034	DTXSID00175722
DB02034	DTXSID5046356
DB02035	DTXSID60235876
DB02036	DTXSID40381168
DB02037	DTXSID50662793
DB02037	DTXSID70370065
DB02042	DTXSID70467803
DB02042	DTXSID8041371
DB02043	DTXSID20173907
DB02043	DTXSID30225325
DB02043	DTXSID30746681
DB02043	DTXSID50585256
DB02045	DTXSID0021919
DB02047	DTXSID70146989
DB02048	DTXSID60584957
DB02053	DTXSID10897600
DB02053	DTXSID90585053
DB02054	DTXSID00820225
DB02054	DTXSID10764242
DB02054	DTXSID3059183
DB02054	DTXSID40169362
DB02054	DTXSID50801847
DB02054	DTXSID60826400
DB02054	DTXSID70164800
DB02054	DTXSID80233410
DB02055	DTXSID7027540
DB02055	DTXSID70892838
DB02056	DTXSID30897162
DB02057	DTXSID60474687
DB02060	DTXSID20514639
DB02060	DTXSID30514640
DB02060	DTXSID6020359
DB02060	DTXSID90514641
DB02061	DTXSID00873933
DB02061	DTXSID1023233
DB02061	DTXSID20196313
DB02061	DTXSID2023193
DB02061	DTXSID20429537
DB02061	DTXSID40744118
DB02061	DTXSID5058723
DB02061	DTXSID50873004
DB02066	DTXSID80316055
DB02068	DTXSID70216212
DB02068	DTXSID80211773
DB02070	DTXSID40610905
DB02070	DTXSID50360767
DB02070	DTXSID70743477
DB02073	DTXSID70883307
DB02074	DTXSID30880973
DB02074	DTXSID7027544
DB02074	DTXSID70880977
DB02076	DTXSID00872623
DB02076	DTXSID10583672
DB02078	DTXSID8026224
DB02079	DTXSID50214756
DB02079	DTXSID50883906
DB02082	DTXSID20187842
DB02082	DTXSID30657541
DB02083	DTXSID10506225
DB02083	DTXSID1062463
DB02083	DTXSID20745724
DB02083	DTXSID6074336
DB02085	DTXSID10474677
DB02085	DTXSID20668464
DB02085	DTXSID9039577
DB02087	DTXSID20332219
DB02091	DTXSID70332264
DB02094	DTXSID80274383
DB02095	DTXSID3038694
DB02097	DTXSID3022877
DB02097	DTXSID40276262
DB02097	DTXSID60188813
DB02097	DTXSID60891552
DB02100	DTXSID00472662
DB02100	DTXSID10897266
DB02100	DTXSID20883559
DB02100	DTXSID30187575
DB02100	DTXSID4027523
DB02100	DTXSID50482170
DB02100	DTXSID7026605
DB02100	DTXSID7051391
DB02101	DTXSID4046654
DB02102	DTXSID40169822
DB02105	DTXSID00227391
DB02107	DTXSID20596137
DB02107	DTXSID4025113
DB02109	DTXSID1043962
DB02109	DTXSID3043948
DB02109	DTXSID80715428
DB02110	DTXSID10474910
DB02110	DTXSID10474915
DB02110	DTXSID3065166
DB02110	DTXSID50474914
DB02111	DTXSID30332285
DB02113	DTXSID6073283
DB02114	DTXSID20243932
DB02114	DTXSID30207666
DB02114	DTXSID80892687
DB02116	DTXSID90144068
DB02119	DTXSID00274264
DB02120	DTXSID80191622
DB02121	DTXSID8060248
DB02122	DTXSID90405045
DB02124	DTXSID80633815
DB02125	DTXSID9022108
DB02127	DTXSID20715548
DB02127	DTXSID5024051
DB02127	DTXSID70714546
DB02129	DTXSID30331399
DB02130	DTXSID00635497
DB02130	DTXSID6059522
DB02130	DTXSID70715371
DB02131	DTXSID60415338
DB02131	DTXSID80473435
DB02132	DTXSID0047296
DB02133	DTXSID1051351
DB02133	DTXSID40242109
DB02133	DTXSID90889346
DB02134	DTXSID4035120
DB02134	DTXSID8071724
DB02134	DTXSID90217529
DB02137	DTXSID00170378
DB02137	DTXSID70177071
DB02138	DTXSID30191056
DB02141	DTXSID70474698
DB02142	DTXSID3046825
DB02144	DTXSID30677022
DB02145	DTXSID00369765
DB02145	DTXSID1021740
DB02145	DTXSID10745970
DB02145	DTXSID20708652
DB02145	DTXSID20729362
DB02145	DTXSID40197044
DB02151	DTXSID40409098
DB02152	DTXSID40880065
DB02156	DTXSID60243370
DB02159	DTXSID0021206
DB02159	DTXSID90480317
DB02159	DTXSID90583832
DB02161	DTXSID00858826
DB02161	DTXSID10858796
DB02161	DTXSID20858787
DB02161	DTXSID20858823
DB02161	DTXSID30858854
DB02161	DTXSID5045099
DB02161	DTXSID6044014
DB02161	DTXSID60657599
DB02161	DTXSID80858824
DB02163	DTXSID3026306
DB02163	DTXSID40835494
DB02163	DTXSID7021449
DB02165	DTXSID10164182
DB02165	DTXSID20893597
DB02165	DTXSID4051243
DB02165	DTXSID50164262
DB02165	DTXSID6026296
DB02165	DTXSID7035012
DB02165	DTXSID8074281
DB02165	DTXSID80894747
DB02165	DTXSID9074278
DB02166	DTXSID20189583
DB02166	DTXSID20894084
DB02167	DTXSID00182395
DB02167	DTXSID10776128
DB02167	DTXSID70472593
DB02168	DTXSID20227499
DB02169	DTXSID00745585
DB02169	DTXSID20657555
DB02169	DTXSID40585245
DB02169	DTXSID60880002
DB02172	DTXSID40437432
DB02172	DTXSID40437972
DB02174	DTXSID00574155
DB02174	DTXSID1023100
DB02174	DTXSID1044304
DB02174	DTXSID20472740
DB02174	DTXSID30745659
DB02174	DTXSID40583882
DB02174	DTXSID6046345
DB02175	DTXSID00583969
DB02175	DTXSID10166020
DB02175	DTXSID30231042
DB02175	DTXSID30462531
DB02175	DTXSID7021659
DB02176	DTXSID1037694
DB02176	DTXSID30481080
DB02176	DTXSID40583509
DB02176	DTXSID40745786
DB02176	DTXSID50149534
DB02176	DTXSID5024394
DB02176	DTXSID60152175
DB02176	DTXSID60583900
DB02176	DTXSID9074933
DB02178	DTXSID3021483
DB02180	DTXSID60677191
DB02181	DTXSID80225310
DB02182	DTXSID30161618
DB02184	DTXSID00583848
DB02184	DTXSID40884341
DB02184	DTXSID5041017
DB02184	DTXSID80859811
DB02185	DTXSID50653404
DB02186	DTXSID00331482
DB02187	DTXSID00746572
DB02187	DTXSID7047433
DB02188	DTXSID30169912
DB02189	DTXSID20746812
DB02189	DTXSID90178767
DB02191	DTXSID50298758
DB02192	DTXSID40470349
DB02192	DTXSID9026342
DB02196	DTXSID40585285
DB02198	DTXSID00443312
DB02198	DTXSID10444597
DB02198	DTXSID40481470
DB02198	DTXSID50745873
DB02198	DTXSID60218189
DB02198	DTXSID7021495
DB02198	DTXSID70745693
DB02199	DTXSID30161618
DB02201	DTXSID00583969
DB02201	DTXSID10166020
DB02201	DTXSID30231042
DB02201	DTXSID30462531
DB02201	DTXSID7021659
DB02202	DTXSID8026773
DB02203	DTXSID00440604
DB02203	DTXSID7025427
DB02207	DTXSID30183638
DB02209	DTXSID80196278
DB02210	DTXSID1027265
DB02213	DTXSID70332183
DB02219	DTXSID00853730
DB02219	DTXSID3061554
DB02219	DTXSID70635424
DB02220	DTXSID20388458
DB02224	DTXSID8022450
DB02228	DTXSID50311234
DB02228	DTXSID50422516
DB02228	DTXSID50894178
DB02232	DTXSID3020257
DB02234	DTXSID00176092
DB02234	DTXSID10846012
DB02234	DTXSID30431929
DB02234	DTXSID50183973
DB02234	DTXSID60176093
DB02234	DTXSID70167694
DB02234	DTXSID90147913
DB02235	DTXSID10276416
DB02235	DTXSID20186012
DB02235	DTXSID80198919
DB02236	DTXSID70143478
DB02238	DTXSID50207027
DB02239	DTXSID8021648
DB02240	DTXSID00884049
DB02242	DTXSID40193687
DB02242	DTXSID6061028
DB02242	DTXSID60713447
DB02249	DTXSID7024087
DB02251	DTXSID10181839
DB02252	DTXSID10477744
DB02252	DTXSID8060452
DB02252	DTXSID80675977
DB02255	DTXSID0046353
DB02256	DTXSID30883621
DB02256	DTXSID50426115
DB02256	DTXSID60747500
DB02261	DTXSID00225377
DB02261	DTXSID10274371
DB02262	DTXSID0025814
DB02262	DTXSID80363448
DB02263	DTXSID70331398
DB02263	DTXSID80349247
DB02265	DTXSID00187961
DB02266	DTXSID20173462
DB02266	DTXSID7023063
DB02266	DTXSID80167766
DB02267	DTXSID80178574
DB02272	DTXSID4060070
DB02273	DTXSID8029317
DB02274	DTXSID00704278
DB02274	DTXSID60332273
DB02277	DTXSID60332233
DB02279	DTXSID6069905
DB02279	DTXSID80199981
DB02279	DTXSID80209993
DB02279	DTXSID9068459
DB02280	DTXSID4046523
DB02280	DTXSID6023234
DB02282	DTXSID20179308
DB02282	DTXSID50676996
DB02283	DTXSID80332235
DB02285	DTXSID4048353
DB02285	DTXSID8046589
DB02289	DTXSID50147777
DB02292	DTXSID50183059
DB02296	DTXSID3025469
DB02297	DTXSID0067761
DB02299	DTXSID90555514
DB02299	DTXSID90659607
DB02300	DTXSID0046648
DB02311	DTXSID00865676
DB02312	DTXSID00649059
DB02312	DTXSID10889328
DB02312	DTXSID20585167
DB02312	DTXSID80584035
DB02315	DTXSID30860018
DB02315	DTXSID8040646
DB02317	DTXSID00746618
DB02317	DTXSID20241453
DB02317	DTXSID20746731
DB02317	DTXSID40186615
DB02317	DTXSID80177082
DB02317	DTXSID90889321
DB02325	DTXSID10745773
DB02325	DTXSID30177279
DB02325	DTXSID30480715
DB02325	DTXSID30745952
DB02325	DTXSID50480717
DB02325	DTXSID70192865
DB02325	DTXSID7020762
DB02325	DTXSID70480714
DB02325	DTXSID90480716
DB02325	DTXSID90745872
DB02327	DTXSID4021393
DB02329	DTXSID4022733
DB02329	DTXSID7045572
DB02332	DTXSID0046723
DB02332	DTXSID4048307
DB02332	DTXSID90160743
DB02333	DTXSID70585117
DB02335	DTXSID00169005
DB02335	DTXSID20169002
DB02335	DTXSID20169007
DB02335	DTXSID40169004
DB02335	DTXSID4061961
DB02335	DTXSID60169001
DB02335	DTXSID60169006
DB02335	DTXSID70203208
DB02335	DTXSID70793210
DB02335	DTXSID80158997
DB02335	DTXSID80169003
DB02335	DTXSID80169008
DB02337	DTXSID00393247
DB02338	DTXSID20746711
DB02338	DTXSID30585239
DB02340	DTXSID30167615
DB02340	DTXSID60326233
DB02342	DTXSID3040938
DB02342	DTXSID60746290
DB02343	DTXSID0052099
DB02345	DTXSID00881371
DB02347	DTXSID70404915
DB02348	DTXSID1075309
DB02348	DTXSID90164882
DB02352	DTXSID50178748
DB02357	DTXSID00222341
DB02357	DTXSID10154765
DB02357	DTXSID30858056
DB02357	DTXSID40150715
DB02357	DTXSID40163623
DB02361	DTXSID20187448
DB02362	DTXSID40183306
DB02362	DTXSID6024466
DB02365	DTXSID1025857
DB02365	DTXSID40477752
DB02368	DTXSID30349676
DB02371	DTXSID3064643
DB02371	DTXSID5072062
DB02372	DTXSID90332201
DB02373	DTXSID00170378
DB02373	DTXSID10630397
DB02373	DTXSID10780023
DB02373	DTXSID20893597
DB02373	DTXSID40194639
DB02373	DTXSID40199568
DB02373	DTXSID4051243
DB02373	DTXSID50164262
DB02373	DTXSID50413323
DB02373	DTXSID6026296
DB02373	DTXSID8074281
DB02373	DTXSID80894747
DB02375	DTXSID8022400
DB02377	DTXSID9052476
DB02379	DTXSID0023088
DB02379	DTXSID10484453
DB02379	DTXSID20484449
DB02379	DTXSID20745860
DB02379	DTXSID30197710
DB02379	DTXSID30484450
DB02379	DTXSID40468746
DB02379	DTXSID5040463
DB02379	DTXSID50484452
DB02379	DTXSID50746007
DB02379	DTXSID60469230
DB02379	DTXSID70467202
DB02379	DTXSID70883403
DB02379	DTXSID80447616
DB02379	DTXSID90189974
DB02379	DTXSID90484451
DB02381	DTXSID40332211
DB02383	DTXSID6048834
DB02384	DTXSID00405036
DB02385	DTXSID40552336
DB02386	DTXSID20332198
DB02393	DTXSID30144880
DB02396	DTXSID8060793
DB02397	DTXSID40168855
DB02399	DTXSID30199557
DB02400	DTXSID20172879
DB02403	DTXSID40574073
DB02403	DTXSID8059843
DB02405	DTXSID1049354
DB02406	DTXSID00482322
DB02406	DTXSID10143038
DB02406	DTXSID60672929
DB02406	DTXSID7021655
DB02406	DTXSID80745881
DB02409	DTXSID10332248
DB02412	DTXSID3059719
DB02413	DTXSID50469562
DB02417	DTXSID2062581
DB02417	DTXSID20892803
DB02417	DTXSID30825768
DB02417	DTXSID6021959
DB02417	DTXSID6063729
DB02417	DTXSID90724142
DB02418	DTXSID70793356
DB02418	DTXSID8041321
DB02418	DTXSID90740206
DB02419	DTXSID60201157
DB02420	DTXSID60332298
DB02421	DTXSID00157902
DB02421	DTXSID00163407
DB02421	DTXSID10745495
DB02421	DTXSID10858554
DB02421	DTXSID60182331
DB02421	DTXSID80585284
DB02423	DTXSID10218598
DB02424	DTXSID7042691
DB02428	DTXSID6059079
DB02430	DTXSID90274298
DB02431	DTXSID70889324
DB02434	DTXSID70196868
DB02435	DTXSID10185958
DB02441	DTXSID40392734
DB02448	DTXSID00204182
DB02448	DTXSID30184241
DB02448	DTXSID4021684
DB02448	DTXSID60703823
DB02448	DTXSID60715103
DB02452	DTXSID30189998
DB02453	DTXSID10178380
DB02453	DTXSID20893597
DB02453	DTXSID4051243
DB02453	DTXSID50164262
DB02453	DTXSID6026296
DB02453	DTXSID8074281
DB02453	DTXSID80894747
DB02456	DTXSID20217895
DB02456	DTXSID50185199
DB02456	DTXSID50191952
DB02456	DTXSID50225706
DB02456	DTXSID50889322
DB02456	DTXSID60215077
DB02456	DTXSID60221012
DB02456	DTXSID80179925
DB02459	DTXSID20659913
DB02459	DTXSID40195500
DB02463	DTXSID10274311
DB02464	DTXSID40434784
DB02464	DTXSID5021839
DB02464	DTXSID60196554
DB02467	DTXSID10276416
DB02467	DTXSID20186012
DB02467	DTXSID80198919
DB02468	DTXSID80474866
DB02477	DTXSID00167824
DB02481	DTXSID40212842
DB02482	DTXSID20450442
DB02484	DTXSID70585112
DB02486	DTXSID4044404
DB02486	DTXSID70725197
DB02489	DTXSID5049318
DB02494	DTXSID30862436
DB02494	DTXSID60206283
DB02495	DTXSID00332272
DB02507	DTXSID00190011
DB02507	DTXSID10716327
DB02507	DTXSID5023742
DB02507	DTXSID5042324
DB02507	DTXSID50873382
DB02507	DTXSID7035010
DB02509	DTXSID2040789
DB02509	DTXSID30274196
DB02509	DTXSID3032389
DB02509	DTXSID30784225
DB02512	DTXSID20205151
DB02512	DTXSID30204099
DB02513	DTXSID10783973
DB02513	DTXSID6034972
DB02515	DTXSID5048346
DB02515	DTXSID6023105
DB02517	DTXSID0046987
DB02517	DTXSID00718658
DB02517	DTXSID1048675
DB02517	DTXSID10745490
DB02517	DTXSID20583941
DB02517	DTXSID20718716
DB02517	DTXSID30482294
DB02517	DTXSID5020659
DB02517	DTXSID60583965
DB02517	DTXSID80449110
DB02517	DTXSID90482295
DB02518	DTXSID80160934
DB02520	DTXSID3045017
DB02520	DTXSID90192448
DB02522	DTXSID80331445
DB02527	DTXSID70745613
DB02527	DTXSID8040436
DB02527	DTXSID90611245
DB02530	DTXSID10496733
DB02530	DTXSID6035106
DB02530	DTXSID60727509
DB02530	DTXSID90746147
DB02531	DTXSID20482006
DB02531	DTXSID4021636
DB02531	DTXSID40500539
DB02531	DTXSID50649443
DB02531	DTXSID60440605
DB02531	DTXSID60482005
DB02532	DTXSID50303497
DB02534	DTXSID3022164
DB02535	DTXSID10274356
DB02536	DTXSID70196464
DB02536	DTXSID90861586
DB02538	DTXSID60332258
DB02541	DTXSID10594248
DB02541	DTXSID70158027
DB02543	DTXSID50212813
DB02546	DTXSID6041133
DB02547	DTXSID20163944
DB02548	DTXSID20585223
DB02548	DTXSID40331547
DB02552	DTXSID20575967
DB02556	DTXSID00585261
DB02556	DTXSID10435586
DB02556	DTXSID20583946
DB02556	DTXSID4025876
DB02556	DTXSID4040763
DB02556	DTXSID40514737
DB02556	DTXSID40583968
DB02556	DTXSID60443651
DB02556	DTXSID60514739
DB02556	DTXSID60583945
DB02556	DTXSID70514740
DB02556	DTXSID80514736
DB02556	DTXSID9023463
DB02556	DTXSID90584445
DB02557	DTXSID90657562
DB02561	DTXSID0023082
DB02561	DTXSID00745661
DB02561	DTXSID00745767
DB02561	DTXSID20331585
DB02561	DTXSID3047897
DB02563	DTXSID70677187
DB02565	DTXSID90274415
DB02567	DTXSID90332241
DB02568	DTXSID10158107
DB02576	DTXSID9021764
DB02577	DTXSID10474910
DB02577	DTXSID10474915
DB02577	DTXSID50474914
DB02577	DTXSID80474866
DB02579	DTXSID0039229
DB02579	DTXSID00514652
DB02579	DTXSID40514651
DB02579	DTXSID90145858
DB02579	DTXSID90584344
DB02580	DTXSID80152319
DB02583	DTXSID10169975
DB02585	DTXSID30332280
DB02586	DTXSID40639873
DB02586	DTXSID9062932
DB02587	DTXSID8040484
DB02591	DTXSID70870631
DB02593	DTXSID70415324
DB02594	DTXSID00369129
DB02594	DTXSID2074956
DB02594	DTXSID50195293
DB02594	DTXSID70883620
DB02595	DTXSID60242025
DB02596	DTXSID10635741
DB02596	DTXSID20223219
DB02600	DTXSID50171996
DB02601	DTXSID3046403
DB02601	DTXSID40675953
DB02603	DTXSID90332206
DB02606	DTXSID00745843
DB02606	DTXSID9021762
DB02610	DTXSID30332200
DB02613	DTXSID7042190
DB02619	DTXSID1049273
DB02621	DTXSID90893488
DB02623	DTXSID70745496
DB02624	DTXSID00474646
DB02624	DTXSID10427587
DB02626	DTXSID5043710
DB02626	DTXSID80891771
DB02627	DTXSID40370390
DB02628	DTXSID20402481
DB02628	DTXSID30743433
DB02628	DTXSID90743434
DB02630	DTXSID30188562
DB02630	DTXSID70215225
DB02632	DTXSID40185401
DB02632	DTXSID40883854
DB02633	DTXSID20890041
DB02633	DTXSID70233085
DB02637	DTXSID00208584
DB02637	DTXSID10889424
DB02637	DTXSID60208585
DB02637	DTXSID70234330
DB02637	DTXSID70745956
DB02637	DTXSID8021646
DB02638	DTXSID7048952
DB02639	DTXSID30210615
DB02640	DTXSID7040736
DB02641	DTXSID50211886
DB02643	DTXSID6049222
DB02644	DTXSID30332245
DB02646	DTXSID30239023
DB02648	DTXSID20274509
DB02648	DTXSID3022744
DB02648	DTXSID4023208
DB02649	DTXSID00635472
DB02649	DTXSID10178002
DB02649	DTXSID10849048
DB02650	DTXSID70221280
DB02650	DTXSID7024744
DB02655	DTXSID00437812
DB02655	DTXSID00677377
DB02655	DTXSID2045650
DB02655	DTXSID30487204
DB02655	DTXSID30859003
DB02655	DTXSID40583963
DB02655	DTXSID50503915
DB02655	DTXSID50746143
DB02655	DTXSID60583940
DB02655	DTXSID7022621
DB02655	DTXSID70487203
DB02655	DTXSID70584443
DB02655	DTXSID80583962
DB02655	DTXSID90487205
DB02656	DTXSID50474691
DB02656	DTXSID6042650
DB02658	DTXSID00399885
DB02658	DTXSID10162527
DB02659	DTXSID0045094
DB02659	DTXSID20635550
DB02659	DTXSID30747355
DB02659	DTXSID6040660
DB02659	DTXSID9033979
DB02661	DTXSID00170378
DB02663	DTXSID0043973
DB02664	DTXSID90196087
DB02665	DTXSID00229512
DB02665	DTXSID2023694
DB02665	DTXSID40662166
DB02665	DTXSID6047781
DB02665	DTXSID80159308
DB02667	DTXSID3065166
DB02668	DTXSID30171914
DB02671	DTXSID40462168
DB02671	DTXSID6052291
DB02671	DTXSID80462884
DB02674	DTXSID40332236
DB02676	DTXSID30894116
DB02678	DTXSID4023098
DB02678	DTXSID7043871
DB02679	DTXSID20661874
DB02679	DTXSID9034490
DB02679	DTXSID90745933
DB02680	DTXSID10583995
DB02680	DTXSID9024065
DB02686	DTXSID80659191
DB02688	DTXSID90173131
DB02690	DTXSID20238166
DB02691	DTXSID10647723
DB02691	DTXSID2047436
DB02691	DTXSID40583564
DB02691	DTXSID70662316
DB02693	DTXSID80190534
DB02695	DTXSID70874270
DB02696	DTXSID00745464
DB02697	DTXSID10332162
DB02697	DTXSID60309728
DB02701	DTXSID2020929
DB02701	DTXSID20574036
DB02701	DTXSID40349349
DB02701	DTXSID60584391
DB02702	DTXSID90171490
DB02703	DTXSID0023086
DB02703	DTXSID50169257
DB02703	DTXSID9045552
DB02709	DTXSID10859420
DB02709	DTXSID30676131
DB02709	DTXSID4031980
DB02709	DTXSID7032002
DB02710	DTXSID00227977
DB02712	DTXSID0023587
DB02713	DTXSID00169803
DB02713	DTXSID10827129
DB02713	DTXSID2043793
DB02713	DTXSID30826750
DB02713	DTXSID4022945
DB02713	DTXSID90826751
DB02721	DTXSID30188244
DB02724	DTXSID9041029
DB02726	DTXSID60157064
DB02728	DTXSID30209761
DB02729	DTXSID30171494
DB02731	DTXSID3025540
DB02731	DTXSID3045019
DB02731	DTXSID4049032
DB02731	DTXSID50177074
DB02731	DTXSID50586607
DB02731	DTXSID50586748
DB02731	DTXSID50713395
DB02731	DTXSID70583370
DB02731	DTXSID90168284
DB02731	DTXSID90198066
DB02731	DTXSID90587279
DB02736	DTXSID50583752
DB02736	DTXSID7020005
DB02740	DTXSID60635397
DB02740	DTXSID70635762
DB02740	DTXSID8032623
DB02741	DTXSID60274381
DB02742	DTXSID60883199
DB02743	DTXSID00873933
DB02743	DTXSID1023233
DB02743	DTXSID20196313
DB02743	DTXSID2023193
DB02743	DTXSID20429537
DB02743	DTXSID40744118
DB02743	DTXSID5058723
DB02743	DTXSID50873004
DB02745	DTXSID00190551
DB02745	DTXSID40891555
DB02745	DTXSID70364101
DB02745	DTXSID70471809
DB02745	DTXSID70676190
DB02745	DTXSID80184832
DB02746	DTXSID10185812
DB02746	DTXSID10583975
DB02746	DTXSID30583538
DB02746	DTXSID8021484
DB02749	DTXSID30413962
DB02749	DTXSID8044466
DB02750	DTXSID30746121
DB02750	DTXSID40745847
DB02750	DTXSID50177074
DB02750	DTXSID5046988
DB02750	DTXSID60176836
DB02750	DTXSID60893798
DB02750	DTXSID8022876
DB02750	DTXSID80747406
DB02751	DTXSID40480387
DB02751	DTXSID60661994
DB02751	DTXSID80745740
DB02752	DTXSID60332192
DB02754	DTXSID40332291
DB02756	DTXSID6058132
DB02757	DTXSID2059774
DB02758	DTXSID7061192
DB02759	DTXSID30201881
DB02761	DTXSID00205073
DB02763	DTXSID30828810
DB02765	DTXSID20332178
DB02765	DTXSID60332177
DB02767	DTXSID20584034
DB02767	DTXSID90574583
DB02768	DTXSID4024690
DB02772	DTXSID2021288
DB02774	DTXSID10745798
DB02774	DTXSID70583996
DB02774	DTXSID8041246
DB02776	DTXSID6065842
DB02776	DTXSID6073362
DB02778	DTXSID00747044
DB02779	DTXSID4045008
DB02783	DTXSID90332261
DB02788	DTXSID0024399
DB02789	DTXSID00872921
DB02789	DTXSID1036541
DB02795	DTXSID20481014
DB02795	DTXSID4059205
DB02795	DTXSID50745853
DB02796	DTXSID90237727
DB02797	DTXSID2065416
DB02803	DTXSID00332212
DB02803	DTXSID30449529
DB02803	DTXSID80277814
DB02806	DTXSID10583910
DB02806	DTXSID5024182
DB02810	DTXSID4067191
DB02810	DTXSID50635543
DB02810	DTXSID50657462
DB02811	DTXSID40713662
DB02811	DTXSID80331304
DB02818	DTXSID90332246
DB02821	DTXSID60197925
DB02821	DTXSID70626478
