drugbank_id	pubchem_dotf_id
DB11812	12015135
DB11815	12015119
DB11816	99431601
DB11820	26683773
DB11827	136350057
DB11828	123055351
DB11829	12015131
DB11830	56310612
DB11841	12015232
DB11851	50086918
DB11859	87550959
DB11864	99431560
DB11865	92309407
DB11868	12013706
DB11868	12015496
DB11869	12014683
DB11870	136349997
DB11883	24714966
DB11888	99431572
DB11890	12015138
DB11892	12014388
DB11893	136350035
DB11905	123055298
DB11912	123055436
DB11920	123055330
DB11921	12012679
DB11922	136350058
DB11927	125299327
DB11929	123055412
DB11935	12013653
DB11937	22395914
DB11943	12015118
DB11953	99431649
DB11960	12013671
DB11964	12015010
DB11984	99431608
DB11989	12015424
DB11991	136350027
DB11994	12012675
DB11995	136349980
DB11996	12013742
DB11998	12012808
DB11999	87550951
DB12005	136350017
DB12010	125299325
DB12010	125299332
DB12017	12012683
DB12017	12013372
DB12019	12015520
DB12020	57304412
DB12021	99431612
DB12022	49684229
DB12025	12013260
DB12029	123055296
DB12029	56310610
DB12039	12013810
DB12039	12015669
DB12042	50086935
DB12044	136350006
DB12045	87551013
DB12046	136350008
DB12052	12015192
DB12061	12015433
DB12070	123055444
DB12071	57304404
DB12072	12015385
DB12073	12015107
DB12074	123055353
DB12082	12012993
DB12083	12013173
DB12086	12013430
DB12088	12014851
DB12092	12013545
DB12098	123055284
DB12111	22395575
DB12116	12014693
DB12116	50086933
DB12127	12013055
DB12128	136349987
DB12135	49684247
DB12139	81044373
DB12144	12015571
DB12145	26683777
DB12145	81044368
DB12146	12015789
DB12148	12014855
DB12150	12012715
DB12151	57304396
DB12160	12012740
DB12163	12014435
DB12181	12015448
DB12184	12012960
DB12185	12014800
DB12190	12013959
DB12191	26683815
DB12193	12015051
DB12194	12013488
DB12195	26683772
DB12197	136350014
DB12200	123055408
DB12214	136350050
DB12222	12014791
DB12228	50086919
DB12229	99431622
DB12230	12013734
DB12232	12014960
DB12233	12014401
DB12237	24714761
DB12239	123055334
DB12243	12014003
DB12245	22395265
DB12247	136350053
DB12248	12013329
DB12254	12014711
DB12264	12014625
DB12265	81044363
DB12273	99431530
DB12276	12014463
DB12283	136349991
DB12286	12014745
DB12287	12014782
DB12290	12015641
DB12291	12014151
DB12307	123055389
DB12308	87550959
DB12311	12015388
DB12313	12012934
DB12321	12014839
DB12329	123055450
DB12332	85197636
DB12334	12015564
DB12338	12015336
DB12339	85197659
DB12340	57304426
DB12343	12013320
DB12365	12014746
DB12369	87550983
DB12371	136350018
DB12377	123055439
DB12378	136349967
DB12379	12012712
DB12385	12015125
DB12387	123055425
DB12391	56310625
DB12395	12013274
DB12402	12014944
DB12406	12014864
DB12420	87550990
DB12422	125299306
DB12425	24714734
DB12426	99431594
DB12429	12015277
DB12430	123055421
DB12436	12015048
DB12438	136349974
DB12445	12015129
DB12447	12013557
DB12448	12013571
DB12455	81044367
DB12459	12015068
DB12463	56310608
DB12465	12013738
DB12466	99431552
DB12470	12015055
DB12470	12015191
DB12471	123055447
DB12472	12013610
DB12473	12013585
DB12479	123055306
DB12482	12015207
DB12483	136350052
DB12484	24714722
DB12485	12012864
DB12491	136350037
DB12500	123055414
DB12515	12014702
DB12518	12013470
DB12519	57304408
DB12523	12014077
DB12531	12014555
DB12539	12013192
DB12540	26683793
DB12545	12013756
DB12551	12013061
DB12563	125299333
DB12564	136349996
DB12577	12014988
DB12586	12015315
DB12590	12015274
DB12593	12014221
DB12598	12013084
DB12601	26746640
DB12602	123055290
DB12610	12013066
DB12615	123055433
DB12617	12013753
DB12618	12015760
DB12619	12015376
DB12624	12013451
DB12629	123055318
DB12633	12015311
DB12637	12013541
DB12643	49684224
DB12650	12014185
DB12658	85197670
DB12661	12014605
DB12662	22395221
DB12665	12015313
DB12665	12015418
DB12670	12014585
DB12671	12015384
DB12677	12015003
DB12679	136349981
DB12680	57304406
DB12681	12015205
DB12692	12013113
DB12693	12013534
DB12702	136350007
DB12703	136350051
DB12707	12015865
DB12707	12015940
DB12708	12013918
DB12709	24714803
DB12712	12012984
DB12719	123055418
DB12724	136350029
DB12727	12014764
DB12729	136350042
DB12736	12013112
DB12743	99431576
DB12749	12015391
DB12750	87550947
DB12752	12012805
DB12757	81044346
DB12766	12012936
DB12769	12014547
DB12770	12014296
DB12771	87550954
DB12774	136350023
DB12781	81044356
DB12791	99431547
DB12802	12012576
DB12805	49684236
DB12825	123055421
DB12827	12015895
DB12827	12015926
DB12827	24714968
DB12832	22395234
DB12833	12013679
DB12834	12012726
DB12847	12015417
DB12850	12014799
DB12852	136350005
DB12855	24714758
DB12856	12015539
DB12863	12014432
DB12864	26683771
DB12869	12014902
DB12873	22395820
DB12874	136350019
DB12877	12013337
DB12882	12015206
DB12883	12014168
DB12885	12015329
DB12886	99431663
DB12890	57304370
DB12901	12012806
DB12904	26746633
DB12923	12013283
DB12931	12015575
DB12933	136350010
DB12935	87550984
DB12946	12014525
DB12947	12013031
DB12948	12013951
DB12951	12014722
DB12957	12015416
DB12959	136350054
DB12966	12015400
DB12967	12012645
DB12968	24714929
DB12969	12015429
DB12972	87550959
DB12988	22395459
DB12991	12013113
DB12998	99431621
DB13004	99431574
DB13014	12014204
DB13025	12013421
DB13028	12014327
DB13035	12015923
DB13036	12014153
DB13044	12013187
DB13050	12014050
DB13056	12012788
DB13059	123055411
DB13061	123055394
DB13063	12013901
DB13066	12014222
DB13066	12014874
DB13067	26683785
DB13068	12014887
DB13069	12015545
DB13082	12013546
DB13083	49684199
DB13087	99431563
DB13089	12015480
DB13091	12013308
DB13114	12015538
DB13129	12014190
DB13132	12013016
DB13141	12014070
DB13145	12013552
DB13165	136350022
DB13174	12015962
DB13182	49684218
DB13202	22395400
DB13228	12013532
DB13233	24714813
DB13242	12013720
DB13243	12012976
DB13246	12015548
DB13247	12012872
DB13261	12014643
DB13273	12013423
DB13274	12013330
DB13310	12012799
DB13310	12014975
DB13311	12015569
DB13314	12013322
DB13316	12013997
DB13317	12013514
DB13325	12013299
DB13326	125299290
DB13327	12013156
DB13330	12013318
DB13338	12013110
DB13358	12013934
DB13360	12012602
DB13367	12013124
DB13368	12013351
DB13371	22395569
DB13399	12013758
DB13400	12015273
DB13409	12012977
DB13411	12013427
DB13418	12013530
DB13419	12013969
DB13425	12014447
DB13429	22395236
DB13432	12013321
DB13434	12012871
DB13435	12015546
DB13443	12014149
DB13452	12012780
DB13457	12015550
DB13465	22395350
DB13470	12013041
DB13471	12014933
DB13478	12013403
DB13481	12014516
DB13499	12013350
DB13502	12012914
DB13508	12013737
DB13509	24714725
DB13514	12013634
DB13522	12013248
DB13523	12013325
DB13527	12015533
DB13530	12013349
DB13540	12012802
DB13546	12013033
DB13550	12013146
DB13553	12013002
DB13576	87550957
DB13581	22395305
DB13601	12012841
DB13602	12015547
DB13604	22395398
DB13609	12014724
DB13612	24714725
DB13616	12015035
DB13618	12013104
DB13625	22395237
DB13635	12013988
DB13638	12013721
DB13641	57304414
DB13643	12013326
DB13645	12013868
DB13649	12015363
DB13653	12013335
DB13656	12014549
DB13667	12014715
DB13668	12013703
DB13670	22395345
DB13674	12015493
DB13676	12013807
DB13682	12012690
DB13684	12014041
DB13689	12013698
DB13697	12014410
DB13702	12015537
DB13711	12013573
DB13722	12013319
DB13723	12014287
DB13729	12013733
DB13745	22395437
DB13751	12014953
DB13757	12012933
DB13767	12014353
DB13767	12014601
DB13768	12015535
DB13772	12013816
DB13775	12012641
DB13777	12015540
DB13778	22395230
DB13781	12012848
DB13783	12013312
DB13785	12013610
DB13795	12013020
DB13806	12014138
DB13816	12012616
DB13824	12013924
DB13827	12015555
DB13832	12013503
DB13835	125299304
DB13837	12012674
DB13843	12015551
DB13851	12014203
DB13854	12014288
DB13872	12013407
DB13876	12012915
DB13877	99431610
DB13909	12015396
DB13910	12015354
DB13920	12015777
DB13927	136350056
DB13950	12014569
DB13972	125299323
DB13978	12015946
DB13981	12012866
DB13991	12012875
DB14025	12013958
DB14035	12014479
DB14038	56310589
DB14054	56310577
DB14055	22395179
DB14060	12014389
DB14065	12014031
DB14080	12013391
DB14086	12013810
DB14086	12015669
DB14093	12012605
DB14106	12014155
DB14110	22395586
DB14126	12014981
DB14183	56310602
DB14184	12015677
DB14476	87550942
DB14479	12013391
DB14482	22395201
DB14483	22395201
DB14484	22395201
DB14485	22395201
DB14486	12013393
DB14486	22395201
DB14490	22395201
DB14509	24714729
DB14515	12014361
DB14529	87550957
DB14538	12013709
DB14583	12015318
DB14596	12014581
DB14643	12013467
DB14680	12015014
DB14719	22395428
DB14725	22395563
DB14726	12015494
DB14733	12015249
DB14815	12015749
DB14830	12015675
DB14872	12014416
DB14872	87550985
DB14887	99431668
DB14904	123055426
DB14913	12012917
DB14913	12014935
DB14923	24714757
DB14930	12014132
DB14930	22395458
DB14938	12014166
DB15012	57304383
DB15040	123055459
DB15108	12015070
DB15122	12014864
DB15130	12014026
DB15136	12015932
DB15137	123055393
DB15141	125299328
DB15197	26683808
DB15284	12014310
DB15293	12012832
DB15317	12014843
DB15334	49684192
DB15335	49684258
DB15357	12014795
DB15360	22395327
DB15399	123055432
DB15410	12013442
DB15414	12015507
DB15427	12013388
DB15466	12014352
DB15489	22395801
DB15492	12012911
DB15550	26683783
DB15578	50086895
DB15580	22395363
DB15581	56310592
DB15582	12013773
DB15584	12015086
DB15586	85197632
DB15588	12015328
DB15589	56310614
