drugbank_id	fdasrs_id
DB01530	5AZ365M0JX
DB01530	6J0K4253QD
DB01530	7M93TN23J9
DB01530	D8A379RX68
DB01530	J34MX0M30Y
DB01530	N5O0J576TA
DB01531	7OP86J5E33
DB01535	7LG286J8GV
DB01535	LA9DTA2L8F
DB01535	UVI40IC2GN
DB01536	03E4R5YL99
DB01536	409J2J96VR
DB01536	4B6H7L8608
DB01538	HFF29F23AG
DB01538	SGY1T84P34
DB01539	03ZI7ZZW5Q
DB01540	AL9HUA7C4C
DB01541	5H7I2IP58X
DB01543	6AL6ML53DZ
DB01544	620X0222FQ
DB01545	RR2F99E79B
DB01545	U60LDZ69BN
DB01546	19VO3DPF3G
DB01546	8PF413K1HM
DB01546	BM18K82628
DB01546	MP55GM82WT
DB01546	N9JWM3L3L9
DB01546	RH40Q45CQD
DB01547	7RS2Q8MCK8
DB01548	1F0L5N25ZZ
DB01548	G91S5K6HNH
DB01548	H17QTP917E
DB01548	WBS7IEP4SN
DB01549	183O9O9JE3
DB01550	0581EU40J9
DB01550	24GAY4MXL2
DB01550	3URD5R3CW8
DB01550	8C8C0XU803
DB01551	442C0H2H3P
DB01551	5D9XI60ASE
DB01551	8LXS95BSA9
DB01551	9073288YPO
DB01551	9H2016E13H
DB01551	CYG49A37XK
DB01551	DE5VRA4X6Z
DB01551	N9I9HDB855
DB01553	079O9GV92Z
DB01553	23O34WA6GS
DB01554	49SD6G16U5
DB01555	905GLN509G
DB01555	B54CW5KG52
DB01555	BXF83S0HEL
DB01555	R3B637Y991
DB01556	NHW07912O7
DB01556	RL11HOJ7DM
DB01558	X015L14V0O
DB01559	ZCN055599V
DB01560	272NNG64V6
DB01560	540EI4406J
DB01560	93UQ761V5A
DB01560	SZB6I5IQSV
DB01561	213MVW2TZD
DB01561	2KR72RNR8Z
DB01562	QMW2FF5DH3
DB01562	T6LN72I828
DB01563	418M5916WG
DB01563	6WZ3595RLZ
DB01563	7A1009H34F
DB01563	8680278NRH
DB01563	R14J9HX8JT
DB01563	YYX637R279
DB01564	0678G6Q58A
DB01564	T7ZM08F7FU
DB01565	3T8C8KE0AW
DB01565	5U0JDQ5Z5U
DB01565	C3S5FRP6JW
DB01565	NU189G5QU4
DB01565	S6V722J7YS
DB01566	23Y2GY4AJG
DB01566	4J99G5E8NZ
DB01566	BZ2P21Y2W0
DB01566	PVK7G754HO
DB01567	7F64A2K16Z
DB01569	Z2MMV08KUQ
DB01571	28A85EPF6L
DB01571	H488I3A7GJ
DB01571	LM5584ER42
DB01571	P57PR7Y64W
DB01572	21O907N0NH
DB01573	83C78V3OL9
DB01574	059QF0KO0R
DB01574	3040SK5NKV
DB01574	3XHB1D032B
DB01574	63M8RYN44N
DB01574	7QV8F8BYNJ
DB01574	9159UV381P
DB01574	J65BV539M3
DB01574	T6V3LHY838
DB01574	U6V729APAM
DB01575	059QF0KO0R
DB01575	24H4NWX5CO
DB01575	3XHB1D032B
DB01575	63M8RYN44N
DB01575	7QV8F8BYNJ
DB01575	9159UV381P
DB01575	J65BV539M3
DB01575	VNJ6H8MB6Z
DB01576	R87US8P740
DB01576	TZ47U051FI
DB01577	44RAL3456C
DB01577	7520HJS99O
DB01577	997F43Z9CV
DB01577	K2J544L5HP
DB01577	Y24T9BT2Q2
DB01578	RHH3W8F1CO
DB01579	0JPZ02KR9T
DB01579	0Q1YTA0F4B
DB01579	6985IP0T80
DB01579	80OKD9F9QG
DB01579	AB2794W8KV
DB01579	GTP19K968F
DB01581	UR1SAB295F
DB01582	48U51W007F
DB01582	5J847L84W0
DB01582	G5J54F79GO
DB01583	054I36CPMN
DB01583	06LU7C9H1V
DB01583	0H00N2AHSP
DB01583	18HB6B1L37
DB01583	46XII7C16X
DB01583	4W9K63FION
DB01583	66847MKV84
DB01583	7U4LEE5872
DB01583	86AZ0G22V2
DB01583	916A14ZM1H
DB01583	9J765S329G
DB01583	B82379R9W0
DB01583	C21TJ28135
DB01583	GCA9VV7D2N
DB01583	J60FX7V025
DB01583	LYR4M0NH37
DB01583	Q51BO43MG4
DB01583	S1UAI9MKMG
DB01583	T66DHO0SET
DB01583	UR0T0B24E9
DB01586	0GEI24LG0J
DB01586	6V4571KSKE
DB01586	724L30Y2QR
DB01586	JF1IDA502B
DB01586	VM8KQ3W8GM
DB01586	YKU915YJNV
DB01588	Q30VCC064M
DB01589	JF8V0828ZI
DB01590	9HW64Q8G6G
DB01591	A8910SQJ1U
DB01591	KKA5DLD701
DB01592	748VLK1H45
DB01592	BAI46P01OR
DB01592	E1UOL152H7
DB01592	V53IRR2O5Y
DB01592	YDY2K6MECD
DB01593	BU9140A8PQ
DB01593	CE2MEZ74RT
DB01593	E44B57UV42
DB01593	J41CSQ7QDS
DB01593	KRU3C29X7Z
DB01594	4RH62FXM4M
DB01594	6C18XMP3DF
DB01595	9CLV70W7HS
DB01597	141A6AMN38
DB01597	5428WXZ74M
DB01598	71OTZ9ZE0A
DB01598	Q20IM7HE75
DB01599	P3CTH044XJ
DB01601	13246C84TX
DB01601	2494G1JF75
DB01601	3M1YX6KMFC
DB01601	6A96D34YW9
DB01601	9KMC791AR9
DB01603	AO9YF4MN30
DB01603	NBQ410S76Y
DB01603	Q91FH1328A
DB01604	0HLM346LL7
DB01604	5Z5TRG74EY
DB01604	M3MYK6R22U
DB01604	V9HOC53L7L
DB01605	1WAM1OQ30B
DB01605	48FX7N21H2
DB01606	2YRJ6OXK1M
DB01606	SE10G96M8W
DB01606	UXA545ABTT
DB01607	34GZ64SH49
DB01607	F93UJX4SWT
DB01607	G8TVV6DSYG
DB01607	SM6JM116PM
DB01608	3405M6FD73
DB01609	V8G4MOF2V9
DB01610	FR5B7CU4CF
DB01610	H61CHR8D70
DB01610	J0IEW0BSHV
DB01610	L74941S4HN
DB01611	34U111Z6LU
DB01611	70MN4ZH123
DB01612	H2HUX79FYK
DB01613	35X333P19D
DB01614	37862HP2OM
DB01614	54EJ303F0R
DB01615	919V0YJO5O
DB01615	TJ08QTQ1E8
DB01616	46TIR1560O
DB01616	8K3R1YUZ4I
DB01616	943CL334OB
DB01616	9JFB58YK1E
DB01621	L903J9JPYV
DB01622	71P630M192
DB01622	YJ050AQ56X
DB01623	1J9VRR14LW
DB01623	2P7AT1AU06
DB01623	7318FJ13YJ
DB01623	7UE42HF37R
DB01623	B3CRJ1EWJU
DB01623	B565113IO2
DB01624	47ISU063SG
DB01624	7042692VYN
DB01624	FLE878A8ZI
DB01624	L3KM17324B
DB01625	4Z84BE98DY
DB01625	8B9I31H724
DB01625	E0KNA372SZ
DB01625	F97R3WDS0Q
DB01626	9MV14S8G3E
DB01626	W70V6I2OMY
DB01627	BOD072YW0F
DB01627	GCW8Y9936L
DB01627	LFF9183DR4
DB01627	M6T05Z2B68
DB01627	YII50372VA
DB01628	138Y28RY5E
DB01628	WRX4NFY03R
DB01629	4K0M952561
DB01631	7XKD6QOH68
DB01638	01Q0586BG1
DB01638	113ZQ1Y7DD
DB01638	1Q2H9GC12E
DB01638	3OWL53L36A
DB01638	506T60A25R
DB01638	82FOM4R7CD
DB01638	B3F996O6JU
DB01642	64RYD088RJ
DB01642	QCF122NF3R
DB01643	43W3021X6C
DB01645	DH2M523P0H
DB01645	Z6D785B7J3
DB01646	14D624N0TA
DB01646	5QY23U2KXB
DB01646	6W5T59494V
DB01646	9J12WX5B6A
DB01646	DTP8912DTL
DB01646	F63297MHIR
DB01646	Q98AWH82LP
DB01646	RDA9X022TH
DB01646	S33L2XCP9S
DB01646	VKK65T8A9U
DB01647	0RB5T277IY
DB01650	23AU5FZB9C
DB01650	388YT9184W
DB01655	W31WK7B8U0
DB01656	0P6C6ZOP5U
DB01667	Q150359I72
DB01668	7HR91T5TGW
DB01669	8W4UOL59AZ
DB01670	4AWM8C91G6
DB01671	059QF0KO0R
DB01671	63M8RYN44N
DB01671	7QV8F8BYNJ
DB01671	848QN6RR3O
DB01671	8I6993TIKC
DB01671	9159UV381P
DB01671	E1LE0WZ4BO
DB01671	J65BV539M3
DB01672	70D5FBB392
DB01676	H43RF5TRM5
DB01677	88XHZ13131
DB01677	91XW058U2C
DB01681	P80QSP14DM
DB01685	0J877412JV
DB01686	63CV1GEK3Y
DB01687	13Q3A43E0S
DB01687	15SUG9AD26
DB01687	6H525O4F06
DB01687	AVQ470ZA5K
DB01687	MJF4JAT10B
DB01687	R4B6462NGR
DB01688	1MXY2UM8NV
DB01692	R4SVL81GQI
DB01694	JQO211TF1A
DB01694	RRX6A4PL3C
DB01694	W4888I119H
DB01698	5G06TVY3R7
DB01698	RF4N03853G
DB01700	F0X88YW0YK
DB01702	KEX5N0R4N5
DB01703	748VLK1H45
DB01703	BAI46P01OR
DB01703	E1UOL152H7
DB01703	V53IRR2O5Y
DB01703	YDY2K6MECD
DB01708	459AG36T1B
DB01714	FCR6T2IYVU
DB01718	Z7FF1XKL7A
DB01724	A16V466XOD
DB01726	23RH73DZ65
DB01727	9RW6G5D4MQ
DB01728	4FWH120Z1Z
DB01738	0P2CSP6AGG
DB01738	78A2BX7AEU
DB01738	P9KM9YBR3G
DB01738	QF2Z2J9D7K
DB01738	UOV4NOC419
DB01738	Y68G4M097Y
DB01738	ZC5A8581LX
DB01739	04Y7590D77
DB01739	6RNR8XN7S2
DB01739	886W169S1R
DB01739	V87GJA0G54
DB01744	213N3S8275
DB01744	N20HL7Q941
DB01746	965COD96YA
DB01746	A4NA7IL44T
DB01746	GMW67QNF9C
DB01746	I36PJ2DN56
DB01747	230G290LEV
DB01747	91O4LML611
DB01747	9262JXU362
DB01747	HL46HNV67O
DB01749	GXS24JF5IW
DB01750	33T7G7757C
DB01750	944RJ2211X
DB01750	E7RB82EVFL
DB01750	EKF3CS5GBG
DB01751	PA7UX1FFYQ
DB01752	8K31Q2S66S
DB01758	4OVZ9K3Z8P
DB01758	55OP1B4O90
DB01758	9ZY3O14KI4
DB01758	FRQ98U4U27
DB01758	Q1M94GA18P
DB01759	6K23F1TT52
DB01760	1FL7L111A6
DB01762	4ZI204Y1MC
DB01764	R5U9EZY06G
DB01764	R9M4FJE48E
DB01766	571V312YMY
DB01766	W425Q6KV9R
DB01775	O10DDW6JOO
DB01775	UD3SO51084
DB01776	GGO4Y809LO
DB01779	13UV61K0I2
DB01779	1BF86JNY1A
DB01779	31S538FVCY
DB01779	518FQS69A0
DB01779	5JIY5MMX0E
DB01779	84832M2KRO
DB01779	94215249TT
DB01779	B7F87I3BS0
DB01779	H5SE58740G
DB01779	U41J6N702K
DB01779	WWH06G87W6
DB01779	X0QX3159PR
DB01779	Y56W30YB7O
DB01782	1TW30Y2766
DB01783	19F5HK2737
DB01786	E3UDS4613U
DB01786	OF5P57N2ZX
DB01791	WM58D7C3ZT
DB01794	3040SK5NKV
DB01794	ATN6EG42UQ
DB01794	EPP8L4V5E3
DB01794	T6V3LHY838
DB01795	L12H7B02G5
DB01796	F6F0HK1URN
DB01800	HD9MHQ536A
DB01800	YDQ726PEYH
DB01811	Z3OC8499KG
DB01812	C65F80D52U
DB01816	Q0I3184XM7
DB01819	545YL308OW
DB01819	76355AWG6I
DB01819	78Y3Q07J1X
DB01819	7WW86W676S
DB01828	BSF23SJ79E
DB01830	3U3L5QR4KV
DB01833	3HZV514J4B
DB01833	PN00Q697SG
DB01837	G05L7T7ZEQ
DB01839	602HN5L69H
DB01839	942194N4TD
DB01844	8696NH0Y2X
DB01849	016FR52RU5
DB01851	CBU2X6BBJR
DB01852	731P2LE49E
DB01853	3040SK5NKV
DB01853	T6V3LHY838
DB01856	0KXR6FJL30
DB01856	BZQ96WX25F
DB01856	FG44CCG35F
DB01856	G9S788RD6E
DB01860	59P84ZU54H
DB01861	V50K1D7P4Y
DB01862	X73VV2246B
DB01873	T0358E0YUF
DB01875	97MRZ3ZY2U
DB01875	9JAZ5K85DG
DB01878	701M4TTV9O
DB01880	U2S3A33KVM
DB01885	WQ29KQ9POT
DB01889	48K9VAM062
DB01890	8A64ND3B39
DB01892	RM741E34FP
DB01901	0M75U2ZH0A
DB01901	A8CB6ERJ54
DB01901	E6JGE99TEM
DB01901	OL741S3N8B
DB01901	P7V86EYZ5L
DB01901	S391KJ684Q
DB01901	XX73205DH5
DB01909	Z1LH97KTRM
DB01910	W2U467CIIL
DB01912	G5E357ISH5
DB01912	Q32ZN48698
DB01912	QTT17582CB
DB01914	02833ISA66
DB01914	25008KX916
DB01914	2W3YE50TX8
DB01914	5PLN1O36FF
DB01914	5SL0G7R0OK
DB01914	F78BCN2M7Z
DB01914	J96E9Q45N7
DB01914	N1T50P1RZ2
DB01914	PHA4727WTP
DB01914	S93UII1DW8
DB01914	SV1ATP0KYY
DB01914	W8HHU8ES4E
DB01914	X2RN3Q8DNE
DB01915	FB8KIA847T
DB01917	V10TVZ52E4
DB01919	B975S3014W
DB01924	K8YW73872D
DB01927	X0Q8791R69
DB01930	0J1TL6G6J9
DB01931	T61ORK73PY
DB01933	7BU5H4V94A
DB01936	0K9V1SR8T9
DB01936	0SR91WX0UG
DB01936	25A82N17F1
DB01936	3E6UO8Y8Q9
DB01936	3KE2M5R4ZO
DB01936	6EO875P1P7
DB01936	6OTQ6D078B
DB01936	6R5AZ534G3
DB01936	856511Z6TO
DB01936	CNR1I4YCE1
DB01936	IVV837V11N
DB01936	KE8VI99C5I
DB01936	R0L7IU6KYJ
DB01936	SE2VT7P530
DB01936	UE7K1ZD1HU
DB01936	XIR2X7M356
DB01941	UVU4X1103P
DB01942	0YIW783RG1
DB01944	8WII7624I5
DB01944	XWG1958E8I
DB01946	Y6197FQK8I
DB01950	87KSH90Q6D
DB01954	DPX51KUP08
DB01954	H6G4VMQ24K
DB01954	QLJ9YE822R
DB01955	7XOO2LE6G3
DB01956	1EQV5MLY3D
DB01957	Z2Z7M2FTAD
DB01961	6DZL5I6D4D
DB01962	2R86C98KDX
DB01966	1G4B5265CQ
DB01971	5LM7WD7VIC
DB01971	G8D26XJJ3B
DB01972	03LAZ1TDFJ
DB01972	16597955EP
DB01972	8DB3O97A3G
DB01972	B768T44Q8V
DB01972	R87C8160YV
DB01976	8H6056DWN2
DB01979	64RYD088RJ
DB01979	QCF122NF3R
DB01981	1EE1TT025N
DB01982	00A9JB14O6
DB01982	55NG3O9NDD
DB01982	60Q5S101ID
DB01982	A625BAU59G
DB01982	CEP8I6411H
DB01982	E850Z98K7Y
DB01982	H63X8ZA53C
DB01982	HU26LP8S4X
DB01982	M7Y086VB5G
DB01985	TQ7DL04CAE
DB01985	YKC1D7A6PK
DB01987	749XRF8JS6
DB01987	C6A4I117L8
DB01987	EHU3JCC2QR
DB01987	Q57971654Y
DB01987	U9TBV3W359
DB01987	XMK8K8EVIU
DB01990	774X4698X3
DB01990	87FG30X25H
DB01990	KU576NT9O9
DB01992	SAA04E81UX
DB01996	B083J4KF7F
DB02007	03JQ7I74CO
DB02007	05ZIE5U7RX
DB02007	C77UQ006XD
DB02007	G6FRT62N3J
DB02009	83N3N6B9U8
DB02009	862SGU1BRL
DB02010	H88EPA0A3N
DB02010	LB78KZ9G1K
DB02013	059QF0KO0R
DB02013	63M8RYN44N
DB02013	748VLK1H45
DB02013	7QV8F8BYNJ
DB02013	88BIA49L8P
DB02013	9159UV381P
DB02013	BAI46P01OR
DB02013	E1UOL152H7
DB02013	J65BV539M3
DB02013	V53IRR2O5Y
DB02013	YDY2K6MECD
DB02015	KXP0KNM559
DB02020	018XNU6812
DB02020	515DHK15LG
DB02021	8SH8T1164U
DB02022	G62V17J09J
DB02024	5Q445IN5CU
DB02025	O3VOU3H9VS
DB02032	9G64RSX1XD
DB02032	PPW0ENH1HA
DB02032	YQ0UGU4SE2
DB02034	78KR51ES9B
DB02034	RSY4RK37KQ
DB02035	ANCAJYD3FV
DB02045	E05QM3V8EF
DB02047	E4ZV1V9C3W
DB02047	P7I89D44K0
DB02053	4B2428FLTO
DB02054	G2X3B3O37U
DB02055	YO7UAW6717
DB02056	RXY07S6CZ2
DB02057	9280SC28GD
DB02057	F45TJ02EL1
DB02060	5QOR3YM052
DB02061	13Q3A43E0S
DB02061	15SUG9AD26
DB02061	6H525O4F06
DB02061	AVQ470ZA5K
DB02061	MJF4JAT10B
DB02061	R4B6462NGR
DB02070	02JW4J5R44
DB02070	DK8PQD0WC5
DB02070	L47273GINT
DB02070	O9Y8MI1F7U
DB02070	YJO0ZG7U5Q
DB02074	85GQ7GL1UM
DB02074	YW5WZZ4O5Q
DB02076	W31WK7B8U0
DB02078	32YXG88KK0
DB02079	14I68GI3OQ
DB02079	5G5QI2GN7A
DB02083	7797M4CPPA
DB02083	YXK75EAE92
DB02085	3K9EJ633GL
DB02092	75427237HI
DB02095	82X95S7M06
DB02097	04079A1RDZ
DB02097	5CSZ8459RP
DB02100	64RYD088RJ
DB02100	QCF122NF3R
DB02101	8SH8T1164U
DB02102	64OO8946ER
DB02102	Y7D3X3G1Z1
DB02105	VK0VA22GY2
DB02109	BFO5P1010A
DB02109	SZ078V1035
DB02113	SEO6WX0OZG
DB02114	0D54T7V7XL
DB02114	79819H507R
DB02114	9L85311JHC
DB02115	4R2X91A5M5
DB02116	6A839B2HYS
DB02121	9J6OR937VR
DB02123	2SMU62O28G
DB02123	451ZNJ667Y
DB02123	OK5NH65A9B
DB02123	PF1G5J2X2A
DB02125	UI7W503L08
DB02127	56V3OG5DC7
DB02129	4LPL64ZNA5
DB02129	WXS4GY9Q24
DB02130	GM8Q3JM2Y8
DB02132	180C9PJ8JT
DB02133	3040SK5NKV
DB02133	T6V3LHY838
DB02133	YF5Q9EJC8Y
DB02134	1AVZ07U9S7
DB02137	ATN6EG42UQ
DB02137	EPP8L4V5E3
DB02142	Q05R77UO7P
DB02142	QWW7V29814
DB02145	8PJ61P6TS3
DB02152	IV7H45AM5B
DB02153	56X032NVQL
DB02153	A6YN9EAW93
DB02159	602HN5L69H
DB02159	942194N4TD
DB02163	XWK0W8DA04
DB02165	059QF0KO0R
DB02165	63M8RYN44N
DB02165	7QV8F8BYNJ
DB02165	9159UV381P
DB02165	BU9140A8PQ
DB02165	CE2MEZ74RT
DB02165	E44B57UV42
DB02165	J41CSQ7QDS
DB02165	J65BV539M3
DB02165	KRU3C29X7Z
DB02166	02PGT0793J
DB02166	74NX23J96Y
DB02166	TP416O228T
DB02169	1W21G5Q4N2
DB02174	0RH81L854J
DB02174	63HB36CA2Y
DB02174	8P723CSS16
DB02174	905V50H511
DB02175	9KX7ZMG0MK
DB02176	29JB6BU01H
DB02176	2A9OM7IPNW
DB02176	569DQM74SC
DB02176	96R7020BND
DB02176	ED30FJ8Y42
DB02176	Q40Q9N063P
DB02178	U8J5PLW9MR
DB02181	8C2O37Y44Q
DB02184	R4SVL81GQI
DB02187	08O86EX0J4
DB02189	9MCI2H1EJ6
DB02192	ML9LGA7468
DB02198	2B3HS32431
DB02201	9KX7ZMG0MK
DB02203	CO1YOV1KFI
DB02205	V0632559OD
DB02207	UX0N37CMVH
DB02209	RG20W8WYLS
DB02210	ZIA319275I
DB02211	14885LHF9G
DB02211	1Y7XS87IZR
DB02211	F82UKQ50US
DB02211	U5X22AFK2B
DB02216	A34I1H07YM
DB02219	4W981O1LXP
DB02224	7IV7P3JAR3
DB02224	9SOB9E3987
DB02228	41XAV5II5H
DB02228	7R6S3C8YL2
DB02228	8HI62AIU12
DB02228	H0QPM375HE
DB02228	HT1OC0UBM2
DB02228	SBT3GBX27W
DB02232	LF3AJ089DQ
DB02233	874D12O72W
DB02234	236P47H4VR
DB02234	CTD25O6OBI
DB02237	BO88JLT87R
DB02238	286060413U
DB02238	2EZY36W75U
DB02239	RYX5QG61EI
DB02242	U36W9HNV6D
DB02249	IDK7C2HS09
DB02252	9HK5L7YBBR
DB02255	I0403ML141
DB02256	W78I7AY22C
DB02261	42EWD89I80
DB02262	61H4T033E5
DB02263	31179C27BH
DB02263	L87Q4L545T
DB02266	60GCX7Y6BH
DB02266	9NZ7H8YAHG
DB02272	74KHC72QXK
DB02279	2PZL5A0W0M
DB02280	L0UMW58G3T
DB02280	PPL7YW1M9W
DB02282	634Z2VK3UQ
DB02285	54N4UY1C7C
DB02285	63AAN3JDZE
DB02285	C2K325S808
DB02292	366037O6O7
DB02296	DEM9NIT1J4
DB02299	29626ZE0WY
DB02299	XUE0FE7GQB
DB02300	075Y05GJ7L
DB02300	143NQ3779B
DB02300	QRA3492A7Q
DB02300	S7499TYY6G
DB02300	TYF37XV46I
DB02302	49787G1ULV
DB02304	BIU61O9T9T
DB02312	03JQ7I74CO
DB02312	05ZIE5U7RX
DB02312	C77UQ006XD
DB02312	G6FRT62N3J
DB02315	6WYT1TNR45
DB02315	H2D2X058MU
DB02317	2XQS08K9WE
DB02317	706O8OR5TM
DB02317	845D8509AQ
DB02317	C324J3XG8S
DB02317	CIX3U01VAU
DB02317	H5UE7E3KQS
DB02317	H9J4583698
DB02317	RW10Q965QO
DB02317	U4HFF7E3PM
DB02317	X9QC3WD5G5
DB02325	ND2M416302
DB02327	3P5SU53360
DB02329	F1MP7242Z5
DB02329	MM6384NG73
DB02332	67U7UHJ04C
DB02332	ZC44YTI8KK
DB02335	42EK807V2G
DB02335	5JC2YZG56Q
DB02335	BR3X7522FX
DB02338	381Q4X082D
DB02340	W98518XGZ3
DB02341	2D08A509S3
DB02341	4D789A0S6D
DB02342	6I2QW73SR5
DB02345	0CH9049VIS
DB02345	5TUB3P8N8Y
DB02348	4964UZ79MI
DB02348	IW87A7KU3R
DB02362	TL2TJE8QTX
DB02365	W4X6ZO7939
DB02371	L173DK6289
DB02373	059QF0KO0R
DB02373	63M8RYN44N
DB02373	7QV8F8BYNJ
DB02373	9159UV381P
DB02373	J65BV539M3
DB02375	76XC01FTOJ
DB02377	5Z93L87A1R
DB02379	2066LV6ZSR
DB02379	2201Z5QKK3
DB02379	2712B9ZC9G
DB02379	5J5I9EB41E
DB02379	5WR4I32G54
DB02379	7IOF6H4H77
DB02379	8GX2GJ2FQT
DB02379	9KZ5XX4937
DB02379	B68P7HA84O
DB02379	BVO2XE0RLJ
DB02379	CN4MRR6TBH
DB02379	CUO87O37MT
DB02379	DUG4B9PY1Z
DB02379	G9TG14R79A
DB02379	IRL91MB2AD
DB02379	J4R00M814D
DB02379	JJ05IRR0HO
DB02379	NX72MO95R8
DB02379	OG95YI8XCF
DB02379	RQ6K52J67A
DB02379	TQ107U0RLX
DB02379	W3F28J9G0W
DB02379	YGO3M3VI6D
DB02379	ZBO3MAX21X
DB02380	HN0RQ6SBWQ
DB02381	U0F1149OFR
DB02383	0T93LG5NMK
DB02385	22U763I668
DB02385	26C7CRZ5LJ
DB02385	9PLD60N7SO
DB02385	H27WF8XSQO
DB02399	961570X3WO
DB02399	G6W6W3L2NX
DB02399	IHI9UGC58P
DB02400	1XI90I177M
DB02405	RP072ZQ00E
DB02406	GZK92PJM7B
DB02412	V06I3ILG6B
DB02414	Q10817UXVT
DB02417	5K96Y7WG8T
DB02417	N37IT16D3V
DB02417	YS6K3EU393
DB02418	7E9UXG71S1
DB02418	F5IA8X9O8M
DB02418	OR02B2286A
DB02421	V50K1D7P4Y
DB02424	Z3K3VJ16KU
DB02428	P90NWT719R
DB02431	257277ZO3K
DB02431	7D7ZF20MNG
DB02431	K0118UX80T
DB02431	S78SFW950O
DB02448	19936LIY2V
DB02452	QOP4K539MU
DB02453	059QF0KO0R
DB02453	069647RPT5
DB02453	63M8RYN44N
DB02453	7QV8F8BYNJ
DB02453	9159UV381P
DB02453	J65BV539M3
DB02456	383W8FIS5C
DB02456	F469818O25
DB02456	Y73692GHI4
DB02464	A1O31ROR09
DB02466	C9FL8WH6S4
DB02469	EM5JGM7SQF
DB02469	WE7NK5QCC7
DB02481	L363D92ELK
DB02482	3L4WX7B1EI
DB02486	45543L74BS
DB02489	397W61ZHWY
DB02494	68L11J0XBS
DB02494	KW7SNV9X8B
DB02502	4RGB38T3IB
DB02507	09CC5J5C8A
DB02507	HP31W7FNP4
DB02509	413TVZ4919
DB02509	J03523NK03
DB02509	SQ4TI19PXT
DB02509	X23PI60R17
DB02512	463VBZ2YVD
DB02512	M7522JYX1H
DB02512	R0SR7425RJ
DB02512	R9ND57J20X
DB02512	T1E52G2C9I
DB02513	3J50XA376E
DB02515	196623779E
DB02515	370V52HE4B
DB02517	3KX376GY7L
DB02517	J0V4V954NI
DB02517	Q479989WEA
DB02518	26C4VY6Z0M
DB02518	IIE41SBQ9L
DB02520	99Z2744345
DB02527	A7HJD8J7F7
DB02527	E0399OZS9N
DB02530	2ACZ6IPC6I
DB02531	8LL210O1U0
DB02534	O04F145ZJZ
DB02536	41A680M0WB
DB02536	GI7U82BL5A
DB02546	58IFB293JI
DB02547	1VG5M9827T
DB02547	SM108QK2IH
DB02556	032K16VRCU
DB02556	47E5O17Y3R
DB02556	IG69NF7L6D
DB02556	U4NZ734907
DB02557	1Y1FE6YEU5
DB02557	3F7O684NXF
DB02557	T3G94E2LB1
DB02561	0LJG9X2ZUL
DB02561	1H1HWQ2FDG
DB02561	2H1TQ7MV6X
DB02561	4S5K94VYG7
DB02561	91EEB3UHC3
DB02561	FT0PW5OPP0
DB02561	GKF6ARQ3ET
DB02561	JXT685586B
DB02561	KSJ4V6L1H3
DB02561	LH7RF28TXF
DB02561	MPP56UF5I7
DB02561	R73GS1TJE0
DB02561	VVT3718CT7
DB02561	WRW11KHO3D
DB02561	XJ8ADU5X9G
DB02561	ZER3Y6RTA5
DB02568	7B646RJ70F
DB02571	425I4Y24YZ
DB02579	J94PBK7X8S
DB02587	1F7A44V6OU
DB02590	2PVB5DNX65
DB02590	LE0D04T5LZ
DB02591	553XI1DS20
DB02594	0W860991D6
DB02594	6BZN07BMW3
DB02594	X8FX60E66D
DB02596	NYX13NT29D
DB02600	K6106LV5Q8
DB02601	9YH0WH2Z02
DB02601	PCM9OIX717
DB02606	69KXU5NDTO
DB02606	DLH38K423J
DB02613	G387VUT5EZ
DB02619	L7CYF0086V
DB02621	SRQ9WWM084
DB02626	748VLK1H45
DB02626	BAI46P01OR
DB02626	E1UOL152H7
DB02626	V53IRR2O5Y
DB02626	YDY2K6MECD
DB02630	0BA496N6TQ
DB02630	KJI9K6E929
DB02637	009I1TO9N5
DB02637	2F399MM81J
DB02637	KU8946Q1C8
DB02640	0W72P6E6EY
DB02640	7OW73204U1
DB02641	6QX6H3415T
DB02643	R6P3KW3E8U
DB02648	0G389FZZ9M
DB02648	U9VY0ZOK7A
DB02649	30H7L7X07N
DB02650	FLI06WS32H
DB02655	30KYC7MIAI
DB02655	4SR0Q8YD1X
DB02656	31M2U1DVID
DB02659	G1JO7801AE
DB02659	JYJ6CRE43U
DB02659	MLP1T05RBX
DB02659	NU3Y4CCH8Z
DB02660	CDD69JC61J
DB02663	72P470U27C
DB02663	M758GI0FEX
DB02671	P4617QS63Y
DB02678	58L064K8RR
DB02678	59EU58WW5W
DB02678	5U9H0HZ1TZ
DB02678	7A23T276F9
DB02678	K8YZM765ZS
DB02678	S3BL0640UV
DB02679	21CP7826LC
DB02680	DK8B627BU0
DB02688	98RA387EKY
DB02690	X5ZL2C7V9B
DB02691	G59NX3I3RT
DB02691	V06CXA1W3K
DB02701	25X51I8RD4
DB02703	1XKK7J9CT6
DB02703	59XE10C19C
DB02703	7EB01222KN
DB02703	J7P3696BCQ
DB02703	W540G73230
DB02709	AUA0K06FSB
DB02709	Q369O8926L
DB02712	G4186B906P
DB02713	6WZ3595RLZ
DB02713	JI8SAD85NO
DB02713	M011GS5PF5
DB02713	MH3O6VA8JW
DB02713	O48C92J37G
DB02713	U2UT4677KR
DB02714	2KN30VHY6S
DB02714	E78J377EZ6
DB02714	S5252ZI21Q
DB02714	ZI74VYB8VZ
DB02716	45LQ9B0V54
DB02724	230G290LEV
DB02724	91O4LML611
