chebi	drugbank
135356	DB01564
135424	DB04822
135435	DB13708
135446	DB09124
135451	DB01482
135453	DB01538
135490	DB13368
135499	DB13803
135516	DB09271
135552	DB06480
135570	DB01489
135593	DB05265
135612	DB12846
135636	DB08966
135646	DB13651
135686	DB06274
135688	DB13989
135730	DB13451
135731	DB01289
135744	DB13042
135755	DB12708
135803	DB13205
135817	DB09062
135820	DB13003
135825	DB13756
135829	DB09335
135843	DB13265
135861	DB04814
135922	DB01278
135929	DB06207
135939	DB06218
135942	DB11629
135949	DB06403
135956	DB06217
135961	DB06699
135966	DB12338
135967	DB06634
135974	DB11096
135981	DB13952
135990	DB12184
135991	DB13230
135995	DB13840
135998	DB13797
136009	DB11256
136027	DB13129
31215	DB05288
31232	DB09229
31308	DB09017
31759	DB12770
32126	DB06739
32131	DB13433
32241	DB08811
21484	DB07951
31176	DB04711
31305	DB12401
31640	DB01514
31910	DB13407
32010	DB09210
32019	DB13744
32040	DB13514
6845	DB00462
6954	DB00648
9671	DB00384
29101	DB14516
37083	DB03533
18314	DB04185
3013	DB00436
520985	DB00918
2666	DB00321
61084	DB01535
17536	DB04380
35778	DB00789
43830	DB08167
57427	DB00149
5557	DB01170
18258	DB00279
2379	DB01193
45265	DB03475
3181	DB01200
45422	DB04161
27478	DB01089
28860	DB03156
45223	DB03329
44632	DB03253
17633	DB04022
2654	DB00357
4917	DB09086
15843	DB04557
15428	DB00145
29069	DB02746
7454	DB00844
15710	DB04401
53608	DB02397
17515	DB03408
17604	DB01714
3347	DB13919
55344	DB01612
27543	DB07301
29063	DB01055
8746	DB13139
617099	DB00389
17347	DB00624
29146	DB01952
15792	DB02201
39382	DB15006
51032	DB00751
52020	DB07640
39255	DB11495
4681	DB00204
35686	DB02606
39624	DB04314
16797	DB11710
16224	DB01982
31625	DB00324
78538	DB11644
78543	DB08901
43053	DB02322
83865	DB01456
101064	DB02016
131526	DB13977
141472	DB04701
29007	DB01212
58340	DB01837
7489	DB04808
28616	DB04261
59119	DB13557
15500	DB01652
40410	DB02713
51903	DB11184
26709	DB14015
15855	DB02554
9754	DB03754
107736	DB01233
48204	DB15236
55490	DB00267
27784	DB04729
5138	DB00176
43074	DB03169
4646	DB00449
17150	DB02726
7959	DB00859
28335	DB07637
18135	DB02232
5000	DB00574
35056	DB02596
16526	DB09157
16313	DB02853
3756	DB01068
31674	DB14540
8207	DB01085
3743	DB00771
17824	DB02325
17602	DB14144
43755	DB00722
16998	DB02556
28862	DB03491
39576	DB06867
28940	DB00169
16204	DB12944
28077	DB01045
20506	DB00116
9329	DB01299
18125	DB01650
16055	DB02961
50378	DB00348
42471	DB02587
41469	DB01847
4495	DB01119
28460	DB02237
60805	DB01549
126237	DB00824
2896	DB00637
53775	DB06804
17854	DB02060
18088	DB15335
30851	DB03884
34916	DB13717
15426	DB02475
4907	DB01077
17296	DB06728
28783	DB03934
3205	DB00354
6904	DB00264
29103	DB01345
3349	DB01152
16610	DB03566
16602	DB13323
28159	DB03943
40149	DB07155
35852	DB00515
3752	DB00882
48220	DB13269
15553	DB12789
3655	DB00356
2038	DB00928
18332	DB00451
17825	DB03593
3682	DB04816
33348	DB12859
30154	DB07557
39170	DB11438
28969	DB01488
57959	DB02070
102216	DB00474
41485	DB02500
46477	DB08711
17857	DB03145
28548	DB12969
27775	DB01690
28694	DB09130
48844	DB00778
554446	DB01139
40413	DB07329
18041	DB03776
4753	DB01057
51210	DB01605
34380	DB00600
6933	DB00211
28865	DB04348
31710	DB11705
15430	DB02285
39168	DB11421
57844	DB00134
18344	DB11937
32599	DB00653
17980	DB02902
59714	DB01481
3901	DB01284
223316	DB13132
45448	DB02416
7565	DB01115
34718	DB11831
4876	DB00903
337298	DB00106
34227	DB03646
74387	DB11876
74405	DB03192
74768	DB11239
74948	DB01937
75250	DB13823
75251	DB12802
75258	DB13264
75275	DB11328
75305	DB02446
7582	DB01054
8064	DB00914
145705	DB14631
31201	DB13330
145371	DB11967
145374	DB13874
44661	DB02116
131170	DB11842
131176	DB00568
131194	DB01751
91755	DB09244
91829	DB15597
93856	DB12248
95093	DB12703
95216	DB13738
92874	DB15492
93095	DB13766
94187	DB12645
94409	DB11721
138885	DB05100
140420	DB06920
142432	DB15456
45213	DB04145
46632	DB00575
15890	DB02591
27432	DB00132
16016	DB01775
7852	DB00497
51257	DB12190
17895	DB00135
39112	DB06616
16848	DB03913
2946	DB00719
16551	DB12310
3643	DB14656
35176	DB09322
15831	DB07841
16765	DB08653
57304	DB04189
16962	DB14681
9391	DB13814
31856	DB06810
16375	DB03201
49040	DB00973
17926	DB02460
17596	DB04335
50819	DB11576
31199	DB00288
59771	DB14132
15344	DB01762
100241	DB00537
51024	DB00340
16108	DB04326
28621	DB13747
42702	DB07820
59909	DB11273
3048	DB00245
18425	DB03961
15698	DB02594
50922	DB00216
31355	DB00958
27540	DB02563
17658	DB11475
40992	DB02518
8716	DB04575
31709	DB01362
17992	DB02772
4657	DB00280
39384	DB11424
34665	DB04840
30915	DB08845
57966	DB03107
15379	DB09140
16792	DB08326
17794	DB04510
7630	DB09389
27662	DB00767
17094	DB03795
63036	DB09413
41509	DB02092
4093	DB03989
32181	DB04942
681850	DB00872
57475	DB04308
4708	DB00590
164200	DB08604
5790	DB00327
62088	DB04817
116278	DB00978
18124	DB03174
50076	DB11140
53472	DB15535
27690	DB00819
8673	DB00205
27404	DB01811
33374	DB12403
31718	DB09313
51209	DB00852
46763	DB04736
16436	DB12153
18165	DB03550
4786	DB09477
40167	DB04604
17973	DB02317
17001	DB04425
32161	DB06150
8448	DB00387
9985	DB13374
15741	DB00139
44598	DB08289
160129	DB08550
30735	DB01703
3903	DB11390
28839	DB02761
61739	DB14058
9352	DB00605
62964	DB13996
68551	DB08890
68558	DB08816
68841	DB06703
71365	DB01045
77321	DB02170
78011	DB01731
81822	DB12792
82718	DB09040
82937	DB15021
3405	DB04657
82713	DB04338
90926	DB09299
90951	DB09280
93175	DB13327
93394	DB13225
94538	DB13510
94557	DB11582
94614	DB12930
94677	DB09355
94700	DB11774
94708	DB11994
94719	DB11464
94720	DB06134
103931	DB09239
109558	DB08190
94767	DB08800
94802	DB14642
95013	DB07002
95073	DB12376
125571	DB14630
91329	DB12774
91371	DB12686
91389	DB12742
91399	DB05969
92246	DB00863
92361	DB08770
92426	DB13988
92511	DB00920
93492	DB03759
93645	DB12273
134082	DB06669
59565	DB08411
65347	DB08889
66964	DB00470
64183	DB11340
63791	DB00480
45919	DB02448
40096	DB02738
28148	DB05630
47417	DB02581
47767	DB01966
4393	DB13318
42549	DB02966
63616	DB00642
63916	DB01088
4743	DB01525
44387	DB03134
43876	DB04256
71272	DB06335
28368	DB01051
18230	DB02133
68579	DB06228
88301	DB11376
90117	DB11577
90144	DB01920
133833	DB11989
46252	DB03826
75388	DB01944
75393	DB08756
7569	DB14056
75832	DB13257
76016	DB09068
76172	DB09212
76258	DB03585
76266	DB13431
76290	DB08398
77006	DB13953
8687	DB06816
9215	DB00919
9249	DB06718
31905	DB09220
41814	DB07623
82977	DB09102
83469	DB13873
83584	DB13656
84116	DB00427
6817	DB00940
6823	DB00902
6884	DB13250
6935	DB00491
69441	DB09516
6958	DB01226
9017	DB15246
90225	DB06159
90227	DB11689
90237	DB05465
90239	DB13243
9356	DB13273
9741	DB00792
10055	DB13781
80025	DB11544
2129	DB03761
8060	DB00780
3057	DB04569
31240	DB13816
31290	DB13416
31842	DB15489
80680	DB00397
32318	DB14175
34365	DB07635
34511	DB11522
3452	DB08744
34531	DB11371
34549	DB15204
34593	DB06726
34605	DB06247
34812	DB09309
81559	DB13105
3897	DB01380
4527	DB00711
4787	DB03395
5108	DB12553
5165	DB01320
8230	DB01338
5700	DB08960
5783	DB14541
5784	DB00774
5812	DB06789
6125	DB06738
6431	DB00504
82542	DB13339
82557	DB11678
8362	DB01588
8481	DB00782
8485	DB00807
8493	DB12278
8717	DB01325
6618	DB12668
6640	DB01397
6706	DB00657
6792	DB00816
6797	DB00660
31550	DB03010
132268	DB11963
133009	DB11613
133011	DB00595
133021	DB11581
124991	DB00456
27526	DB02403
3112	DB00810
31159	DB06736
31190	DB13314
31539	DB15293
32192	DB00469
3240	DB00639
34283	DB01428
3510	DB01415
35825	DB13218
38635	DB04104
39949	DB03896
40957	DB03709
41609	DB14531
42017	DB04528
42106	DB04447
42170	DB02184
42173	DB01952
42355	DB00199
42578	DB03610
42606	DB03773
43000	DB01864
43043	DB02776
43541	DB03647
44032	DB00224
44188	DB08238
44658	DB02169
44788	DB02251
45081	DB00738
45127	DB04376
45285	DB00339
45304	DB01201
45599	DB03967
45652	DB00202
45951	DB00831
45980	DB00382
46020	DB03095
46790	DB02806
46859	DB06811
46905	DB01783
47780	DB01242
48549	DB02383
48788	DB02265
49002	DB02368
4904	DB08987
49152	DB04483
49566	DB01147
49786	DB14204
49791	DB02567
49957	DB13453
50841	DB00408
52672	DB03825
53013	DB01961
5537	DB00889
6129	DB00465
6759	DB00961
74104	DB04530
74690	DB03679
39785	DB02838
40116	DB01670
41883	DB04312
7581	DB01595
7601	DB00585
78030	DB12561
9590	DB04831
87462	DB13296
86285	DB15026
86990	DB00472
86991	DB08472
71961	DB04728
72296	DB06605
73002	DB02306
73139	DB02600
73732	DB09132
35862	DB00626
42896	DB03859
44369	DB03206
49770	DB08209
85973	DB09075
85990	DB06603
85993	DB09073
84622	DB01790
85078	DB06292
9421	DB01606
90625	DB07585
90695	DB01782
134689	DB12332
134714	DB09292
134731	DB12412
134736	DB05168
134738	DB06685
134745	DB08909
134827	DB13221
134856	DB13071
134886	DB04961
134890	DB13680
134938	DB12017
134995	DB13356
135000	DB11436
135001	DB13350
135002	DB05786
135035	DB13305
135057	DB13275
135123	DB08808
135157	DB13592
135242	DB11609
135268	DB13420
135307	DB12251
135311	DB12916
135317	DB13039
135353	DB13001
135357	DB04832
135370	DB01429
135372	DB01521
135374	DB13482
135383	DB08994
135386	DB01502
135437	DB01414
135440	DB13581
135449	DB13458
135457	DB13513
135468	DB13825
135470	DB08950
135496	DB13369
135500	DB13554
135505	DB13687
135532	DB13353
135564	DB13981
135590	DB06742
135597	DB13430
135626	DB08964
135632	DB13729
135642	DB08810
135651	DB01145
135652	DB04841
135657	DB13558
135696	DB04947
135699	DB12492
135724	DB13728
135741	DB13946
135791	DB01130
135809	DB12212
135826	DB12624
135846	DB13422
135859	DB09235
135875	DB11812
135885	DB13401
135905	DB02638
135910	DB06785
135920	DB06702
135963	DB13512
135975	DB14033
135976	DB11201
135979	DB13436
135985	DB13423
135987	DB13610
135989	DB08970
135993	DB11636
136006	DB11269
136039	DB13455
136041	DB11824
136044	DB09279
31247	DB09230
31528	DB11742
31538	DB13824
31612	DB08976
31660	DB01382
31666	DB01476
31943	DB12877
31944	DB15491
5523	DB00014
6846	DB05246
2686	DB01427
31234	DB13207
31563	DB13483
32026	DB11451
32061	DB06479
43120	DB02562
4757	DB14598
6073	DB00270
6901	DB00416
7553	DB06803
9757	DB00809
142773	DB12235
138819	DB13280
46151	DB08635
4388	DB13600
30830	DB01440
17285	DB03661
17709	DB03708
47518	DB05667
50915	DB08052
53074	DB12173
39169	DB11421
46811	DB08844
57416	DB01786
52683	DB14110
6015	DB00753
27140	DB09140
16335	DB00640
7627	DB00717
4591	DB01070
8028	DB00850
16383	DB04351
43561	DB07997
3749	DB00845
35847	DB13481
6716	DB00603
28915	DB00828
30842	DB03589
15633	DB02015
16235	DB02377
59912	DB13345
17123	DB02688
37117	DB09316
31174	DB00210
25812	DB12510
8066	DB00498
36704	DB00724
32029	DB14498
26078	DB09394
18243	DB00988
63017	DB13707
32800	DB03357
17579	DB06755
27902	DB00759
8707	DB01224
15881	DB03163
37382	DB14645
10100	DB00549
43467	DB02230
37924	DB01072
16118	DB04115
42465	DB03635
8459	DB00420
29287	DB14154
49976	DB14533
43422	DB04713
84115	DB08799
131751	DB06358
131752	DB08741
39540	DB03440
47454	DB07870
141473	DB04701
31468	DB01078
9307	DB13376
473992	DB00646
16856	DB00143
15864	DB15584
50368	DB14529
49093	DB02512
41539	DB04661
52060	DB13836
28787	DB00727
9943	DB00285
27584	DB04630
16997	DB01839
41593	DB07567
15784	DB03951
42548	DB04473
17842	DB03470
33214	DB02731
3210	DB01445
62861	DB03429
28093	DB11288
28661	DB13854
15901	DB01849
8502	DB00550
247956	DB00527
31889	DB12447
16493	DB02496
10119	DB00246
45389	DB04499
50838	DB01395
58048	DB00174
5296	DB01241
41198	DB07498
45744	DB04265
17775	DB08844
17433	DB14732
32223	DB09070
16450	DB02256
15532	DB02180
6807	DB00333
50138	DB06266
7478	DB00952
28195	DB02854
17574	DB15334
42309	DB02187
22526	DB08878
3480	DB01326
31711	DB08947
3393	DB00578
3183	DB00835
55352	DB06987
10110	DB00495
16831	DB04377
41089	DB01681
4672	DB01248
59582	DB00838
17941	DB00677
45586	DB02921
55518	DB13328
18308	DB02579
17202	DB04566
16155	DB04300
33730	DB03151
31784	DB14596
16840	DB01859
15829	DB03497
599440	DB09056
34847	DB09346
724125	DB00992
58974	DB13300
17883	DB13366
36161	DB13387
15999	DB07718
32166	DB13283
5550	DB13329
8356	DB00413
27512	DB03675
8024	DB00790
17985	DB01812
320055	DB01642
28878	DB06894
16811	DB13972
4702	DB00869
58531	DB12697
31252	DB01483
31439	DB00265
11909	DB12972
48416	DB00275
29108	DB14577
28741	DB09325
57826	DB00513
28927	DB08517
36939	DB13134
31556	DB13443
35720	DB11404
18304	DB04099
9674	DB00897
32954	DB09395
50789	DB04527
50848	DB00873
5136	DB01095
29310	DB11109
15531	DB04524
15945	DB01885
9679	DB11348
57589	DB08842
37931	DB11447
17322	DB14150
36761	DB02838
422	DB14475
16135	DB02531
3228	DB00237
59196	DB06955
4903	DB00977
43997	DB03362
50381	DB00419
28842	DB03193
16393	DB03203
17716	DB04465
17553	DB01738
30402	DB01794
58315	DB00135
27956	DB08830
28121	DB07919
16581	DB02789
30218	DB12940
10650	DB00669
44930	DB08394
3547	DB01333
567361	DB00242
30808	DB15536
16411	DB07950
27656	DB04690
4877	DB00330
50173	DB00459
46817	DB08844
35817	DB11458
27373	DB09357
101096	DB00311
3441	DB01136
15365	DB00945
31739	DB01321
5801	DB01611
60039	DB00172
73222	DB15477
75095	DB15581
75176	DB13026
75211	DB09372
75215	DB14496
75273	DB00464
145673	DB12833
145417	DB12146
145430	DB14568
91591	DB01620
92659	DB06922
92675	DB08989
92842	DB13715
93829	DB08954
92875	DB06470
92950	DB09202
94128	DB12340
94316	DB01425
94329	DB00219
94362	DB13574
94381	DB09004
94392	DB01218
42917	DB02353
142418	DB14895
142077	DB12100
17981	DB01837
51364	DB01624
30496	DB11104
111762	DB14028
28790	DB08839
60273	DB02777
6637	DB09104
16082	DB01713
8491	DB00777
17401	DB14981
101278	DB00343
61099	DB09180
5001	DB01039
3404	DB00429
49029	DB00551
29385	DB09353
39066	DB03709
15811	DB04522
16783	DB01863
171741	DB01034
39485	DB02888
8499	DB00571
32914	DB11073
59343	DB01066
127342	DB00289
52688	DB02202
8378	DB00860
15908	DB11192
16708	DB00173
34292	DB11496
15751	DB01774
17540	DB04046
28364	DB00159
60111	DB03144
31755	DB04291
27905	DB14667
57303	DB02475
36791	DB01175
3642	DB00856
6838	DB01403
32035	DB11153
59555	DB07672
36062	DB03946
5106	DB00180
40274	DB02113
2790	DB04626
60844	DB02124
28197	DB13182
6909	DB00916
30021	DB11142
59124	DB14026
18283	DB02430
17025	DB02129
5959	DB01029
53239	DB14201
42452	DB02281
5706	DB01355
32499	DB04836
15859	DB04252
16891	DB04343
7476	DB00788
30513	DB13110
17600	DB03381
28939	DB06151
27971	DB02952
18058	DB03940
5050	DB00950
16344	DB02751
59888	DB02530
37055	DB04196
48291	DB02334
30860	DB04183
6413	DB01006
207229	DB11638
3207	DB01222
2567	DB00630
28462	DB01426
533015	DB00279
7468	DB00984
45147	DB02956
189669	DB01537
472657	DB00671
6149	DB01002
28592	DB02955
15700	DB03751
15521	DB03264
681569	DB00631
8364	DB00457
33167	DB11119
47657	DB01656
68540	DB08880
68554	DB08826
71415	DB00698
27794	DB07109
18293	DB12216
83291	DB12728
90863	DB09143
107635	DB13839
91986	DB13351
92181	DB11423
93305	DB00735
94521	DB13792
94559	DB06282
94721	DB08814
94725	DB11125
125516	DB06455
125518	DB13575
91351	DB08073
91424	DB06061
91450	DB11836
91544	DB13233
93751	DB11775
143117	DB12130
64735	DB14507
64984	DB14107
66919	DB08877
64734	DB14600
67041	DB14705
66899	DB08819
65004	DB12179
31959	DB11190
64317	DB01064
63632	DB01030
64628	DB09099
63634	DB00580
63452	DB06595
64045	DB06288
44395	DB02186
64276	DB03266
63638	DB01080
46144	DB08649
40114	DB02434
63621	DB01232
45171	DB02846
64212	DB06246
57305	DB00145
64153	DB05134
63606	DB11596
7934	DB01421
64227	DB09201
22984	DB01373
68889	DB12771
70735	DB08815
21557	DB01646
8058	DB03575
31317	DB13346
41733	DB01800
133326	DB11150
133531	DB14630
145030	DB12434
75323	DB12942
75473	DB12736
75998	DB08911
76114	DB04812
76133	DB09215
76154	DB13317
76163	DB08942
76164	DB13432
76254	DB06682
76607	DB08932
76609	DB15059
76995	DB07453
77120	DB04243
8405	DB01087
8427	DB01599
9014	DB01399
9611	DB01056
4582	DB08466
83602	DB13434
83945	DB08265
90027	DB13966
90217	DB12874
7623	DB15201
90527	DB07835
9309	DB13580
9453	DB00342
9683	DB01021
7926	DB14121
10082	DB06694
79928	DB14081
80566	DB05668
80581	DB06409
31821	DB01071
31947	DB12532
31989	DB13362
80755	DB12515
80756	DB13694
3258	DB03541
3357	DB14735
81283	DB13274
81300	DB13276
34619	DB13753
34895	DB09371
34981	DB09088
34992	DB04982
3846	DB08726
4363	DB13865
82106	DB11379
4902	DB01466
82241	DB13712
5558	DB01018
5707	DB06787
82524	DB12832
88271	DB08939
132967	DB11574
140407	DB04918
10023	DB00582
175901	DB00441
17626	DB04734
28895	DB02714
31399	DB09232
31521	DB12947
31719	DB13618
32221	DB01600
3238	DB01091
35374	DB02867
36386	DB08809
36740	DB15573
3696	DB00369
39501	DB06824
3996	DB00924
4031	DB00091
41131	DB02074
41321	DB01990
42068	DB01177
42147	DB01822
42330	DB03226
42639	DB04699
42682	DB02054
43521	DB03002
43703	DB04173
43966	DB13616
44158	DB03053
44526	DB04746
44557	DB03040
44975	DB02365
4514	DB00804
45906	DB04786
46024	DB04297
46032	DB08632
46053	DB01676
46117	DB03028
46272	DB02147
471744	DB01598
472805	DB01092
47379	DB07651
47426	DB00695
47600	DB04751
47612	DB01393
47696	DB02417
4784	DB00584
49026	DB03721
49482	DB14534
49514	DB04320
49575	DB00829
49662	DB00328
49840	DB02733
50464	DB04801
50475	DB03369
50670	DB03013
50692	DB00834
50724	DB02121
52010	DB01114
5693	DB00756
73927	DB05295
31897	DB00731
40889	DB02335
47619	DB01791
74337	DB03943
77932	DB00759
77980	DB11617
7825	DB00239
87103	DB04716
87579	DB15056
87723	DB06209
86431	DB09484
7071	DB11282
72289	DB09101
72564	DB00853
73032	DB11395
73275	DB04938
73356	DB08861
73390	DB13602
41423	DB00482
44592	DB08332
44903	DB01711
85338	DB01739
85994	DB09078
84276	DB00422
85155	DB09048
34080	DB11331
85558	DB03780
90626	DB08079
134700	DB12865
134704	DB13764
134708	DB13115
134715	DB15323
134718	DB06654
134721	DB06586
134725	DB12214
134730	DB13609
134734	DB13396
134765	DB06706
134773	DB09250
134778	DB12358
134783	DB06714
134793	DB14079
134821	DB13394
134837	DB01550
134841	DB12945
134929	DB12172
134947	DB08803
134962	DB13697
134964	DB12821
135028	DB13722
135072	DB09284
135078	DB12766
135091	DB13634
135125	DB13593
135151	DB13649
135193	DB06716
135198	DB13324
135204	DB11504
135207	DB04837
135245	DB13476
135276	DB01551
135282	DB12787
135316	DB13066
135341	DB13815
135393	DB11517
135401	DB13849
135405	DB13842
135534	DB09376
135545	DB08962
135549	DB13635
135576	DB12230
135588	DB13460
135600	DB13523
135617	DB13342
135638	DB14627
135639	DB08968
135655	DB13303
135661	DB14679
135702	DB12459
135709	DB12185
135720	DB11921
135735	DB13312
135737	DB09236
135756	DB01348
135802	DB13711
135804	DB00941
135883	DB04972
135908	DB11628
135918	DB06334
135926	DB06267
135928	DB06211
135933	DB11092
135935	DB06204
135954	DB11591
135955	DB09219
135960	DB13567
135962	DB04884
136005	DB13334
136018	DB09285
136040	DB08918
136043	DB12417
136048	DB11739
136052	DB09198
136053	DB06600
31237	DB12082
31564	DB13544
31700	DB13428
31716	DB08945
3698	DB01340
2659	DB01223
31684	DB05266
32165	DB13547
32254	DB09283
43089	DB03770
28680	DB00987
59601	DB13967
41076	DB02312
2781	DB12618
110423	DB00720
34613	DB00689
42589	DB03283
18170	DB11068
3023	DB12319
15837	DB02296
15439	DB04461
2719	DB11842
29036	DB14552
58850	DB04527
44926	DB02327
44143	DB08188
9460	DB00894
16069	DB03366
16027	DB00131
29228	DB11072
32260	DB01108
16264	DB03397
31459	DB11622
40896	DB04248
57947	DB00148
46143	DB02314
453011	DB01188
61024	DB13493
43362	DB06185
16311	DB03258
17700	DB08688
58441	DB04185
48267	DB03172
59296	DB04679
17933	DB00146
5120	DB01185
15607	DB04072
32234	DB09536
17057	DB02061
58570	DB03839
51173	DB00647
16188	DB12452
27470	DB00158
27442	DB04062
78277	DB12148
84726	DB01673
131843	DB13723
140296	DB14217
141521	DB14209
3764	DB00257
43385	DB07996
51380	DB00366
15366	DB03166
3084	DB01019
50223	DB00380
3489	DB00274
3032	DB00868
62984	DB14487
59057	DB11461
41482	DB02516
59750	DB00223
6532	DB00836
29035	DB06757
7809	DB00713
28315	DB05262
59020	DB01446
3223	DB00490
31225	DB01435
17115	DB00133
17797	DB02053
28797	DB04454
36773	DB14156
29888	DB04160
17588	DB04422
2950	DB00972
5555	DB00226
15946	DB04493
32036	DB14499
39721	DB06906
18183	DB03088
47544	DB00447
8382	DB00635
16794	DB00747
28918	DB00668
9141	DB12965
2956	DB01061
49203	DB06281
43253	DB07954
44777	DB04750
5862	DB12551
32173	DB13232
27647	DB03866
28593	DB00908
38803	DB05791
9536	DB01154
53691	DB00271
40237	DB01261
40083	DB07145
15854	DB00468
16112	DB12029
16000	DB03994
61914	DB02302
15756	DB03796
521033	DB01126
51041	DB00659
27849	DB03120
3312	DB01164
3504	DB01416
52429	DB13660
33384	DB00133
16349	DB00155
16595	DB03401
28830	DB00291
37173	DB11343
5835	DB13014
19371	DB04646
4995	DB00949
32215	DB08621
507499	DB08230
15948	DB11231
28685	DB11137
27999	DB01124
30746	DB03793
31263	DB00522
34856	DB13669
47351	DB02946
38954	DB12231
17231	DB01776
18095	DB08847
16424	DB02178
478164	DB01413
42403	DB07743
17118	DB11735
681848	DB00561
31441	DB00588
50189	DB13466
8093	DB00388
48376	DB03904
51230	DB00905
51208	DB01163
9566	DB00679
17447	DB14183
28748	DB00997
41001	DB01515
4222	DB03912
15350	DB02897
50865	DB14544
48552	DB11428
39036	DB02371
43741	DB08098
15727	DB11695
34838	DB00858
4469	DB01576
30217	DB09155
51771	DB08168
28898	DB01717
27605	DB15087
40532	DB03909
41888	DB04274
8984	DB00815
18116	DB03829
28674	DB06764
32816	DB00119
27374	DB15350
50861	DB00374
39547	DB02648
3491	DB01328
22977	DB14085
50131	DB01262
3478	DB00833
15966	DB02517
18012	DB01677
44712	DB02190
39005	DB03814
16563	DB12093
2549	DB01001
16731	DB14184
28772	DB03142
45716	DB02546
67987	DB06750
73237	DB06174
73512	DB05779
74500	DB13306
75179	DB00432
75270	DB13069
7822	DB00991
8081	DB00692
145535	DB11759
90039	DB02414
131167	DB12270
91583	DB01058
91704	DB01580
91706	DB06762
92623	DB09282
92774	DB07697
93826	DB09022
95345	DB11385
94403	DB13442
94405	DB09185
94440	DB00478
141346	DB06190
141474	DB00772
143825	DB06440
2627	DB01122
4909	DB00749
30563	DB11132
17076	DB01082
10127	DB00909
59219	DB00403
43799	DB03659
27777	DB00551
3568	DB00185
5132	DB00499
7508	DB00452
31705	DB01249
32918	DB01750
6809	DB01577
9701	DB00505
16709	DB00165
30768	DB03766
28631	DB02024
30853	DB13089
40009	DB00260
4775	DB08846
16296	DB03225
16995	DB03902
28142	DB01563
6076	DB01167
6801	DB00331
58360	DB02085
44842	DB02078
16192	DB04457
35491	DB00138
15600	DB14086
37548	DB03298
18388	DB07352
33371	DB14227
17092	DB01735
15676	DB11100
28777	DB03601
31336	DB11264
61049	DB00864
5088	DB01148
32980	DB03897
8228	DB01132
59204	DB01282
30812	DB13569
51804	DB11521
58645	DB03700
44995	DB03153
168396	DB01024
47014	DB15073
17474	DB04574
33310	DB11589
5002	DB00800
26642	DB11127
34056	DB14589
62629	DB11437
34690	DB11397
4798	DB00494
4717	DB00450
28744	DB07706
16556	DB02485
17562	DB02097
17239	DB04555
37585	DB09449
6919	DB00948
50438	DB00946
34154	DB06926
41696	DB02899
17111	DB01632
7798	DB00198
7447	DB00607
46936	DB11324
33341	DB14160
37595	DB02240
49136	DB09502
3175	DB00484
4792	DB00228
7931	DB00910
48981	DB11145
17083	DB02119
3002	DB00394
40260	DB02654
27363	DB01593
43394	DB02945
59115	DB13841
58199	DB04422
27476	DB04286
16125	DB09494
32114	DB08797
29014	DB12156
58095	DB00120
3419	DB00395
474053	DB01327
17033	DB02073
3738	DB00283
31292	DB13909
55507	DB02100
100147	DB00779
16996	DB03997
15407	DB01364
18408	DB11191
68840	DB08872
71545	DB07883
9168	DB00877
90	DB12039
8426	DB01032
32020	DB08860
68657	DB15589
71940	DB00820
44237	DB02055
46515	DB03528
81862	DB11098
83326	DB09042
83329	DB00816
90841	DB06441
94448	DB09002
94458	DB09089
94461	DB04846
94489	DB05470
94493	DB11491
94573	DB06629
94701	DB01073
114203	DB06807
114204	DB11463
108581	DB13237
109100	DB07802
109543	DB13536
124917	DB11662
125673	DB12224
91366	DB13061
91368	DB06486
91417	DB13113
91425	DB12848
91508	DB11696
92309	DB13511
93626	DB09224
134107	DB07536
44302	DB03309
65063	DB08761
65310	DB12405
66876	DB06237
65326	DB11663
66903	DB08828
66901	DB08820
65136	DB14088
30657	DB02624
63628	DB00932
64321	DB06717
64019	DB04861
64354	DB00524
63453	DB12247
8874	DB00989
63578	DB09156
63569	DB14195
6912	DB00765
40035	DB03385
63620	DB01367
43355	DB07992
63613	DB00238
71028	DB06775
71023	DB06766
88200	DB14125
133538	DB00123
44597	DB02699
75204	DB04228
75555	DB11250
75955	DB11134
76018	DB08931
76119	DB13286
77095	DB08974
77317	DB04466
8067	DB00830
8107	DB00252
83766	DB09074
81783	DB02891
83667	DB08943
6821	DB04833
6847	DB00232
69477	DB14734
6960	DB00691
8988	DB05482
7458	DB11490
9185	DB12700
9435	DB00231
9570	DB04572
9598	DB01133
9725	DB01246
1457	DB06527
7982	DB00652
2930	DB09121
8049	DB01121
31189	DB01431
3122	DB07418
31379	DB11367
31431	DB11246
31639	DB13571
31902	DB00699
34273	DB13826
81224	DB13672
81297	DB01354
34386	DB01526
34517	DB14640
34741	DB11674
34857	DB13418
34894	DB14678
34967	DB06155
82162	DB12838
4465	DB09555
4575	DB01565
46552	DB08730
4745	DB15488
49627	DB07833
5847	DB00293
6043	DB01625
8381	DB14632
8496	DB09342
8734	DB02999
8825	DB13174
6633	DB06795
6754	DB00454
67900	DB12327
29579	DB01873
90364	DB02321
132853	DB12996
133017	DB05316
10429	DB11948
127780	DB00529
18315	DB03205
209807	DB01331
258351	DB01297
28886	DB03975
310312	DB03285
31162	DB13783
31257	DB13501
31515	DB01184
31578	DB01493
32243	DB09216
35255	DB11387
36274	DB02123
3640	DB00880
36941	DB04737
3732	DB01211
38855	DB01957
39567	DB03704
39708	DB04474
40719	DB03611
